identifier,name,popularity,Wikipedia
5R8nVwdog1PfRRkITVsuif,Warren Buffett's,8,Warren%20Buffett%27s
5RtezbUPPw8byOxucWzzRW,Mark_Parker,1,Mark_Parker
5Ruu3azJIe7bkE95WxpVEW,Chernin Group,5,Chernin%20Group
5SA3A3TkmHyfyeqI5BT0M6,Kevin Moore,167,Kevin%20Moore
5Sq6z47BNDCf6SR1v7aunh,Richard Li,62,Richard%20Li
5TVtbRfPUa0feEXwHb5GsI,Chen Nai Chia Kevin,1,Chen%20Nai%20Chia%20Kevin
5TnK1XnBWa1fjZsCw1TyjJ,John Mahoney,376,John%20Mahoney
5TrJFGVrp8kfNKv1XFTRpF,Nadella,1,Nadella
5UHtBgd4VTZfyymxSeaWZ4,Andrea Agnelli,72,Andrea%20Agnelli
5UqkCyJIWS1f2LMWRAm9QD,Schottenstein,1,Schottenstein
5WTaA9HF5UocL0AIUa7do1,Barry Cottle,5,Barry%20Cottle
5XCX6BqBjQabLey71tP6eN,Murdochian,1,Murdochian
5XczQAK7TOIeXGm6T9KevV,Wayne Taylor Racing,16,Wayne%20Taylor%20Racing
5ZaCUMFjzJZchLdndc6LHn,Ron Howard,1,Ron%20Howard
5Zxoi5O3erGeSwtcUZAL5I,Dr. Condoleezza Rice,1,Dr.%20Condoleezza%20Rice
5aF5BxktqzLbFBrvJJyq1B,Philip Knight,1,Philip%20Knight
5aTb8oSSnBNfypdDpxxu7W,Frederick Smith,1,Frederick%20Smith
5aUcRUQ0eChdeytcdEr9m0,Ginni Rometty,61,Ginni%20Rometty
5aqcF1MtJ6PalIwIJ2ULCN,Herbert Boyer,67,Herbert%20Boyer
5bGETEG1cn3ex4lY32KjBp,McMahon,2,McMahon
5beQFwDN5JtaeeSBM3ioSD,James Quincey,17,James%20Quincey
5bu76ys5nZxbiCRFrJkm78,the Arabian American Oil Company (ARAMCO),1,the%20Arabian%20American%20Oil%20Company%20%28ARAMCO%29
5drHaqQcwCBcdyrNZsHrpH,Dempsey-Racing,3,Dempsey-Racing
5eIbOP0hx5YdbK79k4Si9W,James Dimon,1,James%20Dimon
5exL7aouQlBc3PqMNVZojw,Charlene and Michel de Carvalho,1,Charlene%20and%20Michel%20de%20Carvalho
5ff9J5eU8ThdK1dv97PNih,Mary McDowell,17,Mary%20McDowell
5gE1qTLQ9iofqA9kqGfKCB,Patrick Walsh,1,Patrick%20Walsh
5gFovfkFPkCeXNaMKJXtR8,Hans Vestberg,20,Hans%20Vestberg
5gYgzHXN9ntbr25iGh3ZG1,David Provoost,3,David%20Provoost
5gtMWw25QpDacgLgLN7DDO,Evan G. Greenberg,12,Evan%20G.%20Greenberg
5hYhUo4nzIAbOXsg9NTfGx,Abigail Johnson,39,Abigail%20Johnson
5jzH0Jr2YzjarvtxS1eIHQ,Ross McEwan,20,Ross%20McEwan
5knyXl86S6ccQBnvekRBnt,Vince K. McMahon,1,Vince%20K.%20McMahon
5lh1fEA4PxdclONNQ0s9Dg,Howard Government,14,Howard%20Government
5m0WPAfQTWyawC8PB85YnC,Russ Girling,11,Russ%20Girling
5m6fWwonyBHdDLCpAKZg4o,Bradley_S._Jacobs,1,Bradley_S._Jacobs
5mDi5ByXMJffUPwY1leSbZ,Director General's,1,Director%20General%27s
5mGQy65Ia3abSDnWpnheUj,Tom Rutledge,8,Tom%20Rutledge
5mrmOvyMvsUbePaQFGCnnZ,Wolfgang Reitzle,21,Wolfgang%20Reitzle
5n9g7ohNiIrayq1EItkpsy,Dirty Hands,1,Dirty%20Hands
5nPZcOgZ3pUeog7lWnIa1L,Embay Mesfin,1,Embay%20Mesfin
5nxKrwojBegfjha0TDQzPN,"Simon Wolfson, Baron Wolfson of Aspley Guise",1,Simon%20Wolfson%2C%20Baron%20Wolfson%20of%20Aspley%20Guise
5p0FuBr7zIveYnd3oKmrRD,Carl-Henric Svanberg,32,Carl-Henric%20Svanberg
5pBvpMkHeM4eXtDdSDvoI2,Tom_Golisano,1,Tom_Golisano
5qcLYrbV7dad2FUNY7ErLU,Henry A. McKinnell Jr.,1,Henry%20A.%20McKinnell%20Jr.
5qdZUgtKpZFegkPmTCiq1f,"Charles  "" Babe ""  Rinehart",3,Charles%20%20%22%20Babe%20%22%20%20Rinehart
5qoQJtsNenTbsGkV0FxD1C,Robert Hayes,1,Robert%20Hayes
5qoqPU1cfRrcLXkoQNtCcm,"''' "" Zuck "" '''",1,%27%27%27%20%22%20Zuck%20%22%20%27%27%27
5qtacpsQoBtfAZ7r1C5c7d,2,8,2
5rjMhvu9bLjfT6C0DUHntk,J. Frank Harrison III,2,J.%20Frank%20Harrison%20III
5s5sG4s93dVfDzfsyOd6dF,Sandeep Mathrani,9,Sandeep%20Mathrani
5u419IlSzRAe32UThb0uJg,Maurice Gallagher,1,Maurice%20Gallagher
5u4rPy3DEsrbSAptbXydWm,Herbert W Boyer,1,Herbert%20W%20Boyer
5vVKP7PSaLnfo2n4Due3Mp,Rich Boehne,6,Rich%20Boehne
5vgrT4W82aEedYIyxuYZ7a,J. Michael Evans,21,J.%20Michael%20Evans
5wFfv5xtDmXcTBvHAnUHPW,Pinch Sulzberger,2,Pinch%20Sulzberger
5wSaL69Nojrb7I9RDZuFsf,Ian_Read,1,Ian_Read
5wmlPPe70GQbyUylnp4hpm,Sam Palmisano,2,Sam%20Palmisano
5zMK0m4iHtUcvVcRve6Mpa,Gregory Hayes,2,Gregory%20Hayes
601tgg2j46if70Mbp8ePd1,Dieter Schenk,10,Dieter%20Schenk
60AGdirsDTrfHwfIY9ATil,World Media Enterprises,1,World%20Media%20Enterprises
60BU2lFeM2EdZACszTOcmc,Michael J. Ahearn,8,Michael%20J.%20Ahearn
60NzsliPNpRbHSNDOERwT1,McDowell,1,McDowell
618Lv3DhScPcUBtHQk01TC,Deborah L. DeHaas,1,Deborah%20L.%20DeHaas
61Y0wvPSSUPcl1iJEaJONg,Nadella,1,Nadella
62LdP6qWZAUdcNHTSw4goQ,Masayoshi Son,112,Masayoshi%20Son
62UIn3v1ML3fQze6Us15Wc,Oscar Muñoz,1,Oscar%20Mu%C3%B1oz
62XbHbq9Ro4fNwjMk6BK0e,Frederick W. Smith,62,Frederick%20W.%20Smith
62b2yM7NL4AetmFvi6S7Mk,Christopher A. Sinclair,17,Christopher%20A.%20Sinclair
6369BAuuW7id6L2lLKUZNE,John Philip Jacob Elkann,1,John%20Philip%20Jacob%20Elkann
63WXOzH0kSxfAddZEOfd39,Charles Sykes,4,Charles%20Sykes
645z8ZUVROydm7Gm8Uyfq4,Robert Katz,38,Robert%20Katz
64p3xywiVD9c0kthjWsi2K,Robert Thomson,6,Robert%20Thomson
65BQX0R2UmXb7xg7EIbF16,William Ford,1,William%20Ford
65FgNB6JaejcJMpXxOJhV6,Dirk Van de Put,10,Dirk%20Van%20de%20Put
65mrIob1bd4aaFo3NRATWh,David S. Taylor,13,David%20S.%20Taylor
66FfuRpsmqTfSipL9rXOVw,Sir Ratan Tata,1,Sir%20Ratan%20Tata
66aSkzUVORFbU3oD9mVc3S,Saudi Armco,1,Saudi%20Armco
67mCa8RxG8qdFUsyN4FGJM,J. J. Webster,1,J.%20J.%20Webster
6882fINVZcif9BSeQ2h8kI,ROBERT JOHNSON,1,ROBERT%20JOHNSON
69vjmJFFZPWdaNtVEoBG99,John_Mahoney,2,John_Mahoney
6ABPeoWfukZfXiWTUkoWRu,"Sandberg, Sheryl",1,Sandberg%2C%20Sheryl
6AJMXdcwx7xcjVLUZLnNBr,they live amongst us,1,they%20live%20amongst%20us
6AhR5whYxEKeyFL42zBE0g,Brad D. Smith,11,Brad%20D.%20Smith
6BXi2yc7SDtckqS2Oqs3sg,Joe,1,Joe
6BibT2LpJYKcUzdJFv5foF,Heather Manchin Bresch,1,Heather%20Manchin%20Bresch
6CFQuwaa17qaVbPsD0f1xq,Prashant Kumar,6,Prashant%20Kumar
6CKNVfSaknecmyYvkBJH3w,Ross Maxwell McEwan,1,Ross%20Maxwell%20McEwan
6CeDXpE3KNifNnyfpI98FC,Kevin Nai Chia Chen,3,Kevin%20Nai%20Chia%20Chen
6DwqV4eo0xxbZDaHy51J2P,Robert Leroy Johnson,1,Robert%20Leroy%20Johnson
6EZSOExuQ0XbXnANQdY7eF,Warure,1,Warure
6F8DpSZxbgGc1VTVZ0MVlP,Keith McLoughlin,5,Keith%20McLoughlin
6FUsU4s5jbebj8ndYckVob,Mr. McMahon's,4,Mr.%20McMahon%27s
6FdFMdMve85eiNHzOoCAgp,David Duffield,24,David%20Duffield
6FhEYu9P2QmeDrBgpwDmIM,Gustavo Cisneros,57,Gustavo%20Cisneros
6Fx8k4w2BKSbrqE78YaKRa,Sheryl Sandberg’s,1,Sheryl%20Sandberg%E2%80%99s
6HUgfrNH9fqcvME8G4ajWS,William,3,William
6I1fExt7kjxbjDzYspuaqY,ZMC,1,ZMC
6ITIeFtXN0WdShoGDOIVOX,John Williams and His Orchestra,1,John%20Williams%20and%20His%20Orchestra
6JllWjSTDsBdYMNHeWG6yW,"Larry  "" Bobo ""  Merlo",1,Larry%20%20%22%20Bobo%20%22%20%20Merlo
6Krsf3c0KDoflAJExNC9BE,Steven,4,Steven
6L54XySW69gdP7inqG0zsY,William P. Lauder,17,William%20P.%20Lauder
6LbCYvqBLjidtACzbCFMYU,John Deere  &  Co.,1,John%20Deere%20%20%26%20%20Co.
6Lpgwg0HMmVeLCKP31L7bR,J. Williams,7,J.%20Williams
6MX4XjiIhAGawK73sfClPC,Tan Hock Eng,9,Tan%20Hock%20Eng
6MlP67m6YpPaluWUVAb7Tn,Osamu Nagayama,7,Osamu%20Nagayama
6NEN9DqsPAHbqwgxKXtYtK,Thomas J. Wilson Memorial Prize,1,Thomas%20J.%20Wilson%20Memorial%20Prize
6Nr911FYnNrdLblg9rtXyi,Sheikh Ahmed,1,Sheikh%20Ahmed
6O1HJpxkAFae6A6GbC8cQn,Jon R. Moeller,1,Jon%20R.%20Moeller
6OOgH6P2jTCbCBOhgNNuNE,Ralph Sorenson,8,Ralph%20Sorenson
6OiyeNEoNFfapRBSE3CujV,John T. Cahill,3,John%20T.%20Cahill
6Ok7vwBNghTdnWU4NqWQ5T,Michael Manley (CEO),1,Michael%20Manley%20%28CEO%29
6P2Ebb929nBdPhhQSCZeeE,John Allan (businessman),2,John%20Allan%20%28businessman%29
6P7IuofbHhXd1zFRpW08ud,Marvin Ellison's,1,Marvin%20Ellison%27s
6PZGZJ2DW8nb1x3vGwq3bN,"Bresch, Heather",1,Bresch%2C%20Heather
6QGletkvSz6dojK5Fksolw,Douglas Peterson,2,Douglas%20Peterson
6QrOEcT1jGheGbbBGz7CNW,R.Johnson,3,R.Johnson
6S1e0lAomPSaadlt3RocT3,Ronald,1,Ronald
6SVt5C7eR0DdVQVIjFAWNN,Robert Sands,1,Robert%20Sands
6TEeMAQRjDKbFJRbZWLgmO,Chandra,1,Chandra
6TFrTtpZX30asDNS0MHHSa,Andrew J. McKenna Jr.,2,Andrew%20J.%20McKenna%20Jr.
6UU21Hc3qJhcCPBdm2LIVH,Greg Brown (businessman),2,Greg%20Brown%20%28businessman%29
6UjOIsko0oNeK1ickwTSlC,Barefoot Adventure,1,Barefoot%20Adventure
6Wf5kusMXjNcuBFsUQDg6Y,Wan Long (businessman),1,Wan%20Long%20%28businessman%29
6Wy9KlqNukad8IFHBndvNx,James_Crown,1,James_Crown
6X0oCChtPuSfNRPKtxZttY,Mark Begor,2,Mark%20Begor
6Y1C503RHYrek1yfvHPgSB,Daimler's successor,1,Daimler%27s%20successor
6YJKwqilOCAdTT0YOf4TCK,Dmitry Grishin,9,Dmitry%20Grishin
6ZhOLyQJq4xaZh1kyLb9Vs,Charles_Noski,1,Charles_Noski
6a1vBtZ3ZSUdsJtkHjfELB,Charles Rinehart,16,Charles%20Rinehart
6aUUPCKnOt2eA17B58zIzA,Peter J. Levine,4,Peter%20J.%20Levine
6c3116Tq9PYcrb1Oa5ckM7,Richard James Goyder,1,Richard%20James%20Goyder
6cGe1Cn9HiYcqVshWlpq3i,Steven Collis,1,Steven%20Collis
6cJ8nDodctpds659P6N4XA,Aditya Mittal,13,Aditya%20Mittal
6eifkuRdKgCeCjFMireBiM,Mark Pigott,13,Mark%20Pigott
6f13mWQS70zejzfeBjAx1w,Charles O’Holliday,1,Charles%20O%E2%80%99Holliday
6fN92XBIwB1d14otdeF7gb,John Deere (Deere  &  Company),1,John%20Deere%20%28Deere%20%20%26%20%20Company%29
6faSDpNWsryfk3HCTrjQGJ,Pearce,25,Pearce
6h8AJtG6unNfbDur1GRvTw,Paul Michael Levesque,3,Paul%20Michael%20Levesque
6hWZQn7SN80dB7jCc01DJv,Aneel Bhusri,17,Aneel%20Bhusri
6iT6Jbzu41QbJu8thTPfbO,David A. Viniar,2,David%20A.%20Viniar
6jdysDNavdFd6yYlvpdNoo,Dan,1,Dan
6kG3qULNR0BeFtajyPv3El,Tom Secunda,1,Tom%20Secunda
6lkYL9FBHMudx8j0tazZQ8,Kenneth C. Frazier,2,Kenneth%20C.%20Frazier
6lvhnmKHI08cMzZHkaRKhu,Peter Thiel's,4,Peter%20Thiel%27s
6lyRyuCbOkgfvzwTCaKpBn,"Rupert Soames, OBE",1,Rupert%20Soames%2C%20OBE
6mzHxgcKqkmfSJBQSXn1cX,Mayo A. Shattuck III,17,Mayo%20A.%20Shattuck%20III
6n0zXXVwEdRbhSPGoxR974,Robert Chapek,1,Robert%20Chapek
6oLJuIqVBPCf9sJwaFcdLU,Edward W. Stack,12,Edward%20W.%20Stack
6psEDRclJOsfslLTOhqAmh,Daniel P. “Dan” Amos,1,Daniel%20P.%20%E2%80%9CDan%E2%80%9D%20Amos
6qRr0gyyE3ceiKevqYq9lc,Sunil Bharti Mittal,8,Sunil%20Bharti%20Mittal
6qX5qTYrIM0cOhehWrNG0c,Heather Munroe-Blum,19,Heather%20Munroe-Blum
6sp9Cggqb2Qf3mVzzPKoDm,Jonas Samuelson,1,Jonas%20Samuelson
6sucLZ0vtj5dV8BNtjFWDW,Suzanne Nora Johnson,8,Suzanne%20Nora%20Johnson
6tsX4R94aWibv3w7GAtpUv,"Dell, Michael",3,Dell%2C%20Michael
6uHWejwMvM8cJX9GcrjrWx,Peter Altabef,7,Peter%20Altabef
6uPf6KYHPRZcNJr9S6jxV9,Kamarudin Meranun,30,Kamarudin%20Meranun
6vNDR0vWycKfaeWQZOkUAb,"Francis Blake, & nbsp;Jr.",2,Francis%20Blake%2C%20%26%20nbsp%3BJr.
6w32kY5AxyKb0Wm7GujVY9,Rupert,8,Rupert
6w9UJmj4KzBad2OPzKUQxk,David Gonski,52,David%20Gonski
6xUGAnaMXR3bHIcW8tWdbD,Roy Vagelos,1,Roy%20Vagelos
6xVNiBX3khLb3v6bOj7bM0,Richard,1,Richard
6yHoPqGP063feOACi2rDMV,Jes Staley,26,Jes%20Staley
6yIIPpwow6BbaQ1fXWdfX6,Charles O. Holliday,26,Charles%20O.%20Holliday
6ymUxftly1IekhuXSo1I1Z,Paul Hudson,32,Paul%20Hudson
6zP7wBYrhjodZWU6h5O59y,Professor Porsche,1,Professor%20Porsche
6zWXIFTe1AgepWGp5fTrcH,''Alan'' Bennett,1,%27%27Alan%27%27%20Bennett
70Iw4uUm9zVbHT45uavjir,Hon. Charles Morrison,6,Hon.%20Charles%20Morrison
713U91EwoWIaWLy9ZvUW7L,Crown,1,Crown
71LukhqOpGxehLcqAXwW2K,Arthur D. Collins Jr.,7,Arthur%20D.%20Collins%20Jr.
71WkOSsn9vuaj88rlMTfFw,Hock Tan,1,Hock%20Tan
71nlh8MKR9ZbtTsaukDaLJ,Laura J. Alber,5,Laura%20J.%20Alber
73fcbhjl5AJczAAvWexGNd,Helen Johnson-Leipold,13,Helen%20Johnson-Leipold
74iD45YNrhqecSbMquiR16,Charles Andrew Morrison,3,Charles%20Andrew%20Morrison
74xFvnqYcNrbRkyoAj9yrX,Jeff and MacKenzie Bezos,1,Jeff%20and%20MacKenzie%20Bezos
75S2YoDQU87f0SasHhCreY,Greg Brown,12,Greg%20Brown
75VNFv3yRDaeAfyYl6sRbK,Director General and CEO of Aeroflot Vitaly Gennadyevich Savelyev,1,Director%20General%20and%20CEO%20of%20Aeroflot%20Vitaly%20Gennadyevich%20Savelyev
75x4wWKMG16d09sskY6FYY,Dan Cathy,17,Dan%20Cathy
76TpgmNPm6af6RGTIm7eCS,Ronald Hovsepian,8,Ronald%20Hovsepian
76YbKLa4akFdXhbDb5hKas,Richard Fain,13,Richard%20Fain
76aRKad3h3Ve1al7SuLGIo,Doktor Z,1,Doktor%20Z
76svods9WkIduGcl4Me8mC,Sam Zell,87,Sam%20Zell
777n1QYQUoEcbgc92nStBK,Steven Schwarzman,2,Steven%20Schwarzman
77GHkh0o7aYdHhfztPsvKb,Gerry Smith,11,Gerry%20Smith
77TenZ4D3Sjd2WFN1Lo9qy,Charles Haldeman,1,Charles%20Haldeman
77pync8887tblgS31jZ01V,Richard Goyder,31,Richard%20Goyder
78Jyr2PASgIf2NHp0YOv9g,Kevin_Plank,1,Kevin_Plank
78cHeRPaO6jf6zXTbBAKvp,Toshiaki Higashihara,1,Toshiaki%20Higashihara
79KkwcOt7wWebg0Fxu0LsR,Elon Musk,1216,Elon%20Musk
79squCQClS6dOHbyt1P4NW,Thomas Petterffy,1,Thomas%20Petterffy
7AMZodZDYpQcZhULXHhesL,Hunter Hearst Helmsley/Triple H,1,Hunter%20Hearst%20Helmsley/Triple%20H
7BBIBmxZHM1fMdmvXXPiOy,Mark G. Parker,1,Mark%20G.%20Parker
7BVdMMI3fn5dbELJYezMRE,Stacy Smith,16,Stacy%20Smith
7BtsA6IwV5ZdtwIkOBgUzl,Mike Ullman,5,Mike%20Ullman
7Ck1xXCGuQ8bLbDV5L9Q01,Brian Tyler,281,Brian%20Tyler
7DUyvAdQDUVd2s1KaJfP03,Gautam Shantilal Adani,1,Gautam%20Shantilal%20Adani
7ECAAnoOSzLeFXADzfXMvu,Avram,3,Avram
7ESJpbtGHzKbCaQcOgM85r,Ben Sherwood,40,Ben%20Sherwood
7EcEkJlpJXdchQtK71pmyO,Terry McGraw,1,Terry%20McGraw
7FVc0tCzrryeRG6hoUZVaO,Nido and Mariana Qubein,1,Nido%20and%20Mariana%20Qubein
7FaCglKGUubdoaB1eZqLFt,Ed Sims,2,Ed%20Sims
7FeJagZLUBuccHmnEBp8Nf,Google Chairman,2,Google%20Chairman
7Fv33F04EXVfncbMVOf8WC,Reshma Kewalramani,3,Reshma%20Kewalramani
7GbFZvBaBIzbE6gz2dg4b0,Chuck Prince,2,Chuck%20Prince
7GiHeg9GPyveNzIcd4RZzJ,Dieter Zetsche,50,Dieter%20Zetsche
7H0Vh5is2Wdcm37hoMQknn,"Grant, Hugh",2,Grant%2C%20Hugh
7HBOygJktr7dBfmrfsVaw0,Jimmy John,1,Jimmy%20John
7HKxkQU4tTofHNaxEqIg2M,25th John Howard,1,25th%20John%20Howard
7HPzoEdgysMc9ScvgB4Gyd,Duffield,1,Duffield
7HylOuDAHjbbKdTLGfz3Ur,"Huateng  "" Pony ""  Ma",1,Huateng%20%20%22%20Pony%20%22%20%20Ma
7ILmWOmdA5abw8keEODpb1,Mr. Ratan Tata,2,Mr.%20Ratan%20Tata
7IOqsnWQD63fM15dUaoYEI,Alexis Herman,64,Alexis%20Herman
7IVMfVGRBTCap3nA8swdwD,Laurence D. Fink,35,Laurence%20D.%20Fink
7IYszf1SprBfVU6R7Xhf2o,Anna Manning,3,Anna%20Manning
7IpUFZfiNEmdK9p4EFmVHo,Ajaypal Banga,1,Ajaypal%20Banga
7K1s7W10rp4bgVvcqPZQSA,Redstone,1,Redstone
7KHoaW1i3eGdnrO9gI1avv,"Webster, John (1580?–1625?)",1,Webster%2C%20John%20%281580%3F%E2%80%931625%3F%29
7KOocfzj1ghe5tGg7QO29E,Michael Burns (executive),7,Michael%20Burns%20%28executive%29
7KqKLh2iZJwd2tQMcfM4lz,Omar Ishrak,14,Omar%20Ishrak
7KvIBpMbgYddPcBOgXd1I5,"Williams, John",2,Williams%2C%20John
7Lz3W43DPYhd2s6kFecKKm,a more prosperous kind of hero,1,a%20more%20prosperous%20kind%20of%20hero
7NgNsost534fhEwl8JU4k8,Scott Farquhar,15,Scott%20Farquhar
7OBoRENGh4ebs2ouK7X800, Stephen Schwarzman,1,%20Stephen%20Schwarzman
7PdVh7kSPzGaWdT9h9YHqr,Kevin Conory,1,Kevin%20Conory
7Qygfly2Wp2eyBoRQShCN1,Kathy Warden,2,Kathy%20Warden
7RCKmzTcdTmfjQdqLydibk,John P. McConnell,7,John%20P.%20McConnell
7RXmtmXkeEuayLbHDU6eAW,Bezos Earth Fund,1,Bezos%20Earth%20Fund
7SYj4eVy9G5fXFfjis9SwG,CARL DOUGLAS,7,CARL%20DOUGLAS
7TGNXPKQNYlaqsFs2pwDDj,Tony Fernandes,180,Tony%20Fernandes
7TR8w0HYlXfcTaSY2LntCC,Lindsay Maxsted,4,Lindsay%20Maxsted
7TTul8LAyu0f3LUan0oOtl,Mitchell Baker,55,Mitchell%20Baker
7UJOhpu3Lc9f9TUgH5osrF,Yusuf Hamied,25,Yusuf%20Hamied
7Up2jPJcsZSfVxfPHCkXGO,Sari Baldauf,11,Sari%20Baldauf
7UsQOyFyXE0ej9JEmGEJr9,Howard Liberal Government,1,Howard%20Liberal%20Government
7VNpFzw5q13fw2inffUH7D,Brian Roberts,9,Brian%20Roberts
7VqPlRnqaKxd5t5SMA58og,Brian France,66,Brian%20France
7W39Zsds2HjfyTJ7hIG5kh,Thomas Maheras,2,Thomas%20Maheras
7W6i0chqGyJf1Ix6xR2WWw,Willie Walsh (businessman),3,Willie%20Walsh%20%28businessman%29
7WKFtxG15Zdfb2FooGuvsy,Sir Michael Moritz,7,Sir%20Michael%20Moritz
7WOYXcGRHuRfeqG5HjHrR5,James S. Crown,2,James%20S.%20Crown
7X4lHUAWgOycl4BH8eFT2a,Benjamin Smith,6,Benjamin%20Smith
7Xw0pIJQAcbbRw4h0tanNo,The Chernin Group,9,The%20Chernin%20Group
7Z46pfxBk4xdHR454pE2od,"McMahon, Stephanie",1,McMahon%2C%20Stephanie
7Z80OSD9rqWdPstyuEorJU,Russell W. Galbut,7,Russell%20W.%20Galbut
7ZQUPn3ARvJeYUI8tIEdGx,Nicholas Read,13,Nicholas%20Read
7ZeG54LnJIncAQOj8PY1Py,Charlie Giancarlo,1,Charlie%20Giancarlo
7afGGwyfyl2euyYBHGc139,Mary Meeker's,1,Mary%20Meeker%27s
7ashYe0Td3icUVHeZfyNnk,Edward Mueller,6,Edward%20Mueller
7ay3awDKdIqf35mON181V7,David Farr,43,David%20Farr
7ci8cSDYPaHbO6cheAbJUu,John B Hess,1,John%20B%20Hess
7clRKAr9eapbFcSVa2Qbib,James Park (entrepreneur),1,James%20Park%20%28entrepreneur%29
7d1auA9UesIf7QYtHVDC4f,Charles M. Geschke,3,Charles%20M.%20Geschke
7dwDfJ7ILEubmGuMLHkcuP,Sundar Pichai,140,Sundar%20Pichai
7fSSGxqpxppbi4k8MdNXAW,"Fisher, Sir Ronald Aylmer",1,Fisher%2C%20Sir%20Ronald%20Aylmer
7fuxzJofBLheRELszZ3vqO,"Fisher, R.A.",4,Fisher%2C%20R.A.
7gDwjULXngXddHh3YNHAnd,Reed Hastings,102,Reed%20Hastings
7gYMlGVuzi8bbob6xI1tC8,Premji family,1,Premji%20family
7gp6xvBt9xtdaw9b6Mqlp9,Lord Norman Blackwell,2,Lord%20Norman%20Blackwell
7i4PJamk9exePbnG6WOTAO,Widvey,2,Widvey
7iGZ2KMI4csbo7JnL0xCkI,Andrew McKenna,17,Andrew%20McKenna
7iY7sAYHEOYdJLsQlHP3Ws,Lyles,1,Lyles
7istd9pfWD8bqbBwXeU4CE,Ken MacKenzie (businessman),1,Ken%20MacKenzie%20%28businessman%29
7jj5FdHnyYzfIN3ev6gIf1,Ma Huateng,49,Ma%20Huateng
7kVGwGnv45IaZxptg0Osfz,Timothy Andree,1,Timothy%20Andree
7lryzvBplLgeQlTHNFZSQb,Jim France,30,Jim%20France
7nV9MwccV3feipGsrPwalU,Simon,2,Simon
7omhXwi9wQ3bxPb1PlSTly,Martin Rothblatt,1,Martin%20Rothblatt
7p7qpkNkHOke53ZF6c1gKi," "" Morizo "" ",1,%20%22%20Morizo%20%22%20
7pjLdsh53dbdhx8Iv297f0,Adam,1,Adam
7qQMnmiyOxEc8VRQoRuH2G,Hasso-Plattner,1,Hasso-Plattner
7qebqGFkfDrbbplprTVysp,David W. MacLennan,1,David%20W.%20MacLennan
7qkUYDSe1hWe0PYHrnp6Fa,Colin Carter,7,Colin%20Carter
7s3i6VUDtsMeFjIYas0BqO,Axel Weber,8,Axel%20Weber
7u7oUqN7a4Wb7ZLai5IdLq,Dudu Myeni,11,Dudu%20Myeni
7v1nrn5lVkefoWvltL4uQg,Joseph C. Tsai,1,Joseph%20C.%20Tsai
7wb6SrJvcredzT4LKVN8tA,Bradley Jacobs,2,Bradley%20Jacobs
7xt6CM4BTUvcbZoQU5dysI,David Simon (CEO),4,David%20Simon%20%28CEO%29
7yFQeCJDiHfdbyMwuYciVP,John P. Connolly,1,John%20P.%20Connolly
7yy8pDMScOucPyuoz7B9R8,Zubkov,3,Zubkov
7zAxnvmTO9UbyRzJvrR1oS,Saudi Arabian American Oil Company,1,Saudi%20Arabian%20American%20Oil%20Company
7zUvbNFokafcEfErClpT2p,Henry A. McKinnell,2,Henry%20A.%20McKinnell
7zj38Lql89zck8YgrbT6Kd,Sumner,1,Sumner
80A7eZOWKWreFurQ0ARXLE,John Malone,19,John%20Malone
80R6dkYovLSeq4mmJbHJG4,Ronald_Hovsepian,1,Ronald_Hovsepian
80phjVbtmO8eh6uJWCq6Fy,Stephen McCann,13,Stephen%20McCann
81LjF0mfw6YdCLPVbGuxIh,Saudi Aramco (via the Aramco Overseas Company),1,Saudi%20Aramco%20%28via%20the%20Aramco%20Overseas%20Company%29
821RgsM2Xo6bzufBZoEWwC,Reed Hastings and Patty Quillin,1,Reed%20Hastings%20and%20Patty%20Quillin
82YIkbFgjOjcA7lnks6eGx,Ken MacKenzie,2,Ken%20MacKenzie
836KwG2GJrycvTBQnk4Uxp,"Leighton, T.",1,Leighton%2C%20T.
83yMBDFqyIedI18ZuLx6be,Larry_Kellner,1,Larry_Kellner
843DQAaqRRCcqsx3IdFFTx,Thomas Pritzker,28,Thomas%20Pritzker
84Iza8fEgb1eIYfk1g7w32,Sheikh Ahmed bin Saeed Al Maktoum,7,Sheikh%20Ahmed%20bin%20Saeed%20Al%20Maktoum
84uCOKyxoxPbGSG9OuXQmR,Jamie Dimon,138,Jamie%20Dimon
86CaChaJW1adnu9Hcmnbl1,John C. Malone,69,John%20C.%20Malone
86rZ8MVL1i8fKn833rKc9N,Brown,1,Brown
87T2pQwan4FcsuIjov7GGw,Alan Parker,526,Alan%20Parker
87o6Od3JRDuailUKgBfglX,Prime Minister John Howard,2,Prime%20Minister%20John%20Howard
88Nvjw9ZBhweV4fNdsoHxM,Jon Gray,2,Jon%20Gray
8A7viEwZySme4LUfvGVbKD,Thomas Rothman,2,Thomas%20Rothman
8BAii8NlJPIfu57vjWzbUE,Zeitz Foundation,1,Zeitz%20Foundation
8DK88oqcxHUby3kVpPhc8d,Condoleezza Rice,1615,Condoleezza%20Rice
8DfHQrv39Gqe0p6QWeKFQv,Howard government,14,Howard%20government
8EGVZAYmwekekk0KszV9nZ,Ursula Burns,45,Ursula%20Burns
8EprHcO3hcHevtIiMp3uHm,Chris Kempczinski,21,Chris%20Kempczinski
8H0II2ISJDdeD6hnIXdgfQ,Laxmi N Mittal,1,Laxmi%20N%20Mittal
