day_keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
february 4,February 4,ForeignMinister,February 4,,dgm_chineseday,7190ebb055a79293165a4bdea5f2caf8,dgm_chineseday__7190ebb055a79293165a4bdea5f2caf8
february 5,February 5,Media,February 5,,dgm_chineseday,32df19f653e06be3f086d9fc5d1025e2,dgm_chineseday__32df19f653e06be3f086d9fc5d1025e2
february 6,February 6,Wells,February 6,,dgm_chineseday,0db9fdccdf40cddeda36a3a2b36f1bf4,dgm_chineseday__0db9fdccdf40cddeda36a3a2b36f1bf4
february 7,February 7,ForeignMinister,February 7,,dgm_chineseday,e7e266996895840cddf41b8e88aca3e0,dgm_chineseday__e7e266996895840cddf41b8e88aca3e0
february 8,February 8,ForeignMinister,February 8,,dgm_chineseday,5f67644dd823e791ff826a592f5d69fe,dgm_chineseday__5f67644dd823e791ff826a592f5d69fe
february 9,February 9,Pipeline,February 9,,dgm_chineseday,01d57799c317cad0b434cc6ed2210878,dgm_chineseday__01d57799c317cad0b434cc6ed2210878
february 10,February 10,News,February 10,,dgm_chineseday,02c8a9bf4ddcb118a07b67d4ffb73785,dgm_chineseday__02c8a9bf4ddcb118a07b67d4ffb73785
february 11,February 11,space,February 11,,dgm_chineseday,f9160c6aff15379d5909946a8784d99f,dgm_chineseday__f9160c6aff15379d5909946a8784d99f
february 12,February 12,News,February 12,,dgm_chineseday,03184d21748cd869473551442bdd8140,dgm_chineseday__03184d21748cd869473551442bdd8140
february 13,February 13,Media,February 13,,dgm_chineseday,98e205c2bbce9f0ec58af159316a1471,dgm_chineseday__98e205c2bbce9f0ec58af159316a1471
february 14,February 14,Refinery,February 14,,dgm_chineseday,ec6717211f49bea970ff85fa42c1cd26,dgm_chineseday__ec6717211f49bea970ff85fa42c1cd26
february 15,February 15,News,February 15,,dgm_chineseday,ef6d51b1befe3d3cb86edb6ec0080668,dgm_chineseday__ef6d51b1befe3d3cb86edb6ec0080668
february 16,February 16,space,February 16,,dgm_chineseday,3c15926535418cd2cd3bda4f0e16a7f1,dgm_chineseday__3c15926535418cd2cd3bda4f0e16a7f1
february 17,February 17,CompanyKeyword,February 17,,dgm_chineseday,75c70d6640948de8205d1b00ddddce03,dgm_chineseday__75c70d6640948de8205d1b00ddddce03
february 18,February 18,Media,February 18,,dgm_chineseday,78c7fc38ce4c1584189b537a4276b449,dgm_chineseday__78c7fc38ce4c1584189b537a4276b449
february 19,February 19,IndustryTerm,February 19,,dgm_chineseday,a2c5adb11ae615f356f5e6f45313a4bb,dgm_chineseday__a2c5adb11ae615f356f5e6f45313a4bb
february 20,February 20,LegislativeCommittee,February 20,,dgm_chineseday,93ed31865a0c28d7c2097b67b121a6eb,dgm_chineseday__93ed31865a0c28d7c2097b67b121a6eb
february 21,February 21,LegislativeCommittee,February 21,,dgm_chineseday,75367ee1d7fd94afdd17aa2866787fe1,dgm_chineseday__75367ee1d7fd94afdd17aa2866787fe1
february 22,February 22,Consulates,February 22,,dgm_chineseday,23e949646b17550e798e60058908c436,dgm_chineseday__23e949646b17550e798e60058908c436
february 23,February 23,space,February 23,,dgm_chineseday,2cdd1d1068e087cb7d932c265a40acb9,dgm_chineseday__2cdd1d1068e087cb7d932c265a40acb9
february 24,February 24,CompanyKeyword,February 24,,dgm_chineseday,c461feb1d9a32acccbbc1994df5c5438,dgm_chineseday__c461feb1d9a32acccbbc1994df5c5438
february 25,February 25,Person,February 25,,dgm_chineseday,fbb8aa07e72a03b03e5379321697f4b7,dgm_chineseday__fbb8aa07e72a03b03e5379321697f4b7
february 26,February 26,Shipping,February 26,,dgm_chineseday,c59c74d38ac8f0410c494b75000bd988,dgm_chineseday__c59c74d38ac8f0410c494b75000bd988
february 27,February 27,Keyphrase,February 27,,dgm_chineseday,ad6ccb147e20ee677e23b2d9fe5d353b,dgm_chineseday__ad6ccb147e20ee677e23b2d9fe5d353b
february 28,February 28,Person,February 28,,dgm_chineseday,1d6e6cc0551bb4b773c0952850b7f164,dgm_chineseday__1d6e6cc0551bb4b773c0952850b7f164
march 1,March 1,Person,March 1,,dgm_chineseday,ac8d49e32eb666448c14d4f396322718,dgm_chineseday__ac8d49e32eb666448c14d4f396322718
march 2,March 2,ForeignMinister,March 2,,dgm_chineseday,ba862700cdd8a3e70041c8f8a6b6d525,dgm_chineseday__ba862700cdd8a3e70041c8f8a6b6d525
march 3,March 3,Media,March 3,,dgm_chineseday,ccce98c79e7ac3a85f4ba543ee650306,dgm_chineseday__ccce98c79e7ac3a85f4ba543ee650306
march 4,March 4,Refinery,March 4,,dgm_chineseday,4f9cf4af2f1a3f5adab034489f840b60,dgm_chineseday__4f9cf4af2f1a3f5adab034489f840b60
march 5,March 5,Diplomat,March 5,,dgm_chineseday,76ff8464b15a6fb51faefe6f68ef6192,dgm_chineseday__76ff8464b15a6fb51faefe6f68ef6192
march 6,March 6,Pipeline,March 6,,dgm_chineseday,895fafa78b26c352ee4449a30d2fd5a9,dgm_chineseday__895fafa78b26c352ee4449a30d2fd5a9
march 7,March 7,Legislator,March 7,,dgm_chineseday,9886bc7bd353a97a4062e9c47151f995,dgm_chineseday__9886bc7bd353a97a4062e9c47151f995
march 8,March 8,IndustryTerm,March 8,,dgm_chineseday,52f5983a6b4e40d7e6081cff53cece43,dgm_chineseday__52f5983a6b4e40d7e6081cff53cece43
march 9,March 9,FTO,March 9,,dgm_chineseday,c8d7247e76aa602b6ed713d242b99393,dgm_chineseday__c8d7247e76aa602b6ed713d242b99393
march 10,March 10,Person,March 10,,dgm_chineseday,9c73e15345892f54f007c530ab8627c5,dgm_chineseday__9c73e15345892f54f007c530ab8627c5
march 11,March 11,Wells,March 11,,dgm_chineseday,0ce5a7b40ee22ca1570f34b70557c384,dgm_chineseday__0ce5a7b40ee22ca1570f34b70557c384
march 12,March 12,Person,March 12,,dgm_chineseday,f9b67eb941f602905ca05109a315fac4,dgm_chineseday__f9b67eb941f602905ca05109a315fac4
march 13,March 13,FTO,March 13,,dgm_chineseday,bc968e52cd0c3c99081666182de25265,dgm_chineseday__bc968e52cd0c3c99081666182de25265
march 14,March 14,Person,March 14,,dgm_chineseday,4fa386229c82ebb4c8f11b9969b73fe3,dgm_chineseday__4fa386229c82ebb4c8f11b9969b73fe3
march 15,March 15,ForeignMinistry,March 15,,dgm_chineseday,6245c324b2337fb3ea0e4286b19e35d5,dgm_chineseday__6245c324b2337fb3ea0e4286b19e35d5
march 16,March 16,IndustryTerm,March 16,,dgm_chineseday,ac3568070151d14236b81812ec45711a,dgm_chineseday__ac3568070151d14236b81812ec45711a
march 17,March 17,Media,March 17,,dgm_chineseday,d0da6b399ca46ea9390757678cb83d30,dgm_chineseday__d0da6b399ca46ea9390757678cb83d30
march 18,March 18,LegislativeCommittee,March 18,,dgm_chineseday,ddc09da6782b9132b24f6f9db3e0791c,dgm_chineseday__ddc09da6782b9132b24f6f9db3e0791c
march 19,March 19,Organization,March 19,,dgm_chineseday,8e92e8c700fa7b604374fc6004cf9071,dgm_chineseday__8e92e8c700fa7b604374fc6004cf9071
march 20,March 20,News,March 20,,dgm_chineseday,7c349b6ebca8774483bb172cffcf76f2,dgm_chineseday__7c349b6ebca8774483bb172cffcf76f2
march 21,March 21,Keyphrase,March 21,,dgm_chineseday,fb830ab15351d54a1884f63e8f83babb,dgm_chineseday__fb830ab15351d54a1884f63e8f83babb
march 22,March 22,DiplomaticFacilities,March 22,,dgm_chineseday,08db7015434f45c6824e390f564d92f4,dgm_chineseday__08db7015434f45c6824e390f564d92f4
march 23,March 23,LegislativeCommittee,March 23,,dgm_chineseday,56621c625bbe7a3c32ceba8783f8d2ca,dgm_chineseday__56621c625bbe7a3c32ceba8783f8d2ca
march 24,March 24,Consulates,March 24,,dgm_chineseday,9e98a0b1cddcb4891d1c424e863257d7,dgm_chineseday__9e98a0b1cddcb4891d1c424e863257d7
march 25,March 25,CompanyKeyword,March 25,,dgm_chineseday,630b8203588dcfbc24ca94c3b47786c9,dgm_chineseday__630b8203588dcfbc24ca94c3b47786c9
march 26,March 26,Refinery,March 26,,dgm_chineseday,5009b5626e2444a719d07f49bd2b1b68,dgm_chineseday__5009b5626e2444a719d07f49bd2b1b68
march 27,March 27,Pipeline,March 27,,dgm_chineseday,225d6214a0a505a01cee10a45a50e66c,dgm_chineseday__225d6214a0a505a01cee10a45a50e66c
march 28,March 28,Pipeline,March 28,,dgm_chineseday,d44171fbd50a9617a851364a4469759e,dgm_chineseday__d44171fbd50a9617a851364a4469759e
march 29,March 29,ForeignMinister,March 29,,dgm_chineseday,a48f846128cb5ab63d3099f18442f874,dgm_chineseday__a48f846128cb5ab63d3099f18442f874
march 30,March 30,Pipeline,March 30,,dgm_chineseday,78bd4eb4f10d5b2a9893fc7f09eb4319,dgm_chineseday__78bd4eb4f10d5b2a9893fc7f09eb4319
march 31,March 31,Person,March 31,,dgm_chineseday,5173487492f944c9173b502ba15086e1,dgm_chineseday__5173487492f944c9173b502ba15086e1
april 1,April 1,Shipping,April 1,,dgm_chineseday,5169f2384b952551ace36325a0c59fb4,dgm_chineseday__5169f2384b952551ace36325a0c59fb4
april 2,April 2,CompanyKeyword,April 2,,dgm_chineseday,1d6457f719ae58e0fd462e9ae67ca032,dgm_chineseday__1d6457f719ae58e0fd462e9ae67ca032
april 3,April 3,LegislativeCommittee,April 3,,dgm_chineseday,7ee4780730dfecf09b0be3a53f418e00,dgm_chineseday__7ee4780730dfecf09b0be3a53f418e00
april 4,April 4,Pipeline,April 4,,dgm_chineseday,914c9bd6957e224b13a16cc347dc0f2e,dgm_chineseday__914c9bd6957e224b13a16cc347dc0f2e
april 5,April 5,Exec,April 5,,dgm_chineseday,d56a7892baa036fa5f33b76bd86e23ad,dgm_chineseday__d56a7892baa036fa5f33b76bd86e23ad
april 6,April 6,IndustryTerm,April 6,,dgm_chineseday,a5695a578c7d79c6628894eda78aa066,dgm_chineseday__a5695a578c7d79c6628894eda78aa066
april 7,April 7,AAEntity,April 7,,dgm_chineseday,4539ee7bf4c011b3cf1b11c8a2556875,dgm_chineseday__4539ee7bf4c011b3cf1b11c8a2556875
april 8,April 8,News,April 8,,dgm_chineseday,8599afd29cc232408d80e8695b9a02c3,dgm_chineseday__8599afd29cc232408d80e8695b9a02c3
april 9,April 9,Refinery,April 9,,dgm_chineseday,31919744c1c813735061aa32a9ed25ce,dgm_chineseday__31919744c1c813735061aa32a9ed25ce
april 10,April 10,DiplomaticFacilities,April 10,,dgm_chineseday,2635a36d40f3c52ae070021431a0714b,dgm_chineseday__2635a36d40f3c52ae070021431a0714b
april 11,April 11,Exec,April 11,,dgm_chineseday,18d5472ab7042d60b7f66f75e2e3d66d,dgm_chineseday__18d5472ab7042d60b7f66f75e2e3d66d
april 12,April 12,LegislativeCommittee,April 12,,dgm_chineseday,e5ad90d50e44da48ce4fd0a3f57e84ae,dgm_chineseday__e5ad90d50e44da48ce4fd0a3f57e84ae
april 13,April 13,DiplomaticFacilities,April 13,,dgm_chineseday,bc842c8de17df2558d8357af805dd5b8,dgm_chineseday__bc842c8de17df2558d8357af805dd5b8
april 14,April 14,ForeignMinister,April 14,,dgm_chineseday,a1a3c95dcadd509668772ae4fd549712,dgm_chineseday__a1a3c95dcadd509668772ae4fd549712
april 15,April 15,DiplomaticFacilities,April 15,,dgm_chineseday,3a4231ce8fa15656b6fdf095615011fb,dgm_chineseday__3a4231ce8fa15656b6fdf095615011fb
april 16,April 16,ForeignMinistry,April 16,,dgm_chineseday,a6fb8aa3b314513bef7551e8e2d4dd1f,dgm_chineseday__a6fb8aa3b314513bef7551e8e2d4dd1f
april 17,April 17,CompanyKeyword,April 17,,dgm_chineseday,ac4f4616fa7c94594570aa1cbae04d7c,dgm_chineseday__ac4f4616fa7c94594570aa1cbae04d7c
april 18,April 18,ForeignMinistry,April 18,,dgm_chineseday,3283a84537d01d6fb2b6a20f3d0e73f3,dgm_chineseday__3283a84537d01d6fb2b6a20f3d0e73f3
april 19,April 19,LegislativeCommittee,April 19,,dgm_chineseday,33f0aaaae7aa4809a50fe034b99cb246,dgm_chineseday__33f0aaaae7aa4809a50fe034b99cb246
april 20,April 20,CompanyKeyword,April 20,,dgm_chineseday,380aca6e0770607bb3f2136118e15547,dgm_chineseday__380aca6e0770607bb3f2136118e15547
april 21,April 21,Organization,April 21,,dgm_chineseday,e9ff46d3859c727bb59a59ab727da6aa,dgm_chineseday__e9ff46d3859c727bb59a59ab727da6aa
april 22,April 22,AAEntity,April 22,,dgm_chineseday,f28f50dd75b21cffee68a6540e9ea5b6,dgm_chineseday__f28f50dd75b21cffee68a6540e9ea5b6
april 23,April 23,Keyphrase,April 23,,dgm_chineseday,0a3213554e720c23a16d842c11a0e7a6,dgm_chineseday__0a3213554e720c23a16d842c11a0e7a6
april 24,April 24,IndustryTerm,April 24,,dgm_chineseday,09737248cc15c0d318a2d803dbb5a9a5,dgm_chineseday__09737248cc15c0d318a2d803dbb5a9a5
april 25,April 25,Exec,April 25,,dgm_chineseday,bae7bd06d758b4402b75219f454e4eff,dgm_chineseday__bae7bd06d758b4402b75219f454e4eff
april 26,April 26,DiplomaticFacilities,April 26,,dgm_chineseday,43ba4190b152c1988d63da3b9c5caf27,dgm_chineseday__43ba4190b152c1988d63da3b9c5caf27
april 27,April 27,space,April 27,,dgm_chineseday,fa31e16ba11f2e7d233f1b8c3722af03,dgm_chineseday__fa31e16ba11f2e7d233f1b8c3722af03
april 28,April 28,ForeignMinister,April 28,,dgm_chineseday,27f61caa3724efd9a5018c6049ff36a5,dgm_chineseday__27f61caa3724efd9a5018c6049ff36a5
april 29,April 29,Keyphrase,April 29,,dgm_chineseday,34c294d57269a605e468ded5df340b34,dgm_chineseday__34c294d57269a605e468ded5df340b34
april 30,April 30,Diplomat,April 30,,dgm_chineseday,22201d22a64375b668c661167b958d38,dgm_chineseday__22201d22a64375b668c661167b958d38
may 1,May 1,IndustryTerm,May 1,,dgm_chineseday,0442035d5a165ee16e4a6d7d7de67eda,dgm_chineseday__0442035d5a165ee16e4a6d7d7de67eda
may 2,May 2,ForeignMinistry,May 2,,dgm_chineseday,4289350aa3e4d21b1ee20a1f949bb5c0,dgm_chineseday__4289350aa3e4d21b1ee20a1f949bb5c0
may 3,May 3,ForeignMinister,May 3,,dgm_chineseday,24bf245788b98eb9a1af079f80c01850,dgm_chineseday__24bf245788b98eb9a1af079f80c01850
may 4,May 4,AAEntity,May 4,,dgm_chineseday,91bd56e51ce17ab2e7dfd2f6210926d8,dgm_chineseday__91bd56e51ce17ab2e7dfd2f6210926d8
may 5,May 5,FTO,May 5,,dgm_chineseday,fa560bfd99717904896e2d6195c7da50,dgm_chineseday__fa560bfd99717904896e2d6195c7da50
may 6,May 6,Person,May 6,,dgm_chineseday,7e413a2d3f1771d5111b061b157f0c5d,dgm_chineseday__7e413a2d3f1771d5111b061b157f0c5d
may 7,May 7,IndustryTerm,May 7,,dgm_chineseday,0f43f23914e8bb02cb692feb584c52b6,dgm_chineseday__0f43f23914e8bb02cb692feb584c52b6
may 8,May 8,Media,May 8,,dgm_chineseday,9c2fdfc0d8bfb9a7653b2f0fd08183fb,dgm_chineseday__9c2fdfc0d8bfb9a7653b2f0fd08183fb
may 9,May 9,LegislativeCommittee,May 9,,dgm_chineseday,7d81a32848360464b66ea6845350f11d,dgm_chineseday__7d81a32848360464b66ea6845350f11d
may 10,May 10,Refinery,May 10,,dgm_chineseday,7b9f52c8363e14ebcf54b3e49382494e,dgm_chineseday__7b9f52c8363e14ebcf54b3e49382494e
may 11,May 11,AAEntity,May 11,,dgm_chineseday,0ee12f951e27aa80a4cb8d453e0e165f,dgm_chineseday__0ee12f951e27aa80a4cb8d453e0e165f
may 12,May 12,IndustryTerm,May 12,,dgm_chineseday,eabe8fd99ea3cbddfaa1f7f06ab0cb6d,dgm_chineseday__eabe8fd99ea3cbddfaa1f7f06ab0cb6d
may 13,May 13,Exec,May 13,,dgm_chineseday,e33d7aaeaf2bd5d3b13be32954116686,dgm_chineseday__e33d7aaeaf2bd5d3b13be32954116686
may 14,May 14,Legislator,May 14,,dgm_chineseday,174a0ea577bcd7eee258752eb1a39f25,dgm_chineseday__174a0ea577bcd7eee258752eb1a39f25
may 15,May 15,Legislator,May 15,,dgm_chineseday,3968d89c885d4758cff9b5136e60b267,dgm_chineseday__3968d89c885d4758cff9b5136e60b267
may 16,May 16,Person,May 16,,dgm_chineseday,9e88ecda74f90f3fe2aa83587bb58884,dgm_chineseday__9e88ecda74f90f3fe2aa83587bb58884
may 17,May 17,AAEntity,May 17,,dgm_chineseday,8191d1e71fcf8f04a447093937eb3aa2,dgm_chineseday__8191d1e71fcf8f04a447093937eb3aa2
may 18,May 18,Shipping,May 18,,dgm_chineseday,d1d5da05c9ea7b0b08df6a347259f551,dgm_chineseday__d1d5da05c9ea7b0b08df6a347259f551
may 19,May 19,Shipping,May 19,,dgm_chineseday,ec6d4f685e2bfa7bca12d49223fe9364,dgm_chineseday__ec6d4f685e2bfa7bca12d49223fe9364
may 20,May 20,Media,May 20,,dgm_chineseday,97384244234879f6dd395c888e828e76,dgm_chineseday__97384244234879f6dd395c888e828e76
may 21,May 21,Media,May 21,,dgm_chineseday,63d6782c0a14107232e7a542c2a09ea4,dgm_chineseday__63d6782c0a14107232e7a542c2a09ea4
may 22,May 22,Keyphrase,May 22,,dgm_chineseday,0ee3becf175d8808151d44513a8495f2,dgm_chineseday__0ee3becf175d8808151d44513a8495f2
may 23,May 23,News,May 23,,dgm_chineseday,9dda562283504ee64e8c9cb003729371,dgm_chineseday__9dda562283504ee64e8c9cb003729371
may 24,May 24,Refinery,May 24,,dgm_chineseday,319921184edc198c00350ce71ca1d9d1,dgm_chineseday__319921184edc198c00350ce71ca1d9d1
may 25,May 25,Refinery,May 25,,dgm_chineseday,170a7e3afccde3a057575824f3efac0e,dgm_chineseday__170a7e3afccde3a057575824f3efac0e
may 26,May 26,LegislativeCommittee,May 26,,dgm_chineseday,40cd9e2ff8dd2db48fe85f3360e0f691,dgm_chineseday__40cd9e2ff8dd2db48fe85f3360e0f691
may 27,May 27,Diplomat,May 27,,dgm_chineseday,b63bc2730dd686d68ff08dd451e47dc5,dgm_chineseday__b63bc2730dd686d68ff08dd451e47dc5
may 28,May 28,Consulates,May 28,,dgm_chineseday,18eade3be87dc9ab76b390945fcfa1f5,dgm_chineseday__18eade3be87dc9ab76b390945fcfa1f5
may 29,May 29,Media,May 29,,dgm_chineseday,c4edd70cabd68107f4ab2753af769e2f,dgm_chineseday__c4edd70cabd68107f4ab2753af769e2f
may 30,May 30,Diplomat,May 30,,dgm_chineseday,b9828b8191e9e4f165e0821d68d530a6,dgm_chineseday__b9828b8191e9e4f165e0821d68d530a6
may 31,May 31,Shipping,May 31,,dgm_chineseday,05eeb713dcae1be7bd806ba5efc370ae,dgm_chineseday__05eeb713dcae1be7bd806ba5efc370ae
june 1,June 1,Refinery,June 1,,dgm_chineseday,73314ec325c3582f87bcd9b8f148392b,dgm_chineseday__73314ec325c3582f87bcd9b8f148392b
june 2,June 2,FTO,June 2,,dgm_chineseday,0ac9e31022672442ed69d1b41e8c5e4b,dgm_chineseday__0ac9e31022672442ed69d1b41e8c5e4b
june 3,June 3,CompanyKeyword,June 3,,dgm_chineseday,1c04f86eaa60c9710196f3b5ca7601d0,dgm_chineseday__1c04f86eaa60c9710196f3b5ca7601d0
june 4,June 4,Pipeline,June 4,,dgm_chineseday,1ce7b1d1c912e397550d88d0d88d057f,dgm_chineseday__1ce7b1d1c912e397550d88d0d88d057f
june 5,June 5,ForeignMinistry,June 5,,dgm_chineseday,033566bb5d3cd77c92c95eadd49c1167,dgm_chineseday__033566bb5d3cd77c92c95eadd49c1167
june 6,June 6,Exec,June 6,,dgm_chineseday,6e3541f993dee86b5f45aaa47ebbb774,dgm_chineseday__6e3541f993dee86b5f45aaa47ebbb774
june 7,June 7,LegislativeCommittee,June 7,,dgm_chineseday,1737673a411c87fe4c30ff08572f7bd2,dgm_chineseday__1737673a411c87fe4c30ff08572f7bd2
june 8,June 8,Organization,June 8,,dgm_chineseday,c9d0f1912952be5c5a587ee4e4c35004,dgm_chineseday__c9d0f1912952be5c5a587ee4e4c35004
june 9,June 9,Wells,June 9,,dgm_chineseday,3059cd04c148998a812ca74a784068a4,dgm_chineseday__3059cd04c148998a812ca74a784068a4
june 10,June 10,Diplomat,June 10,,dgm_chineseday,6bb99a2b2af28141e6fbda090a69d71a,dgm_chineseday__6bb99a2b2af28141e6fbda090a69d71a
june 11,June 11,Consulates,June 11,,dgm_chineseday,ffb98b64e59330e78bd20e21fa945267,dgm_chineseday__ffb98b64e59330e78bd20e21fa945267
june 12,June 12,ForeignMinistry,June 12,,dgm_chineseday,721d98a5676d664ced4710648aa2a7c6,dgm_chineseday__721d98a5676d664ced4710648aa2a7c6
june 13,June 13,space,June 13,,dgm_chineseday,dd8f46ebf88e6c6bac8ea09957e94ed4,dgm_chineseday__dd8f46ebf88e6c6bac8ea09957e94ed4
june 14,June 14,ForeignMinister,June 14,,dgm_chineseday,840f21c0c7a35badc74d8b30c8f6af47,dgm_chineseday__840f21c0c7a35badc74d8b30c8f6af47
june 15,June 15,FTO,June 15,,dgm_chineseday,badb5a098127be47808b4e69d9716133,dgm_chineseday__badb5a098127be47808b4e69d9716133
june 16,June 16,Wells,June 16,,dgm_chineseday,78046408ae42bfe1fd3c5fd6205953bc,dgm_chineseday__78046408ae42bfe1fd3c5fd6205953bc
june 17,June 17,Pipeline,June 17,,dgm_chineseday,cca212ce7db96b71829c5e6c12c111b4,dgm_chineseday__cca212ce7db96b71829c5e6c12c111b4
june 18,June 18,Keyphrase,June 18,,dgm_chineseday,74774c28a3fc0c4465a4428a53213df1,dgm_chineseday__74774c28a3fc0c4465a4428a53213df1
june 19,June 19,Refinery,June 19,,dgm_chineseday,817146fd2ab8c4881fa7c9f9ee91d72e,dgm_chineseday__817146fd2ab8c4881fa7c9f9ee91d72e
june 20,June 20,Diplomat,June 20,,dgm_chineseday,e7b4bab8d752836366eddc1ebeb2e594,dgm_chineseday__e7b4bab8d752836366eddc1ebeb2e594
june 21,June 21,CompanyKeyword,June 21,,dgm_chineseday,c2d58c110f60ace6d1544d311464dde4,dgm_chineseday__c2d58c110f60ace6d1544d311464dde4
