native_language,english_term,caption_text,incident_tier,topic_tags,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
lövés,shooting,Shooting incident reported,4,Crime - Non-Active,188297,space,Shooting incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
lövés,shot,Shooting incident reported,4,Crime - Non-Active,188297,space,Shooting incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
lő,shoot,Shooting incident reported,4,Crime - Non-Active,188297,Media,Shooting incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
vadász,shooter,Shooting incident reported,4,Crime - Non-Active,188297,AAEntity,Shooting incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4303bfba06f1f90b9c99416270908924,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4303bfba06f1f90b9c99416270908924
döfés,stab,Stabbing incident reported,5,Crime - Non-Active,188297,News,Stabbing incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,afbf08aaf2ba354759634ccdd6dce906,local_news_physical_safety_hungary_caption_topic_threshold_mapping__afbf08aaf2ba354759634ccdd6dce906
leszúrt,stabbed,Stabbing incident reported,5,Crime - Non-Active,188297,ForeignMinistry,Stabbing incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,afbf08aaf2ba354759634ccdd6dce906,local_news_physical_safety_hungary_caption_topic_threshold_mapping__afbf08aaf2ba354759634ccdd6dce906
szúró,stabbing,Stabbing incident reported,5,Crime - Non-Active,188297,Refinery,Stabbing incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,afbf08aaf2ba354759634ccdd6dce906,local_news_physical_safety_hungary_caption_topic_threshold_mapping__afbf08aaf2ba354759634ccdd6dce906
tiltakozás,Protest,Protest reported,6,Public Disruption,188108,AAEntity,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
tiltakozó,Protester,Protest reported,6,Public Disruption,188108,DiplomaticFacilities,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
tüntetők,Protesters,Protest reported,6,Public Disruption,188108,Refinery,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
tiltakozó,Protesting,Protest reported,6,Public Disruption,188108,Exec,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
zavargásokról,rioting,Protest reported,6,Public Disruption,188108,LegislativeCommittee,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
zavargások,riots,Protest reported,6,Public Disruption,188108,News,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
lázadás,riot,Protest reported,6,Public Disruption,188108,Legislator,Protest reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,4f4526d365b26f19da61352bd66c2e4a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__4f4526d365b26f19da61352bd66c2e4a
evakuálás,evacuation,Evacuation reported,8,Crime - No Active Threat,188297,IndustryTerm,Evacuation reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,55bf90fe6159d2f100c5509dbf3493a6,local_news_physical_safety_hungary_caption_topic_threshold_mapping__55bf90fe6159d2f100c5509dbf3493a6
kiürít,evacuate,Evacuation reported,8,Crime - No Active Threat,188297,CompanyKeyword,Evacuation reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,55bf90fe6159d2f100c5509dbf3493a6,local_news_physical_safety_hungary_caption_topic_threshold_mapping__55bf90fe6159d2f100c5509dbf3493a6
evakuált,evacuated,Evacuation reported,8,Crime - No Active Threat,188297,ForeignMinister,Evacuation reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,55bf90fe6159d2f100c5509dbf3493a6,local_news_physical_safety_hungary_caption_topic_threshold_mapping__55bf90fe6159d2f100c5509dbf3493a6
robbanás,explosion,Explosion reported,3,Fires & Collapses,188118,Exec,Explosion reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_hungary_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
robbanó,explosive,Explosive reported,3,Fires & Collapses,188118,Wells,Explosive reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
robbanó,explosive,Explosive reported,3,Fires & Collapses,188118,Exec,Explosive reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
bomba,bomb,Explosive reported,3,Fires & Collapses,188118,Media,Explosive reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
bombák,bombs,Explosive reported,3,Fires & Collapses,188118,ForeignMinistry,Explosive reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
ied,ied,Explosive reported,3,Fires & Collapses,188118,Diplomat,Explosive reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,86b8a2b157ea09896b64d6dc6c645ddc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__86b8a2b157ea09896b64d6dc6c645ddc
felrobbant,detonate,Explosion reported,3,Fires & Collapses,188118,Legislator,Explosion reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_hungary_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
robbant,detonated,Explosion reported,3,Fires & Collapses,188118,Keyphrase,Explosion reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_hungary_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
felrobban,blow up,Explosion reported,3,Fires & Collapses,188118,ForeignMinistry,Explosion reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_hungary_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
felrobbant,blew up,Explosion reported,3,Fires & Collapses,188118,Pipeline,Explosion reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,a8a1cefdf9d3308af1c79ec6957202de,local_news_physical_safety_hungary_caption_topic_threshold_mapping__a8a1cefdf9d3308af1c79ec6957202de
tűz,fire,Fire incident reported,12,Fires & Collapses,188118,space,Fire incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,51fb9ddbbad6ac21e237e683d0fe3933,local_news_physical_safety_hungary_caption_topic_threshold_mapping__51fb9ddbbad6ac21e237e683d0fe3933
lángok,flames,Fire incident reported,12,Fires & Collapses,188118,space,Fire incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,51fb9ddbbad6ac21e237e683d0fe3933,local_news_physical_safety_hungary_caption_topic_threshold_mapping__51fb9ddbbad6ac21e237e683d0fe3933
füst,smoke,Fire incident reported,12,Fires & Collapses,188118,Consulates,Fire incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,51fb9ddbbad6ac21e237e683d0fe3933,local_news_physical_safety_hungary_caption_topic_threshold_mapping__51fb9ddbbad6ac21e237e683d0fe3933
tömörítő,ramming,Ramming incident reported,3,Crime - Non-Active,188297,Shipping,Ramming incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,63372b68a9e070efdad652851c9afabc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__63372b68a9e070efdad652851c9afabc
a ram,to ram,Ramming incident reported,3,Crime - Non-Active,188297,Shipping,Ramming incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,63372b68a9e070efdad652851c9afabc,local_news_physical_safety_hungary_caption_topic_threshold_mapping__63372b68a9e070efdad652851c9afabc
támadás,attack,Attack reported,3,Crime - Non-Active,188297,Consulates,Attack reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e105fb08828f1cf3ffbc3a6718b2d2d4,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e105fb08828f1cf3ffbc3a6718b2d2d4
invázió,invasion,Attack reported,3,Crime - Non-Active,188297,FTO,Attack reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e105fb08828f1cf3ffbc3a6718b2d2d4,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e105fb08828f1cf3ffbc3a6718b2d2d4
támadták,attacked,Attack reported,3,Crime - Non-Active,188297,CompanyKeyword,Attack reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e105fb08828f1cf3ffbc3a6718b2d2d4,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e105fb08828f1cf3ffbc3a6718b2d2d4
túsz,hostage,Hostage incident reported,3,Crime - Non-Active,188297,ForeignMinister,Hostage incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,93b5cfb0c18c9a51ad69d79b17a39f41,local_news_physical_safety_hungary_caption_topic_threshold_mapping__93b5cfb0c18c9a51ad69d79b17a39f41
túsz,hostage,Hostage incident reported,3,Crime - Non-Active,188297,Media,Hostage incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,93b5cfb0c18c9a51ad69d79b17a39f41,local_news_physical_safety_hungary_caption_topic_threshold_mapping__93b5cfb0c18c9a51ad69d79b17a39f41
túszok,hostages,Hostage incident reported,3,Crime - Non-Active,188297,IndustryTerm,Hostage incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,93b5cfb0c18c9a51ad69d79b17a39f41,local_news_physical_safety_hungary_caption_topic_threshold_mapping__93b5cfb0c18c9a51ad69d79b17a39f41
letartóztatás,arrest,Police-involved matter reported,10,Crime - No Active Threat,188297,Organization,Police-involved matter reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_hungary_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
letartóztatott,arrested,Police-involved matter reported,10,Crime - No Active Threat,188297,IndustryTerm,Police-involved matter reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,653b1b448f7fccbfac997a57a6345e08,local_news_physical_safety_hungary_caption_topic_threshold_mapping__653b1b448f7fccbfac997a57a6345e08
amerikai nemzeti,US national,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,Organization,Incident involving US national reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
amerikai állampolgár,American citizen,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,Consulates,Incident involving US national reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
amerikai személy,American person,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,Keyphrase,Incident involving US national reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
amerikai állampolgár,US citizen,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,ForeignMinistry,Incident involving US national reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
vulkán,volcano,Volcanic incident reported,2,Natural Disasters,188117,Wells,Volcanic incident reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,52d9a2bf6e2c32e6a86f9aa3fcbb4a3f,local_news_physical_safety_hungary_caption_topic_threshold_mapping__52d9a2bf6e2c32e6a86f9aa3fcbb4a3f
földrengés,earthquake,Earthquake reported,2,Natural Disasters,188117,News,Earthquake reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,ea14d8cedb554a9a4cf91fc768aae85e,local_news_physical_safety_hungary_caption_topic_threshold_mapping__ea14d8cedb554a9a4cf91fc768aae85e
forgalom,traffic,Crash reported,50,Roadways - Physical,188130,IndustryTerm,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
közlekedési balesetben,traffic,Crash reported,50,Roadways - Physical,188130,Refinery,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
ütközés,collision,Crash reported,50,Roadways - Physical,188130,News,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
összeomlott,crashed,Crash reported,50,Roadways - Physical,188130,Exec,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
baleset,accident,Crash reported,50,Roadways - Physical,188130,ForeignMinister,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
balesetnek,accident,Crash reported,50,Roadways - Physical,188130,LegislativeCommittee,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
csattanás,crash,Crash reported,50,Roadways - Physical,188130,Consulates,Crash reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,8e0cb8ae87fb4a18370484e43d6388d2,local_news_physical_safety_hungary_caption_topic_threshold_mapping__8e0cb8ae87fb4a18370484e43d6388d2
embercsempészet,human trafficking,Incident involving human trafficking reported,7,Immigration Issues,188119,Wells,Incident involving human trafficking reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,49a7e186c5ba2b60e161e5cb0de2a2ad,local_news_physical_safety_hungary_caption_topic_threshold_mapping__49a7e186c5ba2b60e161e5cb0de2a2ad
menekültek,refugees,Incident involving migrants reported,9,Immigration Issues,188119,Pipeline,Incident involving migrants reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,5f24999a4d4d358500a34e80775eee4e,local_news_physical_safety_hungary_caption_topic_threshold_mapping__5f24999a4d4d358500a34e80775eee4e
bevándorlók,migrants,Incident involving migrants reported,9,Immigration Issues,188119,AAEntity,Incident involving migrants reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,5f24999a4d4d358500a34e80775eee4e,local_news_physical_safety_hungary_caption_topic_threshold_mapping__5f24999a4d4d358500a34e80775eee4e
bevándorlók,immigrants,Incident involving migrants reported,9,Immigration Issues,188119,News,Incident involving migrants reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,5f24999a4d4d358500a34e80775eee4e,local_news_physical_safety_hungary_caption_topic_threshold_mapping__5f24999a4d4d358500a34e80775eee4e
parti őr,coastguard,Incident involving coast guard reported,12,Fires & Collapses,188118,Exec,Incident involving coast guard reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,5eafea06b4c1638475ca20d22d249fba,local_news_physical_safety_hungary_caption_topic_threshold_mapping__5eafea06b4c1638475ca20d22d249fba
parti őr,coast guard,Incident involving coast guard reported,12,Fires & Collapses,188118,Legislator,Incident involving coast guard reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,5eafea06b4c1638475ca20d22d249fba,local_news_physical_safety_hungary_caption_topic_threshold_mapping__5eafea06b4c1638475ca20d22d249fba
narkotikumok,narcotics,Incident involving narcotics reported,7,Crime - Narcotics,188109,Keyphrase,Incident involving narcotics reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
marihuána,marijuana,Incident involving narcotics reported,7,Crime - Narcotics,188109,Person,Incident involving narcotics reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
kokain,cocaine,Incident involving narcotics reported,7,Crime - Narcotics,188109,Person,Incident involving narcotics reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
heroin,heroin,Incident involving narcotics reported,7,Crime - Narcotics,188109,Diplomat,Incident involving narcotics reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
gyógyszerek,drugs,Incident involving narcotics reported,7,Crime - Narcotics,188109,Refinery,Incident involving narcotics reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,9de9fc9603df37527fcb004ea02f879a,local_news_physical_safety_hungary_caption_topic_threshold_mapping__9de9fc9603df37527fcb004ea02f879a
törvényszék,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Keyphrase,Court proceedings reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_hungary_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
bíróság,court,Court proceedings reported,2,Crime - Courts & Legal Action,188110,Wells,Court proceedings reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_hungary_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
bíró,judge,Court proceedings reported,2,Crime - Courts & Legal Action,188110,IndustryTerm,Court proceedings reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_hungary_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
ügyész,prosecutor,Court proceedings reported,2,Crime - Courts & Legal Action,188110,ForeignMinister,Court proceedings reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_hungary_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
büntetőeljárásban,criminal proceedings,Court proceedings reported,2,Crime - Courts & Legal Action,188110,DiplomaticFacilities,Court proceedings reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,d4e98b031a0ac6617de9b9de687ac979,local_news_physical_safety_hungary_caption_topic_threshold_mapping__d4e98b031a0ac6617de9b9de687ac979
amerikai nő,american woman,Incident involving US national reported,1,FVEY/NATO Military and Diplomatic Assets,188262,Organization,Incident involving US national reported,,local_news_physical_safety_hungary_caption_topic_threshold_mapping,e2aa6d9f1684b717e419d10dc5aae50c,local_news_physical_safety_hungary_caption_topic_threshold_mapping__e2aa6d9f1684b717e419d10dc5aae50c
