german_text,caption_text,lat,lon,ranking,default location,,default_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
#francop,"Francop in Hamburg, Germany",53.5096206,9.8567763,2,,,,Keyphrase,"Francop in Hamburg, Germany",,german_fires_hamburg_locations,b7b79f04d45d148d454853f469f1926f,german_fires_hamburg_locations__b7b79f04d45d148d454853f469f1926f
#gut moor,"Gut Moor in Hamburg, Germany",53.4484564,10.0166955,2,,,,Person,"Gut Moor in Hamburg, Germany",,german_fires_hamburg_locations,de85bf337d2661359b9643ee4e881272,german_fires_hamburg_locations__de85bf337d2661359b9643ee4e881272
#harburg,"Harburg in Hamburg, Germany",53.4607681,9.9835844,2,,,,AAEntity,"Harburg in Hamburg, Germany",,german_fires_hamburg_locations,3da3e688ac740655007e1d68a7838d89,german_fires_hamburg_locations__3da3e688ac740655007e1d68a7838d89
#hausbruch,"Hausbruch in Hamburg, Germany",53.4718426,9.8843513,2,,,,IndustryTerm,"Hausbruch in Hamburg, Germany",,german_fires_hamburg_locations,0558365efeea4d393cb0901709b31146,german_fires_hamburg_locations__0558365efeea4d393cb0901709b31146
#heimfeld,"Heimfeld in Hamburg, Germany",53.4611602,9.9142524,2,,,,AAEntity,"Heimfeld in Hamburg, Germany",,german_fires_hamburg_locations,143d16bcf5394b87a00bae63bf23afa9,german_fires_hamburg_locations__143d16bcf5394b87a00bae63bf23afa9
#langenbek,"Langenbek in Hamburg, Germany",53.4317795,9.987995,2,,,,Diplomat,"Langenbek in Hamburg, Germany",,german_fires_hamburg_locations,8122eba993b16a998d464ee40290d5c6,german_fires_hamburg_locations__8122eba993b16a998d464ee40290d5c6
#marmstorf,"Marmstorf in Hamburg, Germany",53.4333678,9.9528975,2,,,,DiplomaticFacilities,"Marmstorf in Hamburg, Germany",,german_fires_hamburg_locations,eff1bfb59a316cb8c6461b24615df568,german_fires_hamburg_locations__eff1bfb59a316cb8c6461b24615df568
#moorburg,"Moorburg in Hamburg, Germany",53.4929396,9.9258731,2,,,,Person,"Moorburg in Hamburg, Germany",,german_fires_hamburg_locations,7590b83a6d462fca680d232bbb8c9918,german_fires_hamburg_locations__7590b83a6d462fca680d232bbb8c9918
#neuenfelde,"Neuenfelde in Hamburg, Germany",53.514453,9.7984273,2,,,,Refinery,"Neuenfelde in Hamburg, Germany",,german_fires_hamburg_locations,64da52ef85d7b37593820f602087edc2,german_fires_hamburg_locations__64da52ef85d7b37593820f602087edc2
#neugrabenfischbek,"Neugraben-Fischbek in Hamburg, Germany",53.4731315,9.8360224,2,,,,Wells,"Neugraben-Fischbek in Hamburg, Germany",,german_fires_hamburg_locations,84c5cc0b87595a407deb52bfdf4a8b3a,german_fires_hamburg_locations__84c5cc0b87595a407deb52bfdf4a8b3a
#neuland,"Neuland in Hamburg, Germany",53.463166,10.0202466,2,,,,Organization,"Neuland in Hamburg, Germany",,german_fires_hamburg_locations,ad05b2d58b4a45b1869b1b2c6a251ef0,german_fires_hamburg_locations__ad05b2d58b4a45b1869b1b2c6a251ef0
#ronneburg,"Ronneburg in Hamburg, Germany",53.4343651,10.0058569,2,,,,FTO,"Ronneburg in Hamburg, Germany",,german_fires_hamburg_locations,78f42d5ba58e7c15e161ebd714b11cb4,german_fires_hamburg_locations__78f42d5ba58e7c15e161ebd714b11cb4
#sinstorf,"Sinstorf in Hamburg, Germany",53.4256252,9.9800965,2,,,,Pipeline,"Sinstorf in Hamburg, Germany",,german_fires_hamburg_locations,9b691977c785b4493862b3a617635f40,german_fires_hamburg_locations__9b691977c785b4493862b3a617635f40
#wilstorf,"Wilstorf in Hamburg, Germany",53.4467943,9.987885,2,,,,ForeignMinistry,"Wilstorf in Hamburg, Germany",,german_fires_hamburg_locations,7c77d7183659180702f41a098125f8ff,german_fires_hamburg_locations__7c77d7183659180702f41a098125f8ff
#a1,"A1 in Hamburg, Germany",53.5092187,10.0371507,1,,,,ForeignMinister,"A1 in Hamburg, Germany",,german_fires_hamburg_locations,1c83a721f49118d23b806884341f8bd1,german_fires_hamburg_locations__1c83a721f49118d23b806884341f8bd1
#a7,"A7 in Hamburg, Germany",53.5347485,9.9327043,1,,,,Consulates,"A7 in Hamburg, Germany",,german_fires_hamburg_locations,5b13cf230ceb4ff2a466d3e8bbc0c3b8,german_fires_hamburg_locations__5b13cf230ceb4ff2a466d3e8bbc0c3b8
#a23,"A23 in Hamburg, Germany",53.6121015,9.9162064,1,,,,IndustryTerm,"A23 in Hamburg, Germany",,german_fires_hamburg_locations,c7fac07aeb4a50e7c0513ea44e791ecb,german_fires_hamburg_locations__c7fac07aeb4a50e7c0513ea44e791ecb
#a24,"A24 in Hamburg, Germany",53.5598532,10.0702932,1,,,,Exec,"A24 in Hamburg, Germany",,german_fires_hamburg_locations,8530de8afe9e495dd26044c6c5c4d503,german_fires_hamburg_locations__8530de8afe9e495dd26044c6c5c4d503
#b3,"B3 in Hamburg, Germany",53.56607,9.93065,1,,,,AAEntity,"B3 in Hamburg, Germany",,german_fires_hamburg_locations,d40ed03802c67193afaa9c0a473eac40,german_fires_hamburg_locations__d40ed03802c67193afaa9c0a473eac40
#b4,"B4 in Hamburg, Germany",53.5474333,9.9944465,1,,,,Pipeline,"B4 in Hamburg, Germany",,german_fires_hamburg_locations,f7d60c8c8b31684cc2403adad4b46265,german_fires_hamburg_locations__f7d60c8c8b31684cc2403adad4b46265
#b5,"B5 in Hamburg, Germany",53.5690347,10.0268033,1,,,,FTO,"B5 in Hamburg, Germany",,german_fires_hamburg_locations,db1311d9b3c347894bd0212e743cf563,german_fires_hamburg_locations__db1311d9b3c347894bd0212e743cf563
#b73,"B73 in Hamburg, Germany",53.4697508,9.9619389,1,,,,Keyphrase,"B73 in Hamburg, Germany",,german_fires_hamburg_locations,7bc6156f21c269d35afb6b99296c0152,german_fires_hamburg_locations__7bc6156f21c269d35afb6b99296c0152
#b75,"B75 in Hamburg, Germany",53.5523905,10.025432,1,,,,News,"B75 in Hamburg, Germany",,german_fires_hamburg_locations,b751b47da9157f6f7374c7f6b98f293d,german_fires_hamburg_locations__b751b47da9157f6f7374c7f6b98f293d
#b207,"B207 in Hamburg, Germany",53.4862125,10.2156885,1,,,,Media,"B207 in Hamburg, Germany",,german_fires_hamburg_locations,8bf0c9516f33b0e50717813fffa5b26a,german_fires_hamburg_locations__8bf0c9516f33b0e50717813fffa5b26a
#b431,"B431 in Hamburg, Germany",53.5629067,9.9453619,1,,,,Refinery,"B431 in Hamburg, Germany",,german_fires_hamburg_locations,94177562f957b3c3016666be691d10c2,german_fires_hamburg_locations__94177562f957b3c3016666be691d10c2
#b432,"B432 in Hamburg, Germany",53.6448309,9.929305,1,,,,AAEntity,"B432 in Hamburg, Germany",,german_fires_hamburg_locations,08b7ee15ead7b204168e5210f50d3f62,german_fires_hamburg_locations__08b7ee15ead7b204168e5210f50d3f62
#b433,B433 in Hamburg Germany,53.5893841,9.9817803,1,,,,space,B433 in Hamburg Germany,,german_fires_hamburg_locations,6eec16e403def3fbfe880aafe538920d,german_fires_hamburg_locations__6eec16e403def3fbfe880aafe538920d
#b447,"B447 in Hamburg, Germany",53.5840437,9.9697777,1,,,,Keyphrase,"B447 in Hamburg, Germany",,german_fires_hamburg_locations,af4741eb8ee261a52ea502eaa42ce83d,german_fires_hamburg_locations__af4741eb8ee261a52ea502eaa42ce83d
#Kohlbrandbrucke,"Kohlbrandbrucke in Hamburg, Germany",53.52199447,9.938664343,1,,,,DiplomaticFacilities,"Kohlbrandbrucke in Hamburg, Germany",,german_fires_hamburg_locations,82b6337974b25853e5f1ff1f187354dd,german_fires_hamburg_locations__82b6337974b25853e5f1ff1f187354dd
#jungfernstieg,"Jungfernstieg in Hamburg, Germany",53.5537877,9.991973485,1,,,,Organization,"Jungfernstieg in Hamburg, Germany",,german_fires_hamburg_locations,f97fcc2bc723f4fbdc35ed3984ca6630,german_fires_hamburg_locations__f97fcc2bc723f4fbdc35ed3984ca6630
#altona,"Altona in Hamburg, Germany",53.5795791,9.872880797,2,,,,Person,"Altona in Hamburg, Germany",,german_fires_hamburg_locations,da79ca1649df57d6ccba77fc8b4e080e,german_fires_hamburg_locations__da79ca1649df57d6ccba77fc8b4e080e
