handle,caption_name,location_lower,exclude_groups,include_groups,entity_type,location,lat,long,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
coagriculture1,Colorado Department of Agriculture,colorado,colorado;country;stateprovince,,sub-national agriculture ministry,Colorado,39.5500507,-105.7820674,Sub-nationalAgricultureMinistry,Colorado Department of Agriculture,,eng_dgm_agr_mentioner_government,badf9efed8017a112d1758c25b447e39,eng_dgm_agr_mentioner_government__badf9efed8017a112d1758c25b447e39
agriculturede,Delaware Department of Agriculture,delaware,delaware;country;stateprovince,,sub-national agriculture ministry,Delaware,38.9108325,-75.5276699,Sub-nationalAgricultureMinistry,Delaware Department of Agriculture,,eng_dgm_agr_mentioner_government,fb8bd2531cb7cf8def81e9608fc009a4,eng_dgm_agr_mentioner_government__fb8bd2531cb7cf8def81e9608fc009a4
freshfromfl,Florida Department of Agriculture,florida,florida;country;stateprovince,,sub-national agriculture ministry,Florida,27.6648274,-81.5157535,Sub-nationalAgricultureMinistry,Florida Department of Agriculture,,eng_dgm_agr_mentioner_government,008bf51e605eef3a8c3ce3d2b3a9399d,eng_dgm_agr_mentioner_government__008bf51e605eef3a8c3ce3d2b3a9399d
GaDeptAg,Georgia Department of Agriculture,georgia,georgia;country;stateprovince,,sub-national agriculture ministry,Georgia,32.1656221,-82.9000751,Sub-nationalAgricultureMinistry,Georgia Department of Agriculture,,eng_dgm_agr_mentioner_government,e3a8ad7c5c0c4fcf55d0b34c683f9e9d,eng_dgm_agr_mentioner_government__e3a8ad7c5c0c4fcf55d0b34c683f9e9d
hdoapio,Hawaii Department of Agriculture,hawaii,hawaii;country;stateprovince,,sub-national agriculture ministry,Hawaii,19.8967662,-155.5827818,Sub-nationalAgricultureMinistry,Hawaii Department of Agriculture,,eng_dgm_agr_mentioner_government,5e047ab9215c3d2ed5ae5a38ad9d49f4,eng_dgm_agr_mentioner_government__5e047ab9215c3d2ed5ae5a38ad9d49f4
ilagriculture,Illinois Department of Agriculture,illinois,illinois;country;stateprovince,,sub-national agriculture ministry,Illinois,40.6331249,-89.3985283,Sub-nationalAgricultureMinistry,Illinois Department of Agriculture,,eng_dgm_agr_mentioner_government,591cc67d8278d940892e5760dd419b92,eng_dgm_agr_mentioner_government__591cc67d8278d940892e5760dd419b92
isdagov,Indiana Department of Agriculture,indiana,indiana;country;stateprovince,,sub-national agriculture ministry,Indiana,40.2671941,-86.1349019,Sub-nationalAgricultureMinistry,Indiana Department of Agriculture,,eng_dgm_agr_mentioner_government,ddc87b19714c00a858e7b062ef769fa6,eng_dgm_agr_mentioner_government__ddc87b19714c00a858e7b062ef769fa6
iadeptag,Iowa Department of Agriculture,iowa,iowa;country;stateprovince,,sub-national agriculture ministry,Iowa,41.8780025,-93.097702,Sub-nationalAgricultureMinistry,Iowa Department of Agriculture,,eng_dgm_agr_mentioner_government,90cbae86b54b90d36019acfe01f32da2,eng_dgm_agr_mentioner_government__90cbae86b54b90d36019acfe01f32da2
kansasdeptofag,Kansas Department of Agriculture,kansas,kansas;country;stateprovince,,sub-national agriculture ministry,Kansas,39.011902,-98.4842465,Sub-nationalAgricultureMinistry,Kansas Department of Agriculture,,eng_dgm_agr_mentioner_government,0037e98336e10bab776b4411ee744830,eng_dgm_agr_mentioner_government__0037e98336e10bab776b4411ee744830
kentuckyag,Kentucky Department of Agriculture,kentucky,kentucky;country;stateprovince,,sub-national agriculture ministry,Kentucky,37.8393332,-84.2700179,Sub-nationalAgricultureMinistry,Kentucky Department of Agriculture,,eng_dgm_agr_mentioner_government,d9843a93d57bffd793936b25201d26c3,eng_dgm_agr_mentioner_government__d9843a93d57bffd793936b25201d26c3
laagandforestry,Louisiana Department of Agriculture,louisiana,louisiana;country;stateprovince,,sub-national agriculture ministry,Louisiana,30.9842977,-91.9623327,Sub-nationalAgricultureMinistry,Louisiana Department of Agriculture,,eng_dgm_agr_mentioner_government,4a10efd8190c7dbcd2f3f4006ebbcc15,eng_dgm_agr_mentioner_government__4a10efd8190c7dbcd2f3f4006ebbcc15
mainedacf,Maine Department of Agriculture,maine,maine;country;stateprovince,,sub-national agriculture ministry,Maine,45.253783,-69.4454689,Sub-nationalAgricultureMinistry,Maine Department of Agriculture,,eng_dgm_agr_mentioner_government,6e88cf081f9e5800961dca1b615b43b2,eng_dgm_agr_mentioner_government__6e88cf081f9e5800961dca1b615b43b2
mdagdept,Maryland Department of Agriculture,maryland,maryland;country;stateprovince,,sub-national agriculture ministry,Maryland,39.0457549,-76.6412712,Sub-nationalAgricultureMinistry,Maryland Department of Agriculture,,eng_dgm_agr_mentioner_government,e98871d3b862e8e432a2a0f183418d80,eng_dgm_agr_mentioner_government__e98871d3b862e8e432a2a0f183418d80
massdeptagr,Massachusetts Department of Agricultural Resources,massachusetts,massachusetts;country;stateprovince,,sub-national agriculture ministry,Massachusetts,42.4072107,-71.3824374,Sub-nationalAgricultureMinistry,Massachusetts Department of Agricultural Resources,,eng_dgm_agr_mentioner_government,4a277f0a002c6e67753aaccc3b720be8,eng_dgm_agr_mentioner_government__4a277f0a002c6e67753aaccc3b720be8
michdeptofag,Michigan Department of Agriculture,michigan,michigan;country;stateprovince,,sub-national agriculture ministry,Michigan,44.3148443,-85.6023643,Sub-nationalAgricultureMinistry,Michigan Department of Agriculture,,eng_dgm_agr_mentioner_government,24597402955504921b55dbb7888aa755,eng_dgm_agr_mentioner_government__24597402955504921b55dbb7888aa755
mnagriculture,Minnesota Department of Agriculture,minnesota,minnesota;country;stateprovince,,sub-national agriculture ministry,Minnesota,46.729553,-94.6858998,Sub-nationalAgricultureMinistry,Minnesota Department of Agriculture,,eng_dgm_agr_mentioner_government,3c31c05a87ed91d6f00bb3f21267a294,eng_dgm_agr_mentioner_government__3c31c05a87ed91d6f00bb3f21267a294
msdeptofag,Mississippi Department of Agriculture,mississippi,mississippi;country;stateprovince,,sub-national agriculture ministry,Mississippi,32.3546679,-89.3985283,Sub-nationalAgricultureMinistry,Mississippi Department of Agriculture,,eng_dgm_agr_mentioner_government,670fe646ad4483a8d712eab292add8eb,eng_dgm_agr_mentioner_government__670fe646ad4483a8d712eab292add8eb
moagriculture,Missouri Department of Agriculture,missouri,missouri;country;stateprovince,,sub-national agriculture ministry,Missouri,37.9642529,-91.8318334,Sub-nationalAgricultureMinistry,Missouri Department of Agriculture,,eng_dgm_agr_mentioner_government,7fbb505695908cd1a54c8c70b96d1a22,eng_dgm_agr_mentioner_government__7fbb505695908cd1a54c8c70b96d1a22
mtagriculture,Montana Department of Agriculture,montana,montana;country;stateprovince,,sub-national agriculture ministry,Montana,46.8796822,-110.3625658,Sub-nationalAgricultureMinistry,Montana Department of Agriculture,,eng_dgm_agr_mentioner_government,8610e350b83215cdd7162d6d408369c6,eng_dgm_agr_mentioner_government__8610e350b83215cdd7162d6d408369c6
nedeptag,Nebraska Department of Agriculture,nebraska,nebraska;country;stateprovince,,sub-national agriculture ministry,Nebraska,41.4925374,-99.9018131,Sub-nationalAgricultureMinistry,Nebraska Department of Agriculture,,eng_dgm_agr_mentioner_government,54a24e923857645fce8f75684de8e27d,eng_dgm_agr_mentioner_government__54a24e923857645fce8f75684de8e27d
nvagriculture,Nevada Department of Agriculture,nevada,nevada;country;stateprovince,,sub-national agriculture ministry,Nevada,38.8026097,-116.419389,Sub-nationalAgricultureMinistry,Nevada Department of Agriculture,,eng_dgm_agr_mentioner_government,00532401d20b3569e9877684fe923a12,eng_dgm_agr_mentioner_government__00532401d20b3569e9877684fe923a12
agriculturenh,New Hampshire Department of Agriculture,new hampshire,new hampshire;country;stateprovince,,sub-national agriculture ministry,New Hampshire,43.1938516,-71.5723953,Sub-nationalAgricultureMinistry,New Hampshire Department of Agriculture,,eng_dgm_agr_mentioner_government,a3dcf7e15f81544e118091c3b7e33a20,eng_dgm_agr_mentioner_government__a3dcf7e15f81544e118091c3b7e33a20
njda,New Jersey Department of Agriculture,new jersey,new jersey;country;stateprovince,,sub-national agriculture ministry,New Jersey,40.0583238,-74.4056612,Sub-nationalAgricultureMinistry,New Jersey Department of Agriculture,,eng_dgm_agr_mentioner_government,a8eeed23d39502ea73c72fd92ea7fd54,eng_dgm_agr_mentioner_government__a8eeed23d39502ea73c72fd92ea7fd54
nmdeptag,New Mexico Department of Agriculture,new mexico,new mexico;country;stateprovince,,sub-national agriculture ministry,New Mexico,34.5199402,-105.8700901,Sub-nationalAgricultureMinistry,New Mexico Department of Agriculture,,eng_dgm_agr_mentioner_government,10a290888c9643ce9efe2e0267ba3d0c,eng_dgm_agr_mentioner_government__10a290888c9643ce9efe2e0267ba3d0c
nyagandmarkets,New York Department of Agriculture,new york,new york;country;stateprovince,,sub-national agriculture ministry,New York,40.7127753,-74.0059728,Sub-nationalAgricultureMinistry,New York Department of Agriculture,,eng_dgm_agr_mentioner_government,592a862164f902288c6c26557be785f6,eng_dgm_agr_mentioner_government__592a862164f902288c6c26557be785f6
ncagriculture,North Carolina Department of Agriculture,north carolina,north carolina;country;stateprovince,,sub-national agriculture ministry,North Carolina,35.7595731,-79.0192997,Sub-nationalAgricultureMinistry,North Carolina Department of Agriculture,,eng_dgm_agr_mentioner_government,4d533143c9c78d3c0f0ab88bd2c573f2,eng_dgm_agr_mentioner_government__4d533143c9c78d3c0f0ab88bd2c573f2
ndagriculture,North Dakota Department of Agriculture,north dakota,north dakota;country;stateprovince,,sub-national agriculture ministry,North Dakota,47.5514926,-101.0020119,Sub-nationalAgricultureMinistry,North Dakota Department of Agriculture,,eng_dgm_agr_mentioner_government,7fde1f8d61af53c13988dfc6182dbfbd,eng_dgm_agr_mentioner_government__7fde1f8d61af53c13988dfc6182dbfbd
ohiodeptofag,Ohio Department of Agriculture,ohio,ohio;country;stateprovince,,sub-national agriculture ministry,Ohio,40.4172871,-82.907123,Sub-nationalAgricultureMinistry,Ohio Department of Agriculture,,eng_dgm_agr_mentioner_government,671259c4bf4e09a81b7bb9a8aa7caf13,eng_dgm_agr_mentioner_government__671259c4bf4e09a81b7bb9a8aa7caf13
oklahomaag,Oklahoma Department of Agriculture,oklahoma,oklahoma;country;stateprovince,,sub-national agriculture ministry,Oklahoma,35.0077519,-97.092877,Sub-nationalAgricultureMinistry,Oklahoma Department of Agriculture,,eng_dgm_agr_mentioner_government,94fa52ebfc04222a987044ae99d98b47,eng_dgm_agr_mentioner_government__94fa52ebfc04222a987044ae99d98b47
oragriculture,Oregon Department of Agriculture,oregon,oregon;country;stateprovince,,sub-national agriculture ministry,Oregon,43.8041334,-120.5542012,Sub-nationalAgricultureMinistry,Oregon Department of Agriculture,,eng_dgm_agr_mentioner_government,988bd13b2ff303a414a6de94c2906a23,eng_dgm_agr_mentioner_government__988bd13b2ff303a414a6de94c2906a23
paagriculture,Pennsylvania Department of Agriculture,pennsylvania,pennsylvania;country;stateprovince,,sub-national agriculture ministry,Pennsylvania,41.2033216,-77.1945247,Sub-nationalAgricultureMinistry,Pennsylvania Department of Agriculture,,eng_dgm_agr_mentioner_government,0a0dff182d1042ed31c0dd310eb277bc,eng_dgm_agr_mentioner_government__0a0dff182d1042ed31c0dd310eb277bc
rhodeislanddem,Rhode Island Department of Environmental Management,rhode island,rhode island;country;stateprovince,,sub-national agriculture ministry,Rhode Island,41.5800945,-71.4774291,Sub-nationalAgricultureMinistry,Rhode Island Department of Environmental Management,,eng_dgm_agr_mentioner_government,81a6e4feeff1bec4bf893cdf696f27b2,eng_dgm_agr_mentioner_government__81a6e4feeff1bec4bf893cdf696f27b2
scdagriculture,South Carolina Department of Agriculture,south carolina,south carolina;country;stateprovince,,sub-national agriculture ministry,South Carolina,33.836081,-81.1637245,Sub-nationalAgricultureMinistry,South Carolina Department of Agriculture,,eng_dgm_agr_mentioner_government,cddeae27527723a9344cf106af87f20e,eng_dgm_agr_mentioner_government__cddeae27527723a9344cf106af87f20e
sd_danr,South Dakota Department of Agriculture,south dakota,south dakota;country;stateprovince,,sub-national agriculture ministry,South Dakota,43.9695148,-99.9018131,Sub-nationalAgricultureMinistry,South Dakota Department of Agriculture,,eng_dgm_agr_mentioner_government,db56aa9fc45d8424f693052df4829e44,eng_dgm_agr_mentioner_government__db56aa9fc45d8424f693052df4829e44
tnagriculture,Tennessee Department of Agriculture,tennessee,tennessee;country;stateprovince,,sub-national agriculture ministry,Tennessee,35.5174913,-86.5804473,Sub-nationalAgricultureMinistry,Tennessee Department of Agriculture,,eng_dgm_agr_mentioner_government,394fc370f7078d373c8c38eac2825d72,eng_dgm_agr_mentioner_government__394fc370f7078d373c8c38eac2825d72
texasdeptofag,Texas Department of Agriculture,texas,texas;country;stateprovince,,sub-national agriculture ministry,Texas,31.9685988,-99.9018131,Sub-nationalAgricultureMinistry,Texas Department of Agriculture,,eng_dgm_agr_mentioner_government,69f377c07b843b35dcd922ceef399a31,eng_dgm_agr_mentioner_government__69f377c07b843b35dcd922ceef399a31
utagandfood,Utah Department of Agriculture,utah,utah;country;stateprovince,,sub-national agriculture ministry,Utah,39.3209801,-111.0937311,Sub-nationalAgricultureMinistry,Utah Department of Agriculture,,eng_dgm_agr_mentioner_government,2e0b7339a5687f9d3508c9e809e0b7de,eng_dgm_agr_mentioner_government__2e0b7339a5687f9d3508c9e809e0b7de
vtagencyofag,Vermont Agency of Agriculture,vermont,vermont;country;stateprovince,,sub-national agriculture ministry,Vermont,44.5588028,-72.5778415,Sub-nationalAgricultureMinistry,Vermont Agency of Agriculture,,eng_dgm_agr_mentioner_government,fcb599b737e00594dd0a33d564085cbb,eng_dgm_agr_mentioner_government__fcb599b737e00594dd0a33d564085cbb
vaagriculture,Virginia Department of Agriculture,virginia,virginia;country;stateprovince,,sub-national agriculture ministry,Virginia,37.4315734,-78.6568942,Sub-nationalAgricultureMinistry,Virginia Department of Agriculture,,eng_dgm_agr_mentioner_government,e198d95636920aa013593402a265efd9,eng_dgm_agr_mentioner_government__e198d95636920aa013593402a265efd9
wsdagov,Washington State Department of Agriculture,washington,washington;country;stateprovince,,sub-national agriculture ministry,Washington,47.7510741,-120.7401385,Sub-nationalAgricultureMinistry,Washington State Department of Agriculture,,eng_dgm_agr_mentioner_government,0bc405b96512b85a5ab7285119ac9563,eng_dgm_agr_mentioner_government__0bc405b96512b85a5ab7285119ac9563
