keyword,caption_name,topic_id,guid,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
مرگان ستنلی,Morgan Stanley,,9597f9cbacb1485175682349860da818,Farsi,Media,Morgan Stanley,,dgm_crisk_variants,0e72dec947a8b849cb33ca5799320f5a,dgm_crisk_variants__0e72dec947a8b849cb33ca5799320f5a
کپیتل اونه,Capital One,,11a15878b8b8b4b13fc8246f628fa84b,Farsi,News,Capital One,,dgm_crisk_variants,69d59a17f8e7d182ae0e0368c9eec9ac,dgm_crisk_variants__69d59a17f8e7d182ae0e0368c9eec9ac
کرفیرست آف مریلند,Carefirst Of Maryland,,e0fd16625154955ddc280a50899171a1,Farsi,ForeignMinister,Carefirst Of Maryland,,dgm_crisk_variants,9fe6aa34e6fe5dab24f4e238c4340ac7,dgm_crisk_variants__9fe6aa34e6fe5dab24f4e238c4340ac7
کرگیلل,Cargill,,173ffc846f2c3792c5e439621237cc2b,Farsi,Wells,Cargill,,dgm_crisk_variants,556d98e75f0e9956d6120436fb17523f,dgm_crisk_variants__556d98e75f0e9956d6120436fb17523f
کدر فایر,Cedar Fair,,aa4f7640a7be9a678a3c2e6e104f82ec,Farsi,CompanyKeyword,Cedar Fair,,dgm_crisk_variants,890f6479ea587c73d5450c9712b86b7e,dgm_crisk_variants__890f6479ea587c73d5450c9712b86b7e
چورن,Chevron,,f41dd1b2abb0c41f225675ebb448ce63,Farsi,space,Chevron,,dgm_crisk_variants,9a37a3059e7c4ad00788c63f90dc8980,dgm_crisk_variants__9a37a3059e7c4ad00788c63f90dc8980
چیکک‌فیل‌ا,Chick-Fil-A,,dcacaa6c910a47709f897b963266c88c,Farsi,Diplomat,Chick-Fil-A,,dgm_crisk_variants,f0687aaf86c39ed56ef1c345fcb99fab,dgm_crisk_variants__f0687aaf86c39ed56ef1c345fcb99fab
چورچ آف جسوس چریست آف لتر دای سینتس,Church Of Jesus Christ Of Latter Day Saints,,998856a8c6d77c6142e78b7789e36792,Farsi,Wells,Church Of Jesus Christ Of Latter Day Saints,,dgm_crisk_variants,155afa5a18e8e7da66f504053eb20faa,dgm_crisk_variants__155afa5a18e8e7da66f504053eb20faa
کیتدل,Citadel,,a6fcf4438b6796c183ab63dd6eb1baee,Farsi,Wells,Citadel,,dgm_crisk_variants,6a51af6c472004eb3bf8288f45b38501,dgm_crisk_variants__6a51af6c472004eb3bf8288f45b38501
کلولند کلینیک,Cleveland Clinic,,fb8cb1d75ce0a544ab419d5e263a5215,Farsi,Keyphrase,Cleveland Clinic,,dgm_crisk_variants,6532a6f89c78d994222df0fa29fe8c7d,dgm_crisk_variants__6532a6f89c78d994222df0fa29fe8c7d
کوس,CVS,,480b1d303f9e1e9b2d443e70ac8d14b3,Farsi,space,CVS,,dgm_crisk_variants,51332b8fec73c1f1aeb5259d61fabb3a,dgm_crisk_variants__51332b8fec73c1f1aeb5259d61fabb3a
الکترونیک ارتس,Electronic Arts,,8418b27bbef61aa2e8c7f980c41d1c1c,Farsi,Pipeline,Electronic Arts,,dgm_crisk_variants,e853db5fb97163e7377be31ae2d55799,dgm_crisk_variants__e853db5fb97163e7377be31ae2d55799
دیملر,Daimler,,15b3b39434e24514040c575fdecb4a7e,Farsi,space,Daimler,,dgm_crisk_variants,ab1ebc1de72d369a2f6b7867862d58a2,dgm_crisk_variants__ab1ebc1de72d369a2f6b7867862d58a2
ملسن کورس بروینگ کمپانی,Molson Coors Brewing Company,,49cfc3783b7905abaebdc749346ba24a,Farsi,DiplomaticFacilities,Molson Coors Brewing Company,,dgm_crisk_variants,9725223511df5a914edb0bfa3c2bdf93,dgm_crisk_variants__9725223511df5a914edb0bfa3c2bdf93
دلیت,Deloitte,,797bb8c12c01507ad8669b06b9abe7ac,Farsi,ForeignMinistry,Deloitte,,dgm_crisk_variants,370c2482dacb3fffbd4043cfca5674fe,dgm_crisk_variants__370c2482dacb3fffbd4043cfca5674fe
دوتسچ برس,Deutsche Boerse,,4c1cc52d48963075b04cb3ae577b4ea7,Farsi,Consulates,Deutsche Boerse,,dgm_crisk_variants,dfc288dba81aa4d1b6836c2aff68d28f,dgm_crisk_variants__dfc288dba81aa4d1b6836c2aff68d28f
دیسکور فیننکیل سرویس,Discover Financial Services,,a6404f7feafdb9022a4fe8d84508cb48,Farsi,Refinery,Discover Financial Services,,dgm_crisk_variants,c5f9dcd284f80cd56cb8cf8ebdde305b,dgm_crisk_variants__c5f9dcd284f80cd56cb8cf8ebdde305b
دمینین انرژی,Dominion Energy,,bf26669d9b6a391452db87b69ae4843d,Farsi,Refinery,Dominion Energy,,dgm_crisk_variants,5b2e22520f37f94dbe87271c6b8e0508,dgm_crisk_variants__5b2e22520f37f94dbe87271c6b8e0508
دو اینک.,Dow Inc.,,6126506d0c8e7cb895ed4acce9127b14,Farsi,Keyphrase,Dow Inc.,,dgm_crisk_variants,ba2d83217f6ca01e358a8cb601896ef5,dgm_crisk_variants__ba2d83217f6ca01e358a8cb601896ef5
دوک انرژی,Duke Energy,,794cbab05fc1f2c570713e090fe21da8,Farsi,Legislator,Duke Energy,,dgm_crisk_variants,e5896ecb39885dd6f4b65900fe77aa50,dgm_crisk_variants__e5896ecb39885dd6f4b65900fe77aa50
دوپانت,Dupont,,6130f2e02f74ce48a72b9cd8eaa023f2,Farsi,LegislativeCommittee,Dupont,,dgm_crisk_variants,866f1ed8029cfca886ce75f0369d2ca4,dgm_crisk_variants__866f1ed8029cfca886ce75f0369d2ca4
دیسن,Dyson,,1cb134be4c341441d394951c92b6f997,Farsi,Legislator,Dyson,,dgm_crisk_variants,000b5af413059930a90d21b8576ff9bb,dgm_crisk_variants__000b5af413059930a90d21b8576ff9bb
انبریدگ,Enbridge,,eecb6c43a82fbbcb5050b5ebcfcf5e40,Farsi,FTO,Enbridge,,dgm_crisk_variants,3a650ac10e424ba68ab3b7dc8e5391c8,dgm_crisk_variants__3a650ac10e424ba68ab3b7dc8e5391c8
اورسورک انرژی,Eversource Energy,,527ca1ca6a722a33494a9a9bfc58e307,Farsi,Consulates,Eversource Energy,,dgm_crisk_variants,6105b9ed3e42803b6c2c3e59e1a7b55b,dgm_crisk_variants__6105b9ed3e42803b6c2c3e59e1a7b55b
اخخن,Exxon,,ca7e1e10c738703f369aafb8278af324,Farsi,Legislator,Exxon,,dgm_crisk_variants,6ff0089aff08e59694f9083f9dcf2662,dgm_crisk_variants__6ff0089aff08e59694f9083f9dcf2662
فدکس,Fedex,,7e37b4390d0cefb5819d047e9cd91fe2,Farsi,Pipeline,Fedex,,dgm_crisk_variants,5074e60a7b32407ceac240ccf3d26742,dgm_crisk_variants__5074e60a7b32407ceac240ccf3d26742
فرررو,Ferrero,,a67b76d0e3fda90530db658a226461af,Farsi,Person,Ferrero,,dgm_crisk_variants,6a621932ef4b94bf9c9c0bfb9439d7d1,dgm_crisk_variants__6a621932ef4b94bf9c9c0bfb9439d7d1
فیدلیتی اینوستمنتس,Fidelity Investments,,e9afa108b7b5298d3e935f63fb4a0d98,Farsi,Wells,Fidelity Investments,,dgm_crisk_variants,e36bc831df603e45c3d3893841088867,dgm_crisk_variants__e36bc831df603e45c3d3893841088867
فیفته تهیرد بنکرپ,Fifth Third Bancorp,,c6b3ea2fcdd38d874c0925cae90557d4,Farsi,DiplomaticFacilities,Fifth Third Bancorp,,dgm_crisk_variants,68f76ea42e8cbcbbc7bb2c928dc0177f,dgm_crisk_variants__68f76ea42e8cbcbbc7bb2c928dc0177f
تنت هیلته,Tenet Health,,639e66de65b9dceef0c2b956a22c1424,Farsi,AAEntity,Tenet Health,,dgm_crisk_variants,6b4c6b961948280de5d2b06d167d8a3c,dgm_crisk_variants__6b4c6b961948280de5d2b06d167d8a3c
جنرال اتمیکس,General Atomics,,22107f1bd5d5959e733e3a0bbd906417,Farsi,Shipping,General Atomics,,dgm_crisk_variants,caf3e95ea7aade47b132e0a59cd2269c,dgm_crisk_variants__caf3e95ea7aade47b132e0a59cd2269c
کردینل هیلته,Cardinal Health,,859d479ca8ddbcc2bbca3d5d5f1c8156,Farsi,Media,Cardinal Health,,dgm_crisk_variants,8a7d4af18b64df6b29be9483344342ef,dgm_crisk_variants__8a7d4af18b64df6b29be9483344342ef
گلدمن ساخس,Goldman Sachs,,d7da147afcfd4a6f38e43898c7054765,Farsi,CompanyKeyword,Goldman Sachs,,dgm_crisk_variants,d81a3a023d342920551254d6f821d7b2,dgm_crisk_variants__d81a3a023d342920551254d6f821d7b2
گوگل,Google,,69bb2b0e88234d04213412ad72e44ee5;29d99882da5223603d025ccb959dfcbf;422fa12f23e9d8325787f49af1efba4a,Farsi,LegislativeCommittee,Google,,dgm_crisk_variants,8b36e9207c24c76e6719268e49201d94,dgm_crisk_variants__8b36e9207c24c76e6719268e49201d94
هیلتن,Hilton,,0af4c9915ef92f2bac32cf75af1acc8f,Farsi,Person,Hilton,,dgm_crisk_variants,c45d1d2d1d491ce1dec8577d17ab0a16,dgm_crisk_variants__c45d1d2d1d491ce1dec8577d17ab0a16
هوم دپت,Home Depot,,b0bc77bc4da0f4941a2f120f71ed7008,Farsi,CompanyKeyword,Home Depot,,dgm_crisk_variants,b8114e3e254cca7771dfd75ea6e81389,dgm_crisk_variants__b8114e3e254cca7771dfd75ea6e81389
اینتل,Intel,,79d16ab7312c744ea3cb3560c99820b7,Farsi,Exec,Intel,,dgm_crisk_variants,ff97a9fdede09eaf6e1c8ec9f6a61dd5,dgm_crisk_variants__ff97a9fdede09eaf6e1c8ec9f6a61dd5
اینوسکو,Invesco,,5963722ccd6e454af56c5528515ab354,Farsi,LegislativeCommittee,Invesco,,dgm_crisk_variants,b2be47006f4a073096c2d6745f8cc73d,dgm_crisk_variants__b2be47006f4a073096c2d6745f8cc73d
جپمرگن چس,JPMorgan Chase,,966191f75ef9ac701462a3d71cb0811c,Farsi,ForeignMinistry,JPMorgan Chase,,dgm_crisk_variants,03f4ee2b735fb77f37e5fcd4b68d63a3,dgm_crisk_variants__03f4ee2b735fb77f37e5fcd4b68d63a3
لیدس,Leidos,,35dc6a4ae7eafabfc7f83b96160c3ca4,Farsi,Diplomat,Leidos,,dgm_crisk_variants,a037fdd7c89237d1e8378e4474d2bfa1,dgm_crisk_variants__a037fdd7c89237d1e8378e4474d2bfa1
لایو نعتین,Live Nation,,7f8dc2fc9426e0d0ead8e972defd5df1,Farsi,IndustryTerm,Live Nation,,dgm_crisk_variants,3229839204ab882a04cf697aca34f9be,dgm_crisk_variants__3229839204ab882a04cf697aca34f9be
لولولمن,Lululemon,,dcf18aebf1671864220c4f5042abbeb0,Farsi,FTO,Lululemon,,dgm_crisk_variants,f211de282b83cfee9011e5abcff6bdfa,dgm_crisk_variants__f211de282b83cfee9011e5abcff6bdfa
ماراتن پترلوم کرپرتین,Marathon Petroleum Corporation,,3745c7565cb8b13605bb3d4d3ba65aab,Farsi,Keyphrase,Marathon Petroleum Corporation,,dgm_crisk_variants,b594ec107f20214485242d5c9e144b69,dgm_crisk_variants__b594ec107f20214485242d5c9e144b69
متدر سکوریتی,Matador Security,,0da8d49bf82a588b71353aa723b69290,Farsi,Refinery,Matador Security,,dgm_crisk_variants,e819ee3cacca307cda75c5c3475e37ca,dgm_crisk_variants__e819ee3cacca307cda75c5c3475e37ca
مکدنلد`س,Mcdonald'S,,ce93c4a9ef56bba5fbc32da77fd5d371,Farsi,ForeignMinistry,Mcdonald'S,,dgm_crisk_variants,dfab9143728a85083ad9bbd8fe6e920b,dgm_crisk_variants__dfab9143728a85083ad9bbd8fe6e920b
مرکک,Merck,,ad092289f2b0ad35e50c00b62dbb7885,Farsi,Person,Merck,,dgm_crisk_variants,f3adb2487eb1d8d5b24b68a3e156f5fb,dgm_crisk_variants__f3adb2487eb1d8d5b24b68a3e156f5fb
مگم,MGM,,7afe2fa0360fc52fbf602c89787e893d,Farsi,Person,MGM,,dgm_crisk_variants,7545bfa02e8c3cdfb20bcc3fa52a4794,dgm_crisk_variants__7545bfa02e8c3cdfb20bcc3fa52a4794
میلن,Mylan,,8fc49fc4a1c567169f4d2092122c70b0,Farsi,LegislativeCommittee,Mylan,,dgm_crisk_variants,8b94de7669b3b2ef38c3f4637a78f8a8,dgm_crisk_variants__8b94de7669b3b2ef38c3f4637a78f8a8
نبن سو,NBN Co,,fbc846794aa017f18d519376d869df92,Farsi,ForeignMinistry,NBN Co,,dgm_crisk_variants,5f972489aadf5c5fed2749d8c857ba5e,dgm_crisk_variants__5f972489aadf5c5fed2749d8c857ba5e
نتفلیکس,Netflix,,1e8efb6d2c02a70af5041088361f83f3,Farsi,Shipping,Netflix,,dgm_crisk_variants,170b1d363bd8516fbf3a3eb05d4faff6,dgm_crisk_variants__170b1d363bd8516fbf3a3eb05d4faff6
استی لودر,Estee Lauder,,bc113e305ff83bc3cbb7587b490657fb,Farsi,Wells,Estee Lauder,,dgm_crisk_variants,4a2d1f22611ece06b70ee79b423d9991,dgm_crisk_variants__4a2d1f22611ece06b70ee79b423d9991
ایربنب,Airbnb,,549f9e87cdd69547c3f20392345a00b5,Farsi,Organization,Airbnb,,dgm_crisk_variants,09e31a5bddc6d6628252a7bff57d5dce,dgm_crisk_variants__09e31a5bddc6d6628252a7bff57d5dce
البرتسنس,Albertsons,,949eebc349bda3ce68cb04fe43baa843,Farsi,Diplomat,Albertsons,,dgm_crisk_variants,767e924278099a2e4f3d05c5c2bf766a,dgm_crisk_variants__767e924278099a2e4f3d05c5c2bf766a
مایکروسافت کرپرتین,Microsoft Corporation,,3d1c91a37937505c39e43597605a2022,Farsi,Media,Microsoft Corporation,,dgm_crisk_variants,237c2b0099548ddbfa5a37f07e0687ab,dgm_crisk_variants__237c2b0099548ddbfa5a37f07e0687ab
لینکدین,Linkedin,,16f891d30be91a161149c66e4977802e,Farsi,FTO,Linkedin,,dgm_crisk_variants,44e2308cdc51a0a1a5350ba3937e0b5e,dgm_crisk_variants__44e2308cdc51a0a1a5350ba3937e0b5e
اخی اینک,Oxy Inc,,947451a3db558bc8061d25e7e9a2c442,Farsi,ForeignMinistry,Oxy Inc,,dgm_crisk_variants,c2bced98d5f288e7879d5870dfa111fc,dgm_crisk_variants__c2bced98d5f288e7879d5870dfa111fc
پرمونت پیکتورس,Paramount Pictures,,"376dfde5fb40599f89882a9df6dff121,71c960c4851148c0033b1de2a6297212",Farsi,LegislativeCommittee,Paramount Pictures,,dgm_crisk_variants,a75f10836023198f24e0537ac859e1e1,dgm_crisk_variants__a75f10836023198f24e0537ac859e1e1
پیپل,Paypal,,cb5aa0e62a22c02eea509f4ed369f97e,Farsi,Consulates,Paypal,,dgm_crisk_variants,9b88c95a15e018c3f8038a7d0160145c,dgm_crisk_variants__9b88c95a15e018c3f8038a7d0160145c
لبکرپ,Labcorp,,6d07a7d61ef94a40f23858b883636998,Farsi,Keyphrase,Labcorp,,dgm_crisk_variants,0a7a192a6d0ce58e2badfd8b9fe2d6ed,dgm_crisk_variants__0a7a192a6d0ce58e2badfd8b9fe2d6ed
پنک,Pnc,,c897bccc1fc1b783c12539bccd3fdbeb,Farsi,space,Pnc,,dgm_crisk_variants,bba221261e1d0b69ed33bf563fb3669d,dgm_crisk_variants__bba221261e1d0b69ed33bf563fb3669d
پرودنتیل,Prudential,,0be04bba13437140ca89cad51166743b,Farsi,Media,Prudential,,dgm_crisk_variants,0e47426a39125895839d8272249bf33e,dgm_crisk_variants__0e47426a39125895839d8272249bf33e
رگنرن,Regeneron,,ab013025a2c52e3e2b0d91fc18375db0,Farsi,ForeignMinistry,Regeneron,,dgm_crisk_variants,41353433ab39b5bce7e3b0ad1f652b4e,dgm_crisk_variants__41353433ab39b5bce7e3b0ad1f652b4e
رپوبلیک ایرویس,Republic Airways,,ec7be6dc9cfd62c057b97c2994d3f3e7,Farsi,News,Republic Airways,,dgm_crisk_variants,41c7221b96cd31829e4664350d13b4c7,dgm_crisk_variants__41c7221b96cd31829e4664350d13b4c7
رکک سکوریتی,Rock Security,,5be2cffee73bfe53cbcaa8dfe7b18e84,Farsi,Diplomat,Rock Security,,dgm_crisk_variants,1c6113175463de702c62ae8f8f2eaabe,dgm_crisk_variants__1c6113175463de702c62ae8f8f2eaabe
رس سترس,Ross Stores,,9b9542770644c545d08e62bc83873c8c,Farsi,space,Ross Stores,,dgm_crisk_variants,728b27218cc87e8d1c7a7a93f53080a9,dgm_crisk_variants__728b27218cc87e8d1c7a7a93f53080a9
سلسفرک,Salesforce,,bc273ac3c7f9d86a4d284fd11bfb0ce6,Farsi,Pipeline,Salesforce,,dgm_crisk_variants,4a6dbb2ff650f82af801f71c3efd72c3,dgm_crisk_variants__4a6dbb2ff650f82af801f71c3efd72c3
سامسونگ,Samsung,,e6b49ab6f111725be63675394a865818,Farsi,Person,Samsung,,dgm_crisk_variants,3910b1e0ccab19bc46fd9db27cca49c9,dgm_crisk_variants__3910b1e0ccab19bc46fd9db27cca49c9
سنتندر بانک,Santander Bank,,f5e294ea83b3a023cb9f3af917f9041d,Farsi,ForeignMinister,Santander Bank,,dgm_crisk_variants,7d798e198436df181b8821779fc990c7,dgm_crisk_variants__7d798e198436df181b8821779fc990c7
سپ,Sap,,c0411c9799fa3e1957878d3ce985eb21,Farsi,AAEntity,Sap,,dgm_crisk_variants,a5734424887783d782c4136b7aff71c5,dgm_crisk_variants__a5734424887783d782c4136b7aff71c5
ولمرت,Walmart,,343b1f841f2758ce00d11e5b07c3a2e9,Farsi,FTO,Walmart,,dgm_crisk_variants,f1c768f1973bd404670d81a991ee6105,dgm_crisk_variants__f1c768f1973bd404670d81a991ee6105
سکنتر گروپ,Scentre Group,,f30a09fc31bbf5e976706b2785316f28,Farsi,ForeignMinistry,Scentre Group,,dgm_crisk_variants,6880ec3374bf84b79af046ea9b625989,dgm_crisk_variants__6880ec3374bf84b79af046ea9b625989
مایو کلینیک,Mayo Clinic,,2f43eabee267f97ff078dcc7a69c82ce,Farsi,Media,Mayo Clinic,,dgm_crisk_variants,5471a71fa537c489e48d1bf84083eef2,dgm_crisk_variants__5471a71fa537c489e48d1bf84083eef2
یو.س. بانک,U.S. Bank,,22a70da6a5cc28f5f4da736e7a93ff08,Farsi,Consulates,U.S. Bank,,dgm_crisk_variants,97402387cb8cb57d1978b878240c462b,dgm_crisk_variants__97402387cb8cb57d1978b878240c462b
سمپرا,Sempra,,3dc5e343d2c49be0a1a07f43f5fcf287,Farsi,Person,Sempra,,dgm_crisk_variants,be3420315a360bb1beb1f9b29758f568,dgm_crisk_variants__be3420315a360bb1beb1f9b29758f568
شلل اینترناشینال,Shell International,,a84d5d4f0b197b952d5e20e9f4af2165,Farsi,AAEntity,Shell International,,dgm_crisk_variants,367a899553660e544ecb75705cba59d7,dgm_crisk_variants__367a899553660e544ecb75705cba59d7
سیمنس,Siemens,,"964f1bace36f2c1c15fa5f051695f122,be5b19ab3dd584a8a156bd0de7506bee",Farsi,CompanyKeyword,Siemens,,dgm_crisk_variants,74993f42c49b81f3a77103bcbb247c2b,dgm_crisk_variants__74993f42c49b81f3a77103bcbb247c2b
کیتیگروپ,Citigroup,,eda335e4cc9dcfb9e0419735d0f597be,Farsi,Organization,Citigroup,,dgm_crisk_variants,35b85f7fa633bdc479aa5da4f536c8e9,dgm_crisk_variants__35b85f7fa633bdc479aa5da4f536c8e9
ستربوککس,Starbucks,,4d5d540efa68f6e17b9f64d6b7e8ebc7,Farsi,CompanyKeyword,Starbucks,,dgm_crisk_variants,e486aeca0b12918313aba2cc445c5cb4,dgm_crisk_variants__e486aeca0b12918313aba2cc445c5cb4
ستریکیکل,Stericycle,,e00f07eb07974b1ce687c155d987f665,Farsi,ForeignMinistry,Stericycle,,dgm_crisk_variants,e29147864ce0a1b5107c048901529f42,dgm_crisk_variants__e29147864ce0a1b5107c048901529f42
تکف نتینل بانک,TCF National Bank,,a6400ac89f9958fc48f31832def512c2,Farsi,DiplomaticFacilities,TCF National Bank,,dgm_crisk_variants,e997b773e79f572bc730f39232cbb15a,dgm_crisk_variants__e997b773e79f572bc730f39232cbb15a
تد بانک,TD Bank,,7e1225c9ffc52feecd896f4060e5f217,Farsi,Legislator,TD Bank,,dgm_crisk_variants,a270529277e11434ce7a40cff6c21217,dgm_crisk_variants__a270529277e11434ce7a40cff6c21217
تچنیپفمک,Technipfmc,,c7d99fe5b4d68bb7fd64805577c04602,Farsi,Consulates,Technipfmc,,dgm_crisk_variants,2de7bdfe699df3a99d5f671f153ed8fe,dgm_crisk_variants__2de7bdfe699df3a99d5f671f153ed8fe
تسلا,Tesla,,e53d433309d11e093f65fad899bcd69c,Farsi,ForeignMinistry,Tesla,,dgm_crisk_variants,8f3182163857c5463c883017ff1cd3cc,dgm_crisk_variants__8f3182163857c5463c883017ff1cd3cc
بوینگ,Boeing,,fa7be71100c59377ed582e21587318d6,Farsi,ForeignMinister,Boeing,,dgm_crisk_variants,44787ee9ad7082c7e379356589456000,dgm_crisk_variants__44787ee9ad7082c7e379356589456000
