keyword,caption_name,topic_id,entity_type,threshold,groups,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
hujiang education technologies,Hujiang Education Technologies,188132,startup,general.alert3,,,Startup,Hujiang Education Technologies,,dgm_vcstartup_terms,8c5594b462b2af8ad933fe7c95ac94da,dgm_vcstartup_terms__8c5594b462b2af8ad933fe7c95ac94da
powerit solutions,Powerit Solutions,188132,startup,general.alert3,,,Startup,Powerit Solutions,,dgm_vcstartup_terms,85a6b1209451db85cc8301037d13a6dc,dgm_vcstartup_terms__85a6b1209451db85cc8301037d13a6dc
califia farms,Califia Farms,188132,startup,general.alert3,,,Startup,Califia Farms,,dgm_vcstartup_terms,b5314e8680f92c486341a14f9e1be949,dgm_vcstartup_terms__b5314e8680f92c486341a14f9e1be949
ayla networks,Ayla Networks,188132,startup,general.alert3,,,Startup,Ayla Networks,,dgm_vcstartup_terms,f60d5de8ecb9c49bcb083dc22e2020a4,dgm_vcstartup_terms__f60d5de8ecb9c49bcb083dc22e2020a4
corephotonics,Corephotonics,188132,startup,general.alert3,,,Startup,Corephotonics,,dgm_vcstartup_terms,b0d7315e7bf78b66dd334744e5b87be8,dgm_vcstartup_terms__b0d7315e7bf78b66dd334744e5b87be8
icellate,iCellate,188132,startup,general.alert3,,,Startup,iCellate,,dgm_vcstartup_terms,183632a38ddf6bd3473c74598e19bc67,dgm_vcstartup_terms__183632a38ddf6bd3473c74598e19bc67
atrenta,Atrenta,188132,startup,general.alert3,,,Startup,Atrenta,,dgm_vcstartup_terms,97821f2c478b3242baee32126a95ce95,dgm_vcstartup_terms__97821f2c478b3242baee32126a95ce95
synaptic digital,Synaptic Digital,188132,startup,general.alert3,,,Startup,Synaptic Digital,,dgm_vcstartup_terms,a9a261791ab94003c09fe7218b313df5,dgm_vcstartup_terms__a9a261791ab94003c09fe7218b313df5
rsi video technologies,RSI Video Technologies,188132,startup,general.alert3,,,Startup,RSI Video Technologies,,dgm_vcstartup_terms,e269649ffb3820dda55db6d1cd158ff6,dgm_vcstartup_terms__e269649ffb3820dda55db6d1cd158ff6
gemvara,Gemvara,188132,startup,general.alert3,,,Startup,Gemvara,,dgm_vcstartup_terms,0fa6822c27612f2bd7167313af74b255,dgm_vcstartup_terms__0fa6822c27612f2bd7167313af74b255
omniox,Omniox,188132,startup,general.alert3,,,Startup,Omniox,,dgm_vcstartup_terms,828bd99c53576f9775ac5712541cd663,dgm_vcstartup_terms__828bd99c53576f9775ac5712541cd663
peraso technologies,Peraso Technologies,188132,startup,general.alert3,,,Startup,Peraso Technologies,,dgm_vcstartup_terms,a18c539b1e1ce3e1449e1e8d74ee376c,dgm_vcstartup_terms__a18c539b1e1ce3e1449e1e8d74ee376c
girnarsoft,GirnarSoft,188132,startup,general.alert3,,,Startup,GirnarSoft,,dgm_vcstartup_terms,3aa20282ddcd7a3e44f257c7855ab36a,dgm_vcstartup_terms__3aa20282ddcd7a3e44f257c7855ab36a
shubham housing development finance company,Shubham Housing Development Finance Company,188132,startup,general.alert3,,,Startup,Shubham Housing Development Finance Company,,dgm_vcstartup_terms,d99aa44c4bf5251092faf5d47971fb9c,dgm_vcstartup_terms__d99aa44c4bf5251092faf5d47971fb9c
eka systems,Eka Systems,188132,startup,general.alert3,,,Startup,Eka Systems,,dgm_vcstartup_terms,483561ee0317d28a7af18178a064e7f8,dgm_vcstartup_terms__483561ee0317d28a7af18178a064e7f8
"savvymoney, inc.","SavvyMoney, Inc.",188132,startup,general.alert3,,,Startup,"SavvyMoney, Inc.",,dgm_vcstartup_terms,c9be08fb884650e807a662fe6529e2a4,dgm_vcstartup_terms__c9be08fb884650e807a662fe6529e2a4
apixio,Apixio,188132,startup,general.alert3,,,Startup,Apixio,,dgm_vcstartup_terms,59b35ae7f8b60524e4efcf4a63cfc5ae,dgm_vcstartup_terms__59b35ae7f8b60524e4efcf4a63cfc5ae
posigen,PosiGen,188132,startup,general.alert3,,,Startup,PosiGen,,dgm_vcstartup_terms,231ec3255efbc5d9bdb3c9cd85432a39,dgm_vcstartup_terms__231ec3255efbc5d9bdb3c9cd85432a39
placester,Placester,188132,startup,general.alert3,,,Startup,Placester,,dgm_vcstartup_terms,68ccdafff4d6c284e42f1829a5c577e2,dgm_vcstartup_terms__68ccdafff4d6c284e42f1829a5c577e2
inxeption,Inxeption,188132,startup,general.alert3,,,Startup,Inxeption,,dgm_vcstartup_terms,b9a71b1000f73e846d811deb16c758af,dgm_vcstartup_terms__b9a71b1000f73e846d811deb16c758af
netguardians,NetGuardians,188132,startup,general.alert3,,,Startup,NetGuardians,,dgm_vcstartup_terms,321a6b2e2e76e522ca8ec5eed7a1c9bb,dgm_vcstartup_terms__321a6b2e2e76e522ca8ec5eed7a1c9bb
bluwrap,BluWrap,188132,startup,general.alert3,,,Startup,BluWrap,,dgm_vcstartup_terms,c218e4190d883d5a6e47e0bc7a906b44,dgm_vcstartup_terms__c218e4190d883d5a6e47e0bc7a906b44
code green networks,Code Green Networks,188132,startup,general.alert3,,,Startup,Code Green Networks,,dgm_vcstartup_terms,124acbe1eef6135e7419d82281dd83e3,dgm_vcstartup_terms__124acbe1eef6135e7419d82281dd83e3
the bunker secure hosting,The Bunker Secure Hosting,188132,startup,general.alert3,,,Startup,The Bunker Secure Hosting,,dgm_vcstartup_terms,c180daf87843fc1e82329ac991aca287,dgm_vcstartup_terms__c180daf87843fc1e82329ac991aca287
nephroplus,NephroPlus,188132,startup,general.alert3,,,Startup,NephroPlus,,dgm_vcstartup_terms,2140b36411aeeb999e8bef050c20902d,dgm_vcstartup_terms__2140b36411aeeb999e8bef050c20902d
aylus networks,Aylus Networks,188132,startup,general.alert3,,,Startup,Aylus Networks,,dgm_vcstartup_terms,c63b8b3396dad596c7e7f1b5de3b3ea6,dgm_vcstartup_terms__c63b8b3396dad596c7e7f1b5de3b3ea6
adometry by google,Adometry By Google,188132,startup,general.alert3,,,Startup,Adometry By Google,,dgm_vcstartup_terms,275f5714f0a544b2107919b30d6e18ec,dgm_vcstartup_terms__275f5714f0a544b2107919b30d6e18ec
travel.ru,Travel.ru,188132,startup,general.alert3,,,Startup,Travel.ru,,dgm_vcstartup_terms,8cc852fcb749404fc2dd46f656b824b4,dgm_vcstartup_terms__8cc852fcb749404fc2dd46f656b824b4
kythera biopharmaceuticals,Kythera Biopharmaceuticals,188132,startup,general.alert3,,,Startup,Kythera Biopharmaceuticals,,dgm_vcstartup_terms,e8c57f3cf604e8441384c89131f24650,dgm_vcstartup_terms__e8c57f3cf604e8441384c89131f24650
phishlabs,PhishLabs,188132,startup,general.alert3,,,Startup,PhishLabs,,dgm_vcstartup_terms,3004446d62d2d40180863fdd97f4a755,dgm_vcstartup_terms__3004446d62d2d40180863fdd97f4a755
peatix,Peatix,188132,startup,general.alert3,,,Startup,Peatix,,dgm_vcstartup_terms,edbfddeddbea8eb4b4d8c56d91b8f5f9,dgm_vcstartup_terms__edbfddeddbea8eb4b4d8c56d91b8f5f9
fios genomics,Fios Genomics,188132,startup,general.alert3,,,Startup,Fios Genomics,,dgm_vcstartup_terms,1c1d1aac021356181c986cd2414b3906,dgm_vcstartup_terms__1c1d1aac021356181c986cd2414b3906
penguin computing,Penguin Computing,188132,startup,general.alert3,,,Startup,Penguin Computing,,dgm_vcstartup_terms,81bb7ee1df05cd83c15b8debf940de96,dgm_vcstartup_terms__81bb7ee1df05cd83c15b8debf940de96
biowave corporation,Biowave Corporation,188132,startup,general.alert3,,,Startup,Biowave Corporation,,dgm_vcstartup_terms,451d32017f79752b596b771baaa1e09d,dgm_vcstartup_terms__451d32017f79752b596b771baaa1e09d
somna therapeutics,Somna Therapeutics,188132,startup,general.alert3,,,Startup,Somna Therapeutics,,dgm_vcstartup_terms,452c85dd06140e8be268d379a32c94e1,dgm_vcstartup_terms__452c85dd06140e8be268d379a32c94e1
trapeze networks,Trapeze Networks,188132,startup,general.alert3,,,Startup,Trapeze Networks,,dgm_vcstartup_terms,b3403a563d2df7cd967f1e70dc95cb3d,dgm_vcstartup_terms__b3403a563d2df7cd967f1e70dc95cb3d
mimix broadband,Mimix Broadband,188132,startup,general.alert3,,,Startup,Mimix Broadband,,dgm_vcstartup_terms,df90e214b5299bab048a2761c1742342,dgm_vcstartup_terms__df90e214b5299bab048a2761c1742342
skybitz,SkyBitz,188132,startup,general.alert3,,,Startup,SkyBitz,,dgm_vcstartup_terms,b12ee46b9f89319fd319fa50e61f27f8,dgm_vcstartup_terms__b12ee46b9f89319fd319fa50e61f27f8
authentec,AuthenTec,188132,startup,general.alert3,,,Startup,AuthenTec,,dgm_vcstartup_terms,b2006e42ec0f5cc1a2bee3df3ac74b2f,dgm_vcstartup_terms__b2006e42ec0f5cc1a2bee3df3ac74b2f
cloudhealth technologies,CloudHealth Technologies,188132,startup,general.alert3,,,Startup,CloudHealth Technologies,,dgm_vcstartup_terms,f0417cbe1af6a5fab2bb20bdd0de4def,dgm_vcstartup_terms__f0417cbe1af6a5fab2bb20bdd0de4def
noviosense,NOVIOSENSE,188132,startup,general.alert3,,,Startup,NOVIOSENSE,,dgm_vcstartup_terms,eeafe4659e1c4ba4338f00405af720ce,dgm_vcstartup_terms__eeafe4659e1c4ba4338f00405af720ce
chinanetcenter,ChinaNetCenter,188132,startup,general.alert3,,,Startup,ChinaNetCenter,,dgm_vcstartup_terms,053f3eaa53aa93ee9e54a38c3ce21691,dgm_vcstartup_terms__053f3eaa53aa93ee9e54a38c3ce21691
emptoris,Emptoris,188132,startup,general.alert3,,,Startup,Emptoris,,dgm_vcstartup_terms,1002f532ef34f6dea1af8c7ae797795a,dgm_vcstartup_terms__1002f532ef34f6dea1af8c7ae797795a
risparmiosuper,RisparmioSuper,188132,startup,general.alert3,,,Startup,RisparmioSuper,,dgm_vcstartup_terms,dbd86e970ad2d94b02267d7c4e1f3fb0,dgm_vcstartup_terms__dbd86e970ad2d94b02267d7c4e1f3fb0
jimubox,Jimubox,188132,startup,general.alert3,,,Startup,Jimubox,,dgm_vcstartup_terms,d28004e48e14e3d49443fde1ad2745a2,dgm_vcstartup_terms__d28004e48e14e3d49443fde1ad2745a2
"attainia, inc.","Attainia, Inc.",188132,startup,general.alert3,,,Startup,"Attainia, Inc.",,dgm_vcstartup_terms,1f24e80a54ff9dad43144056bb0f4f8f,dgm_vcstartup_terms__1f24e80a54ff9dad43144056bb0f4f8f
ctera networks,CTERA Networks,188132,startup,general.alert3,,,Startup,CTERA Networks,,dgm_vcstartup_terms,1f73cb4fe64801bab3a74853b3f7260a,dgm_vcstartup_terms__1f73cb4fe64801bab3a74853b3f7260a
gorilla technology group,Gorilla Technology Group,188132,startup,general.alert3,,,Startup,Gorilla Technology Group,,dgm_vcstartup_terms,d7e7c41a3fabb1aa0c68395cf90f42b6,dgm_vcstartup_terms__d7e7c41a3fabb1aa0c68395cf90f42b6
broncus technologies,Broncus Technologies,188132,startup,general.alert3,,,Startup,Broncus Technologies,,dgm_vcstartup_terms,3ea41f7e587242a3a90f6a6035b6969d,dgm_vcstartup_terms__3ea41f7e587242a3a90f6a6035b6969d
influxdata,InfluxData,188132,startup,general.alert3,,,Startup,InfluxData,,dgm_vcstartup_terms,97016a6759e48896a0db3cfefe7ce2b9,dgm_vcstartup_terms__97016a6759e48896a0db3cfefe7ce2b9
sunverge energy,Sunverge Energy,188132,startup,general.alert3,,,Startup,Sunverge Energy,,dgm_vcstartup_terms,25483d4826447dabbb71766fbadd5aa4,dgm_vcstartup_terms__25483d4826447dabbb71766fbadd5aa4
baseline studiosystems,Baseline StudioSystems,188132,startup,general.alert3,,,Startup,Baseline StudioSystems,,dgm_vcstartup_terms,787aa225fdd622cac9497ac258b27d6e,dgm_vcstartup_terms__787aa225fdd622cac9497ac258b27d6e
everfi,EVERFI,188132,startup,general.alert3,,,Startup,EVERFI,,dgm_vcstartup_terms,8d13d4426b72fbb42f5c4ac3becf7364,dgm_vcstartup_terms__8d13d4426b72fbb42f5c4ac3becf7364
rhythm superfoods,Rhythm Superfoods,188132,startup,general.alert3,,,Startup,Rhythm Superfoods,,dgm_vcstartup_terms,5a239b192da194444cce55b56dc8a6d5,dgm_vcstartup_terms__5a239b192da194444cce55b56dc8a6d5
storage appliance corporation,Storage Appliance Corporation,188132,startup,general.alert3,,,Startup,Storage Appliance Corporation,,dgm_vcstartup_terms,0ba9e5ad6ecf40753f6884716f49d72f,dgm_vcstartup_terms__0ba9e5ad6ecf40753f6884716f49d72f
kixeye,KIXEYE,188132,startup,general.alert3,,,Startup,KIXEYE,,dgm_vcstartup_terms,2402698aed50a0e7d84c7373bd2d1df3,dgm_vcstartup_terms__2402698aed50a0e7d84c7373bd2d1df3
idc westinghouse,IDC Westinghouse,188132,startup,general.alert3,,,Startup,IDC Westinghouse,,dgm_vcstartup_terms,7ef9c0e5ea61e03080648192513e1485,dgm_vcstartup_terms__7ef9c0e5ea61e03080648192513e1485
novinium,Novinium,188132,startup,general.alert3,,,Startup,Novinium,,dgm_vcstartup_terms,14bb44bad4baec8fa09d1fcb29fca9c7,dgm_vcstartup_terms__14bb44bad4baec8fa09d1fcb29fca9c7
dhgate,DHgate,188132,startup,general.alert3,,,Startup,DHgate,,dgm_vcstartup_terms,6af78b6112d0ef9b390e24d462944b1d,dgm_vcstartup_terms__6af78b6112d0ef9b390e24d462944b1d
lemnis lighting,Lemnis Lighting,188132,startup,general.alert3,,,Startup,Lemnis Lighting,,dgm_vcstartup_terms,90636a3b8ee1dff1b834489a008dc1c0,dgm_vcstartup_terms__90636a3b8ee1dff1b834489a008dc1c0
jusfoun big data,Jusfoun Big Data,188132,startup,general.alert3,,,Startup,Jusfoun Big Data,,dgm_vcstartup_terms,d67acfa73a7b99e7ded0735b180be53d,dgm_vcstartup_terms__d67acfa73a7b99e7ded0735b180be53d
coverhound,CoverHound,188132,startup,general.alert3,,,Startup,CoverHound,,dgm_vcstartup_terms,60fa980c10defdcffc6f02fe6967f711,dgm_vcstartup_terms__60fa980c10defdcffc6f02fe6967f711
coda automotive,Coda Automotive,188132,startup,general.alert3,,,Startup,Coda Automotive,,dgm_vcstartup_terms,8b91da946cac3b8a9f04fa3299de14b8,dgm_vcstartup_terms__8b91da946cac3b8a9f04fa3299de14b8
jamdat mobile,JAMDAT Mobile,188132,startup,general.alert3,,,Startup,JAMDAT Mobile,,dgm_vcstartup_terms,30ceec536c5e74b4d97dd1bf8d9871a2,dgm_vcstartup_terms__30ceec536c5e74b4d97dd1bf8d9871a2
vivotech,Vivotech,188132,startup,general.alert3,,,Startup,Vivotech,,dgm_vcstartup_terms,e607940027fef0af8bf9d48500dd35f3,dgm_vcstartup_terms__e607940027fef0af8bf9d48500dd35f3
taykey,Taykey,188132,startup,general.alert3,,,Startup,Taykey,,dgm_vcstartup_terms,11bea4723adb68199667d4af038de15e,dgm_vcstartup_terms__11bea4723adb68199667d4af038de15e
true[x],true[x],188132,startup,general.alert3,,,Startup,true[x],,dgm_vcstartup_terms,0a84d6291198de1b0814a35442e72f57,dgm_vcstartup_terms__0a84d6291198de1b0814a35442e72f57
savi technology,Savi Technology,188132,startup,general.alert3,,,Startup,Savi Technology,,dgm_vcstartup_terms,36b859ed8d2750a12eb8d60c887d3ab4,dgm_vcstartup_terms__36b859ed8d2750a12eb8d60c887d3ab4
centric software,Centric Software,188132,startup,general.alert3,,,Startup,Centric Software,,dgm_vcstartup_terms,9f65529e25047b8fa2d3920004ed5ce8,dgm_vcstartup_terms__9f65529e25047b8fa2d3920004ed5ce8
caratlane,CaratLane,188132,startup,general.alert3,,,Startup,CaratLane,,dgm_vcstartup_terms,127c933b403fa85ef1d74bdd4124fa35,dgm_vcstartup_terms__127c933b403fa85ef1d74bdd4124fa35
sparefoot,SpareFoot,188132,startup,general.alert3,,,Startup,SpareFoot,,dgm_vcstartup_terms,15ec0ccbc5069c2810204111e52c2366,dgm_vcstartup_terms__15ec0ccbc5069c2810204111e52c2366
trion worlds,Trion Worlds,188132,startup,general.alert3,,,Startup,Trion Worlds,,dgm_vcstartup_terms,03e183a4e5ea3e79a89965218cfa0d34,dgm_vcstartup_terms__03e183a4e5ea3e79a89965218cfa0d34
veoh,Veoh,188132,startup,general.alert3,,,Startup,Veoh,,dgm_vcstartup_terms,d8839de0f1eae94d1e3175e63fd4deb1,dgm_vcstartup_terms__d8839de0f1eae94d1e3175e63fd4deb1
evault,EVault,188132,startup,general.alert3,,,Startup,EVault,,dgm_vcstartup_terms,648a5b1a573c537aa0498e86bd1a496f,dgm_vcstartup_terms__648a5b1a573c537aa0498e86bd1a496f
jungo software,Jungo Software,188132,startup,general.alert3,,,Startup,Jungo Software,,dgm_vcstartup_terms,8a5d3e691fd795138c3574024b0d2cbf,dgm_vcstartup_terms__8a5d3e691fd795138c3574024b0d2cbf
wilocity,Wilocity,188132,startup,general.alert3,,,Startup,Wilocity,,dgm_vcstartup_terms,9740a78c46f1beab49de55ca237d341c,dgm_vcstartup_terms__9740a78c46f1beab49de55ca237d341c
ironport systems,IronPort Systems,188132,startup,general.alert3,,,Startup,IronPort Systems,,dgm_vcstartup_terms,7b2b2565c905f70fd0655150ebb37b0f,dgm_vcstartup_terms__7b2b2565c905f70fd0655150ebb37b0f
auxilium pharmaceuticals,Auxilium Pharmaceuticals,188132,startup,general.alert3,,,Startup,Auxilium Pharmaceuticals,,dgm_vcstartup_terms,09339008a2cb739d10f5a7984ac5cb98,dgm_vcstartup_terms__09339008a2cb739d10f5a7984ac5cb98
peribit networks,Peribit Networks,188132,startup,general.alert3,,,Startup,Peribit Networks,,dgm_vcstartup_terms,99fa7c1da782177a3f415cbe3341b60a,dgm_vcstartup_terms__99fa7c1da782177a3f415cbe3341b60a
razorgator,RazorGator,188132,startup,general.alert3,,,Startup,RazorGator,,dgm_vcstartup_terms,66f372e844275cb7f5411e998f734065,dgm_vcstartup_terms__66f372e844275cb7f5411e998f734065
moremagic solutions,MoreMagic Solutions,188132,startup,general.alert3,,,Startup,MoreMagic Solutions,,dgm_vcstartup_terms,e1d37a6f3ee3c0421c88412e021deeac,dgm_vcstartup_terms__e1d37a6f3ee3c0421c88412e021deeac
sipera systems,Sipera Systems,188132,startup,general.alert3,,,Startup,Sipera Systems,,dgm_vcstartup_terms,37c3302798648b32b9c93342908fe425,dgm_vcstartup_terms__37c3302798648b32b9c93342908fe425
3ware,3ware,188132,startup,general.alert3,,,Startup,3ware,,dgm_vcstartup_terms,a83eefa17ec95462518210fff20a0321,dgm_vcstartup_terms__a83eefa17ec95462518210fff20a0321
streamezzo,Streamezzo,188132,startup,general.alert3,,,Startup,Streamezzo,,dgm_vcstartup_terms,626bc078cb0e013d656b2d8e95f77a29,dgm_vcstartup_terms__626bc078cb0e013d656b2d8e95f77a29
santera systems,Santera Systems,188132,startup,general.alert3,,,Startup,Santera Systems,,dgm_vcstartup_terms,be4044542c10b0136d6e2304213cab5c,dgm_vcstartup_terms__be4044542c10b0136d6e2304213cab5c
@mammothbiosci,Mammoth Biosciences,188132,startup,general.alert3,,,Startup,Mammoth Biosciences,,dgm_vcstartup_terms,ce05ae2a8f130c6e4db3497f1fcce48f,dgm_vcstartup_terms__ce05ae2a8f130c6e4db3497f1fcce48f
@papaya_global,Papaya Global startup,188132,startup,general.alert3,,,Startup,Papaya Global startup,,dgm_vcstartup_terms,8bdd29789d292494370fbaa394c2ea8d,dgm_vcstartup_terms__8bdd29789d292494370fbaa394c2ea8d
@advance_ai,ADVANCE.AI,188132,startup,general.alert3,,,Startup,ADVANCE.AI,,dgm_vcstartup_terms,a64dce7a50b69b3526597bce38e1e924,dgm_vcstartup_terms__a64dce7a50b69b3526597bce38e1e924
@orchardhomesco,Orchard startup,188132,startup,general.alert3,,,Startup,Orchard startup,,dgm_vcstartup_terms,5c933fcc7333603b690973f33d9ca06a,dgm_vcstartup_terms__5c933fcc7333603b690973f33d9ca06a
@phenom_people,Phenom startup,188132,startup,general.alert3,,,Startup,Phenom startup,,dgm_vcstartup_terms,730daf574d93e851df41a2eb41c0a190,dgm_vcstartup_terms__730daf574d93e851df41a2eb41c0a190
@owlstonemedical,Owlstone Medical,188132,startup,general.alert3,,,Startup,Owlstone Medical,,dgm_vcstartup_terms,d2edde5bfdc155c2fd8b9fe9ec4ac96e,dgm_vcstartup_terms__d2edde5bfdc155c2fd8b9fe9ec4ac96e
@oceanaire,The Oceanaire,188132,startup,general.alert3,,,Startup,The Oceanaire,,dgm_vcstartup_terms,c01f2902698483ca5477bcbe83f26afb,dgm_vcstartup_terms__c01f2902698483ca5477bcbe83f26afb
@corelight_inc,Corelight startup,188132,startup,general.alert3,,,Startup,Corelight startup,,dgm_vcstartup_terms,586c585e46e27d24813c0e00c802406a,dgm_vcstartup_terms__586c585e46e27d24813c0e00c802406a
@vivino,Vivino startup,188132,startup,general.alert3,,,Startup,Vivino startup,,dgm_vcstartup_terms,1221345c971ec4a1a93ac325ffcefb57,dgm_vcstartup_terms__1221345c971ec4a1a93ac325ffcefb57
@ars_pharma,ARS Pharmaceuticals,188132,startup,general.alert3,,,Startup,ARS Pharmaceuticals,,dgm_vcstartup_terms,087c218e8c8a7f596d88288ffd4969d5,dgm_vcstartup_terms__087c218e8c8a7f596d88288ffd4969d5
@dollarshaveclub,Dollar Shave Club startup,188132,startup,general.alert3,,,Startup,Dollar Shave Club startup,,dgm_vcstartup_terms,0324b3e2235062c68accd8411f5d9c30,dgm_vcstartup_terms__0324b3e2235062c68accd8411f5d9c30
@trovecircular,Trove startup,188132,startup,general.alert3,,,Startup,Trove startup,,dgm_vcstartup_terms,534687dea00c5067b531786edc3a3df1,dgm_vcstartup_terms__534687dea00c5067b531786edc3a3df1
@deservecards,Deserve startup,188132,startup,general.alert3,,,Startup,Deserve startup,,dgm_vcstartup_terms,20278a5a7f6bdc8404fc33cf45311313,dgm_vcstartup_terms__20278a5a7f6bdc8404fc33cf45311313
@formenergyinc,Form Energy startup,188132,startup,general.alert3,,,Startup,Form Energy startup,,dgm_vcstartup_terms,77026cb2ffe4e6c68db935a25d0fef60,dgm_vcstartup_terms__77026cb2ffe4e6c68db935a25d0fef60
@hazelcast,Hazelcast startup,188132,startup,general.alert3,,,Startup,Hazelcast startup,,dgm_vcstartup_terms,ce4a3cdb2aca5226a5e411798c1188c8,dgm_vcstartup_terms__ce4a3cdb2aca5226a5e411798c1188c8
@fireblockshq,Fireblocks startup,188132,startup,general.alert3,,,Startup,Fireblocks startup,,dgm_vcstartup_terms,86f5baba4f2d5f65499d062757ced6ce,dgm_vcstartup_terms__86f5baba4f2d5f65499d062757ced6ce
@smarthr_jp,SmartHR startup,188132,startup,general.alert3,,,Startup,SmartHR startup,,dgm_vcstartup_terms,f77c5ec5c525a14d0751cd0743d98f14,dgm_vcstartup_terms__f77c5ec5c525a14d0751cd0743d98f14
@augurysys,Augury startup,188132,startup,general.alert3,,,Startup,Augury startup,,dgm_vcstartup_terms,bd8b5ef2a9425697d9562b63dc928c20,dgm_vcstartup_terms__bd8b5ef2a9425697d9562b63dc928c20
@splitsoftware,Split Software startup,188132,startup,general.alert3,,,Startup,Split Software startup,,dgm_vcstartup_terms,d4cf2a73c605f0da30eb0cc8d9919e4b,dgm_vcstartup_terms__d4cf2a73c605f0da30eb0cc8d9919e4b
@getpostman,Postman startup,188132,startup,general.alert3,,,Startup,Postman startup,,dgm_vcstartup_terms,301257a13355e79ea855cf74156de451,dgm_vcstartup_terms__301257a13355e79ea855cf74156de451
@mavenclinic,Maven Clinic,188132,startup,general.alert3,,,Startup,Maven Clinic,,dgm_vcstartup_terms,62be51a78ab10f60d45834b4e22373ad,dgm_vcstartup_terms__62be51a78ab10f60d45834b4e22373ad
@apollographql,Apollo startup,188132,startup,general.alert3,,,Startup,Apollo startup,,dgm_vcstartup_terms,f6d12e90d0c62f4bf2ea9a301be350c6,dgm_vcstartup_terms__f6d12e90d0c62f4bf2ea9a301be350c6
@dadesystems,DadeSystems,188132,startup,general.alert3,,,Startup,DadeSystems,,dgm_vcstartup_terms,955451914b2df51654c724240c60971f,dgm_vcstartup_terms__955451914b2df51654c724240c60971f
@fourkites,FourKites startup,188132,startup,general.alert3,,,Startup,FourKites startup,,dgm_vcstartup_terms,7793345359ee0808c07d14aa412ddda4,dgm_vcstartup_terms__7793345359ee0808c07d14aa412ddda4
@uala_arg,Ualá startup,188132,startup,general.alert3,,,Startup,Ualá startup,,dgm_vcstartup_terms,3b249f209f0071eda36062234a1b949a,dgm_vcstartup_terms__3b249f209f0071eda36062234a1b949a
@myadverity,Adverity startup,188132,startup,general.alert3,,,Startup,Adverity startup,,dgm_vcstartup_terms,c19da0c7ea7ce94a333ef64e62953567,dgm_vcstartup_terms__c19da0c7ea7ce94a333ef64e62953567
@memebox_usa,Memebox startup,188132,startup,general.alert3,,,Startup,Memebox startup,,dgm_vcstartup_terms,9cfe510e8cd4acf8c8113173b384acbb,dgm_vcstartup_terms__9cfe510e8cd4acf8c8113173b384acbb
@talkdesk,Talkdesk startup,188132,startup,general.alert3,,,Startup,Talkdesk startup,,dgm_vcstartup_terms,5855862124fc0f602cc0cd5659198d33,dgm_vcstartup_terms__5855862124fc0f602cc0cd5659198d33
@paxosglobal,Paxos startup,188132,startup,general.alert3,,,Startup,Paxos startup,,dgm_vcstartup_terms,c8104d2fab768197346ed076ac4ab255,dgm_vcstartup_terms__c8104d2fab768197346ed076ac4ab255
@bitglass,Bitglass startup,188132,startup,general.alert3,,,Startup,Bitglass startup,,dgm_vcstartup_terms,850b91e9efded13d17b050de409439ef,dgm_vcstartup_terms__850b91e9efded13d17b050de409439ef
@leantaas,LeanTaaS,188132,startup,general.alert3,,,Startup,LeanTaaS,,dgm_vcstartup_terms,959e4ad8afcfeedf94e8949ffb1a02a2,dgm_vcstartup_terms__959e4ad8afcfeedf94e8949ffb1a02a2
@ppl_ai,People.ai startup,188132,startup,general.alert3,,,Startup,People.ai startup,,dgm_vcstartup_terms,5eb3dbbd826496011710325d04aaa6b5,dgm_vcstartup_terms__5eb3dbbd826496011710325d04aaa6b5
@payveris,Payveris,188132,startup,general.alert3,,,Startup,Payveris,,dgm_vcstartup_terms,ef08bdefe006c7488964642b0522f46d,dgm_vcstartup_terms__ef08bdefe006c7488964642b0522f46d
@veranahealth,Verana Health,188132,startup,general.alert3,,,Startup,Verana Health,,dgm_vcstartup_terms,9ea09ee17f4a7cfdf038664b61b72afc,dgm_vcstartup_terms__9ea09ee17f4a7cfdf038664b61b72afc
@launchdarkly,LaunchDarkly startup,188132,startup,general.alert3,,,Startup,LaunchDarkly startup,,dgm_vcstartup_terms,32745b1f613b3359929e8a5a51909da2,dgm_vcstartup_terms__32745b1f613b3359929e8a5a51909da2
@nhentaipro,nhentai,188132,startup,general.alert3,,,Startup,nhentai,,dgm_vcstartup_terms,5b9fcca2c8b97b5ae3e156bedeff13e7,dgm_vcstartup_terms__5b9fcca2c8b97b5ae3e156bedeff13e7
@nestawayhomes,NestAway startup,188132,startup,general.alert3,,,Startup,NestAway startup,,dgm_vcstartup_terms,a2014a30770b4e088d2108887f3a7ccb,dgm_vcstartup_terms__a2014a30770b4e088d2108887f3a7ccb
@honor,Honor startup,188132,startup,general.alert3,,,Startup,Honor startup,,dgm_vcstartup_terms,760fdb83c65a392fb033003d7eb039f9,dgm_vcstartup_terms__760fdb83c65a392fb033003d7eb039f9
@hopinofficial,Hopin startup,188132,startup,general.alert3,,,Startup,Hopin startup,,dgm_vcstartup_terms,520fff06cb682f3fdd74fc550b99d331,dgm_vcstartup_terms__520fff06cb682f3fdd74fc550b99d331
@fullstory,FullStory startup,188132,startup,general.alert3,,,Startup,FullStory startup,,dgm_vcstartup_terms,472591707799f58f5570b5d762dfdb36,dgm_vcstartup_terms__472591707799f58f5570b5d762dfdb36
