handle,caption_name,location,type,location_lower,exclude_groups,.1,.2,.3,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
7570848843,Beijing Financial Court,beijing,,beijingbeijing,,,,,,Beijing Financial Court,,dgm_weibo_government_mentioner,a0aff6be91b362c69c367faa66264373,dgm_weibo_government_mentioner__a0aff6be91b362c69c367faa66264373
2590506042,Beijing financial regulator,beijing,,beijingbeijing,,,,,,Beijing financial regulator,,dgm_weibo_government_mentioner,5c205cc0a5fdf042cfff056f93c6951a,dgm_weibo_government_mentioner__5c205cc0a5fdf042cfff056f93c6951a
2539238155,Beijing Justice Department,beijing,,beijingbeijing,,,,,,Beijing Justice Department,,dgm_weibo_government_mentioner,da30f8080978e02642c606c0d3c12cda,dgm_weibo_government_mentioner__da30f8080978e02642c606c0d3c12cda
2417856193,Beijing Market Supervision Administration,Beijing,,beijingbeijing,,,,,,Beijing Market Supervision Administration,,dgm_weibo_government_mentioner,3f9ead6652c49267c246e3cf73a1f807,dgm_weibo_government_mentioner__3f9ead6652c49267c246e3cf73a1f807
2417149071,Beijing Municipal Bureau of Commerce,beijing,,beijingbeijing,,,,,,Beijing Municipal Bureau of Commerce,,dgm_weibo_government_mentioner,69f02032397b268fffda863af19371ce,dgm_weibo_government_mentioner__69f02032397b268fffda863af19371ce
2590506022,Beijing Municipal Management Committee,beijing,,beijingbeijing,,,,,,Beijing Municipal Management Committee,,dgm_weibo_government_mentioner,f7582738742435c3f38f5fcaa27849f2,dgm_weibo_government_mentioner__f7582738742435c3f38f5fcaa27849f2
5181462351,Beijing Municipal Prosecutor's Office,beijing,,beijingbeijing,,,,,,Beijing Municipal Prosecutor's Office,,dgm_weibo_government_mentioner,9594db90587c8f8d9dab4806a1f2802d,dgm_weibo_government_mentioner__9594db90587c8f8d9dab4806a1f2802d
2496686695,Beijing Planning and Natural Resources Commission,beijing,,beijingbeijing,,,,,,Beijing Planning and Natural Resources Commission,,dgm_weibo_government_mentioner,6398743609da5bdb2d8db4b651a08ba7,dgm_weibo_government_mentioner__6398743609da5bdb2d8db4b651a08ba7
6969249055,Beijing Press and Publication Office,beijing,,beijingbeijing,,,,,,Beijing Press and Publication Office,,dgm_weibo_government_mentioner,a9452652d56363526e5615ebd2e3bdda,dgm_weibo_government_mentioner__a9452652d56363526e5615ebd2e3bdda
3312977743,Beijing Public Transport Group,beijing,,beijingbeijing,,,,,,Beijing Public Transport Group,,dgm_weibo_government_mentioner,e2992f875b3b3867d87372032c74140a,dgm_weibo_government_mentioner__e2992f875b3b3867d87372032c74140a
2590508184,Beijing Sports Department,beijing,,beijingbeijing,,,,,,Beijing Sports Department,,dgm_weibo_government_mentioner,525f4e10bb1ef83f1d0038143dd86604,dgm_weibo_government_mentioner__525f4e10bb1ef83f1d0038143dd86604
1900559287,Beijing Tourism Office,beijing,,beijingbeijing,,,,,,Beijing Tourism Office,,dgm_weibo_government_mentioner,b0a5cc20c6564c8fbce88d137a068109,dgm_weibo_government_mentioner__b0a5cc20c6564c8fbce88d137a068109
2886398724,"Beilun, Ningbo Market Supervision Administration",hangzhouZhejiang,,hangzhouzhejiang,,,,,,"Beilun, Ningbo Market Supervision Administration",,dgm_weibo_government_mentioner,a5b3644f6d5d7a24ccb2f73eecd19a9c,dgm_weibo_government_mentioner__a5b3644f6d5d7a24ccb2f73eecd19a9c
5446428179,Bengbu Market Supervision Administration,Anhui,,hefeianhui,,,,,,Bengbu Market Supervision Administration,,dgm_weibo_government_mentioner,d0e98287b84b0fda4de5a9e003e720f9,dgm_weibo_government_mentioner__d0e98287b84b0fda4de5a9e003e720f9
2267877991,Binhai New Area Market Supervision Administration,Tianjintianjin,,tianjintianjin,,,,,,Binhai New Area Market Supervision Administration,,dgm_weibo_government_mentioner,32483d519db48e802e9983878cb497fd,dgm_weibo_government_mentioner__32483d519db48e802e9983878cb497fd
7254206178,Boxing County Market Supervision Administration,jinanShandong,,jinanshandong,,,,,,Boxing County Market Supervision Administration,,dgm_weibo_government_mentioner,30cfca2b3da945ae942fc400bc6120c7,dgm_weibo_government_mentioner__30cfca2b3da945ae942fc400bc6120c7
3537023007,"Changning District, Shanghai Bureau of Ecology and Environment",Shanghaishanghai,,shanghaishanghai,,,,,,"Changning District, Shanghai Bureau of Ecology and Environment",,dgm_weibo_government_mentioner,7fd6d4b38a6439dd3255038518cb64ec,dgm_weibo_government_mentioner__7fd6d4b38a6439dd3255038518cb64ec
2637048652,"Changning District, Shanghai Market Supervision Administration",Shanghaishanghai,,shanghaishanghai,,,,,,"Changning District, Shanghai Market Supervision Administration",,dgm_weibo_government_mentioner,b81a94dcd66b79ca54a363056eb9d6ea,dgm_weibo_government_mentioner__b81a94dcd66b79ca54a363056eb9d6ea
5613417124,"Changning District, Shanghai Prosecutor's Office",Shanghaishanghai,,shanghaishanghai,,,,,,"Changning District, Shanghai Prosecutor's Office",,dgm_weibo_government_mentioner,5ed367dad745cdea4b2808dd76542a96,dgm_weibo_government_mentioner__5ed367dad745cdea4b2808dd76542a96
1812581591,"Changning District, Shanghai official account",Shanghaishanghai,,shanghaishanghai,,,,,,"Changning District, Shanghai official account",,dgm_weibo_government_mentioner,a30b8f4156e858968ff5dd5e619a9e53,dgm_weibo_government_mentioner__a30b8f4156e858968ff5dd5e619a9e53
2518353303,"Changping District, Beijing official account",beijing,,beijingbeijing,,,,,,"Changping District, Beijing official account",,dgm_weibo_government_mentioner,f0b964cb4333f74159b7033cdf36b2fa,dgm_weibo_government_mentioner__f0b964cb4333f74159b7033cdf36b2fa
2255935842,Changshou Bureau of Ecology and Environment,Chongqing,,chongqingchongqing,,,,,,Changshou Bureau of Ecology and Environment,,dgm_weibo_government_mentioner,fbe797a2efdfb68db4e4a587c2260ef1,dgm_weibo_government_mentioner__fbe797a2efdfb68db4e4a587c2260ef1
2694858351,Changxing County Market Supervision Administration,hangzhouZhejiang,,hangzhouzhejiang,,,,,,Changxing County Market Supervision Administration,,dgm_weibo_government_mentioner,923a36da26a1414c6fb50867fbc27737,dgm_weibo_government_mentioner__923a36da26a1414c6fb50867fbc27737
3255898787,"Chaoyang District, Beijing Market Supervision Administration",Beijing,,beijingbeijing,,,,,,"Chaoyang District, Beijing Market Supervision Administration",,dgm_weibo_government_mentioner,a7f74b2c6901480dd488520dce948c92,dgm_weibo_government_mentioner__a7f74b2c6901480dd488520dce948c92
3315135442,Chengdu Agriculture Department,chengdusichuan,,chengdusichuan,,,,,,Chengdu Agriculture Department,,dgm_weibo_government_mentioner,6316582a81050646f5e5dc7a732a475e,dgm_weibo_government_mentioner__6316582a81050646f5e5dc7a732a475e
3540607485,Chengdu Association for Science and Technology,chengdusichuan,,chengdusichuan,,,,,,Chengdu Association for Science and Technology,,dgm_weibo_government_mentioner,f8cd0cb0a5349711348b77d0da516ee3,dgm_weibo_government_mentioner__f8cd0cb0a5349711348b77d0da516ee3
3273385507,Chengdu City Management,chengdusichuan,,chengdusichuan,,,,,,Chengdu City Management,,dgm_weibo_government_mentioner,ecc4c32158b9fbe5f8dc6d2bbaf649cf,dgm_weibo_government_mentioner__ecc4c32158b9fbe5f8dc6d2bbaf649cf
2044263792,Chengdu Communist Youth League,chengdusichuan,,chengdusichuan,,,,,,Chengdu Communist Youth League,,dgm_weibo_government_mentioner,8e4a3e08fbd30cfbbf6cc4cfb52f191a,dgm_weibo_government_mentioner__8e4a3e08fbd30cfbbf6cc4cfb52f191a
2590506122,"Chaoyang District, Beijing official account",beijing,,beijingbeijing,,,,,,"Chaoyang District, Beijing official account",,dgm_weibo_government_mentioner,8b4b56eb0f0cccc9172c603a475aaa3e,dgm_weibo_government_mentioner__8b4b56eb0f0cccc9172c603a475aaa3e
3225377512,Chengdu Ecology and Environment Bureau,chengdusichuan,,chengdusichuan,,,,,,Chengdu Ecology and Environment Bureau,,dgm_weibo_government_mentioner,f0d61364822d877913812d08eaa6df27,dgm_weibo_government_mentioner__f0d61364822d877913812d08eaa6df27
3535155321,Chengdu Economic Information Bureau,chengdusichuan,,chengdusichuan,,,,,,Chengdu Economic Information Bureau,,dgm_weibo_government_mentioner,01bec07d76e15900ca53f4758105379f,dgm_weibo_government_mentioner__01bec07d76e15900ca53f4758105379f
1968352211,Chengdu Education Administration,chengdusichuan,,chengdusichuan,,,,,,Chengdu Education Administration,,dgm_weibo_government_mentioner,bb48fce79dc14bfc62db48aee0a7c8ad,dgm_weibo_government_mentioner__bb48fce79dc14bfc62db48aee0a7c8ad
2055576275,Chengdu High Technology Industrial Development Zone,chengdusichuan,,chengdusichuan,,,,,,Chengdu High Technology Industrial Development Zone,,dgm_weibo_government_mentioner,0d80e9784e61f20e13b409236716261d,dgm_weibo_government_mentioner__0d80e9784e61f20e13b409236716261d
5186856444,Chengdu High Technology Industrial Development Zone People's Court,chengdusichuan,,chengdusichuan,,,,,,Chengdu High Technology Industrial Development Zone People's Court,,dgm_weibo_government_mentioner,9a8e6f528c1f85df4b37f67026414a97,dgm_weibo_government_mentioner__9a8e6f528c1f85df4b37f67026414a97
3355021510,Chengdu High-Tech Zone Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Chengdu High-Tech Zone Market Supervision Administration,,dgm_weibo_government_mentioner,138f6361c04e15f7b2d91cc751887688,dgm_weibo_government_mentioner__138f6361c04e15f7b2d91cc751887688
2397088380,Chengdu Human Resources and Social Security Bureau,chengdusichuan,,chengdusichuan,,,,,,Chengdu Human Resources and Social Security Bureau,,dgm_weibo_government_mentioner,176ebc6df083632e7a0e143332ab8f37,dgm_weibo_government_mentioner__176ebc6df083632e7a0e143332ab8f37
5092088752,Chengdu Intermediate People's Court,chengdusichuan,,chengdusichuan,,,,,,Chengdu Intermediate People's Court,,dgm_weibo_government_mentioner,d2fd99468320ee1979ecbee6f06d604c,dgm_weibo_government_mentioner__d2fd99468320ee1979ecbee6f06d604c
1906151120,Chengdu Jinniu Public Security,chengdusichuan,,chengdusichuan,,,,,,Chengdu Jinniu Public Security,,dgm_weibo_government_mentioner,6eb5302ec7966fcf434eb8e09bcd5fa4,dgm_weibo_government_mentioner__6eb5302ec7966fcf434eb8e09bcd5fa4
6931893732,Chengdu Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Chengdu Market Supervision Administration,,dgm_weibo_government_mentioner,915a040cdc5f2e17708e0b3f3e023505,dgm_weibo_government_mentioner__915a040cdc5f2e17708e0b3f3e023505
2107066505,City of Chengdu official account,chengdusichuan,,chengdusichuan,,,,,,City of Chengdu official account,,dgm_weibo_government_mentioner,080d3f5394fde7aa5c07a59cc399b5c6,dgm_weibo_government_mentioner__080d3f5394fde7aa5c07a59cc399b5c6
6132720558,Chengdu Pilot Free Trade Zone,chengdusichuan,,chengdusichuan,,,,,,Chengdu Pilot Free Trade Zone,,dgm_weibo_government_mentioner,1e9388505f03cba3c26c4257bae98026,dgm_weibo_government_mentioner__1e9388505f03cba3c26c4257bae98026
3373024880,Chengdu Planning and Natural Resources Administration,chengdusichuan,,chengdusichuan,,,,,,Chengdu Planning and Natural Resources Administration,,dgm_weibo_government_mentioner,d4c8a5f11525b5103c7a8e95fa148f98,dgm_weibo_government_mentioner__d4c8a5f11525b5103c7a8e95fa148f98
3549848900,Chengdu Prosecutor's Office,chengdusichuan,,chengdusichuan,,,,,,Chengdu Prosecutor's Office,,dgm_weibo_government_mentioner,fda8bd0d680b007c820fa2ec1c41dcb1,dgm_weibo_government_mentioner__fda8bd0d680b007c820fa2ec1c41dcb1
2595730724,Chengdu Railway Station official account,chengdusichuan,,chengdusichuan,,,,,,Chengdu Railway Station official account,,dgm_weibo_government_mentioner,2cfb27c7b626222e98afd0c3217cea1e,dgm_weibo_government_mentioner__2cfb27c7b626222e98afd0c3217cea1e
3474008570,Chengdu Red Cross,chengdusichuan,,chengdusichuan,,,,,,Chengdu Red Cross,,dgm_weibo_government_mentioner,dd6254e863a1cf19843d6e05281f7f2f,dgm_weibo_government_mentioner__dd6254e863a1cf19843d6e05281f7f2f
7472222671,Chengdu Road and Bridge Management,chengdusichuan,,chengdusichuan,,,,,,Chengdu Road and Bridge Management,,dgm_weibo_government_mentioner,9bbc98bcedbc1b801685929bea7816c9,dgm_weibo_government_mentioner__9bbc98bcedbc1b801685929bea7816c9
3149831401,Chengdu Science and Technology Bureau,chengdusichuan,,chengdusichuan,,,,,,Chengdu Science and Technology Bureau,,dgm_weibo_government_mentioner,fedae71ed0e5f777cbd6c401042bcb65,dgm_weibo_government_mentioner__fedae71ed0e5f777cbd6c401042bcb65
3547956493,Chengdu Trade Union,chengdusichuan,,chengdusichuan,,,,,,Chengdu Trade Union,,dgm_weibo_government_mentioner,8e41b9384f56867ab622736a6e1fd058,dgm_weibo_government_mentioner__8e41b9384f56867ab622736a6e1fd058
3225365642,Chengdu Transportation Department,chengdusichuan,,chengdusichuan,,,,,,Chengdu Transportation Department,,dgm_weibo_government_mentioner,e765d5c21f2cf149a30e1c49c6bc1ec9,dgm_weibo_government_mentioner__e765d5c21f2cf149a30e1c49c6bc1ec9
3976073740,"Chenggong District, Kunming Market Supervision Administration",kunmingYunnan,,kunmingyunnan,,,,,,"Chenggong District, Kunming Market Supervision Administration",,dgm_weibo_government_mentioner,e50df0fb06e28d38750d612e3619f571,dgm_weibo_government_mentioner__e50df0fb06e28d38750d612e3619f571
3341033590,Chenghua Market Supervision Administration,chengduSichuan,,chengdusichuan,,,,,,Chenghua Market Supervision Administration,,dgm_weibo_government_mentioner,8a401ec2a210528a899a14eead02f005,dgm_weibo_government_mentioner__8a401ec2a210528a899a14eead02f005
2253831692,Chengkou Bureau of Ecology and Environment,Chongqing,,chongqingchongqing,,,,,,Chengkou Bureau of Ecology and Environment,,dgm_weibo_government_mentioner,c02f51be3a7a08bafb0230906fc10275,dgm_weibo_government_mentioner__c02f51be3a7a08bafb0230906fc10275
2346571355,"Chengyang District, Qingdao official account",Qingdaoshandong,,qingdaoshandong,,,,,,"Chengyang District, Qingdao official account",,dgm_weibo_government_mentioner,9b124d759a956d4ee8cd0131e7581954,dgm_weibo_government_mentioner__9b124d759a956d4ee8cd0131e7581954
5827604789,Dali Bai Autonomous Prefecture Market Supervision Administration,kunmingYunnan,,kunmingyunnan,,,,,,Dali Bai Autonomous Prefecture Market Supervision Administration,,dgm_weibo_government_mentioner,3832a3ebbced75f9e7513e4545e3cdc5,dgm_weibo_government_mentioner__3832a3ebbced75f9e7513e4545e3cdc5
7209873791,China National Intellectual Property Administration,Beijing,,beijingbeijing,,,,,,China National Intellectual Property Administration,,dgm_weibo_government_mentioner,4f870bb84f414807c7d91356be44c6e2,dgm_weibo_government_mentioner__4f870bb84f414807c7d91356be44c6e2
3802136340,China Securities Regulatory Commission,Beijing,,beijingbeijing,,,,,,China Securities Regulatory Commission,,dgm_weibo_government_mentioner,97698d9f20824095afc130d50b6416bc,dgm_weibo_government_mentioner__97698d9f20824095afc130d50b6416bc
2752396553,China State-owned Assets Supervision and Administration Commission,Beijing,,beijingbeijing,,,,,,China State-owned Assets Supervision and Administration Commission,,dgm_weibo_government_mentioner,18b215c59815fd8c287edbcfac487397,dgm_weibo_government_mentioner__18b215c59815fd8c287edbcfac487397
6439298407,China Taiwan Affairs Office,beijing,,beijingbeijing,,,,,,China Taiwan Affairs Office,,dgm_weibo_government_mentioner,5d845059ec7a9400e5c397ed85a5faa8,dgm_weibo_government_mentioner__5d845059ec7a9400e5c397ed85a5faa8
3736471253,Anhui Rural Net,anhui,,hefeianhui,,,,,,Anhui Rural Net,,dgm_weibo_government_mentioner,fea6eb4910badbaa814a92d4b0b53865,dgm_weibo_government_mentioner__fea6eb4910badbaa814a92d4b0b53865
7289344785,Chinese Center for Disease Control and Prevention,beijing,,beijingbeijing,,,,,,Chinese Center for Disease Control and Prevention,,dgm_weibo_government_mentioner,a6b47c999fd5be53a6d8ed8db04d38fc,dgm_weibo_government_mentioner__a6b47c999fd5be53a6d8ed8db04d38fc
2565811051,Chinese Civil Affairs Ministry,beijing,,beijingbeijing,,,,,,Chinese Civil Affairs Ministry,,dgm_weibo_government_mentioner,80d84044b3ccc2d0d315cc3f004f5297,dgm_weibo_government_mentioner__80d84044b3ccc2d0d315cc3f004f5297
2491672873,Chinese Construction Market Supervision Administration,nanjingJiangsu,,nanjingjiangsu,,,,,,Chinese Construction Market Supervision Administration,,dgm_weibo_government_mentioner,8658b7544de0c7973c2c1af592dbea69,dgm_weibo_government_mentioner__8658b7544de0c7973c2c1af592dbea69
5713450386,Chinese Culture and Tourism Ministry,beijing,,beijingbeijing,,,,,,Chinese Culture and Tourism Ministry,,dgm_weibo_government_mentioner,361483fa2bc67bdf8913715827a9f2c0,dgm_weibo_government_mentioner__361483fa2bc67bdf8913715827a9f2c0
1142640130,Chinese Cyberspace Administration,beijing,,beijingbeijing,,,,,,Chinese Cyberspace Administration,,dgm_weibo_government_mentioner,75d8e3f385af290cd395f69b1dc86e0c,dgm_weibo_government_mentioner__75d8e3f385af290cd395f69b1dc86e0c
5611549371,Chinese Defense Ministry,beijing,,beijingbeijing,,,,,,Chinese Defense Ministry,,dgm_weibo_government_mentioner,7a683831f5f1840f6022452098c84c23,dgm_weibo_government_mentioner__7a683831f5f1840f6022452098c84c23
6059162597,Chinese Ecology and Environment Ministry,beijing,,beijingbeijing,,,,,,Chinese Ecology and Environment Ministry,,dgm_weibo_government_mentioner,65a189aa7ade84932825a0883f42b1d8,dgm_weibo_government_mentioner__65a189aa7ade84932825a0883f42b1d8
5263752045,Chinese State Administion of Foreign Exchange,beijing,,beijingbeijing,,,,,,Chinese State Administion of Foreign Exchange,,dgm_weibo_government_mentioner,4a090b0d07f9c6e126e3e80cd9674956,dgm_weibo_government_mentioner__4a090b0d07f9c6e126e3e80cd9674956
7099422177,Chinese Foreign Ministry,beijing,,beijingbeijing,,,,,,Chinese Foreign Ministry,,dgm_weibo_government_mentioner,b63042c62e8fa6c1a11946f14cb7c2ac,dgm_weibo_government_mentioner__b63042c62e8fa6c1a11946f14cb7c2ac
5832321505,Chinese General Administration of Customs,Beijing,,beijingbeijing,,,,,,Chinese General Administration of Customs,,dgm_weibo_government_mentioner,7bd6f60b6cff5111b9db6959692bc69b,dgm_weibo_government_mentioner__7bd6f60b6cff5111b9db6959692bc69b
5149608258,Chinese Industry and Information Technology Ministry,beijing,,beijingbeijing,,,,,,Chinese Industry and Information Technology Ministry,,dgm_weibo_government_mentioner,c2d080a8a9f445bd010b9ad9e1ef9d0a,dgm_weibo_government_mentioner__c2d080a8a9f445bd010b9ad9e1ef9d0a
6199038235,Chinese Justice Ministry,beijing,,beijingbeijing,,,,,,Chinese Justice Ministry,,dgm_weibo_government_mentioner,4aa75cd523b9892a26af8853b9b1a864,dgm_weibo_government_mentioner__4aa75cd523b9892a26af8853b9b1a864
5613969221,Chinese Ministry of Agriculture and Rural Affairs,beijing,,beijingbeijing,,,,,,Chinese Ministry of Agriculture and Rural Affairs,,dgm_weibo_government_mentioner,953d22edc2548b6b2fc6bc90dfc60289,dgm_weibo_government_mentioner__953d22edc2548b6b2fc6bc90dfc60289
2848929290,Chinese Ministry of Commerce,beijing,,beijingbeijing,,,,,,Chinese Ministry of Commerce,,dgm_weibo_government_mentioner,5c0f1fe7c9fc6f41264abca65ef92a18,dgm_weibo_government_mentioner__5c0f1fe7c9fc6f41264abca65ef92a18
