permalink,caption_name,permalink_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
5656918004,Hulunbuir Hailar Airport in China,hulunbuirairport,FTO,Hulunbuir Hailar Airport in China,,dgm_cairporthandles,21bdca298f90cc2d453cee17a4da8428,dgm_cairporthandles__21bdca298f90cc2d453cee17a4da8428
2451090173,Manzhouli Xijiao Airport in China,manzhouliairport,News,Manzhouli Xijiao Airport in China,,dgm_cairporthandles,c4d95bbed49d73d6eff548cc600cf4a9,dgm_cairporthandles__c4d95bbed49d73d6eff548cc600cf4a9
5603216362,Xilinhot Airport in China,xilinhotairport,Wells,Xilinhot Airport in China,,dgm_cairporthandles,76a8464bba21e71db6251a8e55fb95e4,dgm_cairporthandles__76a8464bba21e71db6251a8e55fb95e4
2725776425,Ulanhot Airport in China,ulanhotairport,Exec,Ulanhot Airport in China,,dgm_cairporthandles,0fe6126c5d90461106e2f55742dd443f,dgm_cairporthandles__0fe6126c5d90461106e2f55742dd443f
5892743839,Alxa Left Banner Bayanhot Airport in China,alxaleftairport,ForeignMinister,Alxa Left Banner Bayanhot Airport in China,,dgm_cairporthandles,9d4338a53f4388bcfd90b33d5827d1b9,dgm_cairporthandles__9d4338a53f4388bcfd90b33d5827d1b9
2307907823,Shenyang Taoxian Airport in China,shenyangtairport,Person,Shenyang Taoxian Airport in China,,dgm_cairporthandles,ddba52d7b99219816f5cb0988846f32f,dgm_cairporthandles__ddba52d7b99219816f5cb0988846f32f
2660948297,Dandong Langtou Airport in China,dandonglairport,IndustryTerm,Dandong Langtou Airport in China,,dgm_cairporthandles,b19ddd7db966f70e9259d007c5561569,dgm_cairporthandles__b19ddd7db966f70e9259d007c5561569
2921323044,Changchun Longjia Airport in China,changchunlairport,ForeignMinister,Changchun Longjia Airport in China,,dgm_cairporthandles,6a361729f0c734148fe2e61078b4e984,dgm_cairporthandles__6a361729f0c734148fe2e61078b4e984
6381326033,Songyuan Chaganhu Airport in China,songyuancairport,AAEntity,Songyuan Chaganhu Airport in China,,dgm_cairporthandles,c0275d3d46c91ede337d9ce4dccd5d0c,dgm_cairporthandles__c0275d3d46c91ede337d9ce4dccd5d0c
2910844394,Harbin Taiping Airport in China,harbintairport,Consulates,Harbin Taiping Airport in China,,dgm_cairporthandles,fd45e5fbcbfefdff1c3da4fd361f2bb9,dgm_cairporthandles__fd45e5fbcbfefdff1c3da4fd361f2bb9
6079404882,Jagdaqi Airport in China,jagdaqiairport,Legislator,Jagdaqi Airport in China,,dgm_cairporthandles,d69ee7d47d8aeeae609fac3dce14af8b,dgm_cairporthandles__d69ee7d47d8aeeae609fac3dce14af8b
6850249012,Wudalianchi Dedu Airport in China,wudalianchidairport,Refinery,Wudalianchi Dedu Airport in China,,dgm_cairporthandles,5dfedeeae55ff6d26081f07b2d4bcb17,dgm_cairporthandles__5dfedeeae55ff6d26081f07b2d4bcb17
2698102870,Shanghai Hongqiao Airport in China,shanghaihairport,Diplomat,Shanghai Hongqiao Airport in China,,dgm_cairporthandles,778b5b0ee352215ffcb4c0957458b9af,dgm_cairporthandles__778b5b0ee352215ffcb4c0957458b9af
2732903180,Nantong Xingdong Airport in China,nantongxairport,Legislator,Nantong Xingdong Airport in China,,dgm_cairporthandles,da3cbfb898f48865f6d7a4d88b8505f9,dgm_cairporthandles__da3cbfb898f48865f6d7a4d88b8505f9
2965854460,"Sunan Shuofang Airport in Wuxi, China",sunanshuofangairport,Keyphrase,"Sunan Shuofang Airport in Wuxi, China",,dgm_cairporthandles,f52328176b0d477223f8ead696ae1813,dgm_cairporthandles__f52328176b0d477223f8ead696ae1813
523439565,Yangzhou Taizhou in China,yangzhoutairport,Person,Yangzhou Taizhou in China,,dgm_cairporthandles,83ac85024e8a30efe733251a54cc2a34,dgm_cairporthandles__83ac85024e8a30efe733251a54cc2a34
273377611,Xuzhou Guanyin Airport in China,xuzhougairport,Exec,Xuzhou Guanyin Airport in China,,dgm_cairporthandles,c2dced5ca5d191b0c38b4f1e01fa8ff2,dgm_cairporthandles__c2dced5ca5d191b0c38b4f1e01fa8ff2
2391516027,Huai'an Lianshui Airport in China,huaianlairport,space,Huai'an Lianshui Airport in China,,dgm_cairporthandles,e39842b94c9c1b6abd7b3ea5b7aa4c6c,dgm_cairporthandles__e39842b94c9c1b6abd7b3ea5b7aa4c6c
2116561650,Hangzhou Xiaoshan Airport in China,hangzhouxairport,Keyphrase,Hangzhou Xiaoshan Airport in China,,dgm_cairporthandles,cd4a0988abb4f96037687a6d97ec0c1f,dgm_cairporthandles__cd4a0988abb4f96037687a6d97ec0c1f
601260158,Ningbo Lishe Airport in China,ningbolairport,space,Ningbo Lishe Airport in China,,dgm_cairporthandles,ecec975e04f6ef55aa46d506cb01cf64,dgm_cairporthandles__ecec975e04f6ef55aa46d506cb01cf64
2606342802,Wenzhou Longwan Airport in China,wenzhoulairport,Shipping,Wenzhou Longwan Airport in China,,dgm_cairporthandles,363d3e20ae3d8510b149671a91e761bf,dgm_cairporthandles__363d3e20ae3d8510b149671a91e761bf
7502404617,Zhoushan Putuoshan Airport in China,zhoushanpairport,Refinery,Zhoushan Putuoshan Airport in China,,dgm_cairporthandles,51eaed5115167b7334e76bca543cf221,dgm_cairporthandles__51eaed5115167b7334e76bca543cf221
5785961808,Hefei Xinqiao Airport in China,hefeixairport,space,Hefei Xinqiao Airport in China,,dgm_cairporthandles,baac23dff4921506493347d2e8325301,dgm_cairporthandles__baac23dff4921506493347d2e8325301
2630877970,Anqing Tianzhushan Airport in China,anqingtairport,space,Anqing Tianzhushan Airport in China,,dgm_cairporthandles,52681e2ec87ca35fe4b4467caacfc2bb,dgm_cairporthandles__52681e2ec87ca35fe4b4467caacfc2bb
3809647256,Chizhou Jiuhuashan Airport in China,chizhoujairport,Exec,Chizhou Jiuhuashan Airport in China,,dgm_cairporthandles,13681ebf9d298e38c6297779dd64d269,dgm_cairporthandles__13681ebf9d298e38c6297779dd64d269
7460305522,Wuhu Xuanzhou Airport in China,wuhuxairport,Legislator,Wuhu Xuanzhou Airport in China,,dgm_cairporthandles,98d90e7c12fca93085bd7fd9aa8e1e59,dgm_cairporthandles__98d90e7c12fca93085bd7fd9aa8e1e59
2407923170,Xiamen Gaoqi Airport in China,xiamengairport,Exec,Xiamen Gaoqi Airport in China,,dgm_cairporthandles,691e87dbd1062eb5e305bd49b4799b01,dgm_cairporthandles__691e87dbd1062eb5e305bd49b4799b01
2859157522,Fuzhou Changle Airport in China,fuzhoucairport,LegislativeCommittee,Fuzhou Changle Airport in China,,dgm_cairporthandles,7e702a08f7cee158fe664d75735b7866,dgm_cairporthandles__7e702a08f7cee158fe664d75735b7866
3074104027,Quanzhou Jinjiang Airport in China,quanzhoujairport,AAEntity,Quanzhou Jinjiang Airport in China,,dgm_cairporthandles,c0907c7bf94263cfdfdb7f6f8cc03c67,dgm_cairporthandles__c0907c7bf94263cfdfdb7f6f8cc03c67
2804377954,Nanchang Changbei Airport in China,nanchangcairport,Pipeline,Nanchang Changbei Airport in China,,dgm_cairporthandles,c98165b0c54e056610d6915da250907b,dgm_cairporthandles__c98165b0c54e056610d6915da250907b
2867605861,"Jinggangshan Airport in Ji'an, China",jinggangshanairport,Exec,"Jinggangshan Airport in Ji'an, China",,dgm_cairporthandles,873df4f3f95c7935990845c4a704a9cd,dgm_cairporthandles__873df4f3f95c7935990845c4a704a9cd
2092390297,Qingdao Liuting Airport in China,qingdaolairport,Diplomat,Qingdao Liuting Airport in China,,dgm_cairporthandles,7497eea628deafed1a75d2a53ce3de6f,dgm_cairporthandles__7497eea628deafed1a75d2a53ce3de6f
7552405230,Jinan Yaoqiang Airport in China,jinanyairport,Exec,Jinan Yaoqiang Airport in China,,dgm_cairporthandles,3016ad60e442795c965569ebdc4654ad,dgm_cairporthandles__3016ad60e442795c965569ebdc4654ad
2453881813,Weifang Nanyuan Airport in China,weifangnairport,ForeignMinistry,Weifang Nanyuan Airport in China,,dgm_cairporthandles,bfbdbf1ea9b71886c0613e7598938501,dgm_cairporthandles__bfbdbf1ea9b71886c0613e7598938501
3193382241,Jining Qufu Airport in China,jiningqairport,Exec,Jining Qufu Airport in China,,dgm_cairporthandles,2f86efe8be8e65cf5feccb8082d3397b,dgm_cairporthandles__2f86efe8be8e65cf5feccb8082d3397b
5698127740,Rizhao Shanzihe Airport in China,rizhaosairport,CompanyKeyword,Rizhao Shanzihe Airport in China,,dgm_cairporthandles,aa37cefc006d4fb3dc632b6e5b7d1082,dgm_cairporthandles__aa37cefc006d4fb3dc632b6e5b7d1082
7618974195,Heze Mudan Airport in China,hezemairport,Wells,Heze Mudan Airport in China,,dgm_cairporthandles,22ce70aa0fe749bd00d64f6ba44b133e,dgm_cairporthandles__22ce70aa0fe749bd00d64f6ba44b133e
5109258888,Zhengzhou Xinzheng Airport in China,zhengzhouxairport,ForeignMinister,Zhengzhou Xinzheng Airport in China,,dgm_cairporthandles,a68fb4e9dacf1b270a8c21e186218658,dgm_cairporthandles__a68fb4e9dacf1b270a8c21e186218658
5578338635,Luoyang Beijiao Airport in China,luoyangbairport,News,Luoyang Beijiao Airport in China,,dgm_cairporthandles,da1bb17f07bab72237cd30e253b5c81a,dgm_cairporthandles__da1bb17f07bab72237cd30e253b5c81a
7553734818,Wuhan Tianhe Airport in China,wuhantairport,CompanyKeyword,Wuhan Tianhe Airport in China,,dgm_cairporthandles,8b748afb5f341b1f66473865a9b9ac4d,dgm_cairporthandles__8b748afb5f341b1f66473865a9b9ac4d
2682733431,Xiangyang Liuji Airport in China,xiangyanglairport,Media,Xiangyang Liuji Airport in China,,dgm_cairporthandles,96f6c4935130806695b297ef26940457,dgm_cairporthandles__96f6c4935130806695b297ef26940457
2315651990,Yichang Sanxia Airport in China,yichangsairport,Keyphrase,Yichang Sanxia Airport in China,,dgm_cairporthandles,3ab3d755550c7183fb6c5a59fb94df84,dgm_cairporthandles__3ab3d755550c7183fb6c5a59fb94df84
5284191395,Shiyan Wudangshan Airport in China,shiyanwairport,CompanyKeyword,Shiyan Wudangshan Airport in China,,dgm_cairporthandles,c1e9d25f77ee89f0278650202600c526,dgm_cairporthandles__c1e9d25f77ee89f0278650202600c526
6866776278,Yueyang Sanhe Airport in China,yueyangsairport,Person,Yueyang Sanhe Airport in China,,dgm_cairporthandles,19b48b7b662c821b6b75690caac7d3f3,dgm_cairporthandles__19b48b7b662c821b6b75690caac7d3f3
1726207764,Shenzhen Bao'an Airport in China,shenzhenbairport,Shipping,Shenzhen Bao'an Airport in China,,dgm_cairporthandles,35d136c22f58d55092f1c9bdaccd6de8,dgm_cairporthandles__35d136c22f58d55092f1c9bdaccd6de8
5211224727,Guangzhou Baiyun Airport in China,guangzhoubairport,ForeignMinister,Guangzhou Baiyun Airport in China,,dgm_cairporthandles,80f13fff15b1ce41f7902396d582454c,dgm_cairporthandles__80f13fff15b1ce41f7902396d582454c
1930654483,Zhuhai Jinwan Airport in China,zhuhaijairport,ForeignMinistry,Zhuhai Jinwan Airport in China,,dgm_cairporthandles,14ec8ec4405c48e1c2846955d03c37cc,dgm_cairporthandles__14ec8ec4405c48e1c2846955d03c37cc
5944530147,Jieyang Chaoshan Airport in China,jieyangcairport,Person,Jieyang Chaoshan Airport in China,,dgm_cairporthandles,7599aa7d3436c444e1582dc851f12c48,dgm_cairporthandles__7599aa7d3436c444e1582dc851f12c48
2478334902,Sanya Phoenix Airport in China,sanyapairport,IndustryTerm,Sanya Phoenix Airport in China,,dgm_cairporthandles,c464074ab47093ecc115e38625ecc353,dgm_cairporthandles__c464074ab47093ecc115e38625ecc353
2319188554,Haikou Meilan Airport in China,haikoumairport,ForeignMinistry,Haikou Meilan Airport in China,,dgm_cairporthandles,475ad5f08104b5acad7fb61480b8c790,dgm_cairporthandles__475ad5f08104b5acad7fb61480b8c790
6077714864,Qionghai Boao Airport in China,qionghaibairport,ForeignMinister,Qionghai Boao Airport in China,,dgm_cairporthandles,7bc0dff69cdf8de9dfdd53762f18a4c0,dgm_cairporthandles__7bc0dff69cdf8de9dfdd53762f18a4c0
2239170860,Mianyang Nanjiao Airport in China,mianyangnairport,Person,Mianyang Nanjiao Airport in China,,dgm_cairporthandles,c22b431d870f73f0c11376bafaf6be42,dgm_cairporthandles__c22b431d870f73f0c11376bafaf6be42
5240002892,Guangyuan Panlong Airport in China,guangyuanpairport,Consulates,Guangyuan Panlong Airport in China,,dgm_cairporthandles,a2461ff9c6a6874e6397d8d51b1fa86a,dgm_cairporthandles__a2461ff9c6a6874e6397d8d51b1fa86a
576434411,Ganzi Kangding Airport in China,ganzikairport,Diplomat,Ganzi Kangding Airport in China,,dgm_cairporthandles,c21778dd73475b40e675ff0fa14045e1,dgm_cairporthandles__c21778dd73475b40e675ff0fa14045e1
3047477321,Aba Hongyuan Airport in China,abahairport,DiplomaticFacilities,Aba Hongyuan Airport in China,,dgm_cairporthandles,bc0d679b6be5d16654d266297e8b8b6f,dgm_cairporthandles__bc0d679b6be5d16654d266297e8b8b6f
2885909671,Chengdu Tianfu Airport in China,chengdutairport,FTO,Chengdu Tianfu Airport in China,,dgm_cairporthandles,711cd66c99b737ae98e38b523072b576,dgm_cairporthandles__711cd66c99b737ae98e38b523072b576
3899840362,Bijie Feixiong Airport in China,bijiefairport,News,Bijie Feixiong Airport in China,,dgm_cairporthandles,34ebc73d7b67b6b8d4aad8eb50351bc9,dgm_cairporthandles__34ebc73d7b67b6b8d4aad8eb50351bc9
7383564107,Kaili Huangping Airport in China,kailihairport,AAEntity,Kaili Huangping Airport in China,,dgm_cairporthandles,ec04c0e7468a159f231148c4c231f4fe,dgm_cairporthandles__ec04c0e7468a159f231148c4c231f4fe
5619556165,Liupanshui Yuezhao Airport in China,liupanshuiyairport,Exec,Liupanshui Yuezhao Airport in China,,dgm_cairporthandles,35df47fee42783b7bc08bdc6cd121fbe,dgm_cairporthandles__35df47fee42783b7bc08bdc6cd121fbe
3162497327,Zunyi Maotai Airport in China,zunyimairport,FTO,Zunyi Maotai Airport in China,,dgm_cairporthandles,9f08ce4223875e26c6d4f410afb7bb7a,dgm_cairporthandles__9f08ce4223875e26c6d4f410afb7bb7a
1739857377,Kunming Changshui Airport in China,kunmingcairport,Legislator,Kunming Changshui Airport in China,,dgm_cairporthandles,c67fc252c89b31ad62f6e59d0cdd4509,dgm_cairporthandles__c67fc252c89b31ad62f6e59d0cdd4509
3225033640,Diqing Shangri-La Airport in China,diqingsairport,ForeignMinistry,Diqing Shangri-La Airport in China,,dgm_cairporthandles,a77bc7058690b88031f76c944175bac5,dgm_cairporthandles__a77bc7058690b88031f76c944175bac5
316254566,Baoshan Yunrui Airport in China,baoshanyairport,AAEntity,Baoshan Yunrui Airport in China,,dgm_cairporthandles,df74d48a7a90e1587424fbcf263f2bab,dgm_cairporthandles__df74d48a7a90e1587424fbcf263f2bab
3230037472,Zhaotong Airport in China,zhaotongairport,Refinery,Zhaotong Airport in China,,dgm_cairporthandles,9665dd38f64aa829fdd41e44fc31d0d2,dgm_cairporthandles__9665dd38f64aa829fdd41e44fc31d0d2
3158294202,Pu'er Simao Airport in China,puersairport,DiplomaticFacilities,Pu'er Simao Airport in China,,dgm_cairporthandles,cf568832192a24b1fad130726015496b,dgm_cairporthandles__cf568832192a24b1fad130726015496b
3212142664,Dehong Mangshi Airport in China,dehongmairport,DiplomaticFacilities,Dehong Mangshi Airport in China,,dgm_cairporthandles,c7a037f9c03afeb82c7dfb2dfbb007a3,dgm_cairporthandles__c7a037f9c03afeb82c7dfb2dfbb007a3
3247197700,Dali Airport in China,daliairport,Person,Dali Airport in China,,dgm_cairporthandles,8320901cf9f73f6253d54c5cf3f0a656,dgm_cairporthandles__8320901cf9f73f6253d54c5cf3f0a656
3222946202,Wenshan Puzhehei Airport in China,wenshanpairport,Refinery,Wenshan Puzhehei Airport in China,,dgm_cairporthandles,ee75f3573ae0189c717ac8d5a19cb4ae,dgm_cairporthandles__ee75f3573ae0189c717ac8d5a19cb4ae
2676392033,Tengchong Tuofeng Airport in China,tengchongtairport,FTO,Tengchong Tuofeng Airport in China,,dgm_cairporthandles,5ba673d611c8af7ba9ef0d287f26bccd,dgm_cairporthandles__5ba673d611c8af7ba9ef0d287f26bccd
6587030019,Ninglang Luguhu Airport in China,ninglanglairport,Legislator,Ninglang Luguhu Airport in China,,dgm_cairporthandles,3283032344869c50cac4ed5a6513d7a9,dgm_cairporthandles__3283032344869c50cac4ed5a6513d7a9
1852514184,Xi'an Xianyang Airport in China,xianxairport,IndustryTerm,Xi'an Xianyang Airport in China,,dgm_cairporthandles,76785df9bbe662ab08b97f1a05700ac3,dgm_cairporthandles__76785df9bbe662ab08b97f1a05700ac3
5377696676,Hanzhong Chenggu Airport in China,hanzhongcairport,DiplomaticFacilities,Hanzhong Chenggu Airport in China,,dgm_cairporthandles,7168337b0475a98bcf652a079c589dae,dgm_cairporthandles__7168337b0475a98bcf652a079c589dae
6120437241,Lanzhou Zhongchuan Airport in China,lanzhouzairport,space,Lanzhou Zhongchuan Airport in China,,dgm_cairporthandles,beb237e77c3da6ba0d09db404166c5f9,dgm_cairporthandles__beb237e77c3da6ba0d09db404166c5f9
2763365370,Dunhuang Mogao Airport in China,dunhuangmairport,IndustryTerm,Dunhuang Mogao Airport in China,,dgm_cairporthandles,5d58443c734a952c0d8bd4e87927c48e,dgm_cairporthandles__5d58443c734a952c0d8bd4e87927c48e
5634189297,Jiayuguan Airport in China,jiayuguanairport,CompanyKeyword,Jiayuguan Airport in China,,dgm_cairporthandles,a4ae01df8d9846cd710ce547d5b3f219,dgm_cairporthandles__a4ae01df8d9846cd710ce547d5b3f219
5866716328,Qingyang Xifeng Airport in China,qingyangxairport,ForeignMinister,Qingyang Xifeng Airport in China,,dgm_cairporthandles,b8bd4ec56f311eb9ad3676bf3f692a6f,dgm_cairporthandles__b8bd4ec56f311eb9ad3676bf3f692a6f
2332572682,Yinchuan Hedong Airport in China,yinchuanhairport,Wells,Yinchuan Hedong Airport in China,,dgm_cairporthandles,5e622fd48ca791b3b7ca0e33eb39c529,dgm_cairporthandles__5e622fd48ca791b3b7ca0e33eb39c529
5137664568,Nanjing Lukou Airport in China,nanjinglairport,LegislativeCommittee,Nanjing Lukou Airport in China,,dgm_cairporthandles,87e420460dcc4e100c2b42b599c61925,dgm_cairporthandles__87e420460dcc4e100c2b42b599c61925
3202966604,Yunnan Airport Group in China,yunnanairport,Diplomat,Yunnan Airport Group in China,,dgm_cairporthandles,4018b02e76b5f39f515d0fa9a25f3054,dgm_cairporthandles__4018b02e76b5f39f515d0fa9a25f3054
3541888054,Inner Mongolia Airport Group in China,innermongoliaairport,Wells,Inner Mongolia Airport Group in China,,dgm_cairporthandles,48b45bcbb27fece84e8525b77b66db9c,dgm_cairporthandles__48b45bcbb27fece84e8525b77b66db9c
2282629480,Wuhan Tianhe Airport in China,wuhantairport,Organization,Wuhan Tianhe Airport in China,,dgm_cairporthandles,8b748afb5f341b1f66473865a9b9ac4d,dgm_cairporthandles__8b748afb5f341b1f66473865a9b9ac4d
