company,guid,company_caption,tier,location,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
inventiva,c51576f030eb6938ff61abc5f3ed7140,Inventiva S.A.,Other,"Daix, Burgundy, France",47.35172,4.999293,CompanyKeyword,Inventiva S.A.,,us_sec_company,2c54ec588bb6c11ace857120aeb03da2,us_sec_company__2c54ec588bb6c11ace857120aeb03da2
invesco,5963722ccd6e454af56c5528515ab354,Invesco,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,CompanyKeyword,Invesco,,us_sec_company,01a6587cbef808682c1ac71d24779bb6,us_sec_company__01a6587cbef808682c1ac71d24779bb6
invesco mortgage capital,150cb1f370f1fdae5bd1f4d7f2960315,Invesco Mortgage Capital,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,Exec,Invesco Mortgage Capital,,us_sec_company,d275da87decbf07e9f79cd1802c45f18,us_sec_company__d275da87decbf07e9f79cd1802c45f18
invesco municipalome opportunities trust,b861fac01ec984cada1b7bbeb03cea2f,Invesco Municipal Income Opportunities Trust,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,LegislativeCommittee,Invesco Municipal Income Opportunities Trust,,us_sec_company,8ff5a8c4114ed7788a58f469a024a13b,us_sec_company__8ff5a8c4114ed7788a58f469a024a13b
invesco quality municipalome trust,18fb2d049ccb565db497a49e4a11cee0,Invesco Quality Municipal Income Trust,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,Legislator,Invesco Quality Municipal Income Trust,,us_sec_company,073a856722cfb1e70d60472575e95544,us_sec_company__073a856722cfb1e70d60472575e95544
invesco trust for investment grade new york municipals,74c1745b19e458e5a8b038df34506c02,Invesco Trust for Investment Grade New York Municipals,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,Person,Invesco Trust for Investment Grade New York Municipals,,us_sec_company,ce485c42ace7e3b506de1baf208d23ca,us_sec_company__ce485c42ace7e3b506de1baf208d23ca
invesco value municipalome trust,a50386629579fdfbf6797e20cf51aaa2,Invesco Value Municipal Income Trust,Other,"Atlanta, GA, USA",33.7489954,-84.3879824,Media,Invesco Value Municipal Income Trust,,us_sec_company,ab33cbd769c52a4647985588d320ee00,us_sec_company__ab33cbd769c52a4647985588d320ee00
investar holding corp,eed0c0db53fdd0527b4a3498c822032b,Investar Holding,Other,"Baton Rouge, LA, USA",30.4514677,-91.1871466,ForeignMinister,Investar Holding,,us_sec_company,ca5abc08ed0ad02625b4f1acf06d969a,us_sec_company__ca5abc08ed0ad02625b4f1acf06d969a
investors bancorp,99a6e7302ade054ebaa8b075ca050df1,Investors Bancorp,Other,"Short Hills, NJ, USA",40.7483499,-74.3232194,FTO,Investors Bancorp,,us_sec_company,44927a965815a707a071a68f05ad4c97,us_sec_company__44927a965815a707a071a68f05ad4c97
investors real estate trust,4b63feacb305d5d8b78fa314f90a1cac,Investors Real Estate Trust,Other,"Minot, ND, USA",48.2329668,-101.2922906,Consulates,Investors Real Estate Trust,,us_sec_company,76f44040dbce656160f4d71865bfc8bb,us_sec_company__76f44040dbce656160f4d71865bfc8bb
investors title company,ce38b1047327131fe8d625cd8e703273,Investors Title Company,Other,"Chapel Hill, NC, USA",35.9131996,-79.0558445,Diplomat,Investors Title Company,,us_sec_company,f9edfc63e58891c3f80978d5b2175167,us_sec_company__f9edfc63e58891c3f80978d5b2175167
invitae corp,2ebaea3ac3418b305aca36be426a3f48,Invitae,Other,"San Francisco, CA, USA",37.7749295,-122.4194155,CompanyKeyword,Invitae,,us_sec_company,b7b11a5080caf0aaeb347fcd7d9084ef,us_sec_company__b7b11a5080caf0aaeb347fcd7d9084ef
invitation homes,2c12cd575bc52e65908dbbab27f70ce8,Invitation Homes,Other,"Dallas, TX, USA",32.7766642,-96.7969879,Refinery,Invitation Homes,,us_sec_company,8fe17e93b4eaedfda950bbb706ce9d79,us_sec_company__8fe17e93b4eaedfda950bbb706ce9d79
invivo therapeutics holdings,cd92bc36407cee295c7bdde4d8ec3ade,InVivo Therapeutics Holdings,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,Refinery,InVivo Therapeutics Holdings,,us_sec_company,b686e937f121a1e68ed5ba2565fdb3fb,us_sec_company__b686e937f121a1e68ed5ba2565fdb3fb
ion geophysical corp,c99e7a19486d8294dad630c2843e81c1,ION Geophysical,Other,"Houston, TX, USA",29.7604267,-95.3698028,Keyphrase,ION Geophysical,,us_sec_company,fcbfd9bae77fcf67bff00e525e7d7d68,us_sec_company__fcbfd9bae77fcf67bff00e525e7d7d68
ionis pharmaceuticals,cc5dc989c08416e9d98435c4d6d9ac52,Ionis Pharmaceuticals,Other,"Carlsbad, CA, USA",33.1580933,-117.3505939,Refinery,Ionis Pharmaceuticals,,us_sec_company,ea737d0a74233be7c410ae493b5b2cb6,us_sec_company__ea737d0a74233be7c410ae493b5b2cb6
iovance biotherapeutics,4b2fa86da87ae91a934e2f6e2101e6eb,Iovance Biotherapeutics,Other,"San Carlos, CA, USA",37.5071591,-122.2605222,Keyphrase,Iovance Biotherapeutics,,us_sec_company,0cb66d02eb0d30cdb1a56a5d5d517152,us_sec_company__0cb66d02eb0d30cdb1a56a5d5d517152
ipg photonics corp,042ba59ad9ae707a01a50031af51c318,IPG Photonics,Other,"Oxford, MA, USA",42.1167606,-71.8647577,LegislativeCommittee,IPG Photonics,,us_sec_company,4ae5f0ed1d20d2b2ca3c2ae408432075,us_sec_company__4ae5f0ed1d20d2b2ca3c2ae408432075
iqiyi,e33c3c5f589f1cc2aad089e4f0dcc0eb,iQIYI,Other,"Beijing, China",39.9041999,116.4073963,ForeignMinister,iQIYI,,us_sec_company,a7b64c7b66971e581d7238610108f54b,us_sec_company__a7b64c7b66971e581d7238610108f54b
iqvia holdings,98a92b9871ca27aa731e1dfbe0b720f5,IQVIA Holdings,Other,"Durham, NC, USA",35.9940329,-78.898619,Keyphrase,IQVIA Holdings,,us_sec_company,c448177f60537832186df1a80b16e2db,us_sec_company__c448177f60537832186df1a80b16e2db
iradimed corp,6af74c620a9ead384a2caa11d3a7e1c3,IRadimed,Other,"Winter Springs, FL, USA",28.6988853,-81.3081226,ForeignMinistry,IRadimed,,us_sec_company,e4a6ade9a46f38317118aa45455f612b,us_sec_company__e4a6ade9a46f38317118aa45455f612b
irhythm technologies,390e3d83da25e022e78999545844f319,iRhythm Technologies,Other,"San Francisco, CA, USA",37.7749295,-122.4194155,Media,iRhythm Technologies,,us_sec_company,85049b58682b4f94ce677ffdb9fbf6fc,us_sec_company__85049b58682b4f94ce677ffdb9fbf6fc
iridex corp,d525dab53eb28b71791a0a4e69530291,IRIDEX,Other,"Mountain View, CA, USA",37.3860517,-122.0838511,Organization,IRIDEX,,us_sec_company,e16c134bfcc250ea30de7630df94e768,us_sec_company__e16c134bfcc250ea30de7630df94e768
iridium communications,021b6b3dc5356209a31c30c777b286fb,Iridium Communications,Other,"McLean, VA, USA",38.9338676,-77.1772604,LegislativeCommittee,Iridium Communications,,us_sec_company,39125e498597d014368d08c5b2dd4961,us_sec_company__39125e498597d014368d08c5b2dd4961
irobot corp,8a65d3dd6277523864193e5b720f0ba7,iRobot,Other,"Bedford, MA, USA",42.4906231,-71.2760089,AAEntity,iRobot,,us_sec_company,2dab8ace5a00620b0b685b12f6211c55,us_sec_company__2dab8ace5a00620b0b685b12f6211c55
iron mountain,bc32026ba26a91d865aafee0c092fbcf,Iron Mountain Incorporated,Other,"Boston, MA, USA",42.3600825,-71.0588801,ForeignMinister,Iron Mountain Incorporated,,us_sec_company,120f4c5e2f200ca414ed38d0dc4e17ae,us_sec_company__120f4c5e2f200ca414ed38d0dc4e17ae
ironwood pharmaceuticals,d25514ff6e6b08dbdde7bec05908e351,Ironwood Pharmaceuticals,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,FTO,Ironwood Pharmaceuticals,,us_sec_company,93f42dc5feef334812c277d047268801,us_sec_company__93f42dc5feef334812c277d047268801
irsa inversiones y representaciones sociedad anónima,22d246fd1bff715a2a77992f91870bd8,IRSA Inversiones y Representaciones Sociedad Anónima,Other,"Buenos Aires, Capital Federal, Argentina",-34.6036844,-58.3815591,Legislator,IRSA Inversiones y Representaciones Sociedad Anónima,,us_sec_company,2fb238a976c9ded849b0b48d02ee4cdc,us_sec_company__2fb238a976c9ded849b0b48d02ee4cdc
isoray,24cbb5e0b2e8f30d94aef068ae296556,Isoray,Other,"Richland, WA, USA",46.28042,-119.2751996,Keyphrase,Isoray,,us_sec_company,0e1b20c4500de5b340ccc236c936c84d,us_sec_company__0e1b20c4500de5b340ccc236c936c84d
issuer direct corp,376d94669bef49328072cffb02cc543d,Issuer Direct,Other,"Morrisville, NC, USA",35.823483,-78.8255621,CompanyKeyword,Issuer Direct,,us_sec_company,b2de07310dc2c70da54e4d9e4f80437b,us_sec_company__b2de07310dc2c70da54e4d9e4f80437b
istar,c7fd99090135d809eb0959db316712b4,iStar,Other,"New York, NY, USA",40.7127753,-74.0059728,Diplomat,iStar,,us_sec_company,d9f5b8ab08357c05b716ae47406a5acb,us_sec_company__d9f5b8ab08357c05b716ae47406a5acb
itaú corpbanca,64b244797ba8693c51dd0a4a98e6b61f,Itaú Corpbanca,Other,"Santiago, Region Metropolitana (Santiago), Chile",-33.4375545,-70.6504896,Media,Itaú Corpbanca,,us_sec_company,8c9c9275815ea6f1d46ce80dbbaf37a6,us_sec_company__8c9c9275815ea6f1d46ce80dbbaf37a6
itaú unibanco holding,ffbbe3cfa4cc2b77b3f31ab2f1f9ea66,Itaú Unibanco Holding S.A.,Other,"Sao Paulo, Sao Paulo, Brazil",-23.5505199,-46.6333094,Person,Itaú Unibanco Holding S.A.,,us_sec_company,d561bf21dc6811e4fe33737869be6471,us_sec_company__d561bf21dc6811e4fe33737869be6471
iteris,57858ae41bd5b3e10856dcb968ca16db,Iteris,Other,"Santa Ana, CA, USA",33.7454725,-117.867653,Pipeline,Iteris,,us_sec_company,814d0adb488c0c5de53d2d15ec87cb29,us_sec_company__814d0adb488c0c5de53d2d15ec87cb29
iterum therapeutics,2070f30565bc6c08bad976726ed2d595,Iterum Therapeutics plc,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,DiplomaticFacilities,Iterum Therapeutics plc,,us_sec_company,3fc232ef590291653a0c551158c054f7,us_sec_company__3fc232ef590291653a0c551158c054f7
itron,aed4e312053afbd57d9b5d80cb48a374,Itron,Other,"Liberty Lake, WA, USA",47.6743428,-117.1124241,Person,Itron,,us_sec_company,3938ae8ceafc84c6e80a3cbc82e33532,us_sec_company__3938ae8ceafc84c6e80a3cbc82e33532
itt,cc347e915c9a7ca2102e85a50534c12a,ITT,Other,"White Plains, NY, USA",41.0339862,-73.7629097,CompanyKeyword,ITT,,us_sec_company,6a6afea523d2ca87858f4d41c0e4cae1,us_sec_company__6a6afea523d2ca87858f4d41c0e4cae1
ituran location and control,d3984d8ea7941ca8c789885c1fbcc03c,Ituran Location and Control,Other,"Azor, Israel",32.0245041,34.8058575,FTO,Ituran Location and Control,,us_sec_company,d557849b7b7c4d46cd413534a26d9dc6,us_sec_company__d557849b7b7c4d46cd413534a26d9dc6
izea worldwide,7211e445d649a565dc5b994a4bc24d5f,IZEA Worldwide,Other,"Winter Park, FL, USA",28.5999998,-81.3392352,DiplomaticFacilities,IZEA Worldwide,,us_sec_company,504a6ba669f49af1a1691dabe9807f00,us_sec_company__504a6ba669f49af1a1691dabe9807f00
j & j snack foods,30b725ded4831d160192a6d73bb535e7,J & J Snack Foods,Other,"Pennsauken, NJ, USA",39.9562052,-75.058009,ForeignMinistry,J & J Snack Foods,,us_sec_company,233825db14fd1ea8954e6ea469a29c2b,us_sec_company__233825db14fd1ea8954e6ea469a29c2b
j alexander's holdings,e2a10de06d5bc21a8e8451906644a470,J. Alexander's Holdings,Other,"Nashville, TN, USA",36.1626638,-86.7816016,Pipeline,J. Alexander's Holdings,,us_sec_company,f3352c4831a98c854e9592d93f77eaa7,us_sec_company__f3352c4831a98c854e9592d93f77eaa7
j m smucker co,5b9ad876ccee7caae7e4e1234e41a4e7,J.M. Smucker,Tier 2,"Orrville, OH, USA",40.8436663,-81.7640212,ForeignMinister,J.M. Smucker,,us_sec_company,e14f6d94103743f9bd6e17df66fdddf0,us_sec_company__e14f6d94103743f9bd6e17df66fdddf0
j2 global,e82c1f08b63d6dec607e920de1f2428e,J2 Global,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,CompanyKeyword,J2 Global,,us_sec_company,81844f2a01434ce6a917702a82054a87,us_sec_company__81844f2a01434ce6a917702a82054a87
jabil,4bbd0e83f690bf93ef526482f4e99f49,Jabil,Other,"Saint Petersburg, FL, USA",27.7676008,-82.6402915,Consulates,Jabil,,us_sec_company,4a0866d400caa5b1de779c6f28ad64f3,us_sec_company__4a0866d400caa5b1de779c6f28ad64f3
jack henry & associates,952dee802b650ba0ae344a2add0d091f,Jack Henry & Associates,Other,"Monett, MO, USA",36.9289502,-93.9277071,Consulates,Jack Henry & Associates,,us_sec_company,b035b2bd58cbd2fd9ba87bec44425bfd,us_sec_company__b035b2bd58cbd2fd9ba87bec44425bfd
jack in the box,db38047578d3110af8de490f78c78bc0,Jack in the Box,Other,"San Diego, CA, USA",32.715738,-117.1610838,Exec,Jack in the Box,,us_sec_company,3ec0a6ee73d6a5838358168550126698,us_sec_company__3ec0a6ee73d6a5838358168550126698
jacobs engineering group,4505b609b22402c8937a27735fdfe2e3,Jacobs Engineering Group,Other,"Dallas, TX, USA",32.7766642,-96.7969879,Person,Jacobs Engineering Group,,us_sec_company,32fb03337724c716cf12c67e28d220f4,us_sec_company__32fb03337724c716cf12c67e28d220f4
jaguar health,9d3ad28a01868fc2acbda0ac5a8bed7d,Jaguar Health,Other,"San Francisco, CA, USA",37.7749295,-122.4194155,ForeignMinister,Jaguar Health,,us_sec_company,39a22106525e8a444d102e41ee9542e8,us_sec_company__39a22106525e8a444d102e41ee9542e8
jakks pacific,e3a047d9515d2316443410faa1b17e32,JAKKS Pacific,Other,"Santa Monica, CA, USA",34.0194543,-118.4911912,AAEntity,JAKKS Pacific,,us_sec_company,fda5763fd96618623ba1b19c09e6d47d,us_sec_company__fda5763fd96618623ba1b19c09e6d47d
james hardie industries,ca4911544a941e412e0fb651afc1d108,James Hardie Industries plc,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,DiplomaticFacilities,James Hardie Industries plc,,us_sec_company,3b8da4e14e5a2122d76d6d15f69d6191,us_sec_company__3b8da4e14e5a2122d76d6d15f69d6191
james river group holdings,0f79a30dc064cd7c257359889b7a4f96,"James River Group Holdings,",Other,"Pembroke, Bermuda",32.3007672,-64.796263,CompanyKeyword,"James River Group Holdings,",,us_sec_company,123ed507b58d37a2294ea885586ca71b,us_sec_company__123ed507b58d37a2294ea885586ca71b
janus henderson group,467fbcd6862b22dce4e664505440e44c,Janus Henderson Group plc,Other,"London, Greater London, UK",51.5073509,-0.1277583,Refinery,Janus Henderson Group plc,,us_sec_company,cba35345633a4596db2838d22afbda9d,us_sec_company__cba35345633a4596db2838d22afbda9d
jazz pharmaceuticals,21351d23e977ee7545a320bbb04c03f8,Jazz Pharmaceuticals plc,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,Diplomat,Jazz Pharmaceuticals plc,,us_sec_company,5085a5c2fd05a4360fe595fa205b0796,us_sec_company__5085a5c2fd05a4360fe595fa205b0796
jbg smith properties,6e898820df359302792b5b072a6a92e0,JBG SMITH Properties,Other,"Chevy Chase, MD, USA",38.9692771,-77.0788667,Diplomat,JBG SMITH Properties,,us_sec_company,70a9b5d4e48ec326865a349b81412c85,us_sec_company__70a9b5d4e48ec326865a349b81412c85
jcrew group,c0e4ef6075b89cb4c9dd35520246f5cc,J.Crew,Tier 2,"New York, NY, USA",40.7127753,-74.0059728,IndustryTerm,J.Crew,,us_sec_company,7f8d67263a6dd405476ba0d0b8dbd04a,us_sec_company__7f8d67263a6dd405476ba0d0b8dbd04a
jdcom,3b9d9be9f603f41cce93e041081108b8,JD.com,Other,"Beijing, China",39.9041999,116.4073963,IndustryTerm,JD.com,,us_sec_company,d12527b61e0978121b4a71d625708673,us_sec_company__d12527b61e0978121b4a71d625708673
jefferies financial group,7b199bbffea21a3d83b538539a33b416,Jefferies Financial Group,Other,"New York, NY, USA",40.7127753,-74.0059728,Wells,Jefferies Financial Group,,us_sec_company,a32b2cea9c280fb4393f83dd3be7064a,us_sec_company__a32b2cea9c280fb4393f83dd3be7064a
jeld-wen holding,07fa1235c0376ee16482b6fabb190ba2,JELD-WEN Holding,Other,"Charlotte, NC, USA",35.2270869,-80.8431267,Diplomat,JELD-WEN Holding,,us_sec_company,58f1f24bb7502e5697f0ea91a225d940,us_sec_company__58f1f24bb7502e5697f0ea91a225d940
jernigan capital,a84d50571791ba1d5ca5161f67972959,Jernigan Capital,Other,"Memphis, TN, USA",35.1495343,-90.0489801,Media,Jernigan Capital,,us_sec_company,342ec9e8118a05805345b27d269cd095,us_sec_company__342ec9e8118a05805345b27d269cd095
jetblue airways corp,88674104ccc16a2234215fd1fde85ab1,JetBlue,Tier 2,"Long Island City, NY, USA",40.744679,-73.9485424,AAEntity,JetBlue,,us_sec_company,8edebb928364503fcf5f48715ee0e664,us_sec_company__8edebb928364503fcf5f48715ee0e664
jewett-cameron trading company,df0630d19a9126b9e11c0001d6b5f179,Jewett-Cameron Trading Company,Other,"North Plains, OR, USA",45.5970172,-122.9929252,Keyphrase,Jewett-Cameron Trading Company,,us_sec_company,396f45e77cd43c4f90eb3fd362e9570f,us_sec_company__396f45e77cd43c4f90eb3fd362e9570f
jianpu technology,dd7da22faebea67223c18733b3f1bf77,Jianpu Technology,Other,"Beijing, China",39.9041999,116.4073963,IndustryTerm,Jianpu Technology,,us_sec_company,52c3b9fcf935ce641388a0aa2eea9c63,us_sec_company__52c3b9fcf935ce641388a0aa2eea9c63
jiayin group,57a8b341bf7dfd57ae66bfc78256a2a3,Jiayin Group,Other,"Shanghai, Shanghai Province, China",31.230416,121.473701,ForeignMinister,Jiayin Group,,us_sec_company,6290dbd065421b33eb964f723a0f7912,us_sec_company__6290dbd065421b33eb964f723a0f7912
jinkosolar holding co,e6950bda8d473be61bc02576fbd4d69e,"JinkoSolar Holding Co.,",Other,"Shangrao, Jiangxi Province, China",28.454862,117.943433,DiplomaticFacilities,"JinkoSolar Holding Co.,",,us_sec_company,67f9a5e49ada97ba8fdf1ffc6b7bfd42,us_sec_company__67f9a5e49ada97ba8fdf1ffc6b7bfd42
jjill,0e9a644adb5292d148baedf43031b8cd,J.Jill,Other,"Quincy, MA, USA",42.2528772,-71.0022705,IndustryTerm,J.Jill,,us_sec_company,f3c2b506a61fde02a8063a6f345cd7e1,us_sec_company__f3c2b506a61fde02a8063a6f345cd7e1
jmp group,5746f496999b9ffe8ada897a741f0f89,JMP Group LLC,Other,"San Francisco, CA, USA",37.7749295,-122.4194155,Keyphrase,JMP Group LLC,,us_sec_company,15c8842249ead535c7a8a600c186221c,us_sec_company__15c8842249ead535c7a8a600c186221c
john b sanfilippo & son,8bf39e333670cce1c05ad81b2ff7c492,John B. Sanfilippo & Son,Other,"Elgin, IL, USA",42.0354084,-88.2825668,LegislativeCommittee,John B. Sanfilippo & Son,,us_sec_company,8a880936afe6d83513edc88f3de3fc6c,us_sec_company__8a880936afe6d83513edc88f3de3fc6c
john bean technologies corp,491c3771fc41710d4a77a7a8066fde0f,John Bean Technologies,Other,"Chicago, IL, USA",41.8781136,-87.6297982,Pipeline,John Bean Technologies,,us_sec_company,abe284023cd5b24866985f9a100db2e3,us_sec_company__abe284023cd5b24866985f9a100db2e3
john hancock investments - john hancock tax-advantaged global shareholder yield fund,f759ceb3bab3a382cc5840a3ee88fe69,John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund,Other,"Boston, MA, USA",42.3600825,-71.0588801,CompanyKeyword,John Hancock Investments - John Hancock Tax-Advantaged Global Shareholder Yield Fund,,us_sec_company,62944c6521c6abaf5b630c27a1256db9,us_sec_company__62944c6521c6abaf5b630c27a1256db9
john hancock preferredome fund,534d0abfe527f78542eaadc8c949eec3,John Hancock Preferred Income Fund,Other,"Boston, MA, USA",42.3600825,-71.0588801,ForeignMinister,John Hancock Preferred Income Fund,,us_sec_company,69bd785eb9c39fc3da6b0ae344e93dcd,us_sec_company__69bd785eb9c39fc3da6b0ae344e93dcd
john lewis partnership,3bf93428dc0f1dcd1c62efdd30040065,John Lewis,Tier 2,"London, Greater London, UK",51.5073509,-0.1277583,Pipeline,John Lewis,,us_sec_company,a1c9e8528c7e1a8a27f26ada63dd2935,us_sec_company__a1c9e8528c7e1a8a27f26ada63dd2935
john wiley & sons,4d6e39a25470a8c33c70283271bdad07,John Wiley & Sons,Other,"Hoboken, NJ, USA",40.7439905,-74.0323626,DiplomaticFacilities,John Wiley & Sons,,us_sec_company,185876ea996b25d23abe6be7ee7e401f,us_sec_company__185876ea996b25d23abe6be7ee7e401f
johns hopkins hospital,f3bc876c201efad5599f85bd9d8b73e1,The Johns Hopkins Hospital,Tier 2,"Baltimore, MD, USA",39.2903848,-76.6121893,Wells,The Johns Hopkins Hospital,,us_sec_company,e3a6d41883302b35436bbc9b4214cb98,us_sec_company__e3a6d41883302b35436bbc9b4214cb98
johnson & johnson,5ab1c59997721c981150791813f82193,Johnson & Johnson,Tier 2,"New Brunswick, NJ, USA",40.4862157,-74.4518188,Refinery,Johnson & Johnson,,us_sec_company,06fe72cf25e49a5bb20f0e64acdcd7c4,us_sec_company__06fe72cf25e49a5bb20f0e64acdcd7c4
johnson controls international,5c22fbfbfe714cbde37d89f1eea47165,Johnson Controls International plc,Other,"Cork, Co. Cork, Ireland",51.8985143,-8.4756035,Pipeline,Johnson Controls International plc,,us_sec_company,4e81ca6dfd3c2e9f677bfd64ee239df3,us_sec_company__4e81ca6dfd3c2e9f677bfd64ee239df3
johnson outdoors,98fb8e24125c2bdeda7ce3b820ee3dd1,Johnson Outdoors,Other,"Racine, WI, USA",42.7261309,-87.7828523,Keyphrase,Johnson Outdoors,,us_sec_company,96deaa02c61a62151a89a2738766cb68,us_sec_company__96deaa02c61a62151a89a2738766cb68
jones lang lasalle,73287fbcb331b05cf4ed9fc1eda8141a,Jones Lang LaSalle Incorporated,Other,"Chicago, IL, USA",41.8781136,-87.6297982,Organization,Jones Lang LaSalle Incorporated,,us_sec_company,a9f982fd12d682d42085c213656532ef,us_sec_company__a9f982fd12d682d42085c213656532ef
jounce therapeutics,2964fc64f40b92ff5fd02916540d72f8,Jounce Therapeutics,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,Media,Jounce Therapeutics,,us_sec_company,074eb8b1bea3a4a58bd8cf1cade1cfd8,us_sec_company__074eb8b1bea3a4a58bd8cf1cade1cfd8
jpmorgan chase,966191f75ef9ac701462a3d71cb0811c,JPMorgan,Tier 3,"New York, NY, USA",40.7127753,-74.0059728,Diplomat,JPMorgan,,us_sec_company,75fac2ccb06079f51af12649001c34d9,us_sec_company__75fac2ccb06079f51af12649001c34d9
jumia technologies ag,b1f370e0ed0046b96fc76a0861813b7a,Jumia Technologies AG,Other,"Berlin, Berlin, Germany",52.5200066,13.404954,Legislator,Jumia Technologies AG,,us_sec_company,0a66b94630c39f9d05cf48ae9a621413,us_sec_company__0a66b94630c39f9d05cf48ae9a621413
juniper networks,4d3b4c44952821c31f6b3dcb7f6dc068,Juniper Networks,Other,"Sunnyvale, CA, USA",37.36883,-122.0363496,IndustryTerm,Juniper Networks,,us_sec_company,ff46b4f30b491fbbcc52fa9be6940a60,us_sec_company__ff46b4f30b491fbbcc52fa9be6940a60
jupai holdings,462fb09ce1377520d7937192a5578f6e,Jupai Holdings Limited,Other,"Shanghai, China",31.230416,121.473701,Pipeline,Jupai Holdings Limited,,us_sec_company,8e581f9d860d837d6c76ab969586ad64,us_sec_company__8e581f9d860d837d6c76ab969586ad64
just energy group,09162f395fdc7f73ee1c9e4f3fd5c9b7,Just Energy Group,Other,"Mississauga, Ontario, Canada",43.5890452,-79.6441198,AAEntity,Just Energy Group,,us_sec_company,e9c7a5a3b5632c4914644ec77f8d4009,us_sec_company__e9c7a5a3b5632c4914644ec77f8d4009
jw mays,eafb490f154291327092c6d8219dbd5d,J.W. Mays,Other,"Brooklyn, NY, USA",40.6781784,-73.9441579,IndustryTerm,J.W. Mays,,us_sec_company,646be905a798cf7a7832eec650baa991,us_sec_company__646be905a798cf7a7832eec650baa991
k12,fc2267b4ad369ab385842e20ee709df1,K12,Other,"Herndon, VA, USA",38.9695545,-77.3860976,News,K12,,us_sec_company,6b1eede0d9d3e2dcb95f01ff20f8b546,us_sec_company__6b1eede0d9d3e2dcb95f01ff20f8b546
kadant,4dfea66f30dfd93525cfdf4cc3f6078d,Kadant,Other,"Westford, MA, USA",42.5792583,-71.4378411,News,Kadant,,us_sec_company,63b24972cbcfbfa110c339ed9020ee25,us_sec_company__63b24972cbcfbfa110c339ed9020ee25
kadmon holdings,cd2c642a50ee8c84f9c0ea702fd862e5,Kadmon Holdings,Other,"New York, NY, USA",40.7127753,-74.0059728,Keyphrase,Kadmon Holdings,,us_sec_company,54d5f810760c157615c69b1b91a8022a,us_sec_company__54d5f810760c157615c69b1b91a8022a
kaiser aluminum corp,a3450d280ff52d0d3576de63ff371fed,Kaiser Aluminum,Other,"Foothill Ranch, CA, USA",33.6831832,-117.6664308,Shipping,Kaiser Aluminum,,us_sec_company,82054427037ae378b925fb50453b0d14,us_sec_company__82054427037ae378b925fb50453b0d14
kaiser permanente,97b2c9471ac17188f3f3b80bbd9ae27a,Kaiser Permanente,Tier 2,"Oakland, CA, USA",37.8043514,-122.2711639,Wells,Kaiser Permanente,,us_sec_company,bb2995bba359c976f14d6b14508e1f88,us_sec_company__bb2995bba359c976f14d6b14508e1f88
kala pharmaceuticals,be58e5e2b46914d524bdf35bbff5644a,Kala Pharmaceuticals,Other,"Watertown, MA, USA",42.3709299,-71.1828321,FTO,Kala Pharmaceuticals,,us_sec_company,4f7c90fbfc1ffcab29e275f7354e3ebb,us_sec_company__4f7c90fbfc1ffcab29e275f7354e3ebb
kaleido biosciences,61baae6d561a3c5d36399aea6a733eb0,Kaleido Biosciences,Other,"Lexington, MA, USA",42.4473497,-71.2271531,Shipping,Kaleido Biosciences,,us_sec_company,3edcc161bf50fffddb6b3f0ed27caf40,us_sec_company__3edcc161bf50fffddb6b3f0ed27caf40
kalvista pharmaceuticals,d3551def8d6162b1507cacd545372596,KalVista Pharmaceuticals,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,Wells,KalVista Pharmaceuticals,,us_sec_company,fa5660421928953343294bc4ddc828a4,us_sec_company__fa5660421928953343294bc4ddc828a4
kamada,df71196349c84e6613647d10d3ba6b1f,Kamada,Other,"Rehovot, Israel",31.892773,34.811272,space,Kamada,,us_sec_company,f32ad44c7c418d89424c316529e6c70c,us_sec_company__f32ad44c7c418d89424c316529e6c70c
kaman corp,604c821bce341ca2fa4dd02f7be3e238,Kaman,Other,"Bloomfield, CT, USA",41.826488,-72.7300945,Person,Kaman,,us_sec_company,e7e58ae5216ca5dbe7f936871b5c2667,us_sec_company__e7e58ae5216ca5dbe7f936871b5c2667
kandi technologies group,43b44d70b67f5691e895e3ec2af60a5a,Kandi Technologies Group,Other,"Jinhua, Zhejiang Province, China",29.079175,119.64742,space,Kandi Technologies Group,,us_sec_company,b01a290b775b9c5a888bc8244149cf0d,us_sec_company__b01a290b775b9c5a888bc8244149cf0d
kansas city southern,66047a71e4c59f84dbb58677618e39f2,Kansas City Southern,Other,"Kansas City, MO, USA",39.0997265,-94.5785667,LegislativeCommittee,Kansas City Southern,,us_sec_company,9632e95b6bfd35a229f250c2dbf6bcdd,us_sec_company__9632e95b6bfd35a229f250c2dbf6bcdd
