term,caption_name,Type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
aksai chin,"Aksai Chin, China",,,"Aksai Chin, China",,entertainment_mentionee,88980a8ea3b76ed83fc24d5bb9735673,entertainment_mentionee__88980a8ea3b76ed83fc24d5bb9735673
tibet,"Tibet,",,,"Tibet,",,entertainment_mentionee,d3177962f55470d2c151e92ec125dea6,entertainment_mentionee__d3177962f55470d2c151e92ec125dea6
sahel region,"Sahel Region, Burkina Faso",,,"Sahel Region, Burkina Faso",,entertainment_mentionee,4131234e9585f2e381b7f16e3a77d596,entertainment_mentionee__4131234e9585f2e381b7f16e3a77d596
puntland,"Puntland, Somalia",,,"Puntland, Somalia",,entertainment_mentionee,d46fac1f012ca9d3d1fa259554ca01b2,entertainment_mentionee__d46fac1f012ca9d3d1fa259554ca01b2
jubaland,"Jubaland State, Somalia",,,"Jubaland State, Somalia",,entertainment_mentionee,02b387655f46d22276c063c1a88db200,entertainment_mentionee__02b387655f46d22276c063c1a88db200
gulf of piran,Gulf of Piran,,,Gulf of Piran,,entertainment_mentionee,8cf82a7b3df645289e3eab2fd3b0a1bc,entertainment_mentionee__8cf82a7b3df645289e3eab2fd3b0a1bc
abu musa island,Abu Musa Island,,,Abu Musa Island,,entertainment_mentionee,8313e0b842c01f977ba50b08d4ead134,entertainment_mentionee__8313e0b842c01f977ba50b08d4ead134
borno state,"Borno State, Nigeria",,,"Borno State, Nigeria",,entertainment_mentionee,164ce3b8f8e026193e2d873af9d92fb2,entertainment_mentionee__164ce3b8f8e026193e2d873af9d92fb2
adamawa state,"Adamawa State, Nigeria",,,"Adamawa State, Nigeria",,entertainment_mentionee,223ceeac57505597fac3c956b6c074d7,entertainment_mentionee__223ceeac57505597fac3c956b6c074d7
yobe state,"Yobe State, Nigera",,,"Yobe State, Nigera",,entertainment_mentionee,d69467e9cfdce5837f940fced4908884,entertainment_mentionee__d69467e9cfdce5837f940fced4908884
kidal region,"Kidal Region, Mali",,,"Kidal Region, Mali",,entertainment_mentionee,11a65c2303ee11dc73f6a9afdc937df1,entertainment_mentionee__11a65c2303ee11dc73f6a9afdc937df1
lake chad,Lake Chad region,,,Lake Chad region,,entertainment_mentionee,3334e82f600e02b458007b82c4b45767,entertainment_mentionee__3334e82f600e02b458007b82c4b45767
swains island,Swains Island,,,Swains Island,,entertainment_mentionee,390c06b616211d9e91cb626b2674a6ad,entertainment_mentionee__390c06b616211d9e91cb626b2674a6ad
bajo nuevo bank,Bajo Nuevo Bank,,,Bajo Nuevo Bank,,entertainment_mentionee,596affb9a152bdfd9ad0bac375ef90b1,entertainment_mentionee__596affb9a152bdfd9ad0bac375ef90b1
serranilla bank,Serranilla Bank,,,Serranilla Bank,,entertainment_mentionee,7033de17d4950b60ce5041b4f4cdaad9,entertainment_mentionee__7033de17d4950b60ce5041b4f4cdaad9
chagos archipelago,Chagos Archipelago,,,Chagos Archipelago,,entertainment_mentionee,b57057ce2df5d9bf9378e494fcfd4f7d,entertainment_mentionee__b57057ce2df5d9bf9378e494fcfd4f7d
tromelin island,Tromelin Island,,,Tromelin Island,,entertainment_mentionee,bc4a1a563b1172223acfbf5fe0da566b,entertainment_mentionee__bc4a1a563b1172223acfbf5fe0da566b
french guiana,French Guiana,,,French Guiana,,entertainment_mentionee,1cab30fe45c3aee88dc7bc9f907cd239,entertainment_mentionee__1cab30fe45c3aee88dc7bc9f907cd239
hunter island,Hunter Island,,,Hunter Island,,entertainment_mentionee,04d16ab78c1f0f9f0cd64f9bfae4d072,entertainment_mentionee__04d16ab78c1f0f9f0cd64f9bfae4d072
matthew island,Matthew Island,,,Matthew Island,,entertainment_mentionee,6ecbe2037ba87acaa402c7cdfe34180b,entertainment_mentionee__6ecbe2037ba87acaa402c7cdfe34180b
arunachal pradesh,"Arunachal Pradesh, India",,,"Arunachal Pradesh, India",,entertainment_mentionee,3db6eadd4845b90de304a64d2b1f5d7d,entertainment_mentionee__3db6eadd4845b90de304a64d2b1f5d7d
balochistan region,"Balochistan, Pakistan",,,"Balochistan, Pakistan",,entertainment_mentionee,6f130609f437c62849e2b589d04484b9,entertainment_mentionee__6f130609f437c62849e2b589d04484b9
cauca,"Cauca, Colombia",,,"Cauca, Colombia",,entertainment_mentionee,1b073a3eb36da5005ed2b5613ea6810a,entertainment_mentionee__1b073a3eb36da5005ed2b5613ea6810a
antioquia,"Antioquia, Colombia",,,"Antioquia, Colombia",,entertainment_mentionee,0d79be93b7ac13d52dc3ef13b110f620,entertainment_mentionee__0d79be93b7ac13d52dc3ef13b110f620
cabo delgado,"Cabo Delgado Province, Mozambique",,,"Cabo Delgado Province, Mozambique",,entertainment_mentionee,5336fc94c937b1ceb2ab5cb9b92a1568,entertainment_mentionee__5336fc94c937b1ceb2ab5cb9b92a1568
helmand river,"Helmand River, Afghanistan",,,"Helmand River, Afghanistan",,entertainment_mentionee,f94aeb2f53c605b60cb74d8a03e8d39f,entertainment_mentionee__f94aeb2f53c605b60cb74d8a03e8d39f
socotra rock,Socotra Rock,,,Socotra Rock,,entertainment_mentionee,87535b456d67ef659ca1ee4a7275c269,entertainment_mentionee__87535b456d67ef659ca1ee4a7275c269
chagos islands,Chagos Islands,,,Chagos Islands,,entertainment_mentionee,5f134c26569934c64c4c51937fbe67b0,entertainment_mentionee__5f134c26569934c64c4c51937fbe67b0
gaza strip,Gaza Strip,,,Gaza Strip,,entertainment_mentionee,b9d2a1ed115acf668547fe3c0d37e39f,entertainment_mentionee__b9d2a1ed115acf668547fe3c0d37e39f
west bank,West Bank,,,West Bank,,entertainment_mentionee,1b36d45482cb3e53f858ca4896f24a24,entertainment_mentionee__1b36d45482cb3e53f858ca4896f24a24
golan heights,Golan Heights,,,Golan Heights,,entertainment_mentionee,a128652bb4bfa04b3855c00bfdc81fa9,entertainment_mentionee__a128652bb4bfa04b3855c00bfdc81fa9
jammu,Jammu and Kashmir,,,Jammu and Kashmir,,entertainment_mentionee,0b5853af814efb504db07f5bf0ed8d84,entertainment_mentionee__0b5853af814efb504db07f5bf0ed8d84
line of actual control,Line of Actual Control,,,Line of Actual Control,,entertainment_mentionee,dda949465e75d4d1d5c590cf0f002444,entertainment_mentionee__dda949465e75d4d1d5c590cf0f002444
azad kashmir,Azad Jammu and Kashmir,,,Azad Jammu and Kashmir,,entertainment_mentionee,41c1562aca00c4ce1fee1c9151ec76ce,entertainment_mentionee__41c1562aca00c4ce1fee1c9151ec76ce
ladakh,Ladakh,,,Ladakh,,entertainment_mentionee,cf474fd5821e76175fe0f895ef9c9a0b,entertainment_mentionee__cf474fd5821e76175fe0f895ef9c9a0b
taiwan strait,Taiwan Strait,,,Taiwan Strait,,entertainment_mentionee,c9f462052f13a9721fc72ed7a182ef5e,entertainment_mentionee__c9f462052f13a9721fc72ed7a182ef5e
tibet,Tibet,,,Tibet,,entertainment_mentionee,bbae7b9f40c7d8010129a45b4be89807,entertainment_mentionee__bbae7b9f40c7d8010129a45b4be89807
crimea,Crimea,,,Crimea,,entertainment_mentionee,b9a8f4b7edbf02e5ca758e49b15a146b,entertainment_mentionee__b9a8f4b7edbf02e5ca758e49b15a146b
donetsk,Donetsk,,,Donetsk,,entertainment_mentionee,9a9d1ad7ed1e4bc7087fae2408ee7c46,entertainment_mentionee__9a9d1ad7ed1e4bc7087fae2408ee7c46
luhansk,Luhansk,,,Luhansk,,entertainment_mentionee,05ef4b4e31ae01f39c5bb65e6d44eb96,entertainment_mentionee__05ef4b4e31ae01f39c5bb65e6d44eb96
falkland islands,Falkland Islands,,,Falkland Islands,,entertainment_mentionee,1ea2b56dea4f434aa77e6369deef076a,entertainment_mentionee__1ea2b56dea4f434aa77e6369deef076a
northern cyprus,northern Cyprus,,,northern Cyprus,,entertainment_mentionee,b67eed81a67cb7904d3183dff941a42c,entertainment_mentionee__b67eed81a67cb7904d3183dff941a42c
nagorno karabakh,Nagorno Karabakh,,,Nagorno Karabakh,,entertainment_mentionee,80b46a33310ee4a19ca2c0281a4df96c,entertainment_mentionee__80b46a33310ee4a19ca2c0281a4df96c
south ossetia,South Ossetia,,,South Ossetia,,entertainment_mentionee,bd5a2e891f20e12ab4bbea1324c5b609,entertainment_mentionee__bd5a2e891f20e12ab4bbea1324c5b609
republika srpska,Republika Srpska,,,Republika Srpska,,entertainment_mentionee,6a8e246fab44c75dfa3e00679fd13033,entertainment_mentionee__6a8e246fab44c75dfa3e00679fd13033
abkhazia,Abkhazia,,,Abkhazia,,entertainment_mentionee,6094f3f0735869435cdb49c60235bffe,entertainment_mentionee__6094f3f0735869435cdb49c60235bffe
transnistria,Transnistria,,,Transnistria,,entertainment_mentionee,e257b73be0eb64956f31bbb27f1edf2c,entertainment_mentionee__e257b73be0eb64956f31bbb27f1edf2c
paracel islands,Paracel Islands,,,Paracel Islands,,entertainment_mentionee,3da7b4e44e5d0fa60be6b1d9ba1d8c35,entertainment_mentionee__3da7b4e44e5d0fa60be6b1d9ba1d8c35
spratly islands,Spratly Islands,,,Spratly Islands,,entertainment_mentionee,fc31964c102959785e58040426fa2e97,entertainment_mentionee__fc31964c102959785e58040426fa2e97
pratas islands,Pratas Islands,,,Pratas Islands,,entertainment_mentionee,3f057e195d8da42993104671580ab55f,entertainment_mentionee__3f057e195d8da42993104671580ab55f
somaliland,Somaliland,,,Somaliland,,entertainment_mentionee,bd9f92992678e083a8a4d2c52de297a7,entertainment_mentionee__bd9f92992678e083a8a4d2c52de297a7
puntland,Puntland,,,Puntland,,entertainment_mentionee,44aa2951e14f75f91b59b1c4f77cdb4a,entertainment_mentionee__44aa2951e14f75f91b59b1c4f77cdb4a
western sahara,Western Sahara,,,Western Sahara,,entertainment_mentionee,1bdb61bdbf5bc9a2cdc5db037ab610e0,entertainment_mentionee__1bdb61bdbf5bc9a2cdc5db037ab610e0
south china sea,South China Sea,,,South China Sea,,entertainment_mentionee,a17a746b67c0d020a8c0e554b31e47b8,entertainment_mentionee__a17a746b67c0d020a8c0e554b31e47b8
senkaku islands,Senkaku Islands,,,Senkaku Islands,,entertainment_mentionee,622f0d8e662d3b0a107d7490eab511a1,entertainment_mentionee__622f0d8e662d3b0a107d7490eab511a1
scarborough shoal,Scarborough Shoal,,,Scarborough Shoal,,entertainment_mentionee,b2c9a3424c9ce7ee763273abf0d65b26,entertainment_mentionee__b2c9a3424c9ce7ee763273abf0d65b26
swallow reef,Swallow Reef,,,Swallow Reef,,entertainment_mentionee,82bd20900f1fa8c18691bbffab45bb73,entertainment_mentionee__82bd20900f1fa8c18691bbffab45bb73
南中国海,South China Sea,,,South China Sea,,entertainment_mentionee,a17a746b67c0d020a8c0e554b31e47b8,entertainment_mentionee__a17a746b67c0d020a8c0e554b31e47b8
尖阁诸岛,Senkaku Islands,,,Senkaku Islands,,entertainment_mentionee,622f0d8e662d3b0a107d7490eab511a1,entertainment_mentionee__622f0d8e662d3b0a107d7490eab511a1
普拉塔斯岛,Pratas Islands,,,Pratas Islands,,entertainment_mentionee,3f057e195d8da42993104671580ab55f,entertainment_mentionee__3f057e195d8da42993104671580ab55f
士嘉堡浅滩,Scarborough Shoal,,,Scarborough Shoal,,entertainment_mentionee,b2c9a3424c9ce7ee763273abf0d65b26,entertainment_mentionee__b2c9a3424c9ce7ee763273abf0d65b26
燕子礁,Swallow Reef,,,Swallow Reef,,entertainment_mentionee,82bd20900f1fa8c18691bbffab45bb73,entertainment_mentionee__82bd20900f1fa8c18691bbffab45bb73
帕拉塞尔群岛,Paracel Islands,,,Paracel Islands,,entertainment_mentionee,3da7b4e44e5d0fa60be6b1d9ba1d8c35,entertainment_mentionee__3da7b4e44e5d0fa60be6b1d9ba1d8c35
南沙群岛,Spratly Islands,,,Spratly Islands,,entertainment_mentionee,fc31964c102959785e58040426fa2e97,entertainment_mentionee__fc31964c102959785e58040426fa2e97
西藏,Tibet,,,Tibet,,entertainment_mentionee,bbae7b9f40c7d8010129a45b4be89807,entertainment_mentionee__bbae7b9f40c7d8010129a45b4be89807
拉达克,Ladakh,,,Ladakh,,entertainment_mentionee,cf474fd5821e76175fe0f895ef9c9a0b,entertainment_mentionee__cf474fd5821e76175fe0f895ef9c9a0b
实际控制线,Line of Actual Control,,,Line of Actual Control,,entertainment_mentionee,dda949465e75d4d1d5c590cf0f002444,entertainment_mentionee__dda949465e75d4d1d5c590cf0f002444
南中國海,South China Sea,,,South China Sea,,entertainment_mentionee,a17a746b67c0d020a8c0e554b31e47b8,entertainment_mentionee__a17a746b67c0d020a8c0e554b31e47b8
尖閣諸島,Senkaku Islands,,,Senkaku Islands,,entertainment_mentionee,622f0d8e662d3b0a107d7490eab511a1,entertainment_mentionee__622f0d8e662d3b0a107d7490eab511a1
普拉塔斯島,Pratas Islands,,,Pratas Islands,,entertainment_mentionee,3f057e195d8da42993104671580ab55f,entertainment_mentionee__3f057e195d8da42993104671580ab55f
士嘉堡淺灘,Scarborough Shoal,,,Scarborough Shoal,,entertainment_mentionee,b2c9a3424c9ce7ee763273abf0d65b26,entertainment_mentionee__b2c9a3424c9ce7ee763273abf0d65b26
燕子礁,Swallow Reef,,,Swallow Reef,,entertainment_mentionee,82bd20900f1fa8c18691bbffab45bb73,entertainment_mentionee__82bd20900f1fa8c18691bbffab45bb73
帕拉塞爾群島,Paracel Islands,,,Paracel Islands,,entertainment_mentionee,3da7b4e44e5d0fa60be6b1d9ba1d8c35,entertainment_mentionee__3da7b4e44e5d0fa60be6b1d9ba1d8c35
南沙群島,Spratly Islands,,,Spratly Islands,,entertainment_mentionee,fc31964c102959785e58040426fa2e97,entertainment_mentionee__fc31964c102959785e58040426fa2e97
西藏,Tibet,,,Tibet,,entertainment_mentionee,bbae7b9f40c7d8010129a45b4be89807,entertainment_mentionee__bbae7b9f40c7d8010129a45b4be89807
台湾海峡,Taiwan Strait,,,Taiwan Strait,,entertainment_mentionee,c9f462052f13a9721fc72ed7a182ef5e,entertainment_mentionee__c9f462052f13a9721fc72ed7a182ef5e
拉達克,Ladakh,,,Ladakh,,entertainment_mentionee,cf474fd5821e76175fe0f895ef9c9a0b,entertainment_mentionee__cf474fd5821e76175fe0f895ef9c9a0b
實際控制線,Line of Actual Control,,,Line of Actual Control,,entertainment_mentionee,dda949465e75d4d1d5c590cf0f002444,entertainment_mentionee__dda949465e75d4d1d5c590cf0f002444
artsakh,Nagorno-Karabakh,,,Nagorno-Karabakh,,entertainment_mentionee,a51f908a6214d9f2fb96f8d49e2e377d,entertainment_mentionee__a51f908a6214d9f2fb96f8d49e2e377d
רצועת עזה,Gaza Strip,,,Gaza Strip,,entertainment_mentionee,b9d2a1ed115acf668547fe3c0d37e39f,entertainment_mentionee__b9d2a1ed115acf668547fe3c0d37e39f
הגדה המערבית,West Bank,,,West Bank,,entertainment_mentionee,1b36d45482cb3e53f858ca4896f24a24,entertainment_mentionee__1b36d45482cb3e53f858ca4896f24a24
רמת הגולן,Golan Heights,,,Golan Heights,,entertainment_mentionee,a128652bb4bfa04b3855c00bfdc81fa9,entertainment_mentionee__a128652bb4bfa04b3855c00bfdc81fa9
قطاع غزة,Gaza Strip,,,Gaza Strip,,entertainment_mentionee,b9d2a1ed115acf668547fe3c0d37e39f,entertainment_mentionee__b9d2a1ed115acf668547fe3c0d37e39f
الضفة الغربية,West Bank,,,West Bank,,entertainment_mentionee,1b36d45482cb3e53f858ca4896f24a24,entertainment_mentionee__1b36d45482cb3e53f858ca4896f24a24
مرتفعات الجولان,Golan Heights,,,Golan Heights,,entertainment_mentionee,a128652bb4bfa04b3855c00bfdc81fa9,entertainment_mentionee__a128652bb4bfa04b3855c00bfdc81fa9
کشمیر,Azad Jammu and Kashmir,,,Azad Jammu and Kashmir,,entertainment_mentionee,41c1562aca00c4ce1fee1c9151ec76ce,entertainment_mentionee__41c1562aca00c4ce1fee1c9151ec76ce
कश्मीर,Azad Jammu and Kashmir,,,Azad Jammu and Kashmir,,entertainment_mentionee,41c1562aca00c4ce1fee1c9151ec76ce,entertainment_mentionee__41c1562aca00c4ce1fee1c9151ec76ce
लद्दाख,Ladakh,,,Ladakh,,entertainment_mentionee,cf474fd5821e76175fe0f895ef9c9a0b,entertainment_mentionee__cf474fd5821e76175fe0f895ef9c9a0b
لداخ,Ladakh,,,Ladakh,,entertainment_mentionee,cf474fd5821e76175fe0f895ef9c9a0b,entertainment_mentionee__cf474fd5821e76175fe0f895ef9c9a0b
крым,Crimea,,,Crimea,,entertainment_mentionee,b9a8f4b7edbf02e5ca758e49b15a146b,entertainment_mentionee__b9a8f4b7edbf02e5ca758e49b15a146b
донецк,Donetsk,,,Donetsk,,entertainment_mentionee,9a9d1ad7ed1e4bc7087fae2408ee7c46,entertainment_mentionee__9a9d1ad7ed1e4bc7087fae2408ee7c46
луганск,Luhansk,,,Luhansk,,entertainment_mentionee,05ef4b4e31ae01f39c5bb65e6d44eb96,entertainment_mentionee__05ef4b4e31ae01f39c5bb65e6d44eb96
крим,Crimea,,,Crimea,,entertainment_mentionee,b9a8f4b7edbf02e5ca758e49b15a146b,entertainment_mentionee__b9a8f4b7edbf02e5ca758e49b15a146b
донецьк,Donetsk,,,Donetsk,,entertainment_mentionee,9a9d1ad7ed1e4bc7087fae2408ee7c46,entertainment_mentionee__9a9d1ad7ed1e4bc7087fae2408ee7c46
луганськ,Luhansk,,,Luhansk,,entertainment_mentionee,05ef4b4e31ae01f39c5bb65e6d44eb96,entertainment_mentionee__05ef4b4e31ae01f39c5bb65e6d44eb96
нагорный карабах,Nagorno Karabakh,,,Nagorno Karabakh,,entertainment_mentionee,80b46a33310ee4a19ca2c0281a4df96c,entertainment_mentionee__80b46a33310ee4a19ca2c0281a4df96c
южная осейта,South Ossetia,,,South Ossetia,,entertainment_mentionee,bd5a2e891f20e12ab4bbea1324c5b609,entertainment_mentionee__bd5a2e891f20e12ab4bbea1324c5b609
republika srpska,Republika Srpska,,,Republika Srpska,,entertainment_mentionee,6a8e246fab44c75dfa3e00679fd13033,entertainment_mentionee__6a8e246fab44c75dfa3e00679fd13033
абхазия,Abkhazia,,,Abkhazia,,entertainment_mentionee,6094f3f0735869435cdb49c60235bffe,entertainment_mentionee__6094f3f0735869435cdb49c60235bffe
dağlıq qarabağ,Nagorno Karabakh,,,Nagorno Karabakh,,entertainment_mentionee,80b46a33310ee4a19ca2c0281a4df96c,entertainment_mentionee__80b46a33310ee4a19ca2c0281a4df96c
cənubi oseita,South Ossetia,,,South Ossetia,,entertainment_mentionee,bd5a2e891f20e12ab4bbea1324c5b609,entertainment_mentionee__bd5a2e891f20e12ab4bbea1324c5b609
srpska republikası,Republika Srpska,,,Republika Srpska,,entertainment_mentionee,6a8e246fab44c75dfa3e00679fd13033,entertainment_mentionee__6a8e246fab44c75dfa3e00679fd13033
abxaziya,Abkhazia,,,Abkhazia,,entertainment_mentionee,6094f3f0735869435cdb49c60235bffe,entertainment_mentionee__6094f3f0735869435cdb49c60235bffe
მთიანი ყარაბაღი,Nagorno Karabakh,,,Nagorno Karabakh,,entertainment_mentionee,80b46a33310ee4a19ca2c0281a4df96c,entertainment_mentionee__80b46a33310ee4a19ca2c0281a4df96c
სამხრეთ ოსეიტა,South Ossetia,,,South Ossetia,,entertainment_mentionee,bd5a2e891f20e12ab4bbea1324c5b609,entertainment_mentionee__bd5a2e891f20e12ab4bbea1324c5b609
აფხაზეთი,Abkhazia,,,Abkhazia,,entertainment_mentionee,6094f3f0735869435cdb49c60235bffe,entertainment_mentionee__6094f3f0735869435cdb49c60235bffe
լեռնային karabakhարաբաղ,Nagorno Karabakh,,,Nagorno Karabakh,,entertainment_mentionee,80b46a33310ee4a19ca2c0281a4df96c,entertainment_mentionee__80b46a33310ee4a19ca2c0281a4df96c
հարավային օսեյտա,South Ossetia,,,South Ossetia,,entertainment_mentionee,bd5a2e891f20e12ab4bbea1324c5b609,entertainment_mentionee__bd5a2e891f20e12ab4bbea1324c5b609
republika srpska,Republika Srpska,,,Republika Srpska,,entertainment_mentionee,6a8e246fab44c75dfa3e00679fd13033,entertainment_mentionee__6a8e246fab44c75dfa3e00679fd13033
աբխազիա,Abkhazia,,,Abkhazia,,entertainment_mentionee,6094f3f0735869435cdb49c60235bffe,entertainment_mentionee__6094f3f0735869435cdb49c60235bffe
أرض الصومال,Somaliland,,,Somaliland,,entertainment_mentionee,bd9f92992678e083a8a4d2c52de297a7,entertainment_mentionee__bd9f92992678e083a8a4d2c52de297a7
بونتلاند,Puntland,,,Puntland,,entertainment_mentionee,44aa2951e14f75f91b59b1c4f77cdb4a,entertainment_mentionee__44aa2951e14f75f91b59b1c4f77cdb4a
الصحراء الغربية,Western Sahara,,,Western Sahara,,entertainment_mentionee,1bdb61bdbf5bc9a2cdc5db037ab610e0,entertainment_mentionee__1bdb61bdbf5bc9a2cdc5db037ab610e0
xinjiang,"Xinjiang province, China",,,"Xinjiang province, China",,entertainment_mentionee,dd811174bda72f3c08de03e9183d9220,entertainment_mentionee__dd811174bda72f3c08de03e9183d9220
the arctic,the Arctic,,,the Arctic,,entertainment_mentionee,07b3d655ea3f18f8872e85e224969fd0,entertainment_mentionee__07b3d655ea3f18f8872e85e224969fd0
l'arctique,the Arctic,,,the Arctic,,entertainment_mentionee,07b3d655ea3f18f8872e85e224969fd0,entertainment_mentionee__07b3d655ea3f18f8872e85e224969fd0
арктика,the Arctic,,,the Arctic,,entertainment_mentionee,07b3d655ea3f18f8872e85e224969fd0,entertainment_mentionee__07b3d655ea3f18f8872e85e224969fd0
arktis,the Arctic,,,the Arctic,,entertainment_mentionee,07b3d655ea3f18f8872e85e224969fd0,entertainment_mentionee__07b3d655ea3f18f8872e85e224969fd0
arktisk,the Arctic,,,the Arctic,,entertainment_mentionee,07b3d655ea3f18f8872e85e224969fd0,entertainment_mentionee__07b3d655ea3f18f8872e85e224969fd0
@dz_pm_djerad,Algerian Prime Minister Djerad,,,Algerian Prime Minister Djerad,,entertainment_mentionee,2c52602d0e74fc6e7636bdb368706e59,entertainment_mentionee__2c52602d0e74fc6e7636bdb368706e59
@tebbouneamadjid,Algerian President Tebboune,,,Algerian President Tebboune,,entertainment_mentionee,ff051245fbc42cefc2b2386816afcbdc,entertainment_mentionee__ff051245fbc42cefc2b2386816afcbdc
@xavierespot,Andorran Prime Minister Zamora,,,Andorran Prime Minister Zamora,,entertainment_mentionee,fbf8f38ef74008a580c12fdba268ae72,entertainment_mentionee__fbf8f38ef74008a580c12fdba268ae72
@arm_president,Armenian President Sarkissian,,,Armenian President Sarkissian,,entertainment_mentionee,ebfa175082df6f2c6d8d85488a56bc43,entertainment_mentionee__ebfa175082df6f2c6d8d85488a56bc43
@christophedabir,Burkina Faso Prime Minister Dabire,,,Burkina Faso Prime Minister Dabire,,entertainment_mentionee,8876a916f3af15edbc9d50ee747e5216,entertainment_mentionee__8876a916f3af15edbc9d50ee747e5216
@cameroonpm237,Cameroonian Prime Minister Ngute,,,Cameroonian Prime Minister Ngute,,entertainment_mentionee,1195df762af5d4ab12ddaace870d1e9a,entertainment_mentionee__1195df762af5d4ab12ddaace870d1e9a
@mmarrerocruz,Cuban Prime Minister Marrero,,,Cuban Prime Minister Marrero,,entertainment_mentionee,4f2c4d0e5154a914027fe46f63e4de83,entertainment_mentionee__4f2c4d0e5154a914027fe46f63e4de83
@diazcanelb,Cuban President Diaz-Canel,,,Cuban President Diaz-Canel,,entertainment_mentionee,aeab95d9b2d9fec13fa1ecba47ae908c,entertainment_mentionee__aeab95d9b2d9fec13fa1ecba47ae908c
@ilunkambas,former DRC Prime Minister Ilunga Ilunkamba,,,former DRC Prime Minister Ilunga Ilunkamba,,entertainment_mentionee,f69d5beb50ea378ab674c29486d13f8d,entertainment_mentionee__f69d5beb50ea378ab674c29486d13f8d
@gakhariagiorgi,Georgian Prime Minister Gakharia,,,Georgian Prime Minister Gakharia,,entertainment_mentionee,5f7b47791fed5bba87a64c1af13b3b2f,entertainment_mentionee__5f7b47791fed5bba87a64c1af13b3b2f
@zourabichvili_s,Georgian President Zourabichvili,,,Georgian President Zourabichvili,,entertainment_mentionee,7846cbb8c6f085fafc1eb1f82299d872,entertainment_mentionee__7846cbb8c6f085fafc1eb1f82299d872
@presidencygr,Greek President Sakellaropoulou,,,Greek President Sakellaropoulou,,entertainment_mentionee,42ecb0b43177917ada454d1992dc41c6,entertainment_mentionee__42ecb0b43177917ada454d1992dc41c6
@jouthejoseph,Haitian Prime Minister Jouthe,,,Haitian Prime Minister Jouthe,,entertainment_mentionee,9b6b93c69589f1e2a06c18a2efa762e3,entertainment_mentionee__9b6b93c69589f1e2a06c18a2efa762e3
@makadhimi,Iraqi Prime Minister al-Kadhimi,,,Iraqi Prime Minister al-Kadhimi,,entertainment_mentionee,be16fd8ae2b41fdaeadcb075089ecbff,entertainment_mentionee__be16fd8ae2b41fdaeadcb075089ecbff
@valstsgriba,Latvian President Levits,,,Latvian President Levits,,entertainment_mentionee,c5b232bc8024334205ee79774f1d32d4,entertainment_mentionee__c5b232bc8024334205ee79774f1d32d4
@gitanasnauseda,Lithuanian President Nauseda,,,Lithuanian President Nauseda,,entertainment_mentionee,5a51868a8a4db9c31122fcce8252e08f,entertainment_mentionee__5a51868a8a4db9c31122fcce8252e08f
@robertabela_mt,Maltese Prime Minister Abela,,,Maltese Prime Minister Abela,,entertainment_mentionee,e18e0a71a8c99679b44895409d032d8b,entertainment_mentionee__e18e0a71a8c99679b44895409d032d8b
@cheikhghazouani,Mauritanian President Ghazouani,,,Mauritanian President Ghazouani,,entertainment_mentionee,56e72cf67d39a11d79b8ce93ff045c93,entertainment_mentionee__56e72cf67d39a11d79b8ce93ff045c93
@pkjugnauth,Mauritian Prime Minister Jugnauth,,,Mauritian Prime Minister Jugnauth,,entertainment_mentionee,d92bcce6835db877797faaf25e30784f,entertainment_mentionee__d92bcce6835db877797faaf25e30784f
@presofpakistan,Pakistani President Alvi,,,Pakistani President Alvi,,entertainment_mentionee,4148a8ce1c3de0223a241005f110eefa,entertainment_mentionee__4148a8ce1c3de0223a241005f110eefa
@kbkalthani,Qatari Prime Minister bin Khalifa,,,Qatari Prime Minister bin Khalifa,,entertainment_mentionee,118d65d7befeef6006b0c653c047ed3a,entertainment_mentionee__118d65d7befeef6006b0c653c047ed3a
@enabiam,Guinea-Bissau Prime Minister Nabiam,,,Guinea-Bissau Prime Minister Nabiam,,entertainment_mentionee,0577f3d0ff06c9b32612a2613ab249a0,entertainment_mentionee__0577f3d0ff06c9b32612a2613ab249a0
@hassanakhaire,former Somali Prime Minister Khayre,,,former Somali Prime Minister Khayre,,entertainment_mentionee,ed8faf7e374527e098d40c22cd3c4f5b,entertainment_mentionee__ed8faf7e374527e098d40c22cd3c4f5b
@prayutofficial,Thai Prime Minister Prayut,,,Thai Prime Minister Prayut,,entertainment_mentionee,72aad8f7eaab58cf777f7eaa5d03658c,entertainment_mentionee__72aad8f7eaab58cf777f7eaa5d03658c
@rdtllu,Timor-Leste President Francisco Guterres,,,Timor-Leste President Francisco Guterres,,entertainment_mentionee,3574cb01f778ca8a17d72fbdfa480738,entertainment_mentionee__3574cb01f778ca8a17d72fbdfa480738
@taurde,Timor-Leste Prime Minister Taur Matan Ruak,,,Timor-Leste Prime Minister Taur Matan Ruak,,entertainment_mentionee,dfe8a4b3e407f450a5ef1d84b1eff78e,entertainment_mentionee__dfe8a4b3e407f450a5ef1d84b1eff78e
@tuvalupm,Tuvalu Prime Minister Natano,,,Tuvalu Prime Minister Natano,,entertainment_mentionee,f0fd6c84a1a83fbb76a7af24c8ac0d06,entertainment_mentionee__f0fd6c84a1a83fbb76a7af24c8ac0d06
@denys_shmyhal,Ukrainian Prime Minister Shmyhal,,,Ukrainian Prime Minister Shmyhal,,entertainment_mentionee,7be5655126faa3b8f6894e299fbc2c12,entertainment_mentionee__7be5655126faa3b8f6894e299fbc2c12
