keyword,caption,topic,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
apt12,China-affiliated APT12,188349,Legislator,China-affiliated APT12,,IOC_Mapping_File_Hasthags_Keywords,7cb9f46836bcbb6b2a367fba8b43f8b8,IOC_Mapping_File_Hasthags_Keywords__7cb9f46836bcbb6b2a367fba8b43f8b8
apt15,China-affiliated APT15,188349,Organization,China-affiliated APT15,,IOC_Mapping_File_Hasthags_Keywords,020378fca044bfdeeb926fa7429091c2,IOC_Mapping_File_Hasthags_Keywords__020378fca044bfdeeb926fa7429091c2
apt16,China-affiliated APT16,188349,Diplomat,China-affiliated APT16,,IOC_Mapping_File_Hasthags_Keywords,4b7f3fbf83566c94a923d5cf3425cef4,IOC_Mapping_File_Hasthags_Keywords__4b7f3fbf83566c94a923d5cf3425cef4
apt17,China-affiliated APT17,188349,News,China-affiliated APT17,,IOC_Mapping_File_Hasthags_Keywords,4e78e9faf504d58e0e64091325c92db2,IOC_Mapping_File_Hasthags_Keywords__4e78e9faf504d58e0e64091325c92db2
apt18,China-affiliated APT18,188349,FTO,China-affiliated APT18,,IOC_Mapping_File_Hasthags_Keywords,94e58b257d030293d494711e59355aa2,IOC_Mapping_File_Hasthags_Keywords__94e58b257d030293d494711e59355aa2
apt19,China-affiliated APT19,188349,Organization,China-affiliated APT19,,IOC_Mapping_File_Hasthags_Keywords,9c95d29d7f599d99351cf10e54f75687,IOC_Mapping_File_Hasthags_Keywords__9c95d29d7f599d99351cf10e54f75687
apt2,China-affiliated APT2,188349,CompanyKeyword,China-affiliated APT2,,IOC_Mapping_File_Hasthags_Keywords,9e9c386f7bb37ec13f5faedde727e5e0,IOC_Mapping_File_Hasthags_Keywords__9e9c386f7bb37ec13f5faedde727e5e0
apt27,China-affiliated APT27,188349,Media,China-affiliated APT27,,IOC_Mapping_File_Hasthags_Keywords,559729e229a028dad954fa0404919701,IOC_Mapping_File_Hasthags_Keywords__559729e229a028dad954fa0404919701
apt28,Russia-affiliated APT28,188349,CompanyKeyword,Russia-affiliated APT28,,IOC_Mapping_File_Hasthags_Keywords,752ab6abe0604bea992a76a62ade7ad7,IOC_Mapping_File_Hasthags_Keywords__752ab6abe0604bea992a76a62ade7ad7
apt29,Russia-affiliated APT29,188349,Organization,Russia-affiliated APT29,,IOC_Mapping_File_Hasthags_Keywords,67cec7fe5ddada3d4bbe92e70dbd29df,IOC_Mapping_File_Hasthags_Keywords__67cec7fe5ddada3d4bbe92e70dbd29df
apt3,China-affiliated APT3,188349,Consulates,China-affiliated APT3,,IOC_Mapping_File_Hasthags_Keywords,730ba7c96525857abfea5ebc0e595a88,IOC_Mapping_File_Hasthags_Keywords__730ba7c96525857abfea5ebc0e595a88
apt30,China-affiliated APT30,188349,ForeignMinistry,China-affiliated APT30,,IOC_Mapping_File_Hasthags_Keywords,a0bbf0a403642dfd46547d8eb77af26c,IOC_Mapping_File_Hasthags_Keywords__a0bbf0a403642dfd46547d8eb77af26c
apt32,Vietnam-affiliated APT32,188349,Refinery,Vietnam-affiliated APT32,,IOC_Mapping_File_Hasthags_Keywords,baf9a8bae5cb7b4a51d295a95dbc3220,IOC_Mapping_File_Hasthags_Keywords__baf9a8bae5cb7b4a51d295a95dbc3220
apt33,Iran-affiliated APT33,188349,Consulates,Iran-affiliated APT33,,IOC_Mapping_File_Hasthags_Keywords,344ae258fa9b762c5e02ce6ac3f6db83,IOC_Mapping_File_Hasthags_Keywords__344ae258fa9b762c5e02ce6ac3f6db83
apt34,Iran-affiliated APT34,188349,space,Iran-affiliated APT34,,IOC_Mapping_File_Hasthags_Keywords,15f3acda0553baaecf8dc4103c1645d4,IOC_Mapping_File_Hasthags_Keywords__15f3acda0553baaecf8dc4103c1645d4
apt35,Iran-affiliated APT35,188349,LegislativeCommittee,Iran-affiliated APT35,,IOC_Mapping_File_Hasthags_Keywords,9b82ee53503e9db75bd4a4cb4f415915,IOC_Mapping_File_Hasthags_Keywords__9b82ee53503e9db75bd4a4cb4f415915
apt36,Pakistan-affiliated APT36,188349,Exec,Pakistan-affiliated APT36,,IOC_Mapping_File_Hasthags_Keywords,c6c5c7062f7f36f1f6c39e49d3a64d80,IOC_Mapping_File_Hasthags_Keywords__c6c5c7062f7f36f1f6c39e49d3a64d80
apt37,North Korea-affiliated APT37,188349,Legislator,North Korea-affiliated APT37,,IOC_Mapping_File_Hasthags_Keywords,c080e558e00241c237d2cacdce7898cc,IOC_Mapping_File_Hasthags_Keywords__c080e558e00241c237d2cacdce7898cc
apt38,North Korea-affiliated APT38,188349,Person,North Korea-affiliated APT38,,IOC_Mapping_File_Hasthags_Keywords,930b8d4a9c34f8185cc3269dbcf1cac6,IOC_Mapping_File_Hasthags_Keywords__930b8d4a9c34f8185cc3269dbcf1cac6
apt39,China-affiliated APT39,188349,Refinery,China-affiliated APT39,,IOC_Mapping_File_Hasthags_Keywords,a652e4894329f1fedb9aadf601537530,IOC_Mapping_File_Hasthags_Keywords__a652e4894329f1fedb9aadf601537530
apt40,APT40,188349,Consulates,APT40,,IOC_Mapping_File_Hasthags_Keywords,3ba008a9f4b348f2a1d31a67b6cbe8a6,IOC_Mapping_File_Hasthags_Keywords__3ba008a9f4b348f2a1d31a67b6cbe8a6
apt41,China-affiliated APT41,188349,IndustryTerm,China-affiliated APT41,,IOC_Mapping_File_Hasthags_Keywords,ac9a73942d56190ae0f648a7199cee1c,IOC_Mapping_File_Hasthags_Keywords__ac9a73942d56190ae0f648a7199cee1c
arkel,Arkel malware,188368,space,Arkel malware,,IOC_Mapping_File_Hasthags_Keywords,e6ded263c37236bc18abcf6086a357f1,IOC_Mapping_File_Hasthags_Keywords__e6ded263c37236bc18abcf6086a357f1
asyncrat,Async RAT,188368,Person,Async RAT,,IOC_Mapping_File_Hasthags_Keywords,924416a179681cbffb4ad73088ec810c,IOC_Mapping_File_Hasthags_Keywords__924416a179681cbffb4ad73088ec810c
autoit,AutoIt trojan,188368,Person,AutoIt trojan,,IOC_Mapping_File_Hasthags_Keywords,718433d3504bcc6190df0699e10f6e53,IOC_Mapping_File_Hasthags_Keywords__718433d3504bcc6190df0699e10f6e53
avaddon,Avaddon ransomware,188366,Organization,Avaddon ransomware,,IOC_Mapping_File_Hasthags_Keywords,10e11e1bf31623d5387589fbcda8457b,IOC_Mapping_File_Hasthags_Keywords__10e11e1bf31623d5387589fbcda8457b
avemaria,AveMaria RAT,188368,Keyphrase,AveMaria RAT,,IOC_Mapping_File_Hasthags_Keywords,c40e93e66d84578d3f7940a105e31110,IOC_Mapping_File_Hasthags_Keywords__c40e93e66d84578d3f7940a105e31110
axiom,China-affiliated Axiom,188349,FTO,China-affiliated Axiom,,IOC_Mapping_File_Hasthags_Keywords,e7b9da9ba37f7e28b2541f41587da4f8,IOC_Mapping_File_Hasthags_Keywords__e7b9da9ba37f7e28b2541f41587da4f8
azorult,AZORULT,188368,space,AZORULT,,IOC_Mapping_File_Hasthags_Keywords,0c487f0bcb44642ad57f5af5f1c545a1,IOC_Mapping_File_Hasthags_Keywords__0c487f0bcb44642ad57f5af5f1c545a1
babuk,Babuk ransomware,188366,Media,Babuk ransomware,,IOC_Mapping_File_Hasthags_Keywords,6a6ee2be814cb4ebae967732129acab8,IOC_Mapping_File_Hasthags_Keywords__6a6ee2be814cb4ebae967732129acab8
babyelephant,India-affiliated Baby Elephant,188349,Wells,India-affiliated Baby Elephant,,IOC_Mapping_File_Hasthags_Keywords,68221956cab9a24f0395d51632cec734,IOC_Mapping_File_Hasthags_Keywords__68221956cab9a24f0395d51632cec734
babyk,Babyk ransomware,188366,Legislator,Babyk ransomware,,IOC_Mapping_File_Hasthags_Keywords,e73e549fb1f1732d909bb7fc7ba2aeaa,IOC_Mapping_File_Hasthags_Keywords__e73e549fb1f1732d909bb7fc7ba2aeaa
bagli,Bagli ransomware,188366,Diplomat,Bagli ransomware,,IOC_Mapping_File_Hasthags_Keywords,009a32766106658703c88f348c8dd6de,IOC_Mapping_File_Hasthags_Keywords__009a32766106658703c88f348c8dd6de
bahamut,Bahamut,188349,News,Bahamut,,IOC_Mapping_File_Hasthags_Keywords,86da943caa70c8694707ab2ff74e68c9,IOC_Mapping_File_Hasthags_Keywords__86da943caa70c8694707ab2ff74e68c9
bazaloader,Bazar loader,188368,News,Bazar loader,,IOC_Mapping_File_Hasthags_Keywords,47ac8e2732fbe68c605a8fdb8abc20f7,IOC_Mapping_File_Hasthags_Keywords__47ac8e2732fbe68c605a8fdb8abc20f7
bazarloader,Bazar loader,188368,Refinery,Bazar loader,,IOC_Mapping_File_Hasthags_Keywords,47ac8e2732fbe68c605a8fdb8abc20f7,IOC_Mapping_File_Hasthags_Keywords__47ac8e2732fbe68c605a8fdb8abc20f7
beijing group,China-affiliated Beijing Group,188349,ForeignMinister,China-affiliated Beijing Group,,IOC_Mapping_File_Hasthags_Keywords,54f5024a81e335c3abb9f9404b2ff7c9,IOC_Mapping_File_Hasthags_Keywords__54f5024a81e335c3abb9f9404b2ff7c9
beijinggroup,China-affiliated Beijing Group,188349,Exec,China-affiliated Beijing Group,,IOC_Mapping_File_Hasthags_Keywords,54f5024a81e335c3abb9f9404b2ff7c9,IOC_Mapping_File_Hasthags_Keywords__54f5024a81e335c3abb9f9404b2ff7c9
berserk bear,Russia-affiliated Berserk Bear,188349,ForeignMinister,Russia-affiliated Berserk Bear,,IOC_Mapping_File_Hasthags_Keywords,12b55abb3174f84a36fd973f428bec7f,IOC_Mapping_File_Hasthags_Keywords__12b55abb3174f84a36fd973f428bec7f
berserkbear,Russia-affiliated Berserk Bear,188349,Person,Russia-affiliated Berserk Bear,,IOC_Mapping_File_Hasthags_Keywords,12b55abb3174f84a36fd973f428bec7f,IOC_Mapping_File_Hasthags_Keywords__12b55abb3174f84a36fd973f428bec7f
bitter,India-affiliated BITTER,188349,News,India-affiliated BITTER,,IOC_Mapping_File_Hasthags_Keywords,5fc1e51062a53fec3d93ac9f56e8ae54,IOC_Mapping_File_Hasthags_Keywords__5fc1e51062a53fec3d93ac9f56e8ae54
bitrat,Bit RAT,188368,Shipping,Bit RAT,,IOC_Mapping_File_Hasthags_Keywords,ebec0d4bfa82d83d982a1ff53a5274c8,IOC_Mapping_File_Hasthags_Keywords__ebec0d4bfa82d83d982a1ff53a5274c8
black vine,China-affiliated Black Vine,188349,Keyphrase,China-affiliated Black Vine,,IOC_Mapping_File_Hasthags_Keywords,0c7156bc98e0f4ce60ff14caee0161f1,IOC_Mapping_File_Hasthags_Keywords__0c7156bc98e0f4ce60ff14caee0161f1
blackenergy,Russia-affiliated Black Energy,188349,Shipping,Russia-affiliated Black Energy,,IOC_Mapping_File_Hasthags_Keywords,404f23503e4b1a86055c39028d8b8933,IOC_Mapping_File_Hasthags_Keywords__404f23503e4b1a86055c39028d8b8933
blackfly,China-affiliated Blackfly,188349,Shipping,China-affiliated Blackfly,,IOC_Mapping_File_Hasthags_Keywords,859de930736f4723da71872e61b1035b,IOC_Mapping_File_Hasthags_Keywords__859de930736f4723da71872e61b1035b
blackoasis,Black Oasis,188349,Media,Black Oasis,,IOC_Mapping_File_Hasthags_Keywords,ba46556d6e052efbcc26066845315b21,IOC_Mapping_File_Hasthags_Keywords__ba46556d6e052efbcc26066845315b21
blacktech,China-affiliated BlackTech,188349,IndustryTerm,China-affiliated BlackTech,,IOC_Mapping_File_Hasthags_Keywords,ee86870bf7e231c06bc3fcdbd10d99c8,IOC_Mapping_File_Hasthags_Keywords__ee86870bf7e231c06bc3fcdbd10d99c8
blackvine,China-affiliated Black Vine,188349,Organization,China-affiliated Black Vine,,IOC_Mapping_File_Hasthags_Keywords,0c7156bc98e0f4ce60ff14caee0161f1,IOC_Mapping_File_Hasthags_Keywords__0c7156bc98e0f4ce60ff14caee0161f1
bladabindi,bladabindi RAT,188368,Keyphrase,bladabindi RAT,,IOC_Mapping_File_Hasthags_Keywords,82dcb2600fb55498a48acf27082a01cb,IOC_Mapping_File_Hasthags_Keywords__82dcb2600fb55498a48acf27082a01cb
blind eagle,Venezuela-affiliated Blind Eagle,188349,space,Venezuela-affiliated Blind Eagle,,IOC_Mapping_File_Hasthags_Keywords,a8b66539ce84edb1399582bc20786180,IOC_Mapping_File_Hasthags_Keywords__a8b66539ce84edb1399582bc20786180
blindeagle,Venezuela-affiliated Blind Eagle,188349,Pipeline,Venezuela-affiliated Blind Eagle,,IOC_Mapping_File_Hasthags_Keywords,a8b66539ce84edb1399582bc20786180,IOC_Mapping_File_Hasthags_Keywords__a8b66539ce84edb1399582bc20786180
bloodystealer,Bloody stealer,188368,DiplomaticFacilities,Bloody stealer,,IOC_Mapping_File_Hasthags_Keywords,ae6f5e4104fc118cc7857f6d2ff7721e,IOC_Mapping_File_Hasthags_Keywords__ae6f5e4104fc118cc7857f6d2ff7721e
blue mockingbird,Blue Mockingbird,188349,ForeignMinistry,Blue Mockingbird,,IOC_Mapping_File_Hasthags_Keywords,8c0aa8783c9b2d5250408b8edf3fb679,IOC_Mapping_File_Hasthags_Keywords__8c0aa8783c9b2d5250408b8edf3fb679
bluemockingbird,Blue Mockingbird,188349,LegislativeCommittee,Blue Mockingbird,,IOC_Mapping_File_Hasthags_Keywords,8c0aa8783c9b2d5250408b8edf3fb679,IOC_Mapping_File_Hasthags_Keywords__8c0aa8783c9b2d5250408b8edf3fb679
bouncing golf,Bouncing Golf,188349,DiplomaticFacilities,Bouncing Golf,,IOC_Mapping_File_Hasthags_Keywords,c3e984e9b2f7bdab31a62b04e4c3fe74,IOC_Mapping_File_Hasthags_Keywords__c3e984e9b2f7bdab31a62b04e4c3fe74
bouncinggolf,Bouncing Golf,188349,Diplomat,Bouncing Golf,,IOC_Mapping_File_Hasthags_Keywords,c3e984e9b2f7bdab31a62b04e4c3fe74,IOC_Mapping_File_Hasthags_Keywords__c3e984e9b2f7bdab31a62b04e4c3fe74
bronze butler,China-affiliated BRONZE BUTLER,188349,IndustryTerm,China-affiliated BRONZE BUTLER,,IOC_Mapping_File_Hasthags_Keywords,3915e93cb796c4f16068447776429829,IOC_Mapping_File_Hasthags_Keywords__3915e93cb796c4f16068447776429829
bronze union,China-affiliated BRONZE UNION,188349,ForeignMinistry,China-affiliated BRONZE UNION,,IOC_Mapping_File_Hasthags_Keywords,f2558213e3546903c3c4a61d05c6d604,IOC_Mapping_File_Hasthags_Keywords__f2558213e3546903c3c4a61d05c6d604
bronzebutler,China-affiliated BRONZE BUTLER,188349,FTO,China-affiliated BRONZE BUTLER,,IOC_Mapping_File_Hasthags_Keywords,3915e93cb796c4f16068447776429829,IOC_Mapping_File_Hasthags_Keywords__3915e93cb796c4f16068447776429829
bronzeunion,China-affiliated BRONZE UNION,188349,ForeignMinister,China-affiliated BRONZE UNION,,IOC_Mapping_File_Hasthags_Keywords,f2558213e3546903c3c4a61d05c6d604,IOC_Mapping_File_Hasthags_Keywords__f2558213e3546903c3c4a61d05c6d604
buckeye,China-affiliated Buckeye,188349,Wells,China-affiliated Buckeye,,IOC_Mapping_File_Hasthags_Keywords,8f89a3461de1cb3f1fa2b5b2dbb6da66,IOC_Mapping_File_Hasthags_Keywords__8f89a3461de1cb3f1fa2b5b2dbb6da66
buerloader,Buer loader,188368,FTO,Buer loader,,IOC_Mapping_File_Hasthags_Keywords,35f26aab9ee28fa3398478bae89fd109,IOC_Mapping_File_Hasthags_Keywords__35f26aab9ee28fa3398478bae89fd109
c0d0so0,China-affiliated C0d0so0,188349,ForeignMinistry,China-affiliated C0d0so0,,IOC_Mapping_File_Hasthags_Keywords,d5146490e5e31e5afd3ad5da49099959,IOC_Mapping_File_Hasthags_Keywords__d5146490e5e31e5afd3ad5da49099959
campoloader,Campo loader,188368,Wells,Campo loader,,IOC_Mapping_File_Hasthags_Keywords,e7581c54a1151c9cc8eacf4dc26087ac,IOC_Mapping_File_Hasthags_Keywords__e7581c54a1151c9cc8eacf4dc26087ac
carbanak,Carbanak,188349,Shipping,Carbanak,,IOC_Mapping_File_Hasthags_Keywords,e2c916d79cfbe44acc452225f64d1de3,IOC_Mapping_File_Hasthags_Keywords__e2c916d79cfbe44acc452225f64d1de3
carbon spider,Carbon Spider,188349,space,Carbon Spider,,IOC_Mapping_File_Hasthags_Keywords,d0f662ce9fb50ee83aa680d1e86dc183,IOC_Mapping_File_Hasthags_Keywords__d0f662ce9fb50ee83aa680d1e86dc183
carbonspider,Carbon Spider,188349,Keyphrase,Carbon Spider,,IOC_Mapping_File_Hasthags_Keywords,d0f662ce9fb50ee83aa680d1e86dc183,IOC_Mapping_File_Hasthags_Keywords__d0f662ce9fb50ee83aa680d1e86dc183
cerberus,Cerberus trojan,188368,space,Cerberus trojan,,IOC_Mapping_File_Hasthags_Keywords,71c64ed6dbf044c7d444825eb23e5733,IOC_Mapping_File_Hasthags_Keywords__71c64ed6dbf044c7d444825eb23e5733
chafer,China-affiliated Chafer,188349,ForeignMinister,China-affiliated Chafer,,IOC_Mapping_File_Hasthags_Keywords,eb3537ac79fc20902a6ba2fcb245807c,IOC_Mapping_File_Hasthags_Keywords__eb3537ac79fc20902a6ba2fcb245807c
charming kitten,Iran-affiliated Charming Kitten,188349,News,Iran-affiliated Charming Kitten,,IOC_Mapping_File_Hasthags_Keywords,d05f345e768408cd2b41415d25af2348,IOC_Mapping_File_Hasthags_Keywords__d05f345e768408cd2b41415d25af2348
charmingkitten,Iran-affiliated Charming Kitten,188349,News,Iran-affiliated Charming Kitten,,IOC_Mapping_File_Hasthags_Keywords,d05f345e768408cd2b41415d25af2348,IOC_Mapping_File_Hasthags_Keywords__d05f345e768408cd2b41415d25af2348
chinastrats,India-affiliated Chinastrats,188349,ForeignMinistry,India-affiliated Chinastrats,,IOC_Mapping_File_Hasthags_Keywords,44dccc589b94b4849a3458d01eb78af2,IOC_Mapping_File_Hasthags_Keywords__44dccc589b94b4849a3458d01eb78af2
cl0p,Clop ransomware,188366,News,Clop ransomware,,IOC_Mapping_File_Hasthags_Keywords,16da3d41c22df20d2cabf0c71ea60fe0,IOC_Mapping_File_Hasthags_Keywords__16da3d41c22df20d2cabf0c71ea60fe0
cleaver,Iran-affiliated Cleaver,188349,Keyphrase,Iran-affiliated Cleaver,,IOC_Mapping_File_Hasthags_Keywords,414a6b87cd6e669f7253851d314bb1a8,IOC_Mapping_File_Hasthags_Keywords__414a6b87cd6e669f7253851d314bb1a8
clipboard,Clipboard Cryptocurrency stealer,188368,Organization,Clipboard Cryptocurrency stealer,,IOC_Mapping_File_Hasthags_Keywords,b9c5b4d2be779d2c717c71c00db8c82c,IOC_Mapping_File_Hasthags_Keywords__b9c5b4d2be779d2c717c71c00db8c82c
clop,Clop ransomware,188366,DiplomaticFacilities,Clop ransomware,,IOC_Mapping_File_Hasthags_Keywords,16da3d41c22df20d2cabf0c71ea60fe0,IOC_Mapping_File_Hasthags_Keywords__16da3d41c22df20d2cabf0c71ea60fe0
cloud atlas,Cloud Atlas,188349,space,Cloud Atlas,,IOC_Mapping_File_Hasthags_Keywords,aecef915f01eb0d263e2152afc3326ce,IOC_Mapping_File_Hasthags_Keywords__aecef915f01eb0d263e2152afc3326ce
cloudatlas,Cloud Atlas,188349,Consulates,Cloud Atlas,,IOC_Mapping_File_Hasthags_Keywords,aecef915f01eb0d263e2152afc3326ce,IOC_Mapping_File_Hasthags_Keywords__aecef915f01eb0d263e2152afc3326ce
cobalt strike,Cobalt Strike,188368,Legislator,Cobalt Strike,,IOC_Mapping_File_Hasthags_Keywords,b05d79de4140955a6770c5835ed37ae7,IOC_Mapping_File_Hasthags_Keywords__b05d79de4140955a6770c5835ed37ae7
cobalt gang,Cobalt Gang,188349,Legislator,Cobalt Gang,,IOC_Mapping_File_Hasthags_Keywords,b4db5e7fd8f87373aa64157cd28b5929,IOC_Mapping_File_Hasthags_Keywords__b4db5e7fd8f87373aa64157cd28b5929
cobalt group,Cobalt Group,188349,FTO,Cobalt Group,,IOC_Mapping_File_Hasthags_Keywords,d10be45d9ae7e0d222849bac657966f9,IOC_Mapping_File_Hasthags_Keywords__d10be45d9ae7e0d222849bac657966f9
cobalt gypsy,Iran-affiliated Cobalt Gypsy,188349,Person,Iran-affiliated Cobalt Gypsy,,IOC_Mapping_File_Hasthags_Keywords,2c8f162e15ef7acfd522c460164a5d74,IOC_Mapping_File_Hasthags_Keywords__2c8f162e15ef7acfd522c460164a5d74
cobalt spider,Cobalt Spider,188349,IndustryTerm,Cobalt Spider,,IOC_Mapping_File_Hasthags_Keywords,a72352dc8577eb9a6400429d2e0fd39d,IOC_Mapping_File_Hasthags_Keywords__a72352dc8577eb9a6400429d2e0fd39d
cobaltdickens,Iran-affiliated Cobalt Dickens,188349,DiplomaticFacilities,Iran-affiliated Cobalt Dickens,,IOC_Mapping_File_Hasthags_Keywords,e9046d7c0b71557fd435db2f24793246,IOC_Mapping_File_Hasthags_Keywords__e9046d7c0b71557fd435db2f24793246
cobaltgang,Cobalt Gang,188349,DiplomaticFacilities,Cobalt Gang,,IOC_Mapping_File_Hasthags_Keywords,b4db5e7fd8f87373aa64157cd28b5929,IOC_Mapping_File_Hasthags_Keywords__b4db5e7fd8f87373aa64157cd28b5929
cobaltgroup,Cobalt Group,188349,IndustryTerm,Cobalt Group,,IOC_Mapping_File_Hasthags_Keywords,d10be45d9ae7e0d222849bac657966f9,IOC_Mapping_File_Hasthags_Keywords__d10be45d9ae7e0d222849bac657966f9
cobaltgypsy,Iran-affiliated Cobalt Gypsy,188349,Diplomat,Iran-affiliated Cobalt Gypsy,,IOC_Mapping_File_Hasthags_Keywords,2c8f162e15ef7acfd522c460164a5d74,IOC_Mapping_File_Hasthags_Keywords__2c8f162e15ef7acfd522c460164a5d74
cobaltspider,Cobalt Spider,188349,Shipping,Cobalt Spider,,IOC_Mapping_File_Hasthags_Keywords,a72352dc8577eb9a6400429d2e0fd39d,IOC_Mapping_File_Hasthags_Keywords__a72352dc8577eb9a6400429d2e0fd39d
cobaltstrike,Cobalt Strike,188368,FTO,Cobalt Strike,,IOC_Mapping_File_Hasthags_Keywords,b05d79de4140955a6770c5835ed37ae7,IOC_Mapping_File_Hasthags_Keywords__b05d79de4140955a6770c5835ed37ae7
cobralocker,Cobra Locker ransomware,188366,ForeignMinister,Cobra Locker ransomware,,IOC_Mapping_File_Hasthags_Keywords,394a8ffa9a8b84172aae6918863cd914,IOC_Mapping_File_Hasthags_Keywords__394a8ffa9a8b84172aae6918863cd914
codoso,China-affiliated Codoso,188349,FTO,China-affiliated Codoso,,IOC_Mapping_File_Hasthags_Keywords,dc0c8327363c888db54ba301426c4f3f,IOC_Mapping_File_Hasthags_Keywords__dc0c8327363c888db54ba301426c4f3f
codoso team,China-affiliated Codoso Team,188349,LegislativeCommittee,China-affiliated Codoso Team,,IOC_Mapping_File_Hasthags_Keywords,83bf14d17d9f6aa3c99a22ce40970619,IOC_Mapping_File_Hasthags_Keywords__83bf14d17d9f6aa3c99a22ce40970619
codosoteam,China-affiliated Codoso Team,188349,space,China-affiliated Codoso Team,,IOC_Mapping_File_Hasthags_Keywords,83bf14d17d9f6aa3c99a22ce40970619,IOC_Mapping_File_Hasthags_Keywords__83bf14d17d9f6aa3c99a22ce40970619
