german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,ss,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
neunhof,"Neunhof in Nuremberg, Germany",49.5237689,11.04731,2,,,,,,Organization,"Neunhof in Nuremberg, Germany",,german_fires_nuremberg_locations,80e40ba235b5f1fba9b795e09548fdc8,german_fires_nuremberg_locations__80e40ba235b5f1fba9b795e09548fdc8
pillenreuth,"Pillenreuth in Nuremberg, Germany",49.37904,11.0739885,2,,,,,,News,"Pillenreuth in Nuremberg, Germany",,german_fires_nuremberg_locations,1fde398aadf5ec9d623f0b02b02aa10a,german_fires_nuremberg_locations__1fde398aadf5ec9d623f0b02b02aa10a
reichelsdorf,"Reichelsdorf in Nuremberg, Germany",49.3811958,11.0316898,2,,,,,,DiplomaticFacilities,"Reichelsdorf in Nuremberg, Germany",,german_fires_nuremberg_locations,6e6b3a7830e77af161f5a3d21cdf6982,german_fires_nuremberg_locations__6e6b3a7830e77af161f5a3d21cdf6982
rothenbach,"Rothenbach in Nuremberg, Germany",49.4159978,11.0374699,2,,,,,,Organization,"Rothenbach in Nuremberg, Germany",,german_fires_nuremberg_locations,8f9a8e677fc4396a32905af9407df3ef,german_fires_nuremberg_locations__8f9a8e677fc4396a32905af9407df3ef
schafhof,"Schafhof in Nuremberg, Germany",49.4801802,11.1251765,2,,,,,,AAEntity,"Schafhof in Nuremberg, Germany",,german_fires_nuremberg_locations,65e50ccdf0a907b4c450deab7dab818b,german_fires_nuremberg_locations__65e50ccdf0a907b4c450deab7dab818b
schnepfenreuth,"Schnepfenreuth in Nuremberg, Germany",49.4780162,11.0603313,2,,,,,,News,"Schnepfenreuth in Nuremberg, Germany",,german_fires_nuremberg_locations,a7efb18b55ce6f9dde9d31b4b52ba5d6,german_fires_nuremberg_locations__a7efb18b55ce6f9dde9d31b4b52ba5d6
schniegling,"Schniegling in Nuremberg, Germany",49.4702825,11.0278815,2,,,,,,Diplomat,"Schniegling in Nuremberg, Germany",,german_fires_nuremberg_locations,826deba147d186beecdb41258a9ba5fb,german_fires_nuremberg_locations__826deba147d186beecdb41258a9ba5fb
schweinau,"Schweinau in Nuremberg, Germany",49.4321218,11.0501076,2,,,,,,Pipeline,"Schweinau in Nuremberg, Germany",,german_fires_nuremberg_locations,7bd1a653e7084b1ecf32adb24b826537,german_fires_nuremberg_locations__7bd1a653e7084b1ecf32adb24b826537
st. johannis,"St. Johannis in Nuremberg, Germany",49.4584024,11.065778,2,,,,,,Refinery,"St. Johannis in Nuremberg, Germany",,german_fires_nuremberg_locations,75e04e02c7c5ed4e6a0441cceaac4072,german_fires_nuremberg_locations__75e04e02c7c5ed4e6a0441cceaac4072
st. leonhard,"St. Leonhard in Nuremberg, Germany",49.4398698,11.0497806,2,,,,,,DiplomaticFacilities,"St. Leonhard in Nuremberg, Germany",,german_fires_nuremberg_locations,95288dc9487a1746f42e2603e949d89f,german_fires_nuremberg_locations__95288dc9487a1746f42e2603e949d89f
st. peter,"St. Peter in Nuremberg, Germany",49.445633,11.0953627,2,,,,,,Consulates,"St. Peter in Nuremberg, Germany",,german_fires_nuremberg_locations,982ef0f432bac961551ec6bb118db0f7,german_fires_nuremberg_locations__982ef0f432bac961551ec6bb118db0f7
steinbuhl,"Steinbuhl in Nuremberg, Germany",49.4404553,11.0703572,2,,,,,,FTO,"Steinbuhl in Nuremberg, Germany",,german_fires_nuremberg_locations,48c598a3de10d8b229576a68ed5c34f3,german_fires_nuremberg_locations__48c598a3de10d8b229576a68ed5c34f3
thon,"Thon in Nuremberg, Germany",49.4802931,11.0708667,2,,,,,,DiplomaticFacilities,"Thon in Nuremberg, Germany",,german_fires_nuremberg_locations,bbfed6c07a8ab20f7fddf2355f490fe3,german_fires_nuremberg_locations__bbfed6c07a8ab20f7fddf2355f490fe3
weiherhaus,"Weiherhaus in Nuremberg, Germany",49.3756308,11.0733985,2,,,,,,FTO,"Weiherhaus in Nuremberg, Germany",,german_fires_nuremberg_locations,a2dfe449c0b79f238943a974a5ea8be1,german_fires_nuremberg_locations__a2dfe449c0b79f238943a974a5ea8be1
wetzendorf,"Wetzendorf in Nuremberg, Germany",49.4744336,11.0515744,2,,,,,,Refinery,"Wetzendorf in Nuremberg, Germany",,german_fires_nuremberg_locations,3f1f43cf3005c0003d53238db2b6bbe9,german_fires_nuremberg_locations__3f1f43cf3005c0003d53238db2b6bbe9
wohrd,"Wohrd in Nuremberg, Germany",49.4547943,11.09317,2,,,,,,Legislator,"Wohrd in Nuremberg, Germany",,german_fires_nuremberg_locations,a8ef923392f71501b6ae384729753275,german_fires_nuremberg_locations__a8ef923392f71501b6ae384729753275
zerzabelshof,"Zerzabelshof in Nuremberg, Germany",49.4372321,11.130154,2,,,,,,Keyphrase,"Zerzabelshof in Nuremberg, Germany",,german_fires_nuremberg_locations,d6208343abc61f905cf2dc14980be03d,german_fires_nuremberg_locations__d6208343abc61f905cf2dc14980be03d
ziegelstein,"Ziegelstein in Nuremberg, Germany",49.4864086,11.11406,2,,,,,,Wells,"Ziegelstein in Nuremberg, Germany",,german_fires_nuremberg_locations,89ac70d5f8c192e73f1d3cb5f1ffc54a,german_fires_nuremberg_locations__89ac70d5f8c192e73f1d3cb5f1ffc54a
aachener strasse,"Aachener strasseasse in Nuremberg, Germany",49.4682636,11.058301,1,,,,,,DiplomaticFacilities,"Aachener strasseasse in Nuremberg, Germany",,german_fires_nuremberg_locations,531e670f5225616097e81b601e40cbe2,german_fires_nuremberg_locations__531e670f5225616097e81b601e40cbe2
aalener strasse,"Aalener strasse in Nuremberg, Germany",49.4249449,11.0441479,1,,,,,,ForeignMinistry,"Aalener strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,7bab037cac9cfc5f5c85835a2a53fa62,german_fires_nuremberg_locations__7bab037cac9cfc5f5c85835a2a53fa62
abenberger strasse,"Abenberger strasse in Nuremberg, Germany",49.4057265,11.0376108,1,,,,,,Person,"Abenberger strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,6e96f8a7d5332088a0baf10c5706bc71,german_fires_nuremberg_locations__6e96f8a7d5332088a0baf10c5706bc71
abendgasse,"Abendgasse in Nuremberg, Germany",49.4011257,11.0356746,1,,,,,,Pipeline,"Abendgasse in Nuremberg, Germany",,german_fires_nuremberg_locations,505d254839c8f5d80a1e075f50e9513b,german_fires_nuremberg_locations__505d254839c8f5d80a1e075f50e9513b
achahildisweg,"Achahildisweg in Nuremberg, Germany",49.3932786,11.1750322,1,,,,,,Shipping,"Achahildisweg in Nuremberg, Germany",,german_fires_nuremberg_locations,8a6a7bf548881121a7a88684e3247ed3,german_fires_nuremberg_locations__8a6a7bf548881121a7a88684e3247ed3
ackerstrasse,"Ackerstrasse in Nuremberg, Germany",49.4403617,11.0648986,1,,,,,,News,"Ackerstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,b75e5abc923bee13a2c1f0f80fcb7ede,german_fires_nuremberg_locations__b75e5abc923bee13a2c1f0f80fcb7ede
adalbert-stifter-strasse,"Adalbert-Stifter-strasse in Nuremberg, Germany",49.4412754,11.128998,1,,,,,,Refinery,"Adalbert-Stifter-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,af53ed4fbf3bc1a878a3b1ce1ca6fca7,german_fires_nuremberg_locations__af53ed4fbf3bc1a878a3b1ce1ca6fca7
adalbertstrasse,"Adalbertstrasse in Nuremberg, Germany",49.428372,11.0423914,1,,,,,,Refinery,"Adalbertstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,17b26bad83fcdc76ba0a6a4ded2d00e1,german_fires_nuremberg_locations__17b26bad83fcdc76ba0a6a4ded2d00e1
adam-kraft-strasse,"Adam-Kraft-strasse in Nuremberg, Germany",49.4600629,11.0648632,1,,,,,,Organization,"Adam-Kraft-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,bd5405b4648ec18c30a657a370831919,german_fires_nuremberg_locations__bd5405b4648ec18c30a657a370831919
adamstrasse,"Adamstrasse in Nuremberg, Germany",49.4604299,11.0976333,1,,,,,,Diplomat,"Adamstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,ac28c2e10bc8241c79e4e7f8f6c8edf9,german_fires_nuremberg_locations__ac28c2e10bc8241c79e4e7f8f6c8edf9
adelgundenstrasse,"Adelgundenstrasse in Nuremberg, Germany",49.4619814,11.0528338,1,,,,,,Legislator,"Adelgundenstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,cca616d2c7bb288c92cd37af79412ac5,german_fires_nuremberg_locations__cca616d2c7bb288c92cd37af79412ac5
adlerstrasse,"Adlerstrasse in Nuremberg, Germany",49.4518938,11.0759855,1,,,,,,Pipeline,"Adlerstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,0368bb74e73c96f8ce7ac6ddbf8dfd9e,german_fires_nuremberg_locations__0368bb74e73c96f8ce7ac6ddbf8dfd9e
adolf-braun-strasse,"Adolf-Braun-strasse in Nuremberg, Germany",49.4642081,11.025228,1,,,,,,Refinery,"Adolf-Braun-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,f96fc4275001782b3e91493d9e79c437,german_fires_nuremberg_locations__f96fc4275001782b3e91493d9e79c437
adolf-v.-harless-strasse.,"Adolf-v.-Harless-strasse. in Nuremberg, Germany",49.5333129,11.0133141,1,,,,,,Pipeline,"Adolf-v.-Harless-strasse. in Nuremberg, Germany",,german_fires_nuremberg_locations,6283d187d439f43ef68246f2a8666f2c,german_fires_nuremberg_locations__6283d187d439f43ef68246f2a8666f2c
agnesgasse,"Agnesgasse in Nuremberg, Germany",49.4561484,11.0748309,1,,,,,,space,"Agnesgasse in Nuremberg, Germany",,german_fires_nuremberg_locations,e5029e7d11961ef205b5dcb98b8bec73,german_fires_nuremberg_locations__e5029e7d11961ef205b5dcb98b8bec73
agnes-gerlach-ring,"Agnes-Gerlach-Ring in Nuremberg, Germany",49.3543707,11.061548,1,,,,,,Diplomat,"Agnes-Gerlach-Ring in Nuremberg, Germany",,german_fires_nuremberg_locations,daf75e23abee5562cb4eee00d7f9d4ec,german_fires_nuremberg_locations__daf75e23abee5562cb4eee00d7f9d4ec
ahornstrasse,"Ahornstrasse in Nuremberg, Germany",49.4099283,11.038354,1,,,,,,ForeignMinistry,"Ahornstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,f0dea72732e2ad06070e28941b3d6206,german_fires_nuremberg_locations__f0dea72732e2ad06070e28941b3d6206
aichacher strasse,"Aichacher strasse in Nuremberg, Germany",49.3689711,11.0737765,1,,,,,,Consulates,"Aichacher strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,051e994ce59cc92f102a921a983dc65c,german_fires_nuremberg_locations__051e994ce59cc92f102a921a983dc65c
ailsbachweg,"Ailsbachweg in Nuremberg, Germany",49.4308813,11.0120878,1,,,,,,Pipeline,"Ailsbachweg in Nuremberg, Germany",,german_fires_nuremberg_locations,80884e7e3085bc862083143e59da1f1d,german_fires_nuremberg_locations__80884e7e3085bc862083143e59da1f1d
aischweg,"Aischweg in Nuremberg, Germany",49.431282,11.0111929,1,,,,,,Exec,"Aischweg in Nuremberg, Germany",,german_fires_nuremberg_locations,8a8c1cd3c8f0f44a24c5ffb96f4654c3,german_fires_nuremberg_locations__8a8c1cd3c8f0f44a24c5ffb96f4654c3
ajtoschstrasse,"Ajtoschstrasse in Nuremberg, Germany",49.433405,11.084091,1,,,,,,Diplomat,"Ajtoschstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,fe64a428612a1c498cf2c0d552e83276,german_fires_nuremberg_locations__fe64a428612a1c498cf2c0d552e83276
akeleiweg,"Akeleiweg in Nuremberg, Germany",49.418525,11.0599834,1,,,,,,Wells,"Akeleiweg in Nuremberg, Germany",,german_fires_nuremberg_locations,3ee6594a8d38a15cea62c439c4b8b9a6,german_fires_nuremberg_locations__3ee6594a8d38a15cea62c439c4b8b9a6
alberichstrasse,"Alberichstrasse in Nuremberg, Germany",49.4394519,11.0990242,1,,,,,,Shipping,"Alberichstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,31d67177cfb231abef6c178b3de85b54,german_fires_nuremberg_locations__31d67177cfb231abef6c178b3de85b54
albert-ortmann-strasse,"Albert-Ortmann-strasse in Nuremberg, Germany",49.4790142,11.0534182,1,,,,,,Shipping,"Albert-Ortmann-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,81822c44d4abe2f829fd8e3c2aea229d,german_fires_nuremberg_locations__81822c44d4abe2f829fd8e3c2aea229d
albert-rosenfelder-strasse,"Albert-Rosenfelder-strasse in Nuremberg, Germany",49.4169825,11.0427897,1,,,,,,Legislator,"Albert-Rosenfelder-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,990d1727cad5e180a46da42ea87245d5,german_fires_nuremberg_locations__990d1727cad5e180a46da42ea87245d5
albert-schweitzer-strasse,"Albert-Schweitzer-strasse in Nuremberg, Germany",49.3635388,11.053306,1,,,,,,Organization,"Albert-Schweitzer-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,769739a103e276200e5f77ebe667624b,german_fires_nuremberg_locations__769739a103e276200e5f77ebe667624b
albertstrasse,"Albertstrasse in Nuremberg, Germany",49.4466062,11.1039883,1,,,,,,space,"Albertstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,3eb1ad96ed2d3d852d316c6c30e5b9aa,german_fires_nuremberg_locations__3eb1ad96ed2d3d852d316c6c30e5b9aa
albrecht-achilles-strasse,"Albrecht-Achilles-strasse in Nuremberg, Germany",49.3744707,11.0748189,1,,,,,,Media,"Albrecht-Achilles-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,1a86394de2b61b75fec90bcbee59fa36,german_fires_nuremberg_locations__1a86394de2b61b75fec90bcbee59fa36
albrecht-durer-platz,"Albrecht-Durer-Platz in Nuremberg, Germany",49.4561511,11.0758831,1,,,,,,FTO,"Albrecht-Durer-Platz in Nuremberg, Germany",,german_fires_nuremberg_locations,015303d90c76d614bdd4b7559fba2a40,german_fires_nuremberg_locations__015303d90c76d614bdd4b7559fba2a40
albrecht-durer-strasse,"Albrecht-Durer-strasse in Nuremberg, Germany",49.4564323,11.0742105,1,,,,,,Wells,"Albrecht-Durer-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,7f37fd979ea6041a4f58ff30340f19aa,german_fires_nuremberg_locations__7f37fd979ea6041a4f58ff30340f19aa
albrecht-thaer-strasse,"Albrecht-Thaer-strasse in Nuremberg, Germany",49.4160353,11.0279086,1,,,,,,Shipping,"Albrecht-Thaer-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,562ecd70ac94db1f41269f0d044dce20,german_fires_nuremberg_locations__562ecd70ac94db1f41269f0d044dce20
aldringenstrasse,"Aldringenstrasse in Nuremberg, Germany",49.37395,11.019601,1,,,,,,Organization,"Aldringenstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,7e34fc4b09c32a9a35222fdc85a796e7,german_fires_nuremberg_locations__7e34fc4b09c32a9a35222fdc85a796e7
alexanderstrasse,"Alexanderstrasse in Nuremberg, Germany",49.4412837,11.0771968,1,,,,,,AAEntity,"Alexanderstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,83b5f7ac4e9e5434f401882f1cc252c9,german_fires_nuremberg_locations__83b5f7ac4e9e5434f401882f1cc252c9
alfelder weg,"Alfelder Weg in Nuremberg, Germany",49.4640753,11.1428923,1,,,,,,LegislativeCommittee,"Alfelder Weg in Nuremberg, Germany",,german_fires_nuremberg_locations,54161ac9001f4fac48fe648295dd4fe5,german_fires_nuremberg_locations__54161ac9001f4fac48fe648295dd4fe5
alfons-stauder-strasse,"Alfons-Stauder-strasse in Nuremberg, Germany",49.3645365,11.0571871,1,,,,,,Shipping,"Alfons-Stauder-strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,2b776d708088397f50332049e9b2362e,german_fires_nuremberg_locations__2b776d708088397f50332049e9b2362e
alfonsstrasse,"Alfonsstrasse in Nuremberg, Germany",49.4277529,11.0424207,1,,,,,,Refinery,"Alfonsstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,a7fc1f64e406def262fe83a5dfb5ef5d,german_fires_nuremberg_locations__a7fc1f64e406def262fe83a5dfb5ef5d
alfred-graf-weg,"Alfred-Graf-Weg in Nuremberg, Germany",49.4146341,11.1356731,1,,,,,,AAEntity,"Alfred-Graf-Weg in Nuremberg, Germany",,german_fires_nuremberg_locations,ad564a208a0d0c057c0fa99f387a64c8,german_fires_nuremberg_locations__ad564a208a0d0c057c0fa99f387a64c8
alfredstrasse,"Alfredstrasse in Nuremberg, Germany",49.4559684,11.0128446,1,,,,,,ForeignMinistry,"Alfredstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,32c896aa06aac2f266ddfc4b09776140,german_fires_nuremberg_locations__32c896aa06aac2f266ddfc4b09776140
almoshofer hauptstrasse,"Almoshofer Hauptstrasse in Nuremberg, Germany",49.4892632,11.0645249,1,,,,,,space,"Almoshofer Hauptstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,ee8168ef1f817a996d5cddfd953e6ef6,german_fires_nuremberg_locations__ee8168ef1f817a996d5cddfd953e6ef6
alpenrosenweg,"Alpenrosenweg in Nuremberg, Germany",49.4163883,11.0606534,1,,,,,,Refinery,"Alpenrosenweg in Nuremberg, Germany",,german_fires_nuremberg_locations,e04dbaac90c8107d3964d853d1fc27e2,german_fires_nuremberg_locations__e04dbaac90c8107d3964d853d1fc27e2
alsterstrasse,"Alsterstrasse in Nuremberg, Germany",49.3609677,11.0544319,1,,,,,,Shipping,"Alsterstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,7076c13ebd70170aebefe78e36ee78f7,german_fires_nuremberg_locations__7076c13ebd70170aebefe78e36ee78f7
altdorfer strasse,"Altdorfer strasse in Nuremberg, Germany",49.4531094,11.1191189,1,,,,,,LegislativeCommittee,"Altdorfer strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,5cbdf15217ab9cc259e610759bb29a01,german_fires_nuremberg_locations__5cbdf15217ab9cc259e610759bb29a01
alte parlerstrasse,"Alte Parlerstrasse in Nuremberg, Germany",49.4703318,11.0426871,1,,,,,,FTO,"Alte Parlerstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,dae8c80d966e3a6b5a87ac2cacf1b4a0,german_fires_nuremberg_locations__dae8c80d966e3a6b5a87ac2cacf1b4a0
alte strasse,"Alte strasse in Nuremberg, Germany",49.4037597,11.0338478,1,,,,,,Media,"Alte strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,0c5fd661a8feddd68be9f7a27cf35292,german_fires_nuremberg_locations__0c5fd661a8feddd68be9f7a27cf35292
alte wallensteinstrasse,"Alte Wallensteinstrasse in Nuremberg, Germany",49.4344229,11.0214188,1,,,,,,Keyphrase,"Alte Wallensteinstrasse in Nuremberg, Germany",,german_fires_nuremberg_locations,bd71577eeb9c75fa674b72cabe97d003,german_fires_nuremberg_locations__bd71577eeb9c75fa674b72cabe97d003
altenberger strasse,"Altenberger strasse in Nuremberg, Germany",49.4414449,11.0084299,1,,,,,,Shipping,"Altenberger strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,359d82cfa519fa6e1c340bc921f7b7f1,german_fires_nuremberg_locations__359d82cfa519fa6e1c340bc921f7b7f1
altenfurter strasse,"Altenfurter strasse in Nuremberg, Germany",49.4054097,11.1744245,1,,,,,,Media,"Altenfurter strasse in Nuremberg, Germany",,german_fires_nuremberg_locations,c459640c73ef82bff2a9555de30c7913,german_fires_nuremberg_locations__c459640c73ef82bff2a9555de30c7913
altmuhlweg,"Altmuhlweg in Nuremberg, Germany",49.3863674,11.0372853,1,,,,,,LegislativeCommittee,"Altmuhlweg in Nuremberg, Germany",,german_fires_nuremberg_locations,e9fa31098c7a9fb7295ad72f2adb1059,german_fires_nuremberg_locations__e9fa31098c7a9fb7295ad72f2adb1059
