keyword,guid,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
adobe,aea069334333a347c1433a9a8c0ff7c2,Adobe,Organization,Adobe,,company_to_guid_court_listener,71f698950c9cdadc3d19bb7411177a78,company_to_guid_court_listener__71f698950c9cdadc3d19bb7411177a78
adp,df173000fb604482fc07d7f0d82d1e08,df173000fb604482fc07d7f0d82d1e08,CompanyKeyword,df173000fb604482fc07d7f0d82d1e08,,company_to_guid_court_listener,6d9eb1b5c08eea5fc3151aca5edcb6cb,company_to_guid_court_listener__6d9eb1b5c08eea5fc3151aca5edcb6cb
advance auto parts,ed08dbd0692173ac9a5c41ccafe27878,ed08dbd0692173ac9a5c41ccafe27878,LegislativeCommittee,ed08dbd0692173ac9a5c41ccafe27878,,company_to_guid_court_listener,410523ff04a720de7a529745a30a61a2,company_to_guid_court_listener__410523ff04a720de7a529745a30a61a2
advance publications,d7687a14f8ce222fc304a29797d136c4,d7687a14f8ce222fc304a29797d136c4,AAEntity,d7687a14f8ce222fc304a29797d136c4,,company_to_guid_court_listener,30a1b41200f5fd0e5af7d4d164a641b8,company_to_guid_court_listener__30a1b41200f5fd0e5af7d4d164a641b8
aeg,b0b26c60674376cc026db435114dc253,b0b26c60674376cc026db435114dc253,Consulates,b0b26c60674376cc026db435114dc253,,company_to_guid_court_listener,d0ade15116e4f0ff29338fe3eef430ed,company_to_guid_court_listener__d0ade15116e4f0ff29338fe3eef430ed
aeromexico,e033d1d90ea50a530861ef856078d85b,e033d1d90ea50a530861ef856078d85b,News,e033d1d90ea50a530861ef856078d85b,,company_to_guid_court_listener,40c87939d2e1a8145918ac3800581894,company_to_guid_court_listener__40c87939d2e1a8145918ac3800581894
aetna,ade4c68cba85e3beb73a3413c0888b7d,480b1d303f9e1e9b2d443e70ac8d14b3,Shipping,480b1d303f9e1e9b2d443e70ac8d14b3,,company_to_guid_court_listener,ed3fbe6213ecb691ba8a72652412a0cb,company_to_guid_court_listener__ed3fbe6213ecb691ba8a72652412a0cb
aflac,5367c43b852ae374e6076d251c5d52d5,5367c43b852ae374e6076d251c5d52d5,News,5367c43b852ae374e6076d251c5d52d5,,company_to_guid_court_listener,ca1ffdea351c8cae66336c642d1405c8,company_to_guid_court_listener__ca1ffdea351c8cae66336c642d1405c8
ahold delhaize,425b8eee0e7dc8faa8e649beb4ae2ae4,425b8eee0e7dc8faa8e649beb4ae2ae4,Diplomat,425b8eee0e7dc8faa8e649beb4ae2ae4,,company_to_guid_court_listener,e8fb5ecf338c871c96d1cba44d1a77d8,company_to_guid_court_listener__e8fb5ecf338c871c96d1cba44d1a77d8
aig,2d443968d5d9c9665e5755709346d6b9,AIG,Legislator,AIG,,company_to_guid_court_listener,0036410956c8428ae91c6092045edb5f,company_to_guid_court_listener__0036410956c8428ae91c6092045edb5f
aig global security,2d443968d5d9c9665e5755709346d6b9,2d443968d5d9c9665e5755709346d6b9,Legislator,2d443968d5d9c9665e5755709346d6b9,,company_to_guid_court_listener,c1d22ac22cb8653d071b0c58160ca591,company_to_guid_court_listener__c1d22ac22cb8653d071b0c58160ca591
air canada,e2437347300ecc96b6855502ea951918,e2437347300ecc96b6855502ea951918,Keyphrase,e2437347300ecc96b6855502ea951918,,company_to_guid_court_listener,03aa8001397fdd37c0438dca6980c1f1,company_to_guid_court_listener__03aa8001397fdd37c0438dca6980c1f1
air new zealand,f94614ad75d52350d3bba59afc450cd1,f94614ad75d52350d3bba59afc450cd1,LegislativeCommittee,f94614ad75d52350d3bba59afc450cd1,,company_to_guid_court_listener,7427fa345dc1d6bfcd083a58efaea246,company_to_guid_court_listener__7427fa345dc1d6bfcd083a58efaea246
airbnb,549f9e87cdd69547c3f20392345a00b5,549f9e87cdd69547c3f20392345a00b5,Keyphrase,549f9e87cdd69547c3f20392345a00b5,,company_to_guid_court_listener,f7d3400aa661494849479434e9e95e9e,company_to_guid_court_listener__f7d3400aa661494849479434e9e95e9e
airbus,252db0d6399cb907417e6bc9b56042d5,252db0d6399cb907417e6bc9b56042d5,AAEntity,252db0d6399cb907417e6bc9b56042d5,,company_to_guid_court_listener,f7b3a93f7546a27261c93016ec3f4371,company_to_guid_court_listener__f7b3a93f7546a27261c93016ec3f4371
alaska airlines,b0f8c459eef3e7bdb07610abf2424682,b0f8c459eef3e7bdb07610abf2424682,Refinery,b0f8c459eef3e7bdb07610abf2424682,,company_to_guid_court_listener,d1de7a699a6b9b015cb62b10a4417914,company_to_guid_court_listener__d1de7a699a6b9b015cb62b10a4417914
albertsons companies,949eebc349bda3ce68cb04fe43baa843,Albertsons Companies,CompanyKeyword,Albertsons Companies,,company_to_guid_court_listener,4bf8b914e0c245e54457e0639335495f,company_to_guid_court_listener__4bf8b914e0c245e54457e0639335495f
alcoa,912c7f4c962b842002462c097711a224,912c7f4c962b842002462c097711a224,Pipeline,912c7f4c962b842002462c097711a224,,company_to_guid_court_listener,39f99836b26b130985322cb6b8c0e630,company_to_guid_court_listener__39f99836b26b130985322cb6b8c0e630
allegiant air,6cff2051b567eae22c4b7eacd9b63cab,6cff2051b567eae22c4b7eacd9b63cab,Wells,6cff2051b567eae22c4b7eacd9b63cab,,company_to_guid_court_listener,54377afe3aeedc24720f76fed655bccc,company_to_guid_court_listener__54377afe3aeedc24720f76fed655bccc
allergan,7617854c31f0ae2f268b73a8666f22c4,7617854c31f0ae2f268b73a8666f22c4,Consulates,7617854c31f0ae2f268b73a8666f22c4,,company_to_guid_court_listener,6e0434760a063e9395944c0401df53eb,company_to_guid_court_listener__6e0434760a063e9395944c0401df53eb
allstate,f67f3048e18d4885872c548f1f16cf93,f67f3048e18d4885872c548f1f16cf93,Shipping,f67f3048e18d4885872c548f1f16cf93,,company_to_guid_court_listener,8e9e18e6532c748de7cd77f371157532,company_to_guid_court_listener__8e9e18e6532c748de7cd77f371157532
ally financial,dd4bc800f9a4c4d6659f7f7818d8c45d,dd4bc800f9a4c4d6659f7f7818d8c45d,Diplomat,dd4bc800f9a4c4d6659f7f7818d8c45d,,company_to_guid_court_listener,dafc264a224661f2cd0bea8ffe5eefe7,company_to_guid_court_listener__dafc264a224661f2cd0bea8ffe5eefe7
alphabet,69bb2b0e88234d04213412ad72e44ee5,69bb2b0e88234d04213412ad72e44ee5,Legislator,69bb2b0e88234d04213412ad72e44ee5,,company_to_guid_court_listener,b175f2fe00658fca9c88551cbe16bfa6,company_to_guid_court_listener__b175f2fe00658fca9c88551cbe16bfa6
altria,7826d229e1d1df2085a3014e49e3127b,7826d229e1d1df2085a3014e49e3127b,ForeignMinistry,7826d229e1d1df2085a3014e49e3127b,,company_to_guid_court_listener,3256d746f8568a3ca67a56c058ff1e33,company_to_guid_court_listener__3256d746f8568a3ca67a56c058ff1e33
amazon emea/apac,32ec5fc746a720416749e18927068772,Amazon,News,Amazon,,company_to_guid_court_listener,b3b3a6ac74ecbd56bcdbefa4799fb9df,company_to_guid_court_listener__b3b3a6ac74ecbd56bcdbefa4799fb9df
amazon.com,32ec5fc746a720416749e18927068772,Amazon,Consulates,Amazon,,company_to_guid_court_listener,b3b3a6ac74ecbd56bcdbefa4799fb9df,company_to_guid_court_listener__b3b3a6ac74ecbd56bcdbefa4799fb9df
amazon.com inc. global risk management,32ec5fc746a720416749e18927068772,Amazon,Wells,Amazon,,company_to_guid_court_listener,b3b3a6ac74ecbd56bcdbefa4799fb9df,company_to_guid_court_listener__b3b3a6ac74ecbd56bcdbefa4799fb9df
amc,0a055ff50c220beaed96b10728337ad1,AMC Theatres,Refinery,AMC Theatres,,company_to_guid_court_listener,fd785a45c257e764af1b24c39bc17060,company_to_guid_court_listener__fd785a45c257e764af1b24c39bc17060
american airlines,4c0cfa29b24e5fb16b526d401bf15d77,4c0cfa29b24e5fb16b526d401bf15d77,space,4c0cfa29b24e5fb16b526d401bf15d77,,company_to_guid_court_listener,0955e6727f6b1f04ef5915dea048a58e,company_to_guid_court_listener__0955e6727f6b1f04ef5915dea048a58e
american automobile association,714fe17307dbbe1ae79914dadfd53840,714fe17307dbbe1ae79914dadfd53840,Consulates,714fe17307dbbe1ae79914dadfd53840,,company_to_guid_court_listener,ea0423a3787879d9be750cd5b7a78e3d,company_to_guid_court_listener__ea0423a3787879d9be750cd5b7a78e3d
american eagle,bf80711117769366ce7df6052553058d,bf80711117769366ce7df6052553058d,Shipping,bf80711117769366ce7df6052553058d,,company_to_guid_court_listener,ad09dceccb90ddc5b441d21480361ebd,company_to_guid_court_listener__ad09dceccb90ddc5b441d21480361ebd
american electric power,41a6ce85ffd66124357de8ba23e871ba,41a6ce85ffd66124357de8ba23e871ba,DiplomaticFacilities,41a6ce85ffd66124357de8ba23e871ba,,company_to_guid_court_listener,463b41026954b58bd80ae4aa0b56f66f,company_to_guid_court_listener__463b41026954b58bd80ae4aa0b56f66f
american family mutual insurance,fdc3e96f0a360abb82fed0dce7b692e2,fdc3e96f0a360abb82fed0dce7b692e2,Media,fdc3e96f0a360abb82fed0dce7b692e2,,company_to_guid_court_listener,8956121b30d494259d921ced7f19a673,company_to_guid_court_listener__8956121b30d494259d921ced7f19a673
american tire distributors,3d2e6a68ae53c746ea24818e6bb41d58,3d2e6a68ae53c746ea24818e6bb41d58,Person,3d2e6a68ae53c746ea24818e6bb41d58,,company_to_guid_court_listener,74950703fb35c744566a990f350de02d,company_to_guid_court_listener__74950703fb35c744566a990f350de02d
amgen,cbbf605ac8c153dab40ee70a8371ed1b,cbbf605ac8c153dab40ee70a8371ed1b,Keyphrase,cbbf605ac8c153dab40ee70a8371ed1b,,company_to_guid_court_listener,627a7033c73cae000f9db4ca7c9a3a7d,company_to_guid_court_listener__627a7033c73cae000f9db4ca7c9a3a7d
amway,4cb310f7f256031ffef0b6d7b11221b2,4cb310f7f256031ffef0b6d7b11221b2,Diplomat,4cb310f7f256031ffef0b6d7b11221b2,,company_to_guid_court_listener,8694ea4a4dbbd8698aaaaaf8465a154f,company_to_guid_court_listener__8694ea4a4dbbd8698aaaaaf8465a154f
anheuser busch,7d9d8bbe6e337fc82010de3b67a3d5a1,7d9d8bbe6e337fc82010de3b67a3d5a1,space,7d9d8bbe6e337fc82010de3b67a3d5a1,,company_to_guid_court_listener,92280f0c0c4ecfef7c0eded4e7b155b4,company_to_guid_court_listener__92280f0c0c4ecfef7c0eded4e7b155b4
anheuser-busch,7d9d8bbe6e337fc82010de3b67a3d5a1,7d9d8bbe6e337fc82010de3b67a3d5a1,Organization,7d9d8bbe6e337fc82010de3b67a3d5a1,,company_to_guid_court_listener,92280f0c0c4ecfef7c0eded4e7b155b4,company_to_guid_court_listener__92280f0c0c4ecfef7c0eded4e7b155b4
anheuserbusch,7d9d8bbe6e337fc82010de3b67a3d5a1,7d9d8bbe6e337fc82010de3b67a3d5a1,space,7d9d8bbe6e337fc82010de3b67a3d5a1,,company_to_guid_court_listener,92280f0c0c4ecfef7c0eded4e7b155b4,company_to_guid_court_listener__92280f0c0c4ecfef7c0eded4e7b155b4
anz bank,0363c8711ca6883c7d1c908520210f61,0363c8711ca6883c7d1c908520210f61,Diplomat,0363c8711ca6883c7d1c908520210f61,,company_to_guid_court_listener,b6941655a604b873a2e26642d09a33c3,company_to_guid_court_listener__b6941655a604b873a2e26642d09a33c3
apple inc.,2adac6e9b077021a8c4e5de1a3aa057b,Apple,ForeignMinistry,Apple,,company_to_guid_court_listener,9f6290f4436e5a2351f12e03b6433c3c,company_to_guid_court_listener__9f6290f4436e5a2351f12e03b6433c3c
apple strategic corporate communications,2adac6e9b077021a8c4e5de1a3aa057b,Apple,Wells,Apple,,company_to_guid_court_listener,9f6290f4436e5a2351f12e03b6433c3c,company_to_guid_court_listener__9f6290f4436e5a2351f12e03b6433c3c
apple strategic crisis management,2adac6e9b077021a8c4e5de1a3aa057b,Apple,LegislativeCommittee,Apple,,company_to_guid_court_listener,9f6290f4436e5a2351f12e03b6433c3c,company_to_guid_court_listener__9f6290f4436e5a2351f12e03b6433c3c
"apple, inc",2adac6e9b077021a8c4e5de1a3aa057b,Apple,LegislativeCommittee,Apple,,company_to_guid_court_listener,9f6290f4436e5a2351f12e03b6433c3c,company_to_guid_court_listener__9f6290f4436e5a2351f12e03b6433c3c
aramark,6f7df3ef97b14637087f04a1972e86b3,6f7df3ef97b14637087f04a1972e86b3,ForeignMinister,6f7df3ef97b14637087f04a1972e86b3,,company_to_guid_court_listener,0e0a863ad319d20895d3548ff89cc9c4,company_to_guid_court_listener__0e0a863ad319d20895d3548ff89cc9c4
archer daniels midland company,b77236a889ac01314f318337ee2f9524,b77236a889ac01314f318337ee2f9524,Person,b77236a889ac01314f318337ee2f9524,,company_to_guid_court_listener,e9b3b48d26e0e8861663b16a1aa9c63b,company_to_guid_court_listener__e9b3b48d26e0e8861663b16a1aa9c63b
ascension,db9a31ac0ce81817fb5684b4094bd8c4,db9a31ac0ce81817fb5684b4094bd8c4,Keyphrase,db9a31ac0ce81817fb5684b4094bd8c4,,company_to_guid_court_listener,4eec5f023053f75ca31763f9337779e4,company_to_guid_court_listener__4eec5f023053f75ca31763f9337779e4
ashley furniture,36a984a1de77c7fc9d13a1b7755b0958,36a984a1de77c7fc9d13a1b7755b0958,Legislator,36a984a1de77c7fc9d13a1b7755b0958,,company_to_guid_court_listener,46b74d3285b34e12921bccfad859aa8e,company_to_guid_court_listener__46b74d3285b34e12921bccfad859aa8e
asurion,1371e65cfa6433f3e09ffaf19b743d3c,1371e65cfa6433f3e09ffaf19b743d3c,CompanyKeyword,1371e65cfa6433f3e09ffaf19b743d3c,,company_to_guid_court_listener,f93cb257e8aad2bf47f5d759529af4e1,company_to_guid_court_listener__f93cb257e8aad2bf47f5d759529af4e1
at & t,eb4c37efac8ef073aaf6d5e9f4120e0a,eb4c37efac8ef073aaf6d5e9f4120e0a,AAEntity,eb4c37efac8ef073aaf6d5e9f4120e0a,,company_to_guid_court_listener,6968a280ecde422f462597bbd8cc15cf,company_to_guid_court_listener__6968a280ecde422f462597bbd8cc15cf
at&t,eb4c37efac8ef073aaf6d5e9f4120e0a,595d63918059be0782465194f326597e,Media,595d63918059be0782465194f326597e,,company_to_guid_court_listener,356a2e2eb85db63678fc16cdb432cfa1,company_to_guid_court_listener__356a2e2eb85db63678fc16cdb432cfa1
atmos energy,a0b5ebc872504caa80c88d7d3be35bc6,a0b5ebc872504caa80c88d7d3be35bc6,Exec,a0b5ebc872504caa80c88d7d3be35bc6,,company_to_guid_court_listener,1c947b495dcd5cc00cd80893fdf4e632,company_to_guid_court_listener__1c947b495dcd5cc00cd80893fdf4e632
atrium health,acbb6d75ebaa095b6704fdd2db38e352,acbb6d75ebaa095b6704fdd2db38e352,Consulates,acbb6d75ebaa095b6704fdd2db38e352,,company_to_guid_court_listener,a706197d02efc3d3cf6eef86ce9f0ae2,company_to_guid_court_listener__a706197d02efc3d3cf6eef86ce9f0ae2
australia post,30a8b0abfa0e8379670180ce14acd8a2,30a8b0abfa0e8379670180ce14acd8a2,Wells,30a8b0abfa0e8379670180ce14acd8a2,,company_to_guid_court_listener,95d3a0bd0bae7acceb4fae10f6648efa,company_to_guid_court_listener__95d3a0bd0bae7acceb4fae10f6648efa
autodesk,f449a8ec62c60096d771929048835ad8,f449a8ec62c60096d771929048835ad8,CompanyKeyword,f449a8ec62c60096d771929048835ad8,,company_to_guid_court_listener,e031f870ae143ab785a512ce3d2ec220,company_to_guid_court_listener__e031f870ae143ab785a512ce3d2ec220
autonation,e36d1e1d94f536e6e1729b0ce952b2b5,e36d1e1d94f536e6e1729b0ce952b2b5,DiplomaticFacilities,e36d1e1d94f536e6e1729b0ce952b2b5,,company_to_guid_court_listener,fce7524677bff6dd5e6b606def4949e9,company_to_guid_court_listener__fce7524677bff6dd5e6b606def4949e9
autozone,a8aab37f3ec4d5cbc37ec5df7b1cb8a8,a8aab37f3ec4d5cbc37ec5df7b1cb8a8,AAEntity,a8aab37f3ec4d5cbc37ec5df7b1cb8a8,,company_to_guid_court_listener,d32ae4ceb89efae35bcb5f4e18d1ab14,company_to_guid_court_listener__d32ae4ceb89efae35bcb5f4e18d1ab14
avaya,dd98f1acb4c17dfc2e44a860a2b3a7bd,dd98f1acb4c17dfc2e44a860a2b3a7bd,Pipeline,dd98f1acb4c17dfc2e44a860a2b3a7bd,,company_to_guid_court_listener,fae54be76dcb4802afd372145ba49139,company_to_guid_court_listener__fae54be76dcb4802afd372145ba49139
avis budget group,d5c1644dc0c02af8b681c55a1f97ac5d,d5c1644dc0c02af8b681c55a1f97ac5d,Organization,d5c1644dc0c02af8b681c55a1f97ac5d,,company_to_guid_court_listener,763d6f9ec125b3cff28a88eb6801724d,company_to_guid_court_listener__763d6f9ec125b3cff28a88eb6801724d
bae systems,68de11995b3eaa7243a40b135a58219b,68de11995b3eaa7243a40b135a58219b,Exec,68de11995b3eaa7243a40b135a58219b,,company_to_guid_court_listener,0d0bd4d19166e8f6634a3ee1f7b5499f,company_to_guid_court_listener__0d0bd4d19166e8f6634a3ee1f7b5499f
bain capital,274e3b17022db77ad019c20a36cb8fb3,274e3b17022db77ad019c20a36cb8fb3,ForeignMinistry,274e3b17022db77ad019c20a36cb8fb3,,company_to_guid_court_listener,720f88ce4fca7039456a5bd1bba46f1c,company_to_guid_court_listener__720f88ce4fca7039456a5bd1bba46f1c
baml,e672678f644ea6ca9d8396db9db0bdf0,Bank of America,Media,Bank of America,,company_to_guid_court_listener,e4b68a3710443456cf882f506dfa2af5,company_to_guid_court_listener__e4b68a3710443456cf882f506dfa2af5
bank of america merrill lynch,e672678f644ea6ca9d8396db9db0bdf0,Bank of America,Wells,Bank of America,,company_to_guid_court_listener,e4b68a3710443456cf882f506dfa2af5,company_to_guid_court_listener__e4b68a3710443456cf882f506dfa2af5
barnes & noble,a453fee89bce22bec50fb44fb9b1b56e,a453fee89bce22bec50fb44fb9b1b56e,Wells,a453fee89bce22bec50fb44fb9b1b56e,,company_to_guid_court_listener,469775e58cddf3316e05ac57e5421ded,company_to_guid_court_listener__469775e58cddf3316e05ac57e5421ded
barnes and noble,a453fee89bce22bec50fb44fb9b1b56e,a453fee89bce22bec50fb44fb9b1b56e,Media,a453fee89bce22bec50fb44fb9b1b56e,,company_to_guid_court_listener,469775e58cddf3316e05ac57e5421ded,company_to_guid_court_listener__469775e58cddf3316e05ac57e5421ded
basf,8d49b8dc5ba98024dc999c10317deae7,8d49b8dc5ba98024dc999c10317deae7,Organization,8d49b8dc5ba98024dc999c10317deae7,,company_to_guid_court_listener,30891dcfc0efad26034f41376dde37e0,company_to_guid_court_listener__30891dcfc0efad26034f41376dde37e0
baxter healthcare,59d2be379b9c76f2e25bcbf751bfd761,59d2be379b9c76f2e25bcbf751bfd761,News,59d2be379b9c76f2e25bcbf751bfd761,,company_to_guid_court_listener,6dacdf2f78053c995d675fcde31e22ee,company_to_guid_court_listener__6dacdf2f78053c995d675fcde31e22ee
bayer ag,735fd268d87cca49f96ee489716771a0,735fd268d87cca49f96ee489716771a0,ForeignMinistry,735fd268d87cca49f96ee489716771a0,,company_to_guid_court_listener,4f20b278cc915a0e25941c915f3e28ef,company_to_guid_court_listener__4f20b278cc915a0e25941c915f3e28ef
bcbs,2542d810a3ad46b624ee6795e1082e6f,2542d810a3ad46b624ee6795e1082e6f,IndustryTerm,2542d810a3ad46b624ee6795e1082e6f,,company_to_guid_court_listener,96f863fa134f9b36bc29fb2cc1306381,company_to_guid_court_listener__96f863fa134f9b36bc29fb2cc1306381
bed bath & beyond,91960a1652e140ce67923e53ef9dbc1c,91960a1652e140ce67923e53ef9dbc1c,space,91960a1652e140ce67923e53ef9dbc1c,,company_to_guid_court_listener,c8ac7edf71957beef23959dcb98d1461,company_to_guid_court_listener__c8ac7edf71957beef23959dcb98d1461
berkshire hathaway,a5d91bcc184582038da424d86dbfb176,Berkshire Hathaway,ForeignMinistry,Berkshire Hathaway,,company_to_guid_court_listener,84a28c3021f697852f6b4c073d9930ba,company_to_guid_court_listener__84a28c3021f697852f6b4c073d9930ba
berkshire hathaway energy,a5d91bcc184582038da424d86dbfb176,Berkshire Hathaway,LegislativeCommittee,Berkshire Hathaway,,company_to_guid_court_listener,84a28c3021f697852f6b4c073d9930ba,company_to_guid_court_listener__84a28c3021f697852f6b4c073d9930ba
best buy,f57fe55871f3283a7ba61a3b7b491068,f57fe55871f3283a7ba61a3b7b491068,AAEntity,f57fe55871f3283a7ba61a3b7b491068,,company_to_guid_court_listener,9fd8286df9f336936eb669a291024a0d,company_to_guid_court_listener__9fd8286df9f336936eb669a291024a0d
bhp group,c503f35fcdc52d4912f2ca64ea221306,BHP Group,Person,BHP Group,,company_to_guid_court_listener,710dcf8a9fbb8e63e1894d10b83fa65d,company_to_guid_court_listener__710dcf8a9fbb8e63e1894d10b83fa65d
big lots,28d88a4eec74c3f84900254f454d6c06,28d88a4eec74c3f84900254f454d6c06,AAEntity,28d88a4eec74c3f84900254f454d6c06,,company_to_guid_court_listener,5338726c1a21f5caea7c3de7393f58e0,company_to_guid_court_listener__5338726c1a21f5caea7c3de7393f58e0
biogen,1f46a67ae7e6023e6cffca51f4a46c16,1f46a67ae7e6023e6cffca51f4a46c16,Diplomat,1f46a67ae7e6023e6cffca51f4a46c16,,company_to_guid_court_listener,61a8ed4ad82245721e8811895310c607,company_to_guid_court_listener__61a8ed4ad82245721e8811895310c607
bj's wholesale club,0dd5bed7441d62cf71e9262203e71db6,0dd5bed7441d62cf71e9262203e71db6,AAEntity,0dd5bed7441d62cf71e9262203e71db6,,company_to_guid_court_listener,64f131097a263aa6c29d03c8aa79bec9,company_to_guid_court_listener__64f131097a263aa6c29d03c8aa79bec9
bjs wholesale club,0dd5bed7441d62cf71e9262203e71db6,BJ's Wholesale Club,FTO,BJ's Wholesale Club,,company_to_guid_court_listener,f114e3e39748c95944856cc06c40af68,company_to_guid_court_listener__f114e3e39748c95944856cc06c40af68
blackrock,88f017ca5343ee4a3b7a2c705b49ddce,88f017ca5343ee4a3b7a2c705b49ddce,News,88f017ca5343ee4a3b7a2c705b49ddce,,company_to_guid_court_listener,c8c5dc2f6c33384b2c754db22396603c,company_to_guid_court_listener__c8c5dc2f6c33384b2c754db22396603c
blackstone,c109fca584f605108ba9475930a5e2a6,c109fca584f605108ba9475930a5e2a6,Wells,c109fca584f605108ba9475930a5e2a6,,company_to_guid_court_listener,4a098bb2d3560fa6c1cf37e298abde80,company_to_guid_court_listener__4a098bb2d3560fa6c1cf37e298abde80
bloomberg l.p.,f00730160093fc497dc7ebc0f77af425,f00730160093fc497dc7ebc0f77af425,ForeignMinistry,f00730160093fc497dc7ebc0f77af425,,company_to_guid_court_listener,3ce5e1f2e037f95507192c88c5387084,company_to_guid_court_listener__3ce5e1f2e037f95507192c88c5387084
blue cross and blue shield of minnesota,2542d810a3ad46b624ee6795e1082e6f,Blue Cross Blue Shield,IndustryTerm,Blue Cross Blue Shield,,company_to_guid_court_listener,044b01842781d57d49df3726ee5ad02a,company_to_guid_court_listener__044b01842781d57d49df3726ee5ad02a
blue cross blue shield,2542d810a3ad46b624ee6795e1082e6f,Blue Cross Blue Shield,Diplomat,Blue Cross Blue Shield,,company_to_guid_court_listener,044b01842781d57d49df3726ee5ad02a,company_to_guid_court_listener__044b01842781d57d49df3726ee5ad02a
