german_text,caption_text,lat,lon,.1,default location,default_lat,default_lon,.2,handle:einszweizweibot,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
marbach,"Marbach, Austria",48.216986,15.1525413,,,,,,,Keyphrase,"Marbach, Austria",,upper_austria_locations,79a23a4ca12141000a573891d8350c74,upper_austria_locations__79a23a4ca12141000a573891d8350c74
march,"March, Austria",48.6058694,16.9044584,,,,,,,AAEntity,"March, Austria",,upper_austria_locations,38c00320ac8156f305a759dd0653e80c,upper_austria_locations__38c00320ac8156f305a759dd0653e80c
marchtrenk,"Marchtrenk, Austria",48.1907046,14.1202468,,,,,,,ForeignMinistry,"Marchtrenk, Austria",,upper_austria_locations,c94a2b6d55ad9f4d652fd11e96a35c36,upper_austria_locations__c94a2b6d55ad9f4d652fd11e96a35c36
maria laah,"Maria Laah, Austria",48.12317,14.36629,,,,,,,Organization,"Maria Laah, Austria",,upper_austria_locations,633206123a9ace6a6f853380837ebffb,upper_austria_locations__633206123a9ace6a6f853380837ebffb
maria neustift,"Maria Neustift, Austria",47.9369057,14.6071285,,,,,,,Legislator,"Maria Neustift, Austria",,upper_austria_locations,16dc051bda271c3d42351ddcf3a3fd4f,upper_austria_locations__16dc051bda271c3d42351ddcf3a3fd4f
maria schmolln,"Maria Schmolln, Austria",48.1384725,13.2180737,,,,,,,CompanyKeyword,"Maria Schmolln, Austria",,upper_austria_locations,dd53299b5cde054989c684cfab29a665,upper_austria_locations__dd53299b5cde054989c684cfab29a665
markersreith,"Markersreith, Austria",48.45748,14.75208,,,,,,,IndustryTerm,"Markersreith, Austria",,upper_austria_locations,93e4267c8d67a13db653f6fa7d27eae6,upper_austria_locations__93e4267c8d67a13db653f6fa7d27eae6
marsbach,"Marsbach, Austria",48.45827,13.82196,,,,,,,Diplomat,"Marsbach, Austria",,upper_austria_locations,982b3fb369ac0de6bf3455f1fc95c186,upper_austria_locations__982b3fb369ac0de6bf3455f1fc95c186
mattighofen,"Mattighofen, Austria",48.1065993,13.1486611,,,,,,,Consulates,"Mattighofen, Austria",,upper_austria_locations,cd11c2f6dfc559f40c90b1bd66425e6f,upper_austria_locations__cd11c2f6dfc559f40c90b1bd66425e6f
matzelsdorf,"Matzelsdorf, Austria",46.78744,13.63492,,,,,,,Wells,"Matzelsdorf, Austria",,upper_austria_locations,a5d025a28bfcce211cabf6491c44bc2a,upper_austria_locations__a5d025a28bfcce211cabf6491c44bc2a
matzing,"Matzing, Austria",47.95897,13.07325,,,,,,,IndustryTerm,"Matzing, Austria",,upper_austria_locations,830171b5c3657721dc6b0fd8d1aeecda,upper_austria_locations__830171b5c3657721dc6b0fd8d1aeecda
mauer,"Mauer, Austria",48.149362,16.2646899,,,,,,,Media,"Mauer, Austria",,upper_austria_locations,91c82a01fc9a6001c7dd88edb1d1496b,upper_austria_locations__91c82a01fc9a6001c7dd88edb1d1496b
mauerkirchen,"Mauerkirchen, Austria",48.1906992,13.1354104,,,,,,,Shipping,"Mauerkirchen, Austria",,upper_austria_locations,04fbd145fee7a0ba6e33c9dd83104c7f,upper_austria_locations__04fbd145fee7a0ba6e33c9dd83104c7f
mauthausen,"Mauthausen, Austria",48.2437859,14.5160622,,,,,,,CompanyKeyword,"Mauthausen, Austria",,upper_austria_locations,e58f3f107a6dba86d9321af8665c47cd,upper_austria_locations__e58f3f107a6dba86d9321af8665c47cd
mayrhof,"Mayrhof, Austria",48.35089,13.4929601,,,,,,,IndustryTerm,"Mayrhof, Austria",,upper_austria_locations,37dbde6267f9eb69f146b6f8135d1e96,upper_austria_locations__37dbde6267f9eb69f146b6f8135d1e96
mayrlambach,"Mayrlambach, Austria",48.10641,13.89972,,,,,,,Person,"Mayrlambach, Austria",,upper_austria_locations,22d19fceb1b978d298d27e180daeced2,upper_austria_locations__22d19fceb1b978d298d27e180daeced2
mayrsdorf,"Mayrsdorf, Austria",47.81871,16.0555,,,,,,,ForeignMinistry,"Mayrsdorf, Austria",,upper_austria_locations,f7248b20d362aebfdb0ffe7f15b3ffc5,upper_austria_locations__f7248b20d362aebfdb0ffe7f15b3ffc5
meggenhofen,"Meggenhofen, Austria",48.1804748,13.7958945,,,,,,,Diplomat,"Meggenhofen, Austria",,upper_austria_locations,a91492197ed478644c765b9dbb4f62f1,upper_austria_locations__a91492197ed478644c765b9dbb4f62f1
mehrnbach,"Mehrnbach, Austria",48.2070738,13.437497,,,,,,,FTO,"Mehrnbach, Austria",,upper_austria_locations,eb3a619c933efb11f80f0bfba379cc7b,upper_austria_locations__eb3a619c933efb11f80f0bfba379cc7b
messenbach,"Messenbach, Austria",48.322,13.51147,,,,,,,Wells,"Messenbach, Austria",,upper_austria_locations,44c0c1a1b73378ccd6e1fa918fad9fb9,upper_austria_locations__44c0c1a1b73378ccd6e1fa918fad9fb9
mettmach,"Mettmach, Austria",48.1724803,13.3436484,,,,,,,Wells,"Mettmach, Austria",,upper_austria_locations,dee7e084f8236916816d9ea861fb4274,upper_austria_locations__dee7e084f8236916816d9ea861fb4274
michaelnbach,"Michaelnbach, Austria",48.2874767,13.8311466,,,,,,,Diplomat,"Michaelnbach, Austria",,upper_austria_locations,ad10635f7d6b344022cd3bdebdb130d2,upper_austria_locations__ad10635f7d6b344022cd3bdebdb130d2
micheldorf in oberosterreich,"Micheldorf in Oberosterreich, Austria",47.8789716,14.1335707,,,,,,,News,"Micheldorf in Oberosterreich, Austria",,upper_austria_locations,bfff552f99e72db4241bbb419c2e32ba,upper_austria_locations__bfff552f99e72db4241bbb419c2e32ba
mickstetten,"Mickstetten, Austria",48.19152,14.3244599,,,,,,,AAEntity,"Mickstetten, Austria",,upper_austria_locations,4048798377f99e5c2d94a464dece41a3,upper_austria_locations__4048798377f99e5c2d94a464dece41a3
mining,"Mining, Austria",48.2765244,13.1630608,,,,,,,Shipping,"Mining, Austria",,upper_austria_locations,1d1421c77b9b4281266e3273baa8e296,upper_austria_locations__1d1421c77b9b4281266e3273baa8e296
mistelbach bei wels,"Mistelbach bei Wels, Austria",48.23958,14.06244,,,,,,,Keyphrase,"Mistelbach bei Wels, Austria",,upper_austria_locations,38c94ff40f60e0da6aa036b12c76de90,upper_austria_locations__38c94ff40f60e0da6aa036b12c76de90
mistlberg,"Mistlberg, Austria",47.3227491,10.1527665,,,,,,,LegislativeCommittee,"Mistlberg, Austria",,upper_austria_locations,e0c90e045086c8046dcf4bd1f2437255,upper_austria_locations__e0c90e045086c8046dcf4bd1f2437255
mitterberg,"Mitterberg, Austria",47.4604767,13.9484203,,,,,,,Wells,"Mitterberg, Austria",,upper_austria_locations,624c158f9af86372214c13f85850f8ce,upper_austria_locations__624c158f9af86372214c13f85850f8ce
mitterbreitsach,"Mitterbreitsach, Austria",48.16453,13.53972,,,,,,,LegislativeCommittee,"Mitterbreitsach, Austria",,upper_austria_locations,4334c8ab0890f62a6c46328e0139fb2f,upper_austria_locations__4334c8ab0890f62a6c46328e0139fb2f
mitterdietach,"Mitterdietach, Austria",48.0848374,14.412473,,,,,,,ForeignMinister,"Mitterdietach, Austria",,upper_austria_locations,0adaf19778c15818b6852cd07f6bb4cf,upper_austria_locations__0adaf19778c15818b6852cd07f6bb4cf
mitteregg,"Mitteregg, Austria",47.38161,10.72727,,,,,,,ForeignMinistry,"Mitteregg, Austria",,upper_austria_locations,7496edc3fa9f5b42b51429882ce9098d,upper_austria_locations__7496edc3fa9f5b42b51429882ce9098d
mitterinzersdorf,"Mitterinzersdorf, Austria",47.516231,14.550072,,,,,,,FTO,"Mitterinzersdorf, Austria",,upper_austria_locations,66f45c070f4777de6b240d0c431b4d6b,upper_austria_locations__66f45c070f4777de6b240d0c431b4d6b
mitterkirchen im machland,"Mitterkirchen im Machland, Austria",48.1884882,14.6954992,,,,,,,Media,"Mitterkirchen im Machland, Austria",,upper_austria_locations,2077caebf6d422416758b48c2011b548,upper_austria_locations__2077caebf6d422416758b48c2011b548
mittermicheldorf,"Mittermicheldorf, Austria",48.025854,13.9723665,,,,,,,ForeignMinister,"Mittermicheldorf, Austria",,upper_austria_locations,1afab64de9b93be65c8c9ed29aba85f7,upper_austria_locations__1afab64de9b93be65c8c9ed29aba85f7
mitternberg,"Mitternberg, Austria",47.4604767,13.9484203,,,,,,,Person,"Mitternberg, Austria",,upper_austria_locations,9fdd40b4ef18c12aed566be5487fdf37,upper_austria_locations__9fdd40b4ef18c12aed566be5487fdf37
mitterndorf,"Mitterndorf, Austria",47.55463,13.9360083,,,,,,,AAEntity,"Mitterndorf, Austria",,upper_austria_locations,16693bd42615ff92c246d94920241e76,upper_austria_locations__16693bd42615ff92c246d94920241e76
mitterschlierbach,"Mitterschlierbach, Austria",47.90626,14.11983,,,,,,,Shipping,"Mitterschlierbach, Austria",,upper_austria_locations,2fdc79f16be1b8172cec9ec1d0732b14,upper_austria_locations__2fdc79f16be1b8172cec9ec1d0732b14
modelbach,"Modelbach, Austria",48.2465854,13.7479577,,,,,,,News,"Modelbach, Austria",,upper_austria_locations,833b0ff39dd57720d529bc9c680a74bf,upper_austria_locations__833b0ff39dd57720d529bc9c680a74bf
moderndorf,"Moderndorf, Austria",46.61102,13.36581,,,,,,,News,"Moderndorf, Austria",,upper_austria_locations,9dd94635ffb206a1704a6960e7dc548b,upper_austria_locations__9dd94635ffb206a1704a6960e7dc548b
molln,"Molln, Austria",47.8848204,14.257526,,,,,,,News,"Molln, Austria",,upper_austria_locations,c0f7ac37686684c98c1e3f2f70939b0a,upper_austria_locations__c0f7ac37686684c98c1e3f2f70939b0a
monchdorf,"Monchdorf, Austria",48.36011,14.79367,,,,,,,Shipping,"Monchdorf, Austria",,upper_austria_locations,a4bf0fa9993d8a3a40fd9d4e536a84e5,upper_austria_locations__a4bf0fa9993d8a3a40fd9d4e536a84e5
monchgraben,"Monchgraben, Austria",48.2342014,14.3605692,,,,,,,IndustryTerm,"Monchgraben, Austria",,upper_austria_locations,37ca6f90ad9f6c579ca8f03c4eb7f34d,upper_austria_locations__37ca6f90ad9f6c579ca8f03c4eb7f34d
mondsee,"Mondsee, Austria",47.855591,13.3434218,,,,,,,Pipeline,"Mondsee, Austria",,upper_austria_locations,f4d8b2b56c8b8a2a5bdde58b3aca2dfb,upper_austria_locations__f4d8b2b56c8b8a2a5bdde58b3aca2dfb
moos,"Moos, Austria",47.9036022,13.3207129,,,,,,,ForeignMinistry,"Moos, Austria",,upper_austria_locations,201f2e13c51d65b7ffcaf18c8329acaf,upper_austria_locations__201f2e13c51d65b7ffcaf18c8329acaf
moosbach,"Moosbach, Austria",48.2080633,13.1637768,,,,,,,Legislator,"Moosbach, Austria",,upper_austria_locations,c8842f89198f178bb74ff3f4a648ef1c,upper_austria_locations__c8842f89198f178bb74ff3f4a648ef1c
moosdorf,"Moosdorf, Austria",48.0447197,12.9893725,,,,,,,Organization,"Moosdorf, Austria",,upper_austria_locations,ae645255ad79679546285a4f4cb9ed6b,upper_austria_locations__ae645255ad79679546285a4f4cb9ed6b
moosham,"Moosham, Austria",47.1021267,13.7064,,,,,,,News,"Moosham, Austria",,upper_austria_locations,634e65894f1b6f804f0e877880dc1f41,upper_austria_locations__634e65894f1b6f804f0e877880dc1f41
morschwang,"Morschwang, Austria",48.3035801,13.3655899,,,,,,,ForeignMinistry,"Morschwang, Austria",,upper_austria_locations,9b5749d25a055c05a99060a5d6fbc393,upper_austria_locations__9b5749d25a055c05a99060a5d6fbc393
motlas,"Motlas, Austria",48.408541,14.7816173,,,,,,,Pipeline,"Motlas, Austria",,upper_austria_locations,b180befa6ff0c70689d9509292a7d9a7,upper_austria_locations__b180befa6ff0c70689d9509292a7d9a7
muhlbach,"Muhlbach, Austria",47.3763278,13.1269692,,,,,,,ForeignMinistry,"Muhlbach, Austria",,upper_austria_locations,455c501a2f2f139bb541ccbebb226e53,upper_austria_locations__455c501a2f2f139bb541ccbebb226e53
muhlbachberg,"Muhlbachberg, Austria",47.85178,13.7480999,,,,,,,Pipeline,"Muhlbachberg, Austria",,upper_austria_locations,943d4d1088462a7545426029a2813ae3,upper_austria_locations__943d4d1088462a7545426029a2813ae3
muhldorf,"Muhldorf, Austria",48.373761,15.3448199,,,,,,,Diplomat,"Muhldorf, Austria",,upper_austria_locations,8e2c62baa9b17b10a7b99e4c6611486f,upper_austria_locations__8e2c62baa9b17b10a7b99e4c6611486f
muhldorf i,"Muhldorf I, Austria",48.373761,15.3448199,,,,,,,Consulates,"Muhldorf I, Austria",,upper_austria_locations,8f6392aa897501be79e637e72bb66d53,upper_austria_locations__8f6392aa897501be79e637e72bb66d53
muhldorf ii,"Muhldorf II, Austria",48.373761,15.3448199,,,,,,,Wells,"Muhldorf II, Austria",,upper_austria_locations,818e8d8c35544097d8c28bde2217198b,upper_austria_locations__818e8d8c35544097d8c28bde2217198b
muhlgrub,"Muhlgrub, Austria",48.02281,14.20993,,,,,,,ForeignMinister,"Muhlgrub, Austria",,upper_austria_locations,4e094e991d92fc60f37aa1506b435b13,upper_austria_locations__4e094e991d92fc60f37aa1506b435b13
muhlheim,"Muhlheim, Austria",48.2824802,13.216611,,,,,,,ForeignMinister,"Muhlheim, Austria",,upper_austria_locations,a4df718c02061cb1900b48fbdd1a66dd,upper_austria_locations__a4df718c02061cb1900b48fbdd1a66dd
muhlheim am inn,"Muhlheim am Inn, Austria",48.2824802,13.216611,,,,,,,Consulates,"Muhlheim am Inn, Austria",,upper_austria_locations,dfb94f274ef2122475aa65c7a3147539,upper_austria_locations__dfb94f274ef2122475aa65c7a3147539
muhltal,"Muhltal, Austria",47.18583,11.43717,,,,,,,FTO,"Muhltal, Austria",,upper_austria_locations,46b9250920bfaae93af7191526e43931,upper_austria_locations__46b9250920bfaae93af7191526e43931
muhring,"Muhring, Austria",48.15206,13.55616,,,,,,,Shipping,"Muhring, Austria",,upper_austria_locations,f79fddaa74d906f5f3d5bb246df71e16,upper_austria_locations__f79fddaa74d906f5f3d5bb246df71e16
mundenham,"Mundenham, Austria",48.00763,13.12547,,,,,,,Person,"Mundenham, Austria",,upper_austria_locations,d7c5e7f6a9331c648d8746e189250560,upper_austria_locations__d7c5e7f6a9331c648d8746e189250560
munderfing,"Munderfing, Austria",48.0690849,13.180882,,,,,,,Pipeline,"Munderfing, Austria",,upper_austria_locations,60f77b960ac3a2d962dad001043a8f23,upper_austria_locations__60f77b960ac3a2d962dad001043a8f23
munzbach,"Munzbach, Austria",48.2686776,14.7081115,,,,,,,Consulates,"Munzbach, Austria",,upper_austria_locations,b4d68efa195386edce011330b79bd5f1,upper_austria_locations__b4d68efa195386edce011330b79bd5f1
munzkirchen,"Munzkirchen, Austria",48.4834173,13.5657259,,,,,,,News,"Munzkirchen, Austria",,upper_austria_locations,29b7bcb5b5a476f4689dde7428a4cddb,upper_austria_locations__29b7bcb5b5a476f4689dde7428a4cddb
murau,"Murau, Austria",47.11304,14.16904,,,,,,,ForeignMinister,"Murau, Austria",,upper_austria_locations,4506ceff5392775b325aca1ca2ee33e6,upper_austria_locations__4506ceff5392775b325aca1ca2ee33e6
naarn im machlande,"Naarn im Machlande, Austria",48.225337,14.608789,,,,,,,Diplomat,"Naarn im Machlande, Austria",,upper_austria_locations,c87b20a843feaa3c8b1650a08aea66a0,upper_austria_locations__c87b20a843feaa3c8b1650a08aea66a0
nach der enns,"Nach der Enns, Austria",47.81011,14.64371,,,,,,,Refinery,"Nach der Enns, Austria",,upper_austria_locations,656554acbaeb09acf51f9aa715950bd1,upper_austria_locations__656554acbaeb09acf51f9aa715950bd1
nachdemsee,"Nachdemsee, Austria",47.86504,13.75462,,,,,,,DiplomaticFacilities,"Nachdemsee, Austria",,upper_austria_locations,44b6c96774ef43010cd7a95086c9778c,upper_austria_locations__44b6c96774ef43010cd7a95086c9778c
nathal,"Nathal, Austria",47.078596,15.3552061,,,,,,,Organization,"Nathal, Austria",,upper_austria_locations,70353e0cf5036601fd87d30d1b3626c4,upper_austria_locations__70353e0cf5036601fd87d30d1b3626c4
natternbach,"Natternbach, Austria",48.3968629,13.7488074,,,,,,,Shipping,"Natternbach, Austria",,upper_austria_locations,2a745eba49cd07a88fe83de287610134,upper_austria_locations__2a745eba49cd07a88fe83de287610134
nebelberg,"Nebelberg, Austria",48.628414,13.8465801,,,,,,,Legislator,"Nebelberg, Austria",,upper_austria_locations,dc99b3ededa707fc8398eb62daf5a885,upper_austria_locations__dc99b3ededa707fc8398eb62daf5a885
nettingsdorf,"Nettingsdorf, Austria",48.17638,14.26079,,,,,,,ForeignMinister,"Nettingsdorf, Austria",,upper_austria_locations,b8c6490f22e1da6c69a8a94ac3a07ce3,upper_austria_locations__b8c6490f22e1da6c69a8a94ac3a07ce3
neubau,"Neubau, Austria",48.2030263,16.3465191,,,,,,,ForeignMinistry,"Neubau, Austria",,upper_austria_locations,76cebed1e21fe03c871356cabd506bba,upper_austria_locations__76cebed1e21fe03c871356cabd506bba
neudorf,"Neudorf, Austria",48.0853962,16.320342,,,,,,,ForeignMinistry,"Neudorf, Austria",,upper_austria_locations,d73e36ae6aa2d25ab718ec26018ab206,upper_austria_locations__d73e36ae6aa2d25ab718ec26018ab206
neufelden,"Neufelden, Austria",48.4840443,13.9966389,,,,,,,Diplomat,"Neufelden, Austria",,upper_austria_locations,da5b83eba55b8c829898f926334d3c3f,upper_austria_locations__da5b83eba55b8c829898f926334d3c3f
neuhaus,"Neuhaus, Austria",46.6422403,14.8869284,,,,,,,Organization,"Neuhaus, Austria",,upper_austria_locations,2f4c9db2730c95417d6329f0d741fda4,upper_austria_locations__2f4c9db2730c95417d6329f0d741fda4
neuhaus an der donau,"Neuhaus an der Donau, Austria",48.423703,13.9960207,,,,,,,IndustryTerm,"Neuhaus an der Donau, Austria",,upper_austria_locations,27205d7f8c9609893a3870b7653edf50,upper_austria_locations__27205d7f8c9609893a3870b7653edf50
neuhofen an der krems,"Neuhofen an der Krems, Austria",48.1389025,14.2282978,,,,,,,AAEntity,"Neuhofen an der Krems, Austria",,upper_austria_locations,d316b3e2a40ecb2f0b3093b5c292c3a6,upper_austria_locations__d316b3e2a40ecb2f0b3093b5c292c3a6
neuhofen im innkreis,"Neuhofen im Innkreis, Austria",48.18988,13.4731275,,,,,,,Media,"Neuhofen im Innkreis, Austria",,upper_austria_locations,8669878abc364f6da27b20ae1a5ccc97,upper_austria_locations__8669878abc364f6da27b20ae1a5ccc97
neukirchen,"Neukirchen, Austria",47.249591,12.2769708,,,,,,,Legislator,"Neukirchen, Austria",,upper_austria_locations,15cdbfc6569466f90b067402d9ff4c94,upper_austria_locations__15cdbfc6569466f90b067402d9ff4c94
neukirchen am walde,"Neukirchen am Walde, Austria",48.4047705,13.7814362,,,,,,,AAEntity,"Neukirchen am Walde, Austria",,upper_austria_locations,379340f820f38eb6efbd375e553b80e4,upper_austria_locations__379340f820f38eb6efbd375e553b80e4
neukirchen an der enknach,"Neukirchen an der Enknach, Austria",48.1803218,13.0515842,,,,,,,space,"Neukirchen an der Enknach, Austria",,upper_austria_locations,7131c28aff3f287c8848a9c9a04f8150,upper_austria_locations__7131c28aff3f287c8848a9c9a04f8150
neukirchen an der vockla,"Neukirchen an der Vockla, Austria",48.0395682,13.5400854,,,,,,,Exec,"Neukirchen an der Vockla, Austria",,upper_austria_locations,a5ec55553d8482406ba863fc747baabd,upper_austria_locations__a5ec55553d8482406ba863fc747baabd
neukirchen bei lambach,"Neukirchen bei Lambach, Austria",48.100263,13.8144328,,,,,,,News,"Neukirchen bei Lambach, Austria",,upper_austria_locations,e040f5f3976063723ab4cb7c04625fb7,upper_austria_locations__e040f5f3976063723ab4cb7c04625fb7
neukirchendorf,"Neukirchendorf, Austria",48.45584,13.64463,,,,,,,Shipping,"Neukirchendorf, Austria",,upper_austria_locations,8a1b6fd2ef28f8b07ee6358663125d4a,upper_austria_locations__8a1b6fd2ef28f8b07ee6358663125d4a
neumarkt im hausruckkreis,"Neumarkt im Hausruckkreis, Austria",48.2728276,13.7280212,,,,,,,Media,"Neumarkt im Hausruckkreis, Austria",,upper_austria_locations,516ebb43e967319c9d92b352ba4ded7a,upper_austria_locations__516ebb43e967319c9d92b352ba4ded7a
neumarkt im muhlkreis,"Neumarkt im Muhlkreis, Austria",48.4275779,14.4879005,,,,,,,DiplomaticFacilities,"Neumarkt im Muhlkreis, Austria",,upper_austria_locations,e5ce11b18ccb8b0f06d302fcd89afddd,upper_austria_locations__e5ce11b18ccb8b0f06d302fcd89afddd
neundling,"Neundling, Austria",48.5442452,13.9940222,,,,,,,Refinery,"Neundling, Austria",,upper_austria_locations,e4867591eec4641430ab33925b4f1461,upper_austria_locations__e4867591eec4641430ab33925b4f1461
neustift,"Neustift, Austria",47.1090461,11.3052459,,,,,,,Legislator,"Neustift, Austria",,upper_austria_locations,1cc9fd32867f2d91d5caeca51f1a05f0,upper_austria_locations__1cc9fd32867f2d91d5caeca51f1a05f0
neustift im muhlkreis,"Neustift im Muhlkreis, Austria",48.528134,13.7561011,,,,,,,Wells,"Neustift im Muhlkreis, Austria",,upper_austria_locations,3fd24559321b6a51a75e0b3dd9490707,upper_austria_locations__3fd24559321b6a51a75e0b3dd9490707
neustiftgraben,"Neustiftgraben, Austria",47.9087363,14.552616,,,,,,,Refinery,"Neustiftgraben, Austria",,upper_austria_locations,925aa33525fc133e5670c97b97170889,upper_austria_locations__925aa33525fc133e5670c97b97170889
neuzeug,"Neuzeug, Austria",48.0341339,14.3282318,,,,,,,AAEntity,"Neuzeug, Austria",,upper_austria_locations,eaa8fa772a45c621e99c784171c3c8d7,upper_austria_locations__eaa8fa772a45c621e99c784171c3c8d7
neydharting,"Neydharting, Austria",48.0632067,13.9017771,,,,,,,ForeignMinistry,"Neydharting, Austria",,upper_austria_locations,c5613560bc05ce0660798e316d93b904,upper_austria_locations__c5613560bc05ce0660798e316d93b904
niederentern,"Niederentern, Austria",48.1511917,13.6601861,,,,,,,Shipping,"Niederentern, Austria",,upper_austria_locations,734d2e34661b31d0880d99d0784285b1,upper_austria_locations__734d2e34661b31d0880d99d0784285b1
niederfraunleiten,"Niederfraunleiten, Austria",48.1958992,14.3677002,,,,,,,DiplomaticFacilities,"Niederfraunleiten, Austria",,upper_austria_locations,360cce7a8b9bb5e40c45757b5244a9fc,upper_austria_locations__360cce7a8b9bb5e40c45757b5244a9fc
niederham,"Niederham, Austria",47.72768,13.06294,,,,,,,Media,"Niederham, Austria",,upper_austria_locations,17be92b72bbbb54a45d329adf351af9c,upper_austria_locations__17be92b72bbbb54a45d329adf351af9c
niederkappel,"Niederkappel, Austria",48.4646942,13.8817009,,,,,,,Legislator,"Niederkappel, Austria",,upper_austria_locations,c0f0788b6d5a910afebf8e6f64871dde,upper_austria_locations__c0f0788b6d5a910afebf8e6f64871dde
niederkulm,"Niederkulm, Austria",48.3624729,14.3778093,,,,,,,Person,"Niederkulm, Austria",,upper_austria_locations,c03b2d2a3e7c919a4d168f1b125fb412,upper_austria_locations__c03b2d2a3e7c919a4d168f1b125fb412
niederneukirchen,"Niederneukirchen, Austria",48.1637517,14.3385399,,,,,,,Pipeline,"Niederneukirchen, Austria",,upper_austria_locations,102722963219c3ce67c3660337987547,upper_austria_locations__102722963219c3ce67c3660337987547
niedernhaag,"Niedernhaag, Austria",48.18895,13.65625,,,,,,,Diplomat,"Niedernhaag, Austria",,upper_austria_locations,4669a2d48aba025ddda147ea7ab04390,upper_austria_locations__4669a2d48aba025ddda147ea7ab04390
niederottensheim,"Niederottensheim, Austria",48.3394568,14.1849512,,,,,,,Keyphrase,"Niederottensheim, Austria",,upper_austria_locations,97fb56139878f09f40287b42c80628b3,upper_austria_locations__97fb56139878f09f40287b42c80628b3
niederthalheim,"Niederthalheim, Austria",48.0989551,13.7691873,,,,,,,Diplomat,"Niederthalheim, Austria",,upper_austria_locations,d860c0473b20bdad9510592b86323df1,upper_austria_locations__d860c0473b20bdad9510592b86323df1
niederwaldkirchen,"Niederwaldkirchen, Austria",48.4508261,14.0838042,,,,,,,CompanyKeyword,"Niederwaldkirchen, Austria",,upper_austria_locations,4196f46f5c192feb1f1451c13353ff58,upper_austria_locations__4196f46f5c192feb1f1451c13353ff58
nonsbach,"Nonsbach, Austria",47.972029,14.1638721,,,,,,,Media,"Nonsbach, Austria",,upper_austria_locations,031411f1e48d6a14381ead1d295d9616,upper_austria_locations__031411f1e48d6a14381ead1d295d9616
nostlbach,"Nostlbach, Austria",48.16643,14.24534,,,,,,,Wells,"Nostlbach, Austria",,upper_austria_locations,920c68b6279e151160523ea4e2f11da3,upper_austria_locations__920c68b6279e151160523ea4e2f11da3
nussbach,"Nussbach, Austria",47.972029,14.1638721,,,,,,,ForeignMinister,"Nussbach, Austria",,upper_austria_locations,48f4e820ca984dba192c1c3c3c89aaee,upper_austria_locations__48f4e820ca984dba192c1c3c3c89aaee
nussdorf am attersee,"Nussdorf am Attersee, Austria",47.8831164,13.5232612,,,,,,,Diplomat,"Nussdorf am Attersee, Austria",,upper_austria_locations,151f49ed8172719869b652133ca49f57,upper_austria_locations__151f49ed8172719869b652133ca49f57
obenberg,"Obenberg, Austria",48.28109,14.54653,,,,,,,AAEntity,"Obenberg, Austria",,upper_austria_locations,089abf39ec296a6d9d9ab664a89e669f,upper_austria_locations__089abf39ec296a6d9d9ab664a89e669f
oberaichberg,"Oberaichberg, Austria",48.14957,13.29651,,,,,,,Organization,"Oberaichberg, Austria",,upper_austria_locations,c7d1baeb4a94bc91f4883f10160eee82,upper_austria_locations__c7d1baeb4a94bc91f4883f10160eee82
oberalberting,"Oberalberting, Austria",48.01096,13.44395,,,,,,,Exec,"Oberalberting, Austria",,upper_austria_locations,a483f895d30ce5529065968fbbc2c447,upper_austria_locations__a483f895d30ce5529065968fbbc2c447
oberaschau,"Oberaschau, Austria",47.83839,13.48112,,,,,,,Media,"Oberaschau, Austria",,upper_austria_locations,8a487b3627465b3a9882391a07e5a1e5,upper_austria_locations__8a487b3627465b3a9882391a07e5a1e5
oberaustall,"Oberaustall, Austria",48.0657106,14.0177949,,,,,,,Legislator,"Oberaustall, Austria",,upper_austria_locations,ada0bb3d8852d5c36c7987575ea0b083,upper_austria_locations__ada0bb3d8852d5c36c7987575ea0b083
oberbairing,"Oberbairing, Austria",48.36843,14.3053199,,,,,,,Consulates,"Oberbairing, Austria",,upper_austria_locations,04dfec3172e09c94eca7c2718041fb8d,upper_austria_locations__04dfec3172e09c94eca7c2718041fb8d
oberbrunn,"Oberbrunn, Austria",48.17143,13.5073201,,,,,,,Refinery,"Oberbrunn, Austria",,upper_austria_locations,d2db0d1e6f3a05c59d5fe4e01411f090,upper_austria_locations__d2db0d1e6f3a05c59d5fe4e01411f090
oberbrunnern,"Oberbrunnern, Austria",48.07501,14.31269,,,,,,,FTO,"Oberbrunnern, Austria",,upper_austria_locations,687a96ee69f63875887595f43606678a,upper_austria_locations__687a96ee69f63875887595f43606678a
oberchristkindl,"Oberchristkindl, Austria",48.032491,14.3817132,,,,,,,Shipping,"Oberchristkindl, Austria",,upper_austria_locations,07f66a078aad226b2ea26df1ff2d0bc0,upper_austria_locations__07f66a078aad226b2ea26df1ff2d0bc0
oberehreneck,"Oberehreneck, Austria",48.00159,13.23671,,,,,,,Organization,"Oberehreneck, Austria",,upper_austria_locations,1a869ea483695e195b719ca9cc1e9060,upper_austria_locations__1a869ea483695e195b719ca9cc1e9060
obergahleiten,"Obergahleiten, Austria",48.58309,13.94779,,,,,,,Consulates,"Obergahleiten, Austria",,upper_austria_locations,ac55b38afddc6cad89ec8953d0917dc8,upper_austria_locations__ac55b38afddc6cad89ec8953d0917dc8
obergrunburg,"Obergrunburg, Austria",47.95151,14.25577,,,,,,,ForeignMinister,"Obergrunburg, Austria",,upper_austria_locations,fc4416c631673c3c6d443faf1df7fe89,upper_austria_locations__fc4416c631673c3c6d443faf1df7fe89
