german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,,ss,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
wiesbaden-bierstadt,"Bierstadt in Wiesbaden, Germany",50.0852386,8.2772655,2,,,,,,Pipeline,"Bierstadt in Wiesbaden, Germany",,german_fires_wiesbaden_locations,3daa3dedb745c55fe64304b5c528538c,german_fires_wiesbaden_locations__3daa3dedb745c55fe64304b5c528538c
wiesbaden-breckenheim,"Breckenheim in Wiesbaden, Germany",50.0811464,8.3729487,2,,,,,,Wells,"Breckenheim in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ef8d19cdaded39e3470f97e2e223abda,german_fires_wiesbaden_locations__ef8d19cdaded39e3470f97e2e223abda
wiesbaden-delkenheim,"Delkenheim in Wiesbaden, Germany",50.0436404,8.3551681,2,,,,,,Organization,"Delkenheim in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7961338fa07d5e87c81f366b4816b279,german_fires_wiesbaden_locations__7961338fa07d5e87c81f366b4816b279
wiesbaden-dotzheim,"Dotzheim in Wiesbaden, Germany",50.0730319,8.1942059,2,,,,,,Pipeline,"Dotzheim in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6a46076db1d46d7fab7f5dd8ae92cbe2,german_fires_wiesbaden_locations__6a46076db1d46d7fab7f5dd8ae92cbe2
wiesbaden-erbenheim,"Erbenheim in Wiesbaden, Germany",50.0556363,8.2963174,2,,,,,,News,"Erbenheim in Wiesbaden, Germany",,german_fires_wiesbaden_locations,554a14ea2ee113356735acc8588ef03c,german_fires_wiesbaden_locations__554a14ea2ee113356735acc8588ef03c
wiesbaden-frauenstein,"Frauenstein in Wiesbaden, Germany",50.0655132,8.1541743,2,,,,,,CompanyKeyword,"Frauenstein in Wiesbaden, Germany",,german_fires_wiesbaden_locations,e941f7c6845b59dc232669d747f8e885,german_fires_wiesbaden_locations__e941f7c6845b59dc232669d747f8e885
wiesbaden-hessloch,"Hessloch in Wiesbaden, Germany",50.1106735,8.2953683,2,,,,,,AAEntity,"Hessloch in Wiesbaden, Germany",,german_fires_wiesbaden_locations,724095f5b7391fdea5f41e49c4e39647,german_fires_wiesbaden_locations__724095f5b7391fdea5f41e49c4e39647
wiesbaden-igstadt,"Igstadt in Wiesbaden, Germany",50.0811797,8.3277242,2,,,,,,Consulates,"Igstadt in Wiesbaden, Germany",,german_fires_wiesbaden_locations,0c143ebe447d156db73c885b294b9e35,german_fires_wiesbaden_locations__0c143ebe447d156db73c885b294b9e35
wiesbaden-kloppenheim,"Kloppenheim in Wiesbaden, Germany",50.0931643,8.3049772,2,,,,,,Legislator,"Kloppenheim in Wiesbaden, Germany",,german_fires_wiesbaden_locations,af4fc465df3b319dca1af987f30965e3,german_fires_wiesbaden_locations__af4fc465df3b319dca1af987f30965e3
wiesbaden-mainz-amoneburg,"Mainz-Amoneburg in Wiesbaden, Germany",50.035018,8.252845,2,,,,,,Pipeline,"Mainz-Amoneburg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,749be231633268cbce5d81477616657c,german_fires_wiesbaden_locations__749be231633268cbce5d81477616657c
wiesbaden-medenbach,"Medenbach in Wiesbaden, Germany",50.1095031,8.3386222,2,,,,,,Shipping,"Medenbach in Wiesbaden, Germany",,german_fires_wiesbaden_locations,323e1cc99e9313adfc6ee43779320747,german_fires_wiesbaden_locations__323e1cc99e9313adfc6ee43779320747
wiesbaden-naurod,"Naurod in Wiesbaden, Germany",50.1353277,8.3035004,2,,,,,,Pipeline,"Naurod in Wiesbaden, Germany",,german_fires_wiesbaden_locations,9d534968c191a454de203d695a76d778,german_fires_wiesbaden_locations__9d534968c191a454de203d695a76d778
wiesbaden-nordenstadt,"Nordenstadt in Wiesbaden, Germany",50.0616037,8.3391589,2,,,,,,LegislativeCommittee,"Nordenstadt in Wiesbaden, Germany",,german_fires_wiesbaden_locations,dbb8e0fc97bb00bc75ed32c772645a15,german_fires_wiesbaden_locations__dbb8e0fc97bb00bc75ed32c772645a15
wiesbaden-rambach,"Rambach in Wiesbaden, Germany",50.1156094,8.2740314,2,,,,,,Refinery,"Rambach in Wiesbaden, Germany",,german_fires_wiesbaden_locations,005c675d51e7cdaf30a765170fd9e13e,german_fires_wiesbaden_locations__005c675d51e7cdaf30a765170fd9e13e
wiesbaden-schierstein,"Schierstein in Wiesbaden, Germany",50.0445973,8.1962967,2,,,,,,Media,"Schierstein in Wiesbaden, Germany",,german_fires_wiesbaden_locations,cd3b6d60955e6ffd3febf86ec6b851b0,german_fires_wiesbaden_locations__cd3b6d60955e6ffd3febf86ec6b851b0
wiesbaden-sonnenberg,"Sonnenberg in Wiesbaden, Germany",50.0974413,8.2580588,2,,,,,,Legislator,"Sonnenberg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,37bacb4b5c6cd2ab2bdbae1b03766a3e,german_fires_wiesbaden_locations__37bacb4b5c6cd2ab2bdbae1b03766a3e
a3,"A3 in Wiesbaden, Germany",50.1030801,8.3484722,1,,,,,,Media,"A3 in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4d2fd311dd3ec1d1c23406c4732a7e45,german_fires_wiesbaden_locations__4d2fd311dd3ec1d1c23406c4732a7e45
a66,"A66 in Wiesbaden, Germany",50.0527078,8.2399722,1,,,,,,Person,"A66 in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fd663d79e65b276f6d7778882e0ad918,german_fires_wiesbaden_locations__fd663d79e65b276f6d7778882e0ad918
bab 3,"A3 in Wiesbaden, Germany",50.1030801,8.3484722,1,,,,,,LegislativeCommittee,"A3 in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4d2fd311dd3ec1d1c23406c4732a7e45,german_fires_wiesbaden_locations__4d2fd311dd3ec1d1c23406c4732a7e45
bab 66,"A66 in Wiesbaden, Germany",50.0527078,8.2399722,1,,,,,,space,"A66 in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fd663d79e65b276f6d7778882e0ad918,german_fires_wiesbaden_locations__fd663d79e65b276f6d7778882e0ad918
a 3,"A3 in Wiesbaden, Germany",50.1030801,8.3484722,1,,,,,,IndustryTerm,"A3 in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4d2fd311dd3ec1d1c23406c4732a7e45,german_fires_wiesbaden_locations__4d2fd311dd3ec1d1c23406c4732a7e45
a 66,"A66 in Wiesbaden, Germany",50.0527078,8.2399722,1,,,,,,IndustryTerm,"A66 in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fd663d79e65b276f6d7778882e0ad918,german_fires_wiesbaden_locations__fd663d79e65b276f6d7778882e0ad918
aarstrasse,"Aarstrasse in Wiesbaden, Germany",50.1079943,8.1951732,1,,,,,,Person,"Aarstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,58782b93042ebf5d55ce96b35b8f1e6e,german_fires_wiesbaden_locations__58782b93042ebf5d55ce96b35b8f1e6e
abeggstrasse,"Abeggstrasse in Wiesbaden, Germany",50.0898706,8.2501442,1,,,,,,News,"Abeggstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,5fbac593b3c981d54cf3b88133a44fa1,german_fires_wiesbaden_locations__5fbac593b3c981d54cf3b88133a44fa1
abraham-lincoln-park,"Abraham-Lincoln-Park in Wiesbaden, Germany",50.0632525,8.2711407,1,,,,,,space,"Abraham-Lincoln-Park in Wiesbaden, Germany",,german_fires_wiesbaden_locations,306b53b74b66904010b44f272c2ed7f7,german_fires_wiesbaden_locations__306b53b74b66904010b44f272c2ed7f7
abraham-lincoln-strasse,"Abraham-Lincoln-Strasse in Wiesbaden, Germany",50.0671467,8.2671643,1,,,,,,LegislativeCommittee,"Abraham-Lincoln-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,24158e52f0fd05bb964d6a31753a359c,german_fires_wiesbaden_locations__24158e52f0fd05bb964d6a31753a359c
abtsweinberg,"Abtsweinberg in Wiesbaden, Germany",50.0848022,8.2475361,1,,,,,,FTO,"Abtsweinberg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6ced749a5ffe36a84cd0f2eda1ce7be2,german_fires_wiesbaden_locations__6ced749a5ffe36a84cd0f2eda1ce7be2
adalbert-stifter-strasse,"Adalbert-Stifter-Strasse in Wiesbaden, Germany",50.0991222,8.255608,1,,,,,,IndustryTerm,"Adalbert-Stifter-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,b95ad8bdbac3edc95ae52e0884378549,german_fires_wiesbaden_locations__b95ad8bdbac3edc95ae52e0884378549
adelheidstrasse,"Adelheidstrasse in Wiesbaden, Germany",50.075915,8.2370269,1,,,,,,ForeignMinister,"Adelheidstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,de24255515f1874cde7a479a3a12efe5,german_fires_wiesbaden_locations__de24255515f1874cde7a479a3a12efe5
adlerstrasse,"Adlerstrasse in Wiesbaden, Germany",50.0868425,8.2354785,1,,,,,,CompanyKeyword,"Adlerstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,0fc023627f4a1cb52ac309bbc8296230,german_fires_wiesbaden_locations__0fc023627f4a1cb52ac309bbc8296230
adolf-schneider-strasse,"Adolf-Schneider-Strasse in Wiesbaden, Germany",50.1164968,8.2738483,1,,,,,,DiplomaticFacilities,"Adolf-Schneider-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,3e887ec213691014355400f3f205fda4,german_fires_wiesbaden_locations__3e887ec213691014355400f3f205fda4
adolf-todt-strasse,"Adolf-Todt-Strasse in Wiesbaden, Germany",50.0365865,8.2399992,1,,,,,,Keyphrase,"Adolf-Todt-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,8420bc16aff331f1180ae331ff78c4b3,german_fires_wiesbaden_locations__8420bc16aff331f1180ae331ff78c4b3
adolfinenstrasse,"Adolfinenstrasse in Wiesbaden, Germany",50.0741782,8.193662,1,,,,,,Person,"Adolfinenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,2241eda4576c023e7979ae61c92ffb0e,german_fires_wiesbaden_locations__2241eda4576c023e7979ae61c92ffb0e
adolfsallee,"Adolfsallee in Wiesbaden, Germany",50.073724,8.2401191,1,,,,,,Diplomat,"Adolfsallee in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7861769604baa829d8eb5d48b1162f14,german_fires_wiesbaden_locations__7861769604baa829d8eb5d48b1162f14
adolfsberg,"Adolfsberg in Wiesbaden, Germany",50.0874674,8.2442482,1,,,,,,FTO,"Adolfsberg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c080e7485b39cb0a3ad3d13a26972e96,german_fires_wiesbaden_locations__c080e7485b39cb0a3ad3d13a26972e96
adolfsgasschen,"Adolfsgasschen in Wiesbaden, Germany",50.0359589,8.2402721,1,,,,,,IndustryTerm,"Adolfsgasschen in Wiesbaden, Germany",,german_fires_wiesbaden_locations,c7f39c49fbed998c14ea60db460fed16,german_fires_wiesbaden_locations__c7f39c49fbed998c14ea60db460fed16
adolfstrasse,"Adolfstrasse in Wiesbaden, Germany",50.0772804,8.239897,1,,,,,,Person,"Adolfstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,fe802023ade04fad1e5bb975c2afd113,german_fires_wiesbaden_locations__fe802023ade04fad1e5bb975c2afd113
ahornstrasse,"Ahornstrasse in Wiesbaden, Germany",50.0790933,8.3778695,1,,,,,,News,"Ahornstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,50cd07236d2d4868417efcfc191fa2b8,german_fires_wiesbaden_locations__50cd07236d2d4868417efcfc191fa2b8
ahornweg,"Ahornweg in Wiesbaden, Germany",50.0918844,8.2420025,1,,,,,,Refinery,"Ahornweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,d2d42ec390b48b8f81053ef04f4890c3,german_fires_wiesbaden_locations__d2d42ec390b48b8f81053ef04f4890c3
akazienstrasse,"Akazienstrasse in Wiesbaden, Germany",50.061646,8.2321217,1,,,,,,space,"Akazienstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,3edf12ed414d15c7af32cfd5f27980ef,german_fires_wiesbaden_locations__3edf12ed414d15c7af32cfd5f27980ef
akazienweg,"Akazienweg in Wiesbaden, Germany",50.045416,8.3643663,1,,,,,,ForeignMinister,"Akazienweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,b4b901d4cec020f0843f2ce2a6b57b22,german_fires_wiesbaden_locations__b4b901d4cec020f0843f2ce2a6b57b22
alban-kohler-strasse,"Alban-Kohler-Strasse in Wiesbaden, Germany",50.0836973,8.266779,1,,,,,,LegislativeCommittee,"Alban-Kohler-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4a9f5e0d5d4f8ccfec3e26d9c49b248b,german_fires_wiesbaden_locations__4a9f5e0d5d4f8ccfec3e26d9c49b248b
albert-schweitzer-allee,"Albert-Schweitzer-Allee in Wiesbaden, Germany",50.043269,8.2287889,1,,,,,,Organization,"Albert-Schweitzer-Allee in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6bd14ff6fa1db6da291a5d87b3de9712,german_fires_wiesbaden_locations__6bd14ff6fa1db6da291a5d87b3de9712
albertsberg,"Albertsberg in Wiesbaden, Germany",50.0661552,8.1633216,1,,,,,,Legislator,"Albertsberg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,52a8b5448c2c7c125183831c280f0a27,german_fires_wiesbaden_locations__52a8b5448c2c7c125183831c280f0a27
albertstrasse,"Albertstrasse in Wiesbaden, Germany",50.0339651,8.2548862,1,,,,,,Media,"Albertstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7b1920e78e93e8e2927fe8d8b98cb3d0,german_fires_wiesbaden_locations__7b1920e78e93e8e2927fe8d8b98cb3d0
albrecht-durer-strasse,"Albrecht-Durer-Strasse in Wiesbaden, Germany",50.0874789,8.2226435,1,,,,,,CompanyKeyword,"Albrecht-Durer-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,8d2993a975ce3a6ddfac4535d01736b3,german_fires_wiesbaden_locations__8d2993a975ce3a6ddfac4535d01736b3
albrechtstrasse,"Albrechtstrasse in Wiesbaden, Germany",50.074316,8.2372265,1,,,,,,ForeignMinister,"Albrechtstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,8633ea12aaf4af375696b395fcf9aa6d,german_fires_wiesbaden_locations__8633ea12aaf4af375696b395fcf9aa6d
alcide-de-gasperi-strasse,"Alcide-De-Gasperi-Strasse in Wiesbaden, Germany",50.0696348,8.2244332,1,,,,,,Diplomat,"Alcide-De-Gasperi-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,61d47f83de455befb03782d8d5b7296e,german_fires_wiesbaden_locations__61d47f83de455befb03782d8d5b7296e
alemannenstrasse,"Alemannenstrasse in Wiesbaden, Germany",50.0393739,8.3635287,1,,,,,,Shipping,"Alemannenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,4a187ad88c83973d8a1dc2b151e25c7d,german_fires_wiesbaden_locations__4a187ad88c83973d8a1dc2b151e25c7d
alexander-von-engelberg-strasse,"Alexander-von-Engelberg-Strasse in Wiesbaden, Germany",50.0289088,8.2587464,1,,,,,,News,"Alexander-von-Engelberg-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,134300994c337987fa6c7a37caca3b1f,german_fires_wiesbaden_locations__134300994c337987fa6c7a37caca3b1f
alexandrastrasse,"Alexandrastrasse in Wiesbaden, Germany",50.0686705,8.2379215,1,,,,,,Consulates,"Alexandrastrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,a923c20706b6b44fab28ddfac8db4846,german_fires_wiesbaden_locations__a923c20706b6b44fab28ddfac8db4846
alfons-paquet-strasse,"Alfons-Paquet-Strasse in Wiesbaden, Germany",50.0830455,8.2390997,1,,,,,,Organization,"Alfons-Paquet-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,210002c15fcedeeeb48f4f9316c850ba,german_fires_wiesbaden_locations__210002c15fcedeeeb48f4f9316c850ba
alfred-delp-strasse,"Alfred-Delp-Strasse in Wiesbaden, Germany",50.0672309,8.1632041,1,,,,,,space,"Alfred-Delp-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,69c5a93a827d75b29df188c632d853a0,german_fires_wiesbaden_locations__69c5a93a827d75b29df188c632d853a0
alfred-schumann-strasse,"Alfred-Schumann-Strasse in Wiesbaden, Germany",50.0457705,8.1976443,1,,,,,,AAEntity,"Alfred-Schumann-Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,f4c159812ee6b30754a18e1dcd4aeda0,german_fires_wiesbaden_locations__f4c159812ee6b30754a18e1dcd4aeda0
allgauer strasse,"Allgauer Strasse in Wiesbaden, Germany",50.046276,8.3694128,1,,,,,,Keyphrase,"Allgauer Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,5a57186ae77df2800866d49569d4c2eb,german_fires_wiesbaden_locations__5a57186ae77df2800866d49569d4c2eb
aloys-kunz-weg,"Aloys-Kunz-Weg in Wiesbaden, Germany",50.0933872,8.2073236,1,,,,,,CompanyKeyword,"Aloys-Kunz-Weg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,003b7cd8274ccf0f429f6a181373e7de,german_fires_wiesbaden_locations__003b7cd8274ccf0f429f6a181373e7de
alsbach,"Alsbach in Wiesbaden, Germany",50.1205685,8.3150743,1,,,,,,Person,"Alsbach in Wiesbaden, Germany",,german_fires_wiesbaden_locations,757528e9be4c6ffdd792df2ae1e3e564,german_fires_wiesbaden_locations__757528e9be4c6ffdd792df2ae1e3e564
alsbachblick,"Alsbachblick in Wiesbaden, Germany",50.1182019,8.3323436,1,,,,,,Consulates,"Alsbachblick in Wiesbaden, Germany",,german_fires_wiesbaden_locations,d4f68ab6bf9e88af4d6245510db0a23e,german_fires_wiesbaden_locations__d4f68ab6bf9e88af4d6245510db0a23e
alt auringen,"Alt Auringen in Wiesbaden, Germany",50.1262552,8.3200419,1,,,,,,IndustryTerm,"Alt Auringen in Wiesbaden, Germany",,german_fires_wiesbaden_locations,cdf7816d398fdfc2e28c26dad76396cc,german_fires_wiesbaden_locations__cdf7816d398fdfc2e28c26dad76396cc
alt medenbach,"Alt Medenbach in Wiesbaden, Germany",50.1054216,8.3417579,1,,,,,,Organization,"Alt Medenbach in Wiesbaden, Germany",,german_fires_wiesbaden_locations,7b40bdb5e8892d5f620f3305e02a618a,german_fires_wiesbaden_locations__7b40bdb5e8892d5f620f3305e02a618a
altdorferstrasse,"Altdorferstrasse in Wiesbaden, Germany",50.091082,8.2256428,1,,,,,,Person,"Altdorferstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,96a0faccf6b19a6ea7a2fa7b81fdb9fc,german_fires_wiesbaden_locations__96a0faccf6b19a6ea7a2fa7b81fdb9fc
alte brucke,"Alte Brucke in Wiesbaden, Germany",50.078172,8.3283625,1,,,,,,ForeignMinistry,"Alte Brucke in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6a6d1b6bba7ba0fc67c70911ac018fad,german_fires_wiesbaden_locations__6a6d1b6bba7ba0fc67c70911ac018fad
alte dorfstrasse,"Alte Dorfstrasse in Wiesbaden, Germany",50.0797691,8.3702327,1,,,,,,Legislator,"Alte Dorfstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,6c2b830d945b180e4ed4c8e136bd8fc0,german_fires_wiesbaden_locations__6c2b830d945b180e4ed4c8e136bd8fc0
alte kirschgartenstrasse,"Alte Kirschgartenstrasse in Wiesbaden, Germany",50.0479855,8.2045725,1,,,,,,AAEntity,"Alte Kirschgartenstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,8fed08a348aec5c76a400a243e17c8eb,german_fires_wiesbaden_locations__8fed08a348aec5c76a400a243e17c8eb
alte pforte,"Alte Pforte in Wiesbaden, Germany",50.0452176,8.1970984,1,,,,,,Legislator,"Alte Pforte in Wiesbaden, Germany",,german_fires_wiesbaden_locations,129c24773630022f42b6cc89496ed220,german_fires_wiesbaden_locations__129c24773630022f42b6cc89496ed220
alte platter strasse,"Alte Platter Strasse in Wiesbaden, Germany",50.0893597,8.2315657,1,,,,,,Legislator,"Alte Platter Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,507539329a319816dd8671d887e4cd2e,german_fires_wiesbaden_locations__507539329a319816dd8671d887e4cd2e
alte rheingauer strasse,"Alte Rheingauer Strasse in Wiesbaden, Germany",50.1101962,8.1619255,1,,,,,,ForeignMinistry,"Alte Rheingauer Strasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,f920e9073b676dc775f11a83650a2f86,german_fires_wiesbaden_locations__f920e9073b676dc775f11a83650a2f86
alte schmelze,"Alte Schmelze in Wiesbaden, Germany",50.0480464,8.2079834,1,,,,,,Pipeline,"Alte Schmelze in Wiesbaden, Germany",,german_fires_wiesbaden_locations,cbb0fa1b1d02e43bba41fbac1deb666d,german_fires_wiesbaden_locations__cbb0fa1b1d02e43bba41fbac1deb666d
alte winterstrasse,"Alte Winterstrasse in Wiesbaden, Germany",50.000949,8.3065001,1,,,,,,DiplomaticFacilities,"Alte Winterstrasse in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ffa81c1e7b10dac66f5804ec9d73eb45,german_fires_wiesbaden_locations__ffa81c1e7b10dac66f5804ec9d73eb45
alter kellerskopfweg,"Alter Kellerskopfweg in Wiesbaden, Germany",50.0848022,8.2475361,1,,,,,,Organization,"Alter Kellerskopfweg in Wiesbaden, Germany",,german_fires_wiesbaden_locations,ac4962a5f0f6b72d6fec49be9126164d,german_fires_wiesbaden_locations__ac4962a5f0f6b72d6fec49be9126164d
