german_text,caption_text,location_tag,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
prenzlauer berg,"Prenzlauer Berg, Berlin, Germany","Prenzlauer Berg, Berlin, Germany",Person,"Prenzlauer Berg, Berlin, Germany",,german_mapping_location_fires,1e6b19b8cf9fd2f662fec0dd3874eebc,german_mapping_location_fires__1e6b19b8cf9fd2f662fec0dd3874eebc
prenzlauer alle,"Prenzlauer Berg, Berlin, Germany","Prenzlauer Berg, Berlin, Germany",Wells,"Prenzlauer Berg, Berlin, Germany",,german_mapping_location_fires,1e6b19b8cf9fd2f662fec0dd3874eebc,german_mapping_location_fires__1e6b19b8cf9fd2f662fec0dd3874eebc
prenzlauerberg,"Prenzlauer Berg, Berlin, Germany","Prenzlauer Berg, Berlin, Germany",Media,"Prenzlauer Berg, Berlin, Germany",,german_mapping_location_fires,1e6b19b8cf9fd2f662fec0dd3874eebc,german_mapping_location_fires__1e6b19b8cf9fd2f662fec0dd3874eebc
blankenburg,"Blankenburg, Berlin, Germany","Blankenburg, Berlin, Germany",Consulates,"Blankenburg, Berlin, Germany",,german_mapping_location_fires,ccae247d3792de8b281a4b12227f5a14,german_mapping_location_fires__ccae247d3792de8b281a4b12227f5a14
heinersdorf,"Heinersdorf, Berlin, Germany","Heinersdorf, Berlin, Germany",Person,"Heinersdorf, Berlin, Germany",,german_mapping_location_fires,22b5c3359fccce126406f9339bf0f92a,german_mapping_location_fires__22b5c3359fccce126406f9339bf0f92a
karow,"Karow, Berlin, Germany","Karow, Berlin, Germany",Media,"Karow, Berlin, Germany",,german_mapping_location_fires,8c450af0659a95057b496f9f5edfc717,german_mapping_location_fires__8c450af0659a95057b496f9f5edfc717
malchow,"Malchow, Berlin, Germany","Malchow, Berlin, Germany",Exec,"Malchow, Berlin, Germany",,german_mapping_location_fires,0ddea0e69382f460f0e5ad9b07c1daaa,german_mapping_location_fires__0ddea0e69382f460f0e5ad9b07c1daaa
pankow,"Pankow, Berlin, Germany","Pankow, Berlin, Germany",Legislator,"Pankow, Berlin, Germany",,german_mapping_location_fires,ef619c6a721a525735d276b8c016410a,german_mapping_location_fires__ef619c6a721a525735d276b8c016410a
blankenfelde,"Blankenfelde, Berlin, Germany","Blankenfelde, Berlin, Germany",ForeignMinistry,"Blankenfelde, Berlin, Germany",,german_mapping_location_fires,df2ce87188b4950dfc4acb488249c6c5,german_mapping_location_fires__df2ce87188b4950dfc4acb488249c6c5
buch,"Buch, Berlin, Germany","Buch, Berlin, Germany",Exec,"Buch, Berlin, Germany",,german_mapping_location_fires,fa0c2758c19e48058e5a232acf444d2b,german_mapping_location_fires__fa0c2758c19e48058e5a232acf444d2b
rosenthal,"Rosenthal, Berlin, Germany","Rosenthal, Berlin, Germany",CompanyKeyword,"Rosenthal, Berlin, Germany",,german_mapping_location_fires,3c908df0362f14728e5d7fdb86d46528,german_mapping_location_fires__3c908df0362f14728e5d7fdb86d46528
wilhelmsruh,"Wilhelmsruh, Berlin, Germany","Wilhelmsruh, Berlin, Germany",CompanyKeyword,"Wilhelmsruh, Berlin, Germany",,german_mapping_location_fires,a42317d8d5402bb4637540ac6a4e577e,german_mapping_location_fires__a42317d8d5402bb4637540ac6a4e577e
niederschonhausen,"Niederschonhausen, Berlin, Germany","Niederschonhausen, Berlin, Germany",Pipeline,"Niederschonhausen, Berlin, Germany",,german_mapping_location_fires,19d15802b137e933ce9ffae153a0d5cc,german_mapping_location_fires__19d15802b137e933ce9ffae153a0d5cc
charlottenburg,"Charlottenburg, Berlin, Germany","Charlottenburg, Berlin, Germany",Organization,"Charlottenburg, Berlin, Germany",,german_mapping_location_fires,13d9d9e5ad297ee82ac39f56ba7ba45c,german_mapping_location_fires__13d9d9e5ad297ee82ac39f56ba7ba45c
wilmersdorf,"Wilmersdorf, Berlin, Germany","Wilmersdorf, Berlin, Germany",LegislativeCommittee,"Wilmersdorf, Berlin, Germany",,german_mapping_location_fires,96a13c6102085f08af3e910b7f79af02,german_mapping_location_fires__96a13c6102085f08af3e910b7f79af02
schmargendorf,"Schmargendorf, Berlin, Germany","Schmargendorf, Berlin, Germany",AAEntity,"Schmargendorf, Berlin, Germany",,german_mapping_location_fires,55650eaa9b9c1ed4a020589706ed19b9,german_mapping_location_fires__55650eaa9b9c1ed4a020589706ed19b9
grunewald,"Grunewald, Berlin, Germany","Grunewald, Berlin, Germany",Pipeline,"Grunewald, Berlin, Germany",,german_mapping_location_fires,4683e85414997ecb71e72f83e2cd6bd9,german_mapping_location_fires__4683e85414997ecb71e72f83e2cd6bd9
westend,"Westend, Berlin, Germany","Westend, Berlin, Germany",DiplomaticFacilities,"Westend, Berlin, Germany",,german_mapping_location_fires,70be265202db7e18914e3eb8c8e0babc,german_mapping_location_fires__70be265202db7e18914e3eb8c8e0babc
halensee,"Halensee, Berlin, Germany","Halensee, Berlin, Germany",Diplomat,"Halensee, Berlin, Germany",,german_mapping_location_fires,1bb03a01b48dee2de30e7f039aa4f9bb,german_mapping_location_fires__1bb03a01b48dee2de30e7f039aa4f9bb
steglitz,"Steglitz, Berlin, Germany","Steglitz, Berlin, Germany",Legislator,"Steglitz, Berlin, Germany",,german_mapping_location_fires,51b4a87e925597c726c644aaf667537d,german_mapping_location_fires__51b4a87e925597c726c644aaf667537d
buckow,"Buckow, Berlin, Germany","Buckow, Berlin, Germany",ForeignMinistry,"Buckow, Berlin, Germany",,german_mapping_location_fires,b9ed097d613b874d002ad3c0911729e5,german_mapping_location_fires__b9ed097d613b874d002ad3c0911729e5
spandau,"Spandau, Berlin, Germany","Spandau, Berlin, Germany",Legislator,"Spandau, Berlin, Germany",,german_mapping_location_fires,1faa0335af3e10669e0716f67d5d3dc6,german_mapping_location_fires__1faa0335af3e10669e0716f67d5d3dc6
haselhorst,"Haselhorst, Berlin, Germany","Haselhorst, Berlin, Germany",Legislator,"Haselhorst, Berlin, Germany",,german_mapping_location_fires,628706e3cc6641597c7546fb1476f4b0,german_mapping_location_fires__628706e3cc6641597c7546fb1476f4b0
siemensstadt,"Siemensstadt, Berlin, Germany","Siemensstadt, Berlin, Germany",Media,"Siemensstadt, Berlin, Germany",,german_mapping_location_fires,55bc9a6b39a289a164de7b7ce8c9260e,german_mapping_location_fires__55bc9a6b39a289a164de7b7ce8c9260e
staaken,"Staaken, Berlin, Germany","Staaken, Berlin, Germany",CompanyKeyword,"Staaken, Berlin, Germany",,german_mapping_location_fires,4a904742a416d62e81035124eaea8e26,german_mapping_location_fires__4a904742a416d62e81035124eaea8e26
gatow,"Gatow, Berlin, Germany","Gatow, Berlin, Germany",Exec,"Gatow, Berlin, Germany",,german_mapping_location_fires,8f8ff279a4a14ab2814542892d45bc7d,german_mapping_location_fires__8f8ff279a4a14ab2814542892d45bc7d
kladow,"Kladow, Berlin, Germany","Kladow, Berlin, Germany",Organization,"Kladow, Berlin, Germany",,german_mapping_location_fires,77555f971a477c8ef7be2f1999af1963,german_mapping_location_fires__77555f971a477c8ef7be2f1999af1963
hakenfelde,"Hakenfelde, Berlin, Germany","Hakenfelde, Berlin, Germany",AAEntity,"Hakenfelde, Berlin, Germany",,german_mapping_location_fires,ca13398265d5c0e0d3495ac846d3ef41,german_mapping_location_fires__ca13398265d5c0e0d3495ac846d3ef41
falkenhagener feld,"Falkenhagener Feld, Berlin, Germany","Falkenhagener Feld, Berlin, Germany",Keyphrase,"Falkenhagener Feld, Berlin, Germany",,german_mapping_location_fires,381c53fa1d8d1af0186c4bafbd2c5259,german_mapping_location_fires__381c53fa1d8d1af0186c4bafbd2c5259
falkenhagenerfeld,"Falkenhagener Feld, Berlin, Germany","Falkenhagener Feld, Berlin, Germany",Wells,"Falkenhagener Feld, Berlin, Germany",,german_mapping_location_fires,381c53fa1d8d1af0186c4bafbd2c5259,german_mapping_location_fires__381c53fa1d8d1af0186c4bafbd2c5259
wilhelmstadt,"Wilhelmstadt, Berlin, Germany","Wilhelmstadt, Berlin, Germany",Person,"Wilhelmstadt, Berlin, Germany",,german_mapping_location_fires,934a09bcd38277d25da4133494b4849e,german_mapping_location_fires__934a09bcd38277d25da4133494b4849e
lichterfelde,"Lichterfelde, Berlin, Germany","Lichterfelde, Berlin, Germany",Wells,"Lichterfelde, Berlin, Germany",,german_mapping_location_fires,3a5f3d19996cea8390fdbdfb64abdf72,german_mapping_location_fires__3a5f3d19996cea8390fdbdfb64abdf72
lankwitz,"Lankwitz, Berlin, Germany","Lankwitz, Berlin, Germany",IndustryTerm,"Lankwitz, Berlin, Germany",,german_mapping_location_fires,b00eb09ca5462b2b3774dc1c6325a604,german_mapping_location_fires__b00eb09ca5462b2b3774dc1c6325a604
zehlendorf,"Zehlendorf, Berlin, Germany","Zehlendorf, Berlin, Germany",FTO,"Zehlendorf, Berlin, Germany",,german_mapping_location_fires,b6721c5124b8702a770d575e7a0ffcec,german_mapping_location_fires__b6721c5124b8702a770d575e7a0ffcec
dahlem,"Dahlem, Berlin, Germany","Dahlem, Berlin, Germany",Legislator,"Dahlem, Berlin, Germany",,german_mapping_location_fires,ea765b285a7996afa6b3b0e9d2f30eeb,german_mapping_location_fires__ea765b285a7996afa6b3b0e9d2f30eeb
nikolassee,"Nikolassee, Berlin, Germany","Nikolassee, Berlin, Germany",space,"Nikolassee, Berlin, Germany",,german_mapping_location_fires,59bca9645b2c5541ed8313149b96a826,german_mapping_location_fires__59bca9645b2c5541ed8313149b96a826
wannsee,"Wannsee, Berlin, Germany","Wannsee, Berlin, Germany",Shipping,"Wannsee, Berlin, Germany",,german_mapping_location_fires,e976e13054272bb0e8c4f18577df88a8,german_mapping_location_fires__e976e13054272bb0e8c4f18577df88a8
schoneberg,"Schoneberg, Berlin, Germany","Schoneberg, Berlin, Germany",FTO,"Schoneberg, Berlin, Germany",,german_mapping_location_fires,11e3cdc669d3d824e46bb6900c3d36f3,german_mapping_location_fires__11e3cdc669d3d824e46bb6900c3d36f3
schöneberg,"Schoneberg, Berlin, Germany","Schoneberg, Berlin, Germany",FTO,"Schoneberg, Berlin, Germany",,german_mapping_location_fires,11e3cdc669d3d824e46bb6900c3d36f3,german_mapping_location_fires__11e3cdc669d3d824e46bb6900c3d36f3
schoeneberg,"Schoneberg, Berlin, Germany","Schoneberg, Berlin, Germany",Diplomat,"Schoneberg, Berlin, Germany",,german_mapping_location_fires,11e3cdc669d3d824e46bb6900c3d36f3,german_mapping_location_fires__11e3cdc669d3d824e46bb6900c3d36f3
friedenau,"Friedenau, Berlin, Germany","Friedenau, Berlin, Germany",Pipeline,"Friedenau, Berlin, Germany",,german_mapping_location_fires,153b5fe573103e3d3214ece62abe44a1,german_mapping_location_fires__153b5fe573103e3d3214ece62abe44a1
tempelhof,"Tempelhof, Berlin, Germany","Tempelhof, Berlin, Germany",Pipeline,"Tempelhof, Berlin, Germany",,german_mapping_location_fires,6bbc02b8b2e92f8fe2f293ee4899f1a5,german_mapping_location_fires__6bbc02b8b2e92f8fe2f293ee4899f1a5
mariendorf,"Mariendorf, Berlin, Germany","Mariendorf, Berlin, Germany",DiplomaticFacilities,"Mariendorf, Berlin, Germany",,german_mapping_location_fires,a05c832fe04b1a2f2e84a2c5e85e1e24,german_mapping_location_fires__a05c832fe04b1a2f2e84a2c5e85e1e24
marienfelde,"Marienfelde, Berlin, Germany","Marienfelde, Berlin, Germany",News,"Marienfelde, Berlin, Germany",,german_mapping_location_fires,d85848bed7ec7b21b13b47bfbd4303b2,german_mapping_location_fires__d85848bed7ec7b21b13b47bfbd4303b2
lichtenrade,"Lichtenrade, Berlin, Germany","Lichtenrade, Berlin, Germany",Media,"Lichtenrade, Berlin, Germany",,german_mapping_location_fires,4731ea61c231a65ed192f86b44c5cdb8,german_mapping_location_fires__4731ea61c231a65ed192f86b44c5cdb8
neukolln,"Neukolln, Berlin, Germany","Neukolln, Berlin, Germany",Legislator,"Neukolln, Berlin, Germany",,german_mapping_location_fires,c8bb8662c3155095ba088d7fc07b6cac,german_mapping_location_fires__c8bb8662c3155095ba088d7fc07b6cac
neukoelln,"Neukolln, Berlin, Germany","Neukolln, Berlin, Germany",Organization,"Neukolln, Berlin, Germany",,german_mapping_location_fires,c8bb8662c3155095ba088d7fc07b6cac,german_mapping_location_fires__c8bb8662c3155095ba088d7fc07b6cac
britz,"Britz, Berlin, Germany","Britz, Berlin, Germany",DiplomaticFacilities,"Britz, Berlin, Germany",,german_mapping_location_fires,906924d3a0905ee468027b24a651f568,german_mapping_location_fires__906924d3a0905ee468027b24a651f568
rudow,"Rudow, Berlin, Germany","Rudow, Berlin, Germany",CompanyKeyword,"Rudow, Berlin, Germany",,german_mapping_location_fires,acf1c175f278d6cd37b4f44acd6df5e8,german_mapping_location_fires__acf1c175f278d6cd37b4f44acd6df5e8
gropiusstadt,"Gropiusstadt, Berlin, Germany","Gropiusstadt, Berlin, Germany",IndustryTerm,"Gropiusstadt, Berlin, Germany",,german_mapping_location_fires,1530409612fc262faed615614604000c,german_mapping_location_fires__1530409612fc262faed615614604000c
alt treptow,"Alt Treptow, Berlin, Germany","Alt Treptow, Berlin, Germany",Wells,"Alt Treptow, Berlin, Germany",,german_mapping_location_fires,49ec2efef341731192438007a59a3775,german_mapping_location_fires__49ec2efef341731192438007a59a3775
alttreptow,"Alt Treptow, Berlin, Germany","Alt Treptow, Berlin, Germany",LegislativeCommittee,"Alt Treptow, Berlin, Germany",,german_mapping_location_fires,49ec2efef341731192438007a59a3775,german_mapping_location_fires__49ec2efef341731192438007a59a3775
planterwald,"Planterwald, Berlin, Germany","Planterwald, Berlin, Germany",AAEntity,"Planterwald, Berlin, Germany",,german_mapping_location_fires,270c2f5b7c8418ad8ca22d9bb7d94a31,german_mapping_location_fires__270c2f5b7c8418ad8ca22d9bb7d94a31
plaenterwald,"Planterwald, Berlin, Germany","Planterwald, Berlin, Germany",ForeignMinistry,"Planterwald, Berlin, Germany",,german_mapping_location_fires,270c2f5b7c8418ad8ca22d9bb7d94a31,german_mapping_location_fires__270c2f5b7c8418ad8ca22d9bb7d94a31
baumschulenweg,"Baumschulenweg, Berlin, Germany","Baumschulenweg, Berlin, Germany",ForeignMinistry,"Baumschulenweg, Berlin, Germany",,german_mapping_location_fires,5c769ee0c9998b8cac300efbeafeef8c,german_mapping_location_fires__5c769ee0c9998b8cac300efbeafeef8c
johannisthal,"Johannisthal, Berlin, Germany","Johannisthal, Berlin, Germany",Refinery,"Johannisthal, Berlin, Germany",,german_mapping_location_fires,1510d1351b91b66dc754fa3e3dfc8ef4,german_mapping_location_fires__1510d1351b91b66dc754fa3e3dfc8ef4
niederschoeneweide,"Niederschoneweide, Berlin, Germany","Niederschoneweide, Berlin, Germany",Diplomat,"Niederschoneweide, Berlin, Germany",,german_mapping_location_fires,b4868cd1e3db9a04fb293179b5e19272,german_mapping_location_fires__b4868cd1e3db9a04fb293179b5e19272
niederschoneweide,"Niederschoneweide, Berlin, Germany","Niederschoneweide, Berlin, Germany",Person,"Niederschoneweide, Berlin, Germany",,german_mapping_location_fires,b4868cd1e3db9a04fb293179b5e19272,german_mapping_location_fires__b4868cd1e3db9a04fb293179b5e19272
altglienicke,"Altglienicke, Berlin, Germany","Altglienicke, Berlin, Germany",Media,"Altglienicke, Berlin, Germany",,german_mapping_location_fires,6a09bfe30c4aa1fb3c88a1f46c0e6b49,german_mapping_location_fires__6a09bfe30c4aa1fb3c88a1f46c0e6b49
adlershof,"Adlershof, Berlin, Germany","Adlershof, Berlin, Germany",FTO,"Adlershof, Berlin, Germany",,german_mapping_location_fires,bc8c86aa73852e3bd9b0e9ddb7f99e86,german_mapping_location_fires__bc8c86aa73852e3bd9b0e9ddb7f99e86
bohnsdorf,"Bohnsdorf, Berlin, Germany","Bohnsdorf, Berlin, Germany",Pipeline,"Bohnsdorf, Berlin, Germany",,german_mapping_location_fires,60e25d78d53866ad552860b392761247,german_mapping_location_fires__60e25d78d53866ad552860b392761247
oberschöneweide,"Oberschoneweide, Berlin, Germany","Oberschoneweide, Berlin, Germany",CompanyKeyword,"Oberschoneweide, Berlin, Germany",,german_mapping_location_fires,7f1e4fd44b75bbcb5944fb94e7193adc,german_mapping_location_fires__7f1e4fd44b75bbcb5944fb94e7193adc
oberschoneweide,"Oberschoneweide, Berlin, Germany","Oberschoneweide, Berlin, Germany",ForeignMinister,"Oberschoneweide, Berlin, Germany",,german_mapping_location_fires,7f1e4fd44b75bbcb5944fb94e7193adc,german_mapping_location_fires__7f1e4fd44b75bbcb5944fb94e7193adc
oberschoeneweide,"Oberschoneweide, Berlin, Germany","Oberschoneweide, Berlin, Germany",LegislativeCommittee,"Oberschoneweide, Berlin, Germany",,german_mapping_location_fires,7f1e4fd44b75bbcb5944fb94e7193adc,german_mapping_location_fires__7f1e4fd44b75bbcb5944fb94e7193adc
kopenick,"Kopenick, Berlin, Germany","Kopenick, Berlin, Germany",DiplomaticFacilities,"Kopenick, Berlin, Germany",,german_mapping_location_fires,8b074e0fc7a0181eb732bc0baabea1d8,german_mapping_location_fires__8b074e0fc7a0181eb732bc0baabea1d8
koepenick,"Kopenick, Berlin, Germany","Kopenick, Berlin, Germany",CompanyKeyword,"Kopenick, Berlin, Germany",,german_mapping_location_fires,8b074e0fc7a0181eb732bc0baabea1d8,german_mapping_location_fires__8b074e0fc7a0181eb732bc0baabea1d8
friedrichshagen,"Friedrichshagen, Berlin, Germany","Friedrichshagen, Berlin, Germany",space,"Friedrichshagen, Berlin, Germany",,german_mapping_location_fires,a3cecbc5db6753cd81df1069268239fe,german_mapping_location_fires__a3cecbc5db6753cd81df1069268239fe
rahnsdorf,"Rahnsdorf, Berlin, Germany","Rahnsdorf, Berlin, Germany",Legislator,"Rahnsdorf, Berlin, Germany",,german_mapping_location_fires,bbeafce33976ab3c7520d3fa4135ac15,german_mapping_location_fires__bbeafce33976ab3c7520d3fa4135ac15
grunau,"Grunau, Berlin, Germany","Grunau, Berlin, Germany",Keyphrase,"Grunau, Berlin, Germany",,german_mapping_location_fires,21acf8fcd0eda5d9b550fc63d8c82eac,german_mapping_location_fires__21acf8fcd0eda5d9b550fc63d8c82eac
gruenau,"Grunau, Berlin, Germany","Grunau, Berlin, Germany",space,"Grunau, Berlin, Germany",,german_mapping_location_fires,21acf8fcd0eda5d9b550fc63d8c82eac,german_mapping_location_fires__21acf8fcd0eda5d9b550fc63d8c82eac
muggelheim,"Muggelheim, Berlin, Germany","Muggelheim, Berlin, Germany",IndustryTerm,"Muggelheim, Berlin, Germany",,german_mapping_location_fires,5a7ecc1e018d363d476e2b2ca0f06d57,german_mapping_location_fires__5a7ecc1e018d363d476e2b2ca0f06d57
mueggelheim,"Muggelheim, Berlin, Germany","Muggelheim, Berlin, Germany",ForeignMinistry,"Muggelheim, Berlin, Germany",,german_mapping_location_fires,5a7ecc1e018d363d476e2b2ca0f06d57,german_mapping_location_fires__5a7ecc1e018d363d476e2b2ca0f06d57
schmockwitz,"Schmockwitz, Berlin, Germany","Schmockwitz, Berlin, Germany",AAEntity,"Schmockwitz, Berlin, Germany",,german_mapping_location_fires,baed2cb03981ee398cbf184cbf193f79,german_mapping_location_fires__baed2cb03981ee398cbf184cbf193f79
schmoecwitz,"Schmockwitz, Berlin, Germany","Schmockwitz, Berlin, Germany",Wells,"Schmockwitz, Berlin, Germany",,german_mapping_location_fires,baed2cb03981ee398cbf184cbf193f79,german_mapping_location_fires__baed2cb03981ee398cbf184cbf193f79
marzahn,"Marzahn, Berlin, Germany","Marzahn, Berlin, Germany",space,"Marzahn, Berlin, Germany",,german_mapping_location_fires,7ab9392314df865330981389acb26040,german_mapping_location_fires__7ab9392314df865330981389acb26040
biesdorf,"Biesdorf, Berlin, Germany","Biesdorf, Berlin, Germany",Exec,"Biesdorf, Berlin, Germany",,german_mapping_location_fires,a4f79c6978c63ad68eaa81ec2c614edd,german_mapping_location_fires__a4f79c6978c63ad68eaa81ec2c614edd
kaulsdorf,"Kaulsdorf, Berlin, Germany","Kaulsdorf, Berlin, Germany",News,"Kaulsdorf, Berlin, Germany",,german_mapping_location_fires,587f3954f819870ce3ed0d4462913bdc,german_mapping_location_fires__587f3954f819870ce3ed0d4462913bdc
mahlsdorf,"Mahlsdorf, Berlin, Germany","Mahlsdorf, Berlin, Germany",CompanyKeyword,"Mahlsdorf, Berlin, Germany",,german_mapping_location_fires,0408079b639e43450a0d555a2070bcc5,german_mapping_location_fires__0408079b639e43450a0d555a2070bcc5
hellersdorf,"Hellersdorf, Berlin, Germany","Hellersdorf, Berlin, Germany",IndustryTerm,"Hellersdorf, Berlin, Germany",,german_mapping_location_fires,0b4da5f119afa2eeb1a1bcf8bd432ce8,german_mapping_location_fires__0b4da5f119afa2eeb1a1bcf8bd432ce8
friedrichsfelde,"Friedrichsfelde, Berlin, Germany","Friedrichsfelde, Berlin, Germany",Media,"Friedrichsfelde, Berlin, Germany",,german_mapping_location_fires,7dd7acc9e17c080bec99da8f6d7cac5b,german_mapping_location_fires__7dd7acc9e17c080bec99da8f6d7cac5b
karlshorst,"Karlshorst, Berlin, Germany","Karlshorst, Berlin, Germany",CompanyKeyword,"Karlshorst, Berlin, Germany",,german_mapping_location_fires,0eb430f25dcd3393e09b0afedfce5e4c,german_mapping_location_fires__0eb430f25dcd3393e09b0afedfce5e4c
falkenberg,"Falkenberg, Berlin, Germany","Falkenberg, Berlin, Germany",DiplomaticFacilities,"Falkenberg, Berlin, Germany",,german_mapping_location_fires,f376f1d5a4d20ae004d2ffb055f5b0c8,german_mapping_location_fires__f376f1d5a4d20ae004d2ffb055f5b0c8
wartenberg,"Wartenberg, Berlin, Germany","Wartenberg, Berlin, Germany",FTO,"Wartenberg, Berlin, Germany",,german_mapping_location_fires,678b454cba0b31562acf7c04fc710531,german_mapping_location_fires__678b454cba0b31562acf7c04fc710531
neu-hohenschonhausen,"Neu-Hohenschonhausen, Berlin, Germany","Neu-Hohenschonhausen, Berlin, Germany",Wells,"Neu-Hohenschonhausen, Berlin, Germany",,german_mapping_location_fires,701cf3433eb8488eb47b26842145f603,german_mapping_location_fires__701cf3433eb8488eb47b26842145f603
neu-hohenschoenhausen,"Neu-Hohenschonhausen, Berlin, Germany","Neu-Hohenschonhausen, Berlin, Germany",CompanyKeyword,"Neu-Hohenschonhausen, Berlin, Germany",,german_mapping_location_fires,701cf3433eb8488eb47b26842145f603,german_mapping_location_fires__701cf3433eb8488eb47b26842145f603
alt-hohenschonhausen,"Alt-Hohenschonhausen, Berlin, Germany","Alt-Hohenschonhausen, Berlin, Germany",ForeignMinister,"Alt-Hohenschonhausen, Berlin, Germany",,german_mapping_location_fires,a4a9ec5de6e3082ac96fbf7a5471cafe,german_mapping_location_fires__a4a9ec5de6e3082ac96fbf7a5471cafe
alt-hohenschoenhausen,"Alt-Hohenschonhausen, Berlin, Germany","Alt-Hohenschonhausen, Berlin, Germany",Shipping,"Alt-Hohenschonhausen, Berlin, Germany",,german_mapping_location_fires,a4a9ec5de6e3082ac96fbf7a5471cafe,german_mapping_location_fires__a4a9ec5de6e3082ac96fbf7a5471cafe
fennpfuhl,"Fennpfuhl, Berlin, Germany","Fennpfuhl, Berlin, Germany",AAEntity,"Fennpfuhl, Berlin, Germany",,german_mapping_location_fires,ff0ca0eab6be848c559c93f77f490f5f,german_mapping_location_fires__ff0ca0eab6be848c559c93f77f490f5f
rummelsburg,"Rummelsburg, Berlin, Germany","Rummelsburg, Berlin, Germany",ForeignMinistry,"Rummelsburg, Berlin, Germany",,german_mapping_location_fires,cb375fde938f9fd3800c00339523e670,german_mapping_location_fires__cb375fde938f9fd3800c00339523e670
reinickendorf,"Reinickendorf, Berlin, Germany","Reinickendorf, Berlin, Germany",AAEntity,"Reinickendorf, Berlin, Germany",,german_mapping_location_fires,15fbb6b09a2c35cc39e119f66c590692,german_mapping_location_fires__15fbb6b09a2c35cc39e119f66c590692
tegel,"Tegel, Berlin, Germany","Tegel, Berlin, Germany",Legislator,"Tegel, Berlin, Germany",,german_mapping_location_fires,2ecde4bbf2f3ff0081f05b1beb0fa7f3,german_mapping_location_fires__2ecde4bbf2f3ff0081f05b1beb0fa7f3
heiligensee,"Heiligensee, Berlin, Germany","Heiligensee, Berlin, Germany",Organization,"Heiligensee, Berlin, Germany",,german_mapping_location_fires,da8c18b72f49b33fe8965007cf3066c4,german_mapping_location_fires__da8c18b72f49b33fe8965007cf3066c4
frohnau,"Frohnau, Berlin, Germany","Frohnau, Berlin, Germany",Legislator,"Frohnau, Berlin, Germany",,german_mapping_location_fires,611fb12fe5797a4ff32cea6706dd5f8d,german_mapping_location_fires__611fb12fe5797a4ff32cea6706dd5f8d
konradshohe,"Konradshohe, Berlin, Germany","Konradshohe, Berlin, Germany",Diplomat,"Konradshohe, Berlin, Germany",,german_mapping_location_fires,3c5af5f375237b9df9a705b27029eeb8,german_mapping_location_fires__3c5af5f375237b9df9a705b27029eeb8
konradshoehe,"Konradshohe, Berlin, Germany","Konradshohe, Berlin, Germany",DiplomaticFacilities,"Konradshohe, Berlin, Germany",,german_mapping_location_fires,3c5af5f375237b9df9a705b27029eeb8,german_mapping_location_fires__3c5af5f375237b9df9a705b27029eeb8
