handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
ruptly,Ruptly,"Moscow, Russia",,"moscow, russia",Consulates,Ruptly,,dgm_state_handles,2c467b2f6bef586354f426400acbdbb2,dgm_state_handles__2c467b2f6bef586354f426400acbdbb2
russiabeyond,Russia Beyond,"Moscow, Russia",,"moscow, russia",Wells,Russia Beyond,,dgm_state_handles,3b279f2edd21ece4c4302f548abcfd5f,dgm_state_handles__3b279f2edd21ece4c4302f548abcfd5f
rt_russian,RT Russian,"Moscow, Russia",,"moscow, russia",Exec,RT Russian,,dgm_state_handles,626799b686040f07103f53c4a6750a79,dgm_state_handles__626799b686040f07103f53c4a6750a79
minvostok,Russian Ministry of Far East and Arctic,"Moscow, Russia",,"moscow, russia",News,Russian Ministry of Far East and Arctic,,dgm_state_handles,ec49dd461972105cb7a63dda5600902c,dgm_state_handles__ec49dd461972105cb7a63dda5600902c
rosieshoz,Russian Federal Forestry Agency,"Moscow, Russia",,"moscow, russia",FTO,Russian Federal Forestry Agency,,dgm_state_handles,7c53754e1deb7c8bd97a03a9bd5bbbc3,dgm_state_handles__7c53754e1deb7c8bd97a03a9bd5bbbc3
mintransrf,Russian Ministry of Transport,"Moscow, Russia",,"moscow, russia",ForeignMinistry,Russian Ministry of Transport,,dgm_state_handles,edf2100e0fb9ec531806e9b93c0af1ec,dgm_state_handles__edf2100e0fb9ec531806e9b93c0af1ec
minpromtorg_rus,Russian Ministry of Trade and Industry,"Moscow, Russia",,"moscow, russia",Refinery,Russian Ministry of Trade and Industry,,dgm_state_handles,4e08a4e487b4ae838c0d683bfaf05880,dgm_state_handles__4e08a4e487b4ae838c0d683bfaf05880
MinenergoGov,Russian Ministry of Energy,"Moscow, Russia",,"moscow, russia",Person,Russian Ministry of Energy,,dgm_state_handles,476f51293bbb148ba042df7f5edfe8e4,dgm_state_handles__476f51293bbb148ba042df7f5edfe8e4
MinistryEconomy,Russian Ministry of Economic Development,"Moscow, Russia",,"moscow, russia",LegislativeCommittee,Russian Ministry of Economic Development,,dgm_state_handles,e6b6abc3f260d24d628e3e7f92595a39,dgm_state_handles__e6b6abc3f260d24d628e3e7f92595a39
Culture_RF,Russian Ministry of Culture,"Moscow, Russia",,"moscow, russia",IndustryTerm,Russian Ministry of Culture,,dgm_state_handles,72519a2c924789d7b90524405eb58fa5,dgm_state_handles__72519a2c924789d7b90524405eb58fa5
mcx_rf,Russian Ministry of Agriculture,"Moscow, Russia",,"moscow, russia",Exec,Russian Ministry of Agriculture,,dgm_state_handles,002294e45828a85b3a5354c50a9a3c63,dgm_state_handles__002294e45828a85b3a5354c50a9a3c63
minsvyaz_news,Russian Ministry of Digitization,"Moscow, Russia",,"moscow, russia",DiplomaticFacilities,Russian Ministry of Digitization,,dgm_state_handles,14cddc2f866d4e2856823d5dfaad51c8,dgm_state_handles__14cddc2f866d4e2856823d5dfaad51c8
roscomnadzor,Russian internet regulator Roskomnadzor,"Moscow, Russia",,"moscow, russia",FTO,Russian internet regulator Roskomnadzor,,dgm_state_handles,7d9276f8e41fa914097cc6dcb11b4d1d,dgm_state_handles__7d9276f8e41fa914097cc6dcb11b4d1d
minstroyRF,Russian Ministry of Housing and Consturction,"Moscow, Russia",,"moscow, russia",Wells,Russian Ministry of Housing and Consturction,,dgm_state_handles,7dc13fe9be4bb432612c31572dfbf358,dgm_state_handles__7dc13fe9be4bb432612c31572dfbf358
MintrudRF,Russian Ministry of Labor,"Moscow, Russia",,"moscow, russia",Pipeline,Russian Ministry of Labor,,dgm_state_handles,2e9cfb270cc17e88ac4b04dac3d24e9e,dgm_state_handles__2e9cfb270cc17e88ac4b04dac3d24e9e
TehranTimes79,Tehran Times,"Tehran, Iran",,"tehran, iran",Consulates,Tehran Times,,dgm_state_handles,de6cc268406a1cb83fe97f7666ca0177,dgm_state_handles__de6cc268406a1cb83fe97f7666ca0177
sepah_fa,IRGC,"Tehran, Iran",,"tehran, iran",Shipping,IRGC,,dgm_state_handles,37ed79c52dd11f1d6b693507c6c170fc,dgm_state_handles__37ed79c52dd11f1d6b693507c6c170fc
paddolat,Pad Dolat,"Tehran, Iran",,"tehran, iran",Legislator,Pad Dolat,,dgm_state_handles,159f7bc2b30e9471a538db87707160a4,dgm_state_handles__159f7bc2b30e9471a538db87707160a4
tasnimnews_fa,Tasnim News,"Tehran, Iran",,"tehran, iran",LegislativeCommittee,Tasnim News,,dgm_state_handles,4502ebc2439907a2bcce4353db45f597,dgm_state_handles__4502ebc2439907a2bcce4353db45f597
isna_farsi,Iranian Students News Agency,"Tehran, Iran",,"tehran, iran",FTO,Iranian Students News Agency,,dgm_state_handles,19140092683cb32e5dd79edb3385c559,dgm_state_handles__19140092683cb32e5dd79edb3385c559
irna_1313,Islamic Republic News Agency,"Tehran, Iran",,"tehran, iran",ForeignMinister,Islamic Republic News Agency,,dgm_state_handles,85070723c6379f43c4117e66a8500f53,dgm_state_handles__85070723c6379f43c4117e66a8500f53
ecoirantv,Eco Iran,"Tehran, Iran",,"tehran, iran",ForeignMinister,Eco Iran,,dgm_state_handles,18a22dd9f26582a43a7c7d93a17cc621,dgm_state_handles__18a22dd9f26582a43a7c7d93a17cc621
eghtesadnews,Eghtesad News,"Tehran, Iran",,"tehran, iran",Wells,Eghtesad News,,dgm_state_handles,29a8512ed4f7a10557d9d809b945e0ba,dgm_state_handles__29a8512ed4f7a10557d9d809b945e0ba
farsnews_agency,Fars News Agency,"Tehran, Iran",,"tehran, iran",News,Fars News Agency,,dgm_state_handles,dd1d48cc5770a45d614149d923c5e620,dgm_state_handles__dd1d48cc5770a45d614149d923c5e620
hamshahrinews,Hamshari News,"Tehran, Iran",,"tehran, iran",Pipeline,Hamshari News,,dgm_state_handles,02a541c6e1e145f8b64c0cf1626b103e,dgm_state_handles__02a541c6e1e145f8b64c0cf1626b103e
irimfa_en,Iranian Foreign Ministry,"Tehran, Iran",,"tehran, iran",DiplomaticFacilities,Iranian Foreign Ministry,,dgm_state_handles,341d374c76aebd10db7a9317fd9a67b0,dgm_state_handles__341d374c76aebd10db7a9317fd9a67b0
vezaratnaft,Iranian Oil Ministry,"Tehran, Iran",,"tehran, iran",IndustryTerm,Iranian Oil Ministry,,dgm_state_handles,717bfdcb2eec61f47798c939d91a062a,dgm_state_handles__717bfdcb2eec61f47798c939d91a062a
khamenei_ir,Iranian Supreme Leader Khamenei,"Tehran, Iran",,"tehran, iran",ForeignMinistry,Iranian Supreme Leader Khamenei,,dgm_state_handles,0126630f4f7e496e5a1edc6689bb9e91,dgm_state_handles__0126630f4f7e496e5a1edc6689bb9e91
presstv,Press TV Iran,"Tehran, Iran",,"tehran, iran",DiplomaticFacilities,Press TV Iran,,dgm_state_handles,c0778e4e497d5c4aff3d982ccdab2bf8,dgm_state_handles__c0778e4e497d5c4aff3d982ccdab2bf8
irinn_channel,Islamic Republic of Iran News Network,"Tehran, Iran",,"tehran, iran",Exec,Islamic Republic of Iran News Network,,dgm_state_handles,14b0abd15fff058b06ae6837475d74ec,dgm_state_handles__14b0abd15fff058b06ae6837475d74ec
vatanemrooz,Vatan E Emrooz,"Tehran, Iran",,"tehran, iran",Consulates,Vatan E Emrooz,,dgm_state_handles,bb427ad7b877009a1906999a0bb9a3aa,dgm_state_handles__bb427ad7b877009a1906999a0bb9a3aa
خبرگزاری صداوسيما,Islamic Republic of Iran Radio and Television News Agency,"Tehran, Iran",,"tehran, iran",AAEntity,Islamic Republic of Iran Radio and Television News Agency,,dgm_state_handles,85320dc4ac59ca30fe9ecd294c814322,dgm_state_handles__85320dc4ac59ca30fe9ecd294c814322
شانا,Islamic Republic News Agency,"Tehran, Iran",,"tehran, iran",Legislator,Islamic Republic News Agency,,dgm_state_handles,85070723c6379f43c4117e66a8500f53,dgm_state_handles__85070723c6379f43c4117e66a8500f53
شبکه خبر,Islamic Republic of Iran News Network,"Tehran, Iran",,"tehran, iran",DiplomaticFacilities,Islamic Republic of Iran News Network,,dgm_state_handles,14b0abd15fff058b06ae6837475d74ec,dgm_state_handles__14b0abd15fff058b06ae6837475d74ec
ایسنا,Iranian Students News Agency,"Tehran, Iran",,"tehran, iran",Diplomat,Iranian Students News Agency,,dgm_state_handles,19140092683cb32e5dd79edb3385c559,dgm_state_handles__19140092683cb32e5dd79edb3385c559
پایگاه اطلاعرسانی دولت ـ پاد,Iranian Presidential Administration Channel,"Tehran, Iran",,"tehran, iran",FTO,Iranian Presidential Administration Channel,,dgm_state_handles,6423ad36a74a004c708214adcfe06951,dgm_state_handles__6423ad36a74a004c708214adcfe06951
mil,Russian Defense Ministry,"Moscow, Russia",,"moscow, russia",Pipeline,Russian Defense Ministry,,dgm_state_handles,9a4ddd287d060aa690d105cdf3547f38,dgm_state_handles__9a4ddd287d060aa690d105cdf3547f38
dnr_sckk,Self-proclaimed Donetsk People's Republic,"Moscow, Russia",,"moscow, russia",DiplomaticFacilities,Self-proclaimed Donetsk People's Republic,,dgm_state_handles,84d47c509f159e7c528a8bd49bd3e55f,dgm_state_handles__84d47c509f159e7c528a8bd49bd3e55f
tvzvezda,Russian Defense Ministry network Zvezda,"Moscow, Russia",,"moscow, russia",Pipeline,Russian Defense Ministry network Zvezda,,dgm_state_handles,933bdaff2120705aa1496cade23b0c0b,dgm_state_handles__933bdaff2120705aa1496cade23b0c0b
mchs__russia,Russian Emergency Situations Ministry,"Moscow, Russia",,"moscow, russia",Person,Russian Emergency Situations Ministry,,dgm_state_handles,7e03f4814e6dade923b5d07a4ba2c3a1,dgm_state_handles__7e03f4814e6dade923b5d07a4ba2c3a1
rosgvard_official,Russian National Guard,"Moscow, Russia",,"moscow, russia",ForeignMinistry,Russian National Guard,,dgm_state_handles,5c003ae07f2a39d747336f4ecb7f54d0,dgm_state_handles__5c003ae07f2a39d747336f4ecb7f54d0
opoveshenie,Russia-backed separatists,"Moscow, Russia",,"moscow, russia",Pipeline,Russia-backed separatists,,dgm_state_handles,adb0c12fca03dfa37157421d45ed53f4,dgm_state_handles__adb0c12fca03dfa37157421d45ed53f4
millnr,Self-proclaimed Luhansk People's Republic,"Moscow, Russia",,"moscow, russia",Shipping,Self-proclaimed Luhansk People's Republic,,dgm_state_handles,dcb0c9fbe3243c3b4b2b3affbf2d07d3,dgm_state_handles__dcb0c9fbe3243c3b4b2b3affbf2d07d3
ramzan,Chechen Leader Kadyrov,"Moscow, Russia",,"moscow, russia",FTO,Chechen Leader Kadyrov,,dgm_state_handles,52ab09a3d8ece9000275ef792d1ba1fb,dgm_state_handles__52ab09a3d8ece9000275ef792d1ba1fb
andreyvorobiev,Governor of Moscow Oblast Vorobyev,"Moscow, Russia",,"moscow, russia",Shipping,Governor of Moscow Oblast Vorobyev,,dgm_state_handles,b56bf88140a46fd57bb3ca83b97c0ae4,dgm_state_handles__b56bf88140a46fd57bb3ca83b97c0ae4
mossobyanin,"Mayor of Moscow, Russia Sobyanin","Moscow, Russia",,"moscow, russia",Consulates,"Mayor of Moscow, Russia Sobyanin",,dgm_state_handles,5e5ab7728820cca66f7b34d620bac2f3,dgm_state_handles__5e5ab7728820cca66f7b34d620bac2f3
gov,Russian Government,"Moscow, Russia",,"moscow, russia",Media,Russian Government,,dgm_state_handles,194878e152e9038cd0b5642b61aade75,dgm_state_handles__194878e152e9038cd0b5642b61aade75
roscosmos,Roscosmos,"Moscow, Russia",,"moscow, russia",LegislativeCommittee,Roscosmos,,dgm_state_handles,d5bea17c8acfaf5459ccddb2c29db812,dgm_state_handles__d5bea17c8acfaf5459ccddb2c29db812
ria,RIA,"Moscow, Russia",,"moscow, russia",Organization,RIA,,dgm_state_handles,5d9ff6a26baf756aa9975ab25a9f47f8,dgm_state_handles__5d9ff6a26baf756aa9975ab25a9f47f8
tassagency,TASS,"Moscow, Russia",,"moscow, russia",Exec,TASS,,dgm_state_handles,f36093a861d5aaaa9e1031109b99b608,dgm_state_handles__f36093a861d5aaaa9e1031109b99b608
rgru,Rossiskaya Gazeta,"Moscow, Russia",,"moscow, russia",LegislativeCommittee,Rossiskaya Gazeta,,dgm_state_handles,ef7731b1bd0e6a7cd3f1194bd04368c7,dgm_state_handles__ef7731b1bd0e6a7cd3f1194bd04368c7
mid,Russian Foreign Ministry,"Moscow, Russia",,"moscow, russia",LegislativeCommittee,Russian Foreign Ministry,,dgm_state_handles,a7534b654a49241f0c160e7c43cbadee,dgm_state_handles__a7534b654a49241f0c160e7c43cbadee
dm,Deputy Chairman of Russian Security Council Medvedev,"Moscow, Russia",,"moscow, russia",Person,Deputy Chairman of Russian Security Council Medvedev,,dgm_state_handles,d4b7a95b341ee595e26ffccaf8b2ac4c,dgm_state_handles__d4b7a95b341ee595e26ffccaf8b2ac4c
izvestia,Izvestia,"Moscow, Russia",,"moscow, russia",LegislativeCommittee,Izvestia,,dgm_state_handles,d785ad51918b9e2c66ee86f68054a2a5,dgm_state_handles__d785ad51918b9e2c66ee86f68054a2a5
kommersant_ru,Kommersant,"Moscow, Russia",,"moscow, russia",Legislator,Kommersant,,dgm_state_handles,fda6749f4b59a7a9fe6dc18e4c1ca8c0,dgm_state_handles__fda6749f4b59a7a9fe6dc18e4c1ca8c0
mvd,Russian Internal Affairs Ministry,"Moscow, Russia",,"moscow, russia",Shipping,Russian Internal Affairs Ministry,,dgm_state_handles,43462a2429de2184ddf6640afaf0ff3e,dgm_state_handles__43462a2429de2184ddf6640afaf0ff3e
minzdravru,Russian Health Ministry,"Moscow, Russia",,"moscow, russia",Wells,Russian Health Ministry,,dgm_state_handles,c456b63a563dad12201548ce80d3b14b,dgm_state_handles__c456b63a563dad12201548ce80d3b14b
minkultury_rf,Russian Culture Ministry,"Moscow, Russia",,"moscow, russia",ForeignMinister,Russian Culture Ministry,,dgm_state_handles,9ec1e7d2111103945081e8195f427b8d,dgm_state_handles__9ec1e7d2111103945081e8195f427b8d
minobrnauki,Russian Education and Science Ministry,"Moscow, Russia",,"moscow, russia",FTO,Russian Education and Science Ministry,,dgm_state_handles,f90890f679e320beea74f60445bc9ccb,dgm_state_handles__f90890f679e320beea74f60445bc9ccb
minpromtorgrus,Russian Industry and Trade Ministry,"Moscow, Russia",,"moscow, russia",Keyphrase,Russian Industry and Trade Ministry,,dgm_state_handles,165b3bb3812495efcfc3aa2ff4459045,dgm_state_handles__165b3bb3812495efcfc3aa2ff4459045
minselhoz,Russian Agriculture Ministry,"Moscow, Russia",,"moscow, russia",LegislativeCommittee,Russian Agriculture Ministry,,dgm_state_handles,413ce1bddc2f0fe7782b8d9471dbd316,dgm_state_handles__413ce1bddc2f0fe7782b8d9471dbd316
minsportrf,Russian Sport Ministry,"Moscow, Russia",,"moscow, russia",CompanyKeyword,Russian Sport Ministry,,dgm_state_handles,5acc1b4aad4c59a1cf68b2e5cf6312aa,dgm_state_handles__5acc1b4aad4c59a1cf68b2e5cf6312aa
minstroyrfofficial,Russian Construction Ministry,"Moscow, Russia",,"moscow, russia",Wells,Russian Construction Ministry,,dgm_state_handles,6ad92f740f5f43a4dd2deedf016f6b95,dgm_state_handles__6ad92f740f5f43a4dd2deedf016f6b95
mintransrussia,Russian Transport Ministry,"Moscow, Russia",,"moscow, russia",space,Russian Transport Ministry,,dgm_state_handles,a0f2347891fdff0d7b5ad8aed49cb6b2,dgm_state_handles__a0f2347891fdff0d7b5ad8aed49cb6b2
mintrudrf,Russian Labor and Social Development Ministry,"Moscow, Russia",,"moscow, russia",space,Russian Labor and Social Development Ministry,,dgm_state_handles,0bdde8449fe8d2f5f25fd5c0e643e1bf,dgm_state_handles__0bdde8449fe8d2f5f25fd5c0e643e1bf
ruminfin,Russian Finance Ministry,"Moscow, Russia",,"moscow, russia",ForeignMinister,Russian Finance Ministry,,dgm_state_handles,668bd6a9bb6392cbf22acc4637bc5059,dgm_state_handles__668bd6a9bb6392cbf22acc4637bc5059
ministryeconomy,Russian Economic Development Ministry,"Moscow, Russia",,"moscow, russia",Pipeline,Russian Economic Development Ministry,,dgm_state_handles,2cf34ef19cb62f89cb69fb7f59cf1925,dgm_state_handles__2cf34ef19cb62f89cb69fb7f59cf1925
minenergo_rf,Russian Energy Ministry,"Moscow, Russia",,"moscow, russia",CompanyKeyword,Russian Energy Ministry,,dgm_state_handles,ff438bf7e839b458e40b669eabbcba42,dgm_state_handles__ff438bf7e839b458e40b669eabbcba42
