german_text,caption_text,lat,lon,ranking,default location,default_lat,default_lon,.1,.2,.3,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
adolf-baeyer-str.,"Adolf-Baeyer-Strasse in Leverkusen, Germany",51.0347811,6.9831231,1,,,,,,,Pipeline,"Adolf-Baeyer-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,6528e44bf6dbf2dfa2e5fa41fcc8a674,german_fires_leverkusen_locations__6528e44bf6dbf2dfa2e5fa41fcc8a674
adolf-kaschny-str.,"Adolf-Kaschny-Strasse in Leverkusen, Germany",51.052491,7.0003606,1,,,,,,,Refinery,"Adolf-Kaschny-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,e40c9ca7c69b68086a673124b5e02ab7,german_fires_leverkusen_locations__e40c9ca7c69b68086a673124b5e02ab7
adolf-reichwein-str.,"Adolf-Reichwein-Strasse in Leverkusen, Germany",51.0422208,7.0265537,1,,,,,,,Exec,"Adolf-Reichwein-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,db8d0b99d546c74990b1169e01604a44,german_fires_leverkusen_locations__db8d0b99d546c74990b1169e01604a44
adolfsstr.,"Adolfsstrasse in Leverkusen, Germany",51.034205,6.9750878,1,,,,,,,Pipeline,"Adolfsstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,18d22d98dd0d9ee5d78825be42c5c39a,german_fires_leverkusen_locations__18d22d98dd0d9ee5d78825be42c5c39a
ahornweg,"Ahornweg in Leverkusen, Germany",51.0466553,7.0080572,1,,,,,,,IndustryTerm,"Ahornweg in Leverkusen, Germany",,german_fires_leverkusen_locations,3fa1e504a007d49bdd46cf295a7af70b,german_fires_leverkusen_locations__3fa1e504a007d49bdd46cf295a7af70b
ahrstr.,"Ahrstrasse in Leverkusen, Germany",51.0438702,6.9819982,1,,,,,,,space,"Ahrstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,8823851d36adbdf4afe048c778482267,german_fires_leverkusen_locations__8823851d36adbdf4afe048c778482267
akazienweg,"Akazienweg in Leverkusen, Germany",51.0800624,7.0301627,1,,,,,,,ForeignMinister,"Akazienweg in Leverkusen, Germany",,german_fires_leverkusen_locations,132a992d9a0419be348970c7eb61e583,german_fires_leverkusen_locations__132a992d9a0419be348970c7eb61e583
albert-einstein-str.,"Albert-Einstein-Strasse in Leverkusen, Germany",51.0353471,6.9742387,1,,,,,,,LegislativeCommittee,"Albert-Einstein-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,8834441dcea1bbcf2596809026e8ff7f,german_fires_leverkusen_locations__8834441dcea1bbcf2596809026e8ff7f
albert-schweitzer-str.,"Albert-Schweitzer-Strasse in Leverkusen, Germany",51.0590085,7.0723497,1,,,,,,,space,"Albert-Schweitzer-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,aad733c621458187e40e90719b97d6ad,german_fires_leverkusen_locations__aad733c621458187e40e90719b97d6ad
albert-zarthe-weg,"Albert-Zarthe-Weg in Leverkusen, Germany",51.0845645,7.0407302,1,,,,,,,Refinery,"Albert-Zarthe-Weg in Leverkusen, Germany",,german_fires_leverkusen_locations,cab068b6dc728aa9cf88e001043b7744,german_fires_leverkusen_locations__cab068b6dc728aa9cf88e001043b7744
albertus-magnus-str.,"Albertus-Magnus-Strasse in Leverkusen, Germany",51.039846,7.0442709,1,,,,,,,Legislator,"Albertus-Magnus-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,5bec64c62758c6ba87769bef5eed1a5a,german_fires_leverkusen_locations__5bec64c62758c6ba87769bef5eed1a5a
albin-edelmann-str.,"Albin-Edelmann-Strasse in Leverkusen, Germany",51.0418077,7.0456458,1,,,,,,,Wells,"Albin-Edelmann-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,d20c3c7abe81d34f4b697bd566815a93,german_fires_leverkusen_locations__d20c3c7abe81d34f4b697bd566815a93
albrecht-haushofer-str.,"Albrecht-Haushofer-Strasse in Leverkusen, Germany",51.0397712,7.029408,1,,,,,,,ForeignMinister,"Albrecht-Haushofer-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,5f2126cc0ccfc2d00ae231b34d0968ff,german_fires_leverkusen_locations__5f2126cc0ccfc2d00ae231b34d0968ff
aldegundisstr.,"Aldegundisstrasse in Leverkusen, Germany",51.0485603,6.9439088,1,,,,,,,space,"Aldegundisstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,d25038ee5f2ac65dc75a0f7df22bae47,german_fires_leverkusen_locations__d25038ee5f2ac65dc75a0f7df22bae47
alexanderstr.,"Alexanderstrasse in Leverkusen, Germany",51.0781706,6.9910921,1,,,,,,,space,"Alexanderstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,eadac194366cd8f036deb9b9a007f613,german_fires_leverkusen_locations__eadac194366cd8f036deb9b9a007f613
alfred-delp-str.,"Alfred-Delp-Strasse in Leverkusen, Germany",51.0419253,7.0267138,1,,,,,,,Organization,"Alfred-Delp-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,6449569d32166fa3aef26ddfbd46ec88,german_fires_leverkusen_locations__6449569d32166fa3aef26ddfbd46ec88
alfred-kubin-str.,"Alfred-Kubin-Strasse in Leverkusen, Germany",51.0359986,7.0669675,1,,,,,,,Organization,"Alfred-Kubin-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,0a0e2627d1251563edf5fa6b1044420b,german_fires_leverkusen_locations__0a0e2627d1251563edf5fa6b1044420b
alfred-stock-str.,"Alfred-Stock-Strasse in Leverkusen, Germany",51.0328591,7.0018904,1,,,,,,,Exec,"Alfred-Stock-Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,4628bac9f492a1eef2d3a67d798b01dd,german_fires_leverkusen_locations__4628bac9f492a1eef2d3a67d798b01dd
alkenrather str.,"Alkenrather Strasse in Leverkusen, Germany",51.0435307,7.0276429,1,,,,,,,IndustryTerm,"Alkenrather Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,bc81170eb695672337a26023da92de90,german_fires_leverkusen_locations__bc81170eb695672337a26023da92de90
allensteiner str.,"Allensteiner Strasse in Leverkusen, Germany",51.0399743,6.9980723,1,,,,,,,ForeignMinistry,"Allensteiner Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,7b30c55e742c6848a2527eb0a6aff64d,german_fires_leverkusen_locations__7b30c55e742c6848a2527eb0a6aff64d
alsenstr.,"Alsenstrasse in Leverkusen, Germany",51.0348433,7.0073004,1,,,,,,,Refinery,"Alsenstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,3cbb84753a0dba3a8c2ce35840bccd09,german_fires_leverkusen_locations__3cbb84753a0dba3a8c2ce35840bccd09
alt steinbucheler weg,"Alt Steinbucheler Weg in Leverkusen, Germany",51.0568235,7.0786536,1,,,,,,,ForeignMinister,"Alt Steinbucheler Weg in Leverkusen, Germany",,german_fires_leverkusen_locations,213f7c9a8301d7acf92c9cc35d706ae3,german_fires_leverkusen_locations__213f7c9a8301d7acf92c9cc35d706ae3
alte garten,"Alte Garten in Leverkusen, Germany",51.0552143,6.9761761,1,,,,,,,Refinery,"Alte Garten in Leverkusen, Germany",,german_fires_leverkusen_locations,3834ff7b463b0a8eb6a42f2630344c78,german_fires_leverkusen_locations__3834ff7b463b0a8eb6a42f2630344c78
alte heide,"Alte Heide in Leverkusen, Germany",51.0372985,7.0226028,1,,,,,,,space,"Alte Heide in Leverkusen, Germany",,german_fires_leverkusen_locations,4c74534de0681a573f2532d48e52ab9b,german_fires_leverkusen_locations__4c74534de0681a573f2532d48e52ab9b
alte landstr.,"Alte Landstrasse in Leverkusen, Germany",51.0476917,6.990933,1,,,,,,,FTO,"Alte Landstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,37654db4c0377e584c122f609b9174f3,german_fires_leverkusen_locations__37654db4c0377e584c122f609b9174f3
alte str.,"Alte Strasse in Leverkusen, Germany",51.0548512,7.1028296,1,,,,,,,Organization,"Alte Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,1f27bd3182e2e7c38310894474ca1d30,german_fires_leverkusen_locations__1f27bd3182e2e7c38310894474ca1d30
alte ziegelei,"Alte Ziegelei in Leverkusen, Germany",51.0511048,6.9411423,1,,,,,,,AAEntity,"Alte Ziegelei in Leverkusen, Germany",,german_fires_leverkusen_locations,6ffcc5c8a0da814a0fd7d97e460a4619,german_fires_leverkusen_locations__6ffcc5c8a0da814a0fd7d97e460a4619
altenberger str.,"Altenberger Strasse in Leverkusen, Germany",51.064275,7.0683229,1,,,,,,,Wells,"Altenberger Strasse in Leverkusen, Germany",,german_fires_leverkusen_locations,c5deda05ec6b75a7d329002463ab648f,german_fires_leverkusen_locations__c5deda05ec6b75a7d329002463ab648f
alter burriger deich,"Alter Burriger Deich in Leverkusen, Germany",51.0447889,6.9676935,1,,,,,,,Legislator,"Alter Burriger Deich in Leverkusen, Germany",,german_fires_leverkusen_locations,5e4ef90f133ef4c749bb41c5ad949d65,german_fires_leverkusen_locations__5e4ef90f133ef4c749bb41c5ad949d65
alter grenzweg,"Alter Grenzweg in Leverkusen, Germany",51.0283038,7.034049,1,,,,,,,Wells,"Alter Grenzweg in Leverkusen, Germany",,german_fires_leverkusen_locations,1e4371ba8c39c7f650786af416dbbb42,german_fires_leverkusen_locations__1e4371ba8c39c7f650786af416dbbb42
altstadtstr.,"Altstadtstrasse in Leverkusen, Germany",51.0661698,6.9974686,1,,,,,,,News,"Altstadtstrasse in Leverkusen, Germany",,german_fires_leverkusen_locations,363454cc62c8e8ec118d470aebccf1f7,german_fires_leverkusen_locations__363454cc62c8e8ec118d470aebccf1f7
am abtshof,"Am Abtshof in Leverkusen, Germany",51.0675024,7.0043544,1,,,,,,,DiplomaticFacilities,"Am Abtshof in Leverkusen, Germany",,german_fires_leverkusen_locations,7356fa306af84c9b7f31d5b5bd6efa38,german_fires_leverkusen_locations__7356fa306af84c9b7f31d5b5bd6efa38
am alten gaswerk,"Am Alten Gaswerk in Leverkusen, Germany",51.0619576,6.9975646,1,,,,,,,space,"Am Alten Gaswerk in Leverkusen, Germany",,german_fires_leverkusen_locations,02c835d3904cf99065d21bee27a989c8,german_fires_leverkusen_locations__02c835d3904cf99065d21bee27a989c8
am alten schafstall,"Am Alten Schafstall in Leverkusen, Germany",51.0475649,6.9930482,1,,,,,,,FTO,"Am Alten Schafstall in Leverkusen, Germany",,german_fires_leverkusen_locations,4f588e0d9fa82bf25747fa1eaed8ce50,german_fires_leverkusen_locations__4f588e0d9fa82bf25747fa1eaed8ce50
am arenzberg,"Am Arenzberg in Leverkusen, Germany",51.0839532,7.026707,1,,,,,,,AAEntity,"Am Arenzberg in Leverkusen, Germany",,german_fires_leverkusen_locations,ff28b73da15c7f120e8ebda01e5f347f,german_fires_leverkusen_locations__ff28b73da15c7f120e8ebda01e5f347f
am benthal,"Am Benthal in Leverkusen, Germany",51.0927948,7.0641541,1,,,,,,,Media,"Am Benthal in Leverkusen, Germany",,german_fires_leverkusen_locations,91e26a9cbb7681dfae6ea8b36637e144,german_fires_leverkusen_locations__91e26a9cbb7681dfae6ea8b36637e144
am birkenberg,"Am Birkenberg in Leverkusen, Germany",51.0618806,6.9883752,1,,,,,,,Legislator,"Am Birkenberg in Leverkusen, Germany",,german_fires_leverkusen_locations,ebeccb59cd0b23c2444e90e8316d7585,german_fires_leverkusen_locations__ebeccb59cd0b23c2444e90e8316d7585
am blauen berg,"Am Blauen Berg in Leverkusen, Germany",51.0307478,7.0476814,1,,,,,,,AAEntity,"Am Blauen Berg in Leverkusen, Germany",,german_fires_leverkusen_locations,0b10ba10347e42065e8fb5b364b8164b,german_fires_leverkusen_locations__0b10ba10347e42065e8fb5b364b8164b
am borsberg,"Am Borsberg in Leverkusen, Germany",51.0379993,7.0514266,1,,,,,,,Consulates,"Am Borsberg in Leverkusen, Germany",,german_fires_leverkusen_locations,be7c4bda1863db33254e42a92f747682,german_fires_leverkusen_locations__be7c4bda1863db33254e42a92f747682
am brungen,"Am Brungen in Leverkusen, Germany",51.0916419,7.0520138,1,,,,,,,DiplomaticFacilities,"Am Brungen in Leverkusen, Germany",,german_fires_leverkusen_locations,6efb2f28222ba397d2e15426dc72d5b4,german_fires_leverkusen_locations__6efb2f28222ba397d2e15426dc72d5b4
am buchelter hof,"Am Buchelter Hof in Leverkusen, Germany",51.0347041,6.9890673,1,,,,,,,Shipping,"Am Buchelter Hof in Leverkusen, Germany",,german_fires_leverkusen_locations,e4b31b291589789534cddbd5d3007142,german_fires_leverkusen_locations__e4b31b291589789534cddbd5d3007142
am buttermarkt,"Am Buttermarkt in Leverkusen, Germany",51.06166,6.9175173,1,,,,,,,AAEntity,"Am Buttermarkt in Leverkusen, Germany",,german_fires_leverkusen_locations,2de1c74494671707dbe72e0527f23bd4,german_fires_leverkusen_locations__2de1c74494671707dbe72e0527f23bd4
am ehrenfriedhof,"Am Ehrenfriedhof in Leverkusen, Germany",51.0722171,7.0124962,1,,,,,,,AAEntity,"Am Ehrenfriedhof in Leverkusen, Germany",,german_fires_leverkusen_locations,5c3f0629204dde5506d09266e2c96077,german_fires_leverkusen_locations__5c3f0629204dde5506d09266e2c96077
am eselsdamm,"Am Eselsdamm in Leverkusen, Germany",51.0482938,7.051205,1,,,,,,,IndustryTerm,"Am Eselsdamm in Leverkusen, Germany",,german_fires_leverkusen_locations,13b6e3b12bd010cfa4016dcde5004139,german_fires_leverkusen_locations__13b6e3b12bd010cfa4016dcde5004139
am falkenberg,"Am Falkenberg in Leverkusen, Germany",51.0757207,7.0240683,1,,,,,,,Refinery,"Am Falkenberg in Leverkusen, Germany",,german_fires_leverkusen_locations,e0ad11101f6cb13e3357346383092b68,german_fires_leverkusen_locations__e0ad11101f6cb13e3357346383092b68
am frankenberg,"Am Frankenberg in Leverkusen, Germany",51.0751287,6.9953144,1,,,,,,,ForeignMinistry,"Am Frankenberg in Leverkusen, Germany",,german_fires_leverkusen_locations,7396b29cd87e02d27d9ea6f1c2f4abbd,german_fires_leverkusen_locations__7396b29cd87e02d27d9ea6f1c2f4abbd
am gesundheitspark,"Am Gesundheitspark in Leverkusen, Germany",51.0310768,7.0351546,1,,,,,,,FTO,"Am Gesundheitspark in Leverkusen, Germany",,german_fires_leverkusen_locations,6a9fb1cb6305f6f67931202fbca4a435,german_fires_leverkusen_locations__6a9fb1cb6305f6f67931202fbca4a435
am gierlichshof,"Am Gierlichshof in Leverkusen, Germany",51.0694101,7.0645309,1,,,,,,,Exec,"Am Gierlichshof in Leverkusen, Germany",,german_fires_leverkusen_locations,9ebd53c0d337501f4ea328a291b22f78,german_fires_leverkusen_locations__9ebd53c0d337501f4ea328a291b22f78
am graben,"Am Graben in Leverkusen, Germany",51.0501441,6.9443336,1,,,,,,,News,"Am Graben in Leverkusen, Germany",,german_fires_leverkusen_locations,d3c434e43c15680782a65d5400c05dd6,german_fires_leverkusen_locations__d3c434e43c15680782a65d5400c05dd6
am hagelkreuz,"Am Hagelkreuz in Leverkusen, Germany",51.0644146,7.0392046,1,,,,,,,Wells,"Am Hagelkreuz in Leverkusen, Germany",,german_fires_leverkusen_locations,dbb3db5efe6402548059ab6a5eb6d9f4,german_fires_leverkusen_locations__dbb3db5efe6402548059ab6a5eb6d9f4
am handwerkerhof,"Am Handwerkerhof in Leverkusen, Germany",51.0603212,7.0154245,1,,,,,,,ForeignMinister,"Am Handwerkerhof in Leverkusen, Germany",,german_fires_leverkusen_locations,7e2bd34512979202e12557f4a91177a8,german_fires_leverkusen_locations__7e2bd34512979202e12557f4a91177a8
am hang,"Am Hang in Leverkusen, Germany",51.0756781,7.0133726,1,,,,,,,Organization,"Am Hang in Leverkusen, Germany",,german_fires_leverkusen_locations,aad5e07bae861519718b46d0e89d8b88,german_fires_leverkusen_locations__aad5e07bae861519718b46d0e89d8b88
am heckenberg,"Am Heckenberg in Leverkusen, Germany",51.0372678,7.0552492,1,,,,,,,Organization,"Am Heckenberg in Leverkusen, Germany",,german_fires_leverkusen_locations,5e833ebdc4b7c4f0af041aa5a3fff263,german_fires_leverkusen_locations__5e833ebdc4b7c4f0af041aa5a3fff263
am heidkamp,"Am Heidkamp in Leverkusen, Germany",51.071448,7.0598492,1,,,,,,,Exec,"Am Heidkamp in Leverkusen, Germany",,german_fires_leverkusen_locations,67a63f035e4e2b60e441779e651b8105,german_fires_leverkusen_locations__67a63f035e4e2b60e441779e651b8105
am hemmelrather hof,"Am Hemmelrather Hof in Leverkusen, Germany",51.03884,7.0216759,1,,,,,,,Diplomat,"Am Hemmelrather Hof in Leverkusen, Germany",,german_fires_leverkusen_locations,2ea68c0d4c158ca360f98ec085588361,german_fires_leverkusen_locations__2ea68c0d4c158ca360f98ec085588361
am hofacker,"Am Hofacker in Leverkusen, Germany",51.0826962,7.0227274,1,,,,,,,FTO,"Am Hofacker in Leverkusen, Germany",,german_fires_leverkusen_locations,0b87ae474875c34470e21940df8e7d11,german_fires_leverkusen_locations__0b87ae474875c34470e21940df8e7d11
am hohen ufer,"Am Hohen Ufer in Leverkusen, Germany",51.0534082,6.9514961,1,,,,,,,FTO,"Am Hohen Ufer in Leverkusen, Germany",,german_fires_leverkusen_locations,6d0817897ca2e3d6f362e05f18262d25,german_fires_leverkusen_locations__6d0817897ca2e3d6f362e05f18262d25
am hollers eck,"Am Hollers Eck in Leverkusen, Germany",51.0370891,7.0523569,1,,,,,,,ForeignMinistry,"Am Hollers Eck in Leverkusen, Germany",,german_fires_leverkusen_locations,bae0022a7e6b4012f4653504bc8c1ace,german_fires_leverkusen_locations__bae0022a7e6b4012f4653504bc8c1ace
am huhnerberg,"Am Huhnerberg in Leverkusen, Germany",51.0685069,7.0185438,1,,,,,,,FTO,"Am Huhnerberg in Leverkusen, Germany",,german_fires_leverkusen_locations,f3689f65125ea77e56b978a14bfd7c55,german_fires_leverkusen_locations__f3689f65125ea77e56b978a14bfd7c55
am jagerhof,"Am Jagerhof in Leverkusen, Germany",51.0275136,7.047407,1,,,,,,,Consulates,"Am Jagerhof in Leverkusen, Germany",,german_fires_leverkusen_locations,f2b14a339f6a379c5b1d44c63837df95,german_fires_leverkusen_locations__f2b14a339f6a379c5b1d44c63837df95
am junkernkamp,"Am Junkernkamp in Leverkusen, Germany",51.0216527,7.0430893,1,,,,,,,Consulates,"Am Junkernkamp in Leverkusen, Germany",,german_fires_leverkusen_locations,d03be4a425c34e90ec4573e3d7068f77,german_fires_leverkusen_locations__d03be4a425c34e90ec4573e3d7068f77
am kemperstiegel,"Am Kemperstiegel in Leverkusen, Germany",51.0598483,7.0301202,1,,,,,,,FTO,"Am Kemperstiegel in Leverkusen, Germany",,german_fires_leverkusen_locations,823c4acaf95812317da820a48f552cf6,german_fires_leverkusen_locations__823c4acaf95812317da820a48f552cf6
am kettnersbusch,"Am Kettnersbusch in Leverkusen, Germany",51.056774,6.9986421,1,,,,,,,Keyphrase,"Am Kettnersbusch in Leverkusen, Germany",,german_fires_leverkusen_locations,a904a787ba7b5d30e1511dafc24562c9,german_fires_leverkusen_locations__a904a787ba7b5d30e1511dafc24562c9
am kiesberg,"Am Kiesberg in Leverkusen, Germany",51.053299,7.0675721,1,,,,,,,CompanyKeyword,"Am Kiesberg in Leverkusen, Germany",,german_fires_leverkusen_locations,c31900ac2e5f9349cd51e51498394410,german_fires_leverkusen_locations__c31900ac2e5f9349cd51e51498394410
am klosterchen,"Am Klosterchen in Leverkusen, Germany",51.0351175,7.0506746,1,,,,,,,Keyphrase,"Am Klosterchen in Leverkusen, Germany",,german_fires_leverkusen_locations,e203ee1efe1ed7dea19109ead2939db5,german_fires_leverkusen_locations__e203ee1efe1ed7dea19109ead2939db5
am knechtsgraben,"Am Knechtsgraben in Leverkusen, Germany",51.073997,7.0185702,1,,,,,,,Pipeline,"Am Knechtsgraben in Leverkusen, Germany",,german_fires_leverkusen_locations,6bff79597863aa3d2d2396566bea0afd,german_fires_leverkusen_locations__6bff79597863aa3d2d2396566bea0afd
am kollerweg,"Am Kollerweg in Leverkusen, Germany",51.0739036,7.0308133,1,,,,,,,ForeignMinistry,"Am Kollerweg in Leverkusen, Germany",,german_fires_leverkusen_locations,e156cbd7b187943734fe17df6f1918c2,german_fires_leverkusen_locations__e156cbd7b187943734fe17df6f1918c2
am kreispark,"Am Kreispark in Leverkusen, Germany",51.0748409,6.9991017,1,,,,,,,Diplomat,"Am Kreispark in Leverkusen, Germany",,german_fires_leverkusen_locations,72c3796e6cde516340d454cc8914d242,german_fires_leverkusen_locations__72c3796e6cde516340d454cc8914d242
am kronefeld,"Am Kronefeld in Leverkusen, Germany",51.0619536,7.0413461,1,,,,,,,Legislator,"Am Kronefeld in Leverkusen, Germany",,german_fires_leverkusen_locations,0fae196e353d29922da5f20ba4b61578,german_fires_leverkusen_locations__0fae196e353d29922da5f20ba4b61578
am kuchenhof,"Am Kuchenhof in Leverkusen, Germany",51.0475771,6.9823552,1,,,,,,,Shipping,"Am Kuchenhof in Leverkusen, Germany",,german_fires_leverkusen_locations,9500835fadc2297c5c20c851e43afbd4,german_fires_leverkusen_locations__9500835fadc2297c5c20c851e43afbd4
am kuhnsbusch,"Am Kuhnsbusch in Leverkusen, Germany",51.042414,7.0455153,1,,,,,,,ForeignMinister,"Am Kuhnsbusch in Leverkusen, Germany",,german_fires_leverkusen_locations,70871014f79c83936ebbeaa861a81a0c,german_fires_leverkusen_locations__70871014f79c83936ebbeaa861a81a0c
am lindenfeld,"Am Lindenfeld in Leverkusen, Germany",51.0481811,7.081516,1,,,,,,,FTO,"Am Lindenfeld in Leverkusen, Germany",,german_fires_leverkusen_locations,428bd5aa22c87adce499783a3f7f3301,german_fires_leverkusen_locations__428bd5aa22c87adce499783a3f7f3301
am marchen,"Am Marchen in Leverkusen, Germany",51.027818,7.0527943,1,,,,,,,ForeignMinister,"Am Marchen in Leverkusen, Germany",,german_fires_leverkusen_locations,0b0cc816b5ee9ea0121d4803e364ec17,german_fires_leverkusen_locations__0b0cc816b5ee9ea0121d4803e364ec17
am mittelberg,"Am Mittelberg in Leverkusen, Germany",51.0380759,7.058893,1,,,,,,,space,"Am Mittelberg in Leverkusen, Germany",,german_fires_leverkusen_locations,3262cbfa84e90dad2e88a6a939243dbe,german_fires_leverkusen_locations__3262cbfa84e90dad2e88a6a939243dbe
am monchshof,"Am Monchshof in Leverkusen, Germany",51.0577335,7.0287692,1,,,,,,,Organization,"Am Monchshof in Leverkusen, Germany",,german_fires_leverkusen_locations,bf3591acff5d1ee94c74f472545b44de,german_fires_leverkusen_locations__bf3591acff5d1ee94c74f472545b44de
