french_word,caption_text,additional_topic,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
camionnette feu,truck fire,188130,ForeignMinistry,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
camionnette incendie,truck fire,188130,space,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
camions en feu,trucks on fire,188130,Shipping,trucks on fire,,french_fire_event,b23a02702b1734faf4d8e03e5bf77a8c,french_fire_event__b23a02702b1734faf4d8e03e5bf77a8c
chute grue,crane collapse,,LegislativeCommittee,crane collapse,,french_fire_event,8d32df80bcac9521b01aa748a5fb87f4,french_fire_event__8d32df80bcac9521b01aa748a5fb87f4
colis suspect,suspicious package,188296,LegislativeCommittee,suspicious package,,french_fire_event,89913541ff8bead604ce8600062b2946,french_fire_event__89913541ff8bead604ce8600062b2946
colissuspect,suspicious package,188296,Organization,suspicious package,,french_fire_event,89913541ff8bead604ce8600062b2946,french_fire_event__89913541ff8bead604ce8600062b2946
collision,crash,188130,DiplomaticFacilities,crash,,french_fire_event,dcaa9fd4f23aaf0c29f540becf35b46f,french_fire_event__dcaa9fd4f23aaf0c29f540becf35b46f
dégagement de fumée,smoke,,space,smoke,,french_fire_event,fdfa02ecf86feac3801254da57c1c9ba,french_fire_event__fdfa02ecf86feac3801254da57c1c9ba
deminage,bomb threat,188296,Refinery,bomb threat,,french_fire_event,0a6a3b2f483a11176081d957ac3840db,french_fire_event__0a6a3b2f483a11176081d957ac3840db
deux maisons en feu,two houses on fire,,Consulates,two houses on fire,,french_fire_event,c959abaf5fea9aff42034820765781ec,french_fire_event__c959abaf5fea9aff42034820765781ec
disparition d'un homme,man missing,,Person,man missing,,french_fire_event,0e0f42a5bf0211f3fdce637d11010b5d,french_fire_event__0e0f42a5bf0211f3fdce637d11010b5d
disparition d'une femme,woman missing,,Shipping,woman missing,,french_fire_event,fb7875b69f620409ea807fbe39b5df0a,french_fire_event__fb7875b69f620409ea807fbe39b5df0a
disparition d'une fille,girl missing,,LegislativeCommittee,girl missing,,french_fire_event,bd9b47c46f14d96965a8faed0c386179,french_fire_event__bd9b47c46f14d96965a8faed0c386179
disparition d'une garçon,boy missing,,ForeignMinister,boy missing,,french_fire_event,3d6c81a678a5b5c2946f54a89b506586,french_fire_event__3d6c81a678a5b5c2946f54a89b506586
disparition femme,woman missing,,Diplomat,woman missing,,french_fire_event,fb7875b69f620409ea807fbe39b5df0a,french_fire_event__fb7875b69f620409ea807fbe39b5df0a
disparition fille,girl missing,,CompanyKeyword,girl missing,,french_fire_event,bd9b47c46f14d96965a8faed0c386179,french_fire_event__bd9b47c46f14d96965a8faed0c386179
disparition garçon,boy missing,,ForeignMinister,boy missing,,french_fire_event,3d6c81a678a5b5c2946f54a89b506586,french_fire_event__3d6c81a678a5b5c2946f54a89b506586
disparition homme,man missing,,FTO,man missing,,french_fire_event,0e0f42a5bf0211f3fdce637d11010b5d,french_fire_event__0e0f42a5bf0211f3fdce637d11010b5d
disparition personne,person missing,,Shipping,person missing,,french_fire_event,e74f322ff0bac29f1929760283f11a57,french_fire_event__e74f322ff0bac29f1929760283f11a57
effondrement batiment,structure collapse,,LegislativeCommittee,structure collapse,,french_fire_event,339eb5e91015663a7fc0c24ca20d2dce,french_fire_event__339eb5e91015663a7fc0c24ca20d2dce
effondrement d'un batiment,,,Legislator,,,french_fire_event,d41d8cd98f00b204e9800998ecf8427e,french_fire_event__d41d8cd98f00b204e9800998ecf8427e
effondrement d'un immeuble,,,ForeignMinistry,,,french_fire_event,d41d8cd98f00b204e9800998ecf8427e,french_fire_event__d41d8cd98f00b204e9800998ecf8427e
effondrement d'un mur,,,News,,,french_fire_event,d41d8cd98f00b204e9800998ecf8427e,french_fire_event__d41d8cd98f00b204e9800998ecf8427e
effondrement d'une habitation,,,Person,,,french_fire_event,d41d8cd98f00b204e9800998ecf8427e,french_fire_event__d41d8cd98f00b204e9800998ecf8427e
effondrement d'une maison,,,Pipeline,,,french_fire_event,d41d8cd98f00b204e9800998ecf8427e,french_fire_event__d41d8cd98f00b204e9800998ecf8427e
effondrement d'une structure,,,Pipeline,,,french_fire_event,d41d8cd98f00b204e9800998ecf8427e,french_fire_event__d41d8cd98f00b204e9800998ecf8427e
effondrement du plancher,partial building collapse,,Pipeline,partial building collapse,,french_fire_event,fdab88214c264aed8ad4d40118f73448,french_fire_event__fdab88214c264aed8ad4d40118f73448
effondrement habitation,residential building collapse,,ForeignMinister,residential building collapse,,french_fire_event,4fb9c94bfeee630b725f3a9c59316b8c,french_fire_event__4fb9c94bfeee630b725f3a9c59316b8c
effondrement immeuble,building collapse,,FTO,building collapse,,french_fire_event,96e7b454added62ee46f2a21201441db,french_fire_event__96e7b454added62ee46f2a21201441db
effondrement maison,house collapse,,ForeignMinister,house collapse,,french_fire_event,2c198f5b1115394946ef53451fbb5e10,french_fire_event__2c198f5b1115394946ef53451fbb5e10
effondrement mur,wall collapse,,space,wall collapse,,french_fire_event,d1b283d3b1376a8e88b26d8c98c96dff,french_fire_event__d1b283d3b1376a8e88b26d8c98c96dff
effondrement structure,structures collapse,,IndustryTerm,structures collapse,,french_fire_event,d8fabde54d5e41f9d12262b0713cbea0,french_fire_event__d8fabde54d5e41f9d12262b0713cbea0
effondrement structures,structures collapse,,Media,structures collapse,,french_fire_event,d8fabde54d5e41f9d12262b0713cbea0,french_fire_event__d8fabde54d5e41f9d12262b0713cbea0
effondrement toit,roof collapse,,LegislativeCommittee,roof collapse,,french_fire_event,bdc3cd2265561d853be3135ec40270f8,french_fire_event__bdc3cd2265561d853be3135ec40270f8
effondrements structures,structures collapse,,DiplomaticFacilities,structures collapse,,french_fire_event,d8fabde54d5e41f9d12262b0713cbea0,french_fire_event__d8fabde54d5e41f9d12262b0713cbea0
embrasé,fire,,AAEntity,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
éolienne feu,wind turbine on fire,188160,Diplomat,wind turbine on fire,,french_fire_event,f54c69a79aa3a9bf462d45b4cecff613,french_fire_event__f54c69a79aa3a9bf462d45b4cecff613
éolienne incendie,wind turbine on fire,188160,Pipeline,wind turbine on fire,,french_fire_event,f54c69a79aa3a9bf462d45b4cecff613,french_fire_event__f54c69a79aa3a9bf462d45b4cecff613
explosion,explosion,,Person,explosion,,french_fire_event,0f90cac94bfd7222b85c4114d122c5ac,french_fire_event__0f90cac94bfd7222b85c4114d122c5ac
feu,fire,,Keyphrase,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
feu bateau,boat on fire,188131,Exec,boat on fire,,french_fire_event,915bb723d540a4986da08a0ee9308da4,french_fire_event__915bb723d540a4986da08a0ee9308da4
feu broussailles,wildfire,188117,Exec,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
feu bu,fire in university library,188114,ForeignMinister,fire in university library,,french_fire_event,23385b0b5dc8302eee564f0417ce829d,french_fire_event__23385b0b5dc8302eee564f0417ce829d
feu cathedrale,cathedral on fire,,Diplomat,cathedral on fire,,french_fire_event,3b36d249c55598c050563b27d68d6c70,french_fire_event__3b36d249c55598c050563b27d68d6c70
feu college,fire at middle school,188114,LegislativeCommittee,fire at middle school,,french_fire_event,241c12535949757086cb18ac57fe720a,french_fire_event__241c12535949757086cb18ac57fe720a
feu creche,fire in nursery,188114,FTO,fire in nursery,,french_fire_event,0e9f7316b18e1f4581b3a10f41a5e6c7,french_fire_event__0e9f7316b18e1f4581b3a10f41a5e6c7
feu d'appartement,apartment fire,,CompanyKeyword,apartment fire,,french_fire_event,8ae17bc1787465d64f70bafc949958b3,french_fire_event__8ae17bc1787465d64f70bafc949958b3
feu d'appartement,apartment fire,,ForeignMinister,apartment fire,,french_fire_event,8ae17bc1787465d64f70bafc949958b3,french_fire_event__8ae17bc1787465d64f70bafc949958b3
feu d'entrepôt,warehouse fire,,CompanyKeyword,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu d'entrepôt,warehouse fire,,News,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu d'exploitation,warehouse fire,,space,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu d'exploitation agricole,warehouse fire,,Keyphrase,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu d'habitation,residential fire,,Wells,residential fire,,french_fire_event,1e4020bf20d45321ccd9b3d5ba04d19b,french_fire_event__1e4020bf20d45321ccd9b3d5ba04d19b
feu dans un batiment,building fire,,Exec,building fire,,french_fire_event,138617a29b88b5098a8c892d4e86cc99,french_fire_event__138617a29b88b5098a8c892d4e86cc99
feu dans un entrepôt,warehouse fire,,Person,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu dans un immeuble,structure fire,,IndustryTerm,structure fire,,french_fire_event,9dfec50b15d17cccd2d475565554fc54,french_fire_event__9dfec50b15d17cccd2d475565554fc54
feu de batiment,building fire,,Consulates,building fire,,french_fire_event,138617a29b88b5098a8c892d4e86cc99,french_fire_event__138617a29b88b5098a8c892d4e86cc99
feu de bâtiment agricole,warehouse fire,,News,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu de boutique,commercial fire,,Shipping,commercial fire,,french_fire_event,61e77d91c6a24ecf9f6931b57729b9f3,french_fire_event__61e77d91c6a24ecf9f6931b57729b9f3
feu de boutiques,commercial fire,,ForeignMinister,commercial fire,,french_fire_event,61e77d91c6a24ecf9f6931b57729b9f3,french_fire_event__61e77d91c6a24ecf9f6931b57729b9f3
feu de broussaille,bushfire,188117,Keyphrase,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
feu de broussailles,bushfire,188117,Exec,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
feu de cheminee,chimney fire,,Person,chimney fire,,french_fire_event,538cc2c4444eb03f18224b2b631f55f1,french_fire_event__538cc2c4444eb03f18224b2b631f55f1
feu de foret,wildfire,188117,ForeignMinister,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
feu de forêt,wildfire,188117,Media,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
feu de garage,fire in garage,,LegislativeCommittee,fire in garage,,french_fire_event,0e8f96579bc1b00f649243ea06a65838,french_fire_event__0e8f96579bc1b00f649243ea06a65838
feu de garrigue,bushfire,188117,Organization,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
feu de montagne,wildfire,188117,Diplomat,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
feu de parking,Fire at parking lot,188208,Consulates,Fire at parking lot,,french_fire_event,37b7042f96d14db8e4a61573eaf08b8b,french_fire_event__37b7042f96d14db8e4a61573eaf08b8b
feu de pinede,forest fire,188117,Organization,forest fire,,french_fire_event,d81f49d4708c25b5c1622f68911bd6ef,french_fire_event__d81f49d4708c25b5c1622f68911bd6ef
feu de végétation,bushfire,188117,Keyphrase,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
feu de vegetaux,bushfire,188117,News,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
feu de voiture,car fire,188130,ForeignMinistry,car fire,,french_fire_event,c3637a18daf4ccda1cc33ead89373ebe,french_fire_event__c3637a18daf4ccda1cc33ead89373ebe
feu de voitures,cars on fire,188130,FTO,cars on fire,,french_fire_event,282fa6f97b0a5c264f81361b9117169b,french_fire_event__282fa6f97b0a5c264f81361b9117169b
feu ecole,fire at school,188114,DiplomaticFacilities,fire at school,,french_fire_event,08afbc95a0f27ca7b8a8b751d98039df,french_fire_event__08afbc95a0f27ca7b8a8b751d98039df
feu entrepôt,warehouse fire,,AAEntity,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
feu est signalé,fire,,space,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
feu fac,fire at university,188114,Pipeline,fire at university,,french_fire_event,3398136ae5be19e2b1d0db504709da7c,french_fire_event__3398136ae5be19e2b1d0db504709da7c
feu grue,crane on fire,,IndustryTerm,crane on fire,,french_fire_event,9924a9dedaebf1ac0ef83fef368a99d5,french_fire_event__9924a9dedaebf1ac0ef83fef368a99d5
feu habitation,residential fire,,Diplomat,residential fire,,french_fire_event,1e4020bf20d45321ccd9b3d5ba04d19b,french_fire_event__1e4020bf20d45321ccd9b3d5ba04d19b
feu hangar,fire in hangar,,DiplomaticFacilities,fire in hangar,,french_fire_event,8fce971d5847bcb2a64bac362cc09a40,french_fire_event__8fce971d5847bcb2a64bac362cc09a40
feu hangar,fire in hangar,,LegislativeCommittee,fire in hangar,,french_fire_event,8fce971d5847bcb2a64bac362cc09a40,french_fire_event__8fce971d5847bcb2a64bac362cc09a40
feu hostel,fire at hostel,188208,Person,fire at hostel,,french_fire_event,44cb000248b0e491bc741b37d3c4bbf1,french_fire_event__44cb000248b0e491bc741b37d3c4bbf1
feu hotel,fire at hotel,188208,Person,fire at hotel,,french_fire_event,eaab2422e23a1d45cffcb7a667d05b2b,french_fire_event__eaab2422e23a1d45cffcb7a667d05b2b
feu industriel,fire at industrial complex,,CompanyKeyword,fire at industrial complex,,french_fire_event,552e8256496e09e13143dc8159f5954d,french_fire_event__552e8256496e09e13143dc8159f5954d
feu lycee,fire at high school,188114,Refinery,fire at high school,,french_fire_event,d29fdd47c678c5a427b10f530751e9b2,french_fire_event__d29fdd47c678c5a427b10f530751e9b2
feu poids-lourd,truck fire,,Keyphrase,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
feu primaire,fire at elementary school,188114,Exec,fire at elementary school,,french_fire_event,14d42da91b006e0045ceba124b113170,french_fire_event__14d42da91b006e0045ceba124b113170
feu résidence,residential fire,,ForeignMinister,residential fire,,french_fire_event,1e4020bf20d45321ccd9b3d5ba04d19b,french_fire_event__1e4020bf20d45321ccd9b3d5ba04d19b
feu restaurant,fire at restaurant,188208,AAEntity,fire at restaurant,,french_fire_event,b01151126d0071bbb6f09d89b0708353,french_fire_event__b01151126d0071bbb6f09d89b0708353
feu signalé,fire,,AAEntity,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
feu universite,fire at university,188114,Keyphrase,fire at university,,french_fire_event,3398136ae5be19e2b1d0db504709da7c,french_fire_event__3398136ae5be19e2b1d0db504709da7c
feu véhicule,car on fire,188130,LegislativeCommittee,car on fire,,french_fire_event,02bd50aefef257ea5bea9cdf6a7bca0f,french_fire_event__02bd50aefef257ea5bea9cdf6a7bca0f
feuappartement,apartment fire,,Diplomat,apartment fire,,french_fire_event,8ae17bc1787465d64f70bafc949958b3,french_fire_event__8ae17bc1787465d64f70bafc949958b3
feudappartement,apartment fire,,FTO,apartment fire,,french_fire_event,8ae17bc1787465d64f70bafc949958b3,french_fire_event__8ae17bc1787465d64f70bafc949958b3
feudeforet,wildfire,188117,space,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
feudeforêt,wildfire,188117,CompanyKeyword,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
feudhabitation,residential fire,,AAEntity,residential fire,,french_fire_event,1e4020bf20d45321ccd9b3d5ba04d19b,french_fire_event__1e4020bf20d45321ccd9b3d5ba04d19b
feux,fires,,IndustryTerm,fires,,french_fire_event,371fbb05494c7c9a04be260186edcc3b,french_fire_event__371fbb05494c7c9a04be260186edcc3b
feux de forêt,wildfires,188117,space,wildfires,,french_fire_event,ee58ac3842a217e55f3f0d7fd56f3305,french_fire_event__ee58ac3842a217e55f3f0d7fd56f3305
fourgon en feu,truck fire,188130,AAEntity,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
fourgon en flammes,truck fire,188130,ForeignMinister,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
fourgon feu,truck fire,188130,LegislativeCommittee,truck fire,,french_fire_event,12ce05e12418dfa11d9978a2ba2e5574,french_fire_event__12ce05e12418dfa11d9978a2ba2e5574
fuite de gaz,gas leak,,DiplomaticFacilities,gas leak,,french_fire_event,1516240bc89a1a494e8aeb67393b5886,french_fire_event__1516240bc89a1a494e8aeb67393b5886
fumée,smoke,,Wells,smoke,,french_fire_event,fdfa02ecf86feac3801254da57c1c9ba,french_fire_event__fdfa02ecf86feac3801254da57c1c9ba
fumee noire,black smoke,,Organization,black smoke,,french_fire_event,f3ae835ba2d2aa6601d0c1d5c32c5107,french_fire_event__f3ae835ba2d2aa6601d0c1d5c32c5107
fumee suspecte,smoke,,Diplomat,smoke,,french_fire_event,fdfa02ecf86feac3801254da57c1c9ba,french_fire_event__fdfa02ecf86feac3801254da57c1c9ba
grue chute,crane collapse,,Media,crane collapse,,french_fire_event,8d32df80bcac9521b01aa748a5fb87f4,french_fire_event__8d32df80bcac9521b01aa748a5fb87f4
hangar en flammes,warehouse fire,,ForeignMinistry,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
hangar flammes,warehouse fire,,FTO,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
hangar flammes,warehouse fire,,Pipeline,warehouse fire,,french_fire_event,3de85e6ad7805941f411e54706f169b6,french_fire_event__3de85e6ad7805941f411e54706f169b6
impliquant un poids lourd,truck crash,188130,Wells,truck crash,,french_fire_event,77a7eb62c4e51b92924e1df4e7dfa003,french_fire_event__77a7eb62c4e51b92924e1df4e7dfa003
incendie,fire,,Refinery,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
incendie bateau,boat on fire,188131,Refinery,boat on fire,,french_fire_event,915bb723d540a4986da08a0ee9308da4,french_fire_event__915bb723d540a4986da08a0ee9308da4
incendie boutique,commercial fire,,CompanyKeyword,commercial fire,,french_fire_event,61e77d91c6a24ecf9f6931b57729b9f3,french_fire_event__61e77d91c6a24ecf9f6931b57729b9f3
incendie bu,fire in university library,188114,ForeignMinister,fire in university library,,french_fire_event,23385b0b5dc8302eee564f0417ce829d,french_fire_event__23385b0b5dc8302eee564f0417ce829d
incendie college,fire at middle school,188114,Exec,fire at middle school,,french_fire_event,241c12535949757086cb18ac57fe720a,french_fire_event__241c12535949757086cb18ac57fe720a
incendie creche,fire in nursery,188114,Refinery,fire in nursery,,french_fire_event,0e9f7316b18e1f4581b3a10f41a5e6c7,french_fire_event__0e9f7316b18e1f4581b3a10f41a5e6c7
incendie d'industrie,fire at industrial complex,,CompanyKeyword,fire at industrial complex,,french_fire_event,552e8256496e09e13143dc8159f5954d,french_fire_event__552e8256496e09e13143dc8159f5954d
incendie dans un batiment,structure fire,,Shipping,structure fire,,french_fire_event,9dfec50b15d17cccd2d475565554fc54,french_fire_event__9dfec50b15d17cccd2d475565554fc54
incendie dans un immeuble,structure fire,,IndustryTerm,structure fire,,french_fire_event,9dfec50b15d17cccd2d475565554fc54,french_fire_event__9dfec50b15d17cccd2d475565554fc54
incendie de batiment,building fire,,ForeignMinistry,building fire,,french_fire_event,138617a29b88b5098a8c892d4e86cc99,french_fire_event__138617a29b88b5098a8c892d4e86cc99
incendie de broussaille,bushfire,188117,IndustryTerm,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
incendie de broussailles,bushfire,188117,Wells,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
incendie de cheminee,chimney fire,,Consulates,chimney fire,,french_fire_event,538cc2c4444eb03f18224b2b631f55f1,french_fire_event__538cc2c4444eb03f18224b2b631f55f1
incendie de garrigue,bushfire,188117,ForeignMinistry,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
incendie de parking,fire at parking lot,188208,News,fire at parking lot,,french_fire_event,ab9e96a0f4b31d25b5f85a31a5645f4d,french_fire_event__ab9e96a0f4b31d25b5f85a31a5645f4d
incendie de pavillon,residential fire,,Person,residential fire,,french_fire_event,1e4020bf20d45321ccd9b3d5ba04d19b,french_fire_event__1e4020bf20d45321ccd9b3d5ba04d19b
incendie de pinede,forest fire,188117,Wells,forest fire,,french_fire_event,d81f49d4708c25b5c1622f68911bd6ef,french_fire_event__d81f49d4708c25b5c1622f68911bd6ef
incendie de poubelle,fire in garbage can,,Person,fire in garbage can,,french_fire_event,2fb08048f89e8ddaef83055dee1e9700,french_fire_event__2fb08048f89e8ddaef83055dee1e9700
incendie de végétation,bushfire,188117,LegislativeCommittee,bushfire,,french_fire_event,7bff9515c59aa552e35b3c5dc994a760,french_fire_event__7bff9515c59aa552e35b3c5dc994a760
incendie de végétaux,wildfire,188117,Keyphrase,wildfire,,french_fire_event,fcb05cf5743486fd22d4be54093719ca,french_fire_event__fcb05cf5743486fd22d4be54093719ca
incendie echafaudage,scaffolding fire,,Organization,scaffolding fire,,french_fire_event,52edfa2c657055271a297fcaa19af783,french_fire_event__52edfa2c657055271a297fcaa19af783
incendie est signalé,fire,,Wells,fire,,french_fire_event,015f28b9df1bdd36427dd976fb73b29d,french_fire_event__015f28b9df1bdd36427dd976fb73b29d
incendie fac,fire at university,188114,space,fire at university,,french_fire_event,3398136ae5be19e2b1d0db504709da7c,french_fire_event__3398136ae5be19e2b1d0db504709da7c
incendie garage,fire in garage,,Exec,fire in garage,,french_fire_event,0e8f96579bc1b00f649243ea06a65838,french_fire_event__0e8f96579bc1b00f649243ea06a65838
incendie hangar,fire in hangar,,Keyphrase,fire in hangar,,french_fire_event,8fce971d5847bcb2a64bac362cc09a40,french_fire_event__8fce971d5847bcb2a64bac362cc09a40
incendie hangar,fire in hangar,,Organization,fire in hangar,,french_fire_event,8fce971d5847bcb2a64bac362cc09a40,french_fire_event__8fce971d5847bcb2a64bac362cc09a40
incendie hostel,fire at hostel,188208,IndustryTerm,fire at hostel,,french_fire_event,44cb000248b0e491bc741b37d3c4bbf1,french_fire_event__44cb000248b0e491bc741b37d3c4bbf1
incendie hotel,fire at hotel,188208,Person,fire at hotel,,french_fire_event,eaab2422e23a1d45cffcb7a667d05b2b,french_fire_event__eaab2422e23a1d45cffcb7a667d05b2b
