org,caption_name,guid,hq_address,hq_lat,hq_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
duckduckgo,DuckDuckGo,,"DuckDuckGo, Paoli, PA, United States",40.0410992,-75.4868806,Wells,DuckDuckGo,,bug_bounty_hackerone_mapping,ab8415dd5798a360323ce06beaf30c35,bug_bounty_hackerone_mapping__ab8415dd5798a360323ce06beaf30c35
plaid,Plaid,,"Plaid, San Francisco, CA, United States",37.7697277,-122.420386,CompanyKeyword,Plaid,,bug_bounty_hackerone_mapping,03362dc30038a0ccea05686c58617903,bug_bounty_hackerone_mapping__03362dc30038a0ccea05686c58617903
prospect.io,Prospect.io,,"Prospect.io, Brussels, Brussels Hoofdstedelijk Gewest, Belgium",50.8503396,4.3517103,ForeignMinister,Prospect.io,,bug_bounty_hackerone_mapping,99e15ec2ddf7d34783825297814df0ff,bug_bounty_hackerone_mapping__99e15ec2ddf7d34783825297814df0ff
yoti,Yoti,,"Yoti, London, England, United Kingdom",51.5366987,0.036458,Media,Yoti,,bug_bounty_hackerone_mapping,31335710cd25be05dddbc3d088528484,bug_bounty_hackerone_mapping__31335710cd25be05dddbc3d088528484
sixt gmbh & co. autovermietung kg,Sixt GmbH & Co. Autovermietung KG,8ae33e6c24cc49723700b73866771bb9,"Sixt GmbH & Co. Autovermietung KG, Pullach, Germany",48.0429973,11.5111172,DiplomaticFacilities,Sixt GmbH & Co. Autovermietung KG,,bug_bounty_hackerone_mapping,f0e5b2dce0b35bdb854a223eb38468f5,bug_bounty_hackerone_mapping__f0e5b2dce0b35bdb854a223eb38468f5
phabricator,Phabricator,,"Phabricator, Palo Alto, CA, United States",37.4274745,-122.169719,Diplomat,Phabricator,,bug_bounty_hackerone_mapping,e2655d78af0ba0e0d81b36877d5a0875,bug_bounty_hackerone_mapping__e2655d78af0ba0e0d81b36877d5a0875
ruby on rails,Ruby on Rails,,"Ruby on Rails, Cimahi, West Java, Indonesia",-6.8687942,107.5452588,Wells,Ruby on Rails,,bug_bounty_hackerone_mapping,d41a9e3915fd905f6427a8e3770546cf,bug_bounty_hackerone_mapping__d41a9e3915fd905f6427a8e3770546cf
pubg,PUBG,,"PUBG, Seoul, Seoul-t'ukpyolsi, South Korea",43.4722854,-80.5448576,CompanyKeyword,PUBG,,bug_bounty_hackerone_mapping,08eaad4d1b81d10105a353f805f0a1ce,bug_bounty_hackerone_mapping__08eaad4d1b81d10105a353f805f0a1ce
ozon,Ozon,,"Ozon, Moscow, Moscow City, Russian Federation",55.7471356,37.5366912,Shipping,Ozon,,bug_bounty_hackerone_mapping,63dad0e8bf81ba03d794bbebe225635e,bug_bounty_hackerone_mapping__63dad0e8bf81ba03d794bbebe225635e
eobot,Eobot,,"Eobot, Los Angeles, CA, United States",34.040408,-118.443431,Media,Eobot,,bug_bounty_hackerone_mapping,5b407819085ef436a5a0a70f4228fe8b,bug_bounty_hackerone_mapping__5b407819085ef436a5a0a70f4228fe8b
qulture.rocks,Qulture.Rocks,,"Qulture.Rocks, San Francisco, CA, United States",37.7941378,-122.4077914,Diplomat,Qulture.Rocks,,bug_bounty_hackerone_mapping,57739fbb4d74b8ba07164237c1c6a363,bug_bounty_hackerone_mapping__57739fbb4d74b8ba07164237c1c6a363
ping identity,Ping Identity,,"Ping Identity, Denver, CO, United States",39.7492103,-104.9932022,ForeignMinistry,Ping Identity,,bug_bounty_hackerone_mapping,5aff6d35684ad49f31e5322607910e0a,bug_bounty_hackerone_mapping__5aff6d35684ad49f31e5322607910e0a
engel & volkers technology gmbh,Engel & Völkers Technology GmbH,,"Engel & Volkers Technology GmbH, Hamburg, Hamburg, Germany",53.5510846,9.9936819,Exec,Engel & Völkers Technology GmbH,,bug_bounty_hackerone_mapping,7c1e53c9a711ad26209c2a4fa0545c74,bug_bounty_hackerone_mapping__7c1e53c9a711ad26209c2a4fa0545c74
lemlist,lemlist,,"lemlist, Paris, Ile-de-France, France",48.8674543,2.3435856,Media,lemlist,,bug_bounty_hackerone_mapping,e4dd861cf21482b66f04b5ab04afef2f,bug_bounty_hackerone_mapping__e4dd861cf21482b66f04b5ab04afef2f
portswigger web security,PortSwigger Web Security,,"PortSwigger Web Security, Cheshire, England, United Kingdom",53.2326344,-2.6103158,FTO,PortSwigger Web Security,,bug_bounty_hackerone_mapping,22aaa070ed8aac6dc94bb7a3355f1d86,bug_bounty_hackerone_mapping__22aaa070ed8aac6dc94bb7a3355f1d86
gocd,GoCD,,"GoCD, Chicago, IL, United States",41.885078,-87.621477,Exec,GoCD,,bug_bounty_hackerone_mapping,ba0339438bf3f75f334d5b1a9a42b0a6,bug_bounty_hackerone_mapping__ba0339438bf3f75f334d5b1a9a42b0a6
bitmex,BitMEX,,"BitMEX, Mahé, Beau Vallon, Seychelles",-4.6210967,55.4277802,News,BitMEX,,bug_bounty_hackerone_mapping,d97b8d068e4684523010aecf73ffcccb,bug_bounty_hackerone_mapping__d97b8d068e4684523010aecf73ffcccb
mendix,Mendix,,"Mendix, Boston, MA, United States",42.350458,-71.0468982,FTO,Mendix,,bug_bounty_hackerone_mapping,0898fce97c9ce8190ba32844bf6c9382,bug_bounty_hackerone_mapping__0898fce97c9ce8190ba32844bf6c9382
coda,Coda,,"Coda, San Francisco, CA, United States",37.7697277,-122.420386,News,Coda,,bug_bounty_hackerone_mapping,a462c8874b0b12c7c598d2083e0f0c6c,bug_bounty_hackerone_mapping__a462c8874b0b12c7c598d2083e0f0c6c
jnj mobile,JNJ Mobile,,"JNJ Mobile, Boston, MA, United States",42.3500575,-71.0572969,IndustryTerm,JNJ Mobile,,bug_bounty_hackerone_mapping,c5f7c99155818c90846cf3df4a6f0744,bug_bounty_hackerone_mapping__c5f7c99155818c90846cf3df4a6f0744
lob,Lob,,"Lob, San Francisco, CA, United States",37.7765973,-122.3919488,Person,Lob,,bug_bounty_hackerone_mapping,06fd3434659f1303f183c798a6768ff8,bug_bounty_hackerone_mapping__06fd3434659f1303f183c798a6768ff8
remitano,Remitano,,"Remitano, Victoria, Beau Vallon, Seychelles",-4.6210967,55.4277802,Organization,Remitano,,bug_bounty_hackerone_mapping,b7957baeda4b69c8e1dd0d87e2f46c9d,bug_bounty_hackerone_mapping__b7957baeda4b69c8e1dd0d87e2f46c9d
status.im,Status.im,,"Status.im, Zug, Zug, Switzerland",47.1661505,8.5154749,ForeignMinister,Status.im,,bug_bounty_hackerone_mapping,b439ed4a29648a8366145f067184d1da,bug_bounty_hackerone_mapping__b439ed4a29648a8366145f067184d1da
aiven ltd,Aiven Ltd,,"Aiven Ltd, Helsinki, Finland",60.1704502,24.9315807,Organization,Aiven Ltd,,bug_bounty_hackerone_mapping,505445b1c6cf9cbfff846bd3ac09ce85,bug_bounty_hackerone_mapping__505445b1c6cf9cbfff846bd3ac09ce85
openssl (ibb),OpenSSL (IBB),,"San Francisco, US",37.7756852,-122.4179707,space,OpenSSL (IBB),,bug_bounty_hackerone_mapping,67bb0ad6295dca99e9387136500faa0b,bug_bounty_hackerone_mapping__67bb0ad6295dca99e9387136500faa0b
trint ltd,Trint Ltd,,"Trint Ltd, London, England, United Kingdom",51.5149232,-0.0733915,Exec,Trint Ltd,,bug_bounty_hackerone_mapping,e102218139683cfeb03d2255405ec79f,bug_bounty_hackerone_mapping__e102218139683cfeb03d2255405ec79f
chainlink,Chainlink,,"Chainlink, Grand Cayman, Midland, Cayman Islands",19.3221698,-81.2408689,DiplomaticFacilities,Chainlink,,bug_bounty_hackerone_mapping,28b98e131317e87e43ba12f8400b48f6,bug_bounty_hackerone_mapping__28b98e131317e87e43ba12f8400b48f6
revive adserver,Revive Adserver,,"Revive Adserver, Bangalore, Karnataka, India",12.9715987,77.5945627,space,Revive Adserver,,bug_bounty_hackerone_mapping,7cb912d4f0c23e8e52869880db3a8feb,bug_bounty_hackerone_mapping__7cb912d4f0c23e8e52869880db3a8feb
monero,Monero,,"Monero, Singapore, Singapore",37.7932977,-122.4226656,ForeignMinistry,Monero,,bug_bounty_hackerone_mapping,19b1c5ac063b46b79144c65dc4dbf61f,bug_bounty_hackerone_mapping__19b1c5ac063b46b79144c65dc4dbf61f
"drive.net, inc.","DRIVE.NET, Inc.",,"DRIVE.NET, Inc., San Ramon​, CA, United States",37.7712614,-121.9744483,CompanyKeyword,"DRIVE.NET, Inc.",,bug_bounty_hackerone_mapping,305a88a079d8830f0a7e61564420744c,bug_bounty_hackerone_mapping__305a88a079d8830f0a7e61564420744c
credit karma,Credit Karma,61f200413b3da9335d3dc972fb81c5d3,"Credit Karma, San Francisco, CA, United States",37.7864247,-122.4053605,ForeignMinister,Credit Karma,,bug_bounty_hackerone_mapping,faf53337157a4b3a7b1f50025de7d253,bug_bounty_hackerone_mapping__faf53337157a4b3a7b1f50025de7d253
keybank,KeyBank,2fb5b444806606a80fca098b8bf07d4e,"KeyBank HQ, Cleveland, OH, USA",41.500812,-81.6941674,Refinery,KeyBank,,bug_bounty_hackerone_mapping,19f61781f19ddf667e60cc8396365a00,bug_bounty_hackerone_mapping__19f61781f19ddf667e60cc8396365a00
doppler,Doppler,,"Doppler,  San Francisco, CA, United States",37.788543,-122.4007054,Refinery,Doppler,,bug_bounty_hackerone_mapping,7caa8bb240e599fe38e8351878177c5e,bug_bounty_hackerone_mapping__7caa8bb240e599fe38e8351878177c5e
data processing (ibb),Data Processing (IBB),,"Data Processing (IBB),",37.7932977,-122.4226656,LegislativeCommittee,Data Processing (IBB),,bug_bounty_hackerone_mapping,363dccd2f13793f53bd050ca212077bc,bug_bounty_hackerone_mapping__363dccd2f13793f53bd050ca212077bc
mobisystems ltd.,MobiSystems Ltd.,,"MobiSystems Ltd., San Diego, CA, USA",32.914848,-117.2359655,LegislativeCommittee,MobiSystems Ltd.,,bug_bounty_hackerone_mapping,18e3700f296cc396531c369a34364e21,bug_bounty_hackerone_mapping__18e3700f296cc396531c369a34364e21
staging.every.org,Staging.every.org,,"San Francisco, US",37.7756852,-122.4179707,ForeignMinistry,Staging.every.org,,bug_bounty_hackerone_mapping,a24a2bddd3beb26999f067086ba0b9d8,bug_bounty_hackerone_mapping__a24a2bddd3beb26999f067086ba0b9d8
replyify,Replyify,,"Replify, Cleveland, OH, United States",41.5004398,-81.6819593,IndustryTerm,Replyify,,bug_bounty_hackerone_mapping,ac2f66d41434a0df377f77adec2d8f88,bug_bounty_hackerone_mapping__ac2f66d41434a0df377f77adec2d8f88
cirrus insight,Cirrus Insight,,"Cirrus Insight, Irvine, CA, United States",33.662124,-117.7467223,LegislativeCommittee,Cirrus Insight,,bug_bounty_hackerone_mapping,c1661c3894d39cbe3f4d54e760a6a02c,bug_bounty_hackerone_mapping__c1661c3894d39cbe3f4d54e760a6a02c
cert/cc,CERT/CC,,"CERT/CC,Pittsburgh, PA, United States",40.4463884,-79.950034,ForeignMinistry,CERT/CC,,bug_bounty_hackerone_mapping,b8426e8e71029e37644035a3eeb23ef3,bug_bounty_hackerone_mapping__b8426e8e71029e37644035a3eeb23ef3
courier,Courier,,"Courier, San Francisco, CA, United States",37.775206,-122.415427,News,Courier,,bug_bounty_hackerone_mapping,5055d1a4444c630d6839f48ab48aef91,bug_bounty_hackerone_mapping__5055d1a4444c630d6839f48ab48aef91
bitwarden,Bitwarden,,"Bitwarden, Santa Barbara, CA, United States",34.4208305,-119.6981901,Wells,Bitwarden,,bug_bounty_hackerone_mapping,41c40cb45b3c59a813da51fcf83d04b2,bug_bounty_hackerone_mapping__41c40cb45b3c59a813da51fcf83d04b2
ruby,Ruby,,Ruby,36.117263,-95.8893,Diplomat,Ruby,,bug_bounty_hackerone_mapping,9916d1fc59fe22cc046a2fe1615bc764,bug_bounty_hackerone_mapping__9916d1fc59fe22cc046a2fe1615bc764
zenly,Zenly,,Zenly,33.0023172,-80.195396,Media,Zenly,,bug_bounty_hackerone_mapping,899fd4d2955f2cf2a25b295e2b46e993,bug_bounty_hackerone_mapping__899fd4d2955f2cf2a25b295e2b46e993
a.s. watson group,A.S. Watson Group,,"A.S. Watson Group, Sha Tin, New Territories, Hong Kong",22.397805,114.196757,LegislativeCommittee,A.S. Watson Group,,bug_bounty_hackerone_mapping,76a7b0e4d019d26b5948484fed5f9d96,bug_bounty_hackerone_mapping__76a7b0e4d019d26b5948484fed5f9d96
mariadb,MariaDB,,"MariaDB, Espoo, Southern Finland, Finland",60.183899,24.8143999,Media,MariaDB,,bug_bounty_hackerone_mapping,7f9733e208088b1ce6df3d4be1765396,bug_bounty_hackerone_mapping__7f9733e208088b1ce6df3d4be1765396
xilinx,Xilinx,496c2ef0beb24b1019ba851edb56e75c,"Xilinx, San Jose, CA, United States",37.2531174,-121.9356861,Exec,Xilinx,,bug_bounty_hackerone_mapping,f872201c6db9bf2620dc262ba42d2271,bug_bounty_hackerone_mapping__f872201c6db9bf2620dc262ba42d2271
stellar.org,Stellar.org,,"Stellar.org, San Francisco, CA, United States",37.7871271,-122.3967381,Diplomat,Stellar.org,,bug_bounty_hackerone_mapping,c7c570143a2700670cf5147ac39210b2,bug_bounty_hackerone_mapping__c7c570143a2700670cf5147ac39210b2
notepad++,Notepad++,,"Notepad++, Paris, France",48.856614,2.3522219,Media,Notepad++,,bug_bounty_hackerone_mapping,376f6d6869aaf313a5ab63d4cefdbeaa,bug_bounty_hackerone_mapping__376f6d6869aaf313a5ab63d4cefdbeaa
gener8,Gener8,,"Gener8, Sunnyvale, California, United States",37.382837,-121.9917083,DiplomaticFacilities,Gener8,,bug_bounty_hackerone_mapping,dba70125a7e261db7b244ae52b26b2b0,bug_bounty_hackerone_mapping__dba70125a7e261db7b244ae52b26b2b0
passit,Passit,,"San Francisco, US",37.7756852,-122.4179707,Consulates,Passit,,bug_bounty_hackerone_mapping,ba4808eea6e7716f4da1df16a665a922,bug_bounty_hackerone_mapping__ba4808eea6e7716f4da1df16a665a922
node.js,Node.js,,"Node.js, San Francisco, CA, United States",37.771959,-122.4022235,DiplomaticFacilities,Node.js,,bug_bounty_hackerone_mapping,3b2819dd4c24eda2faf2052eef449551,bug_bounty_hackerone_mapping__3b2819dd4c24eda2faf2052eef449551
evernote,Evernote,,"Evernote, Redwood City, CA, United States",37.4920687,-122.2223723,IndustryTerm,Evernote,,bug_bounty_hackerone_mapping,2a6305c433bf2497346fd0a1aaa11149,bug_bounty_hackerone_mapping__2a6305c433bf2497346fd0a1aaa11149
smtp2go,SMTP2GO,,"SMTP2GO, Christchurch, Canterbury, New Zealand",-43.5357466,172.6398976,Exec,SMTP2GO,,bug_bounty_hackerone_mapping,5de8698f3d733d59d0c9fc78e23ef3cb,bug_bounty_hackerone_mapping__5de8698f3d733d59d0c9fc78e23ef3cb
affirm,Affirm,,"Affirm,  San Francisco, CA, United States",37.792912,-122.405211,ForeignMinister,Affirm,,bug_bounty_hackerone_mapping,0a4b4e943aa3caa71efb365322cd549e,bug_bounty_hackerone_mapping__0a4b4e943aa3caa71efb365322cd549e
tron foundation,Tron Foundation,,"Tron Foundation, Singapore, Singapore",37.7895408,-122.394228,FTO,Tron Foundation,,bug_bounty_hackerone_mapping,0f61a49000116b4d19aa77700ce612d0,bug_bounty_hackerone_mapping__0f61a49000116b4d19aa77700ce612d0
kubernetes,Kubernetes,,"Kubernetes, San Francisco, CA, United States",37.7952421,-122.403654,Organization,Kubernetes,,bug_bounty_hackerone_mapping,30136395f01879792198317c11831ea4,bug_bounty_hackerone_mapping__30136395f01879792198317c11831ea4
forescout technologies,ForeScout Technologies,cd1cddbf5af285d06c1e9d529c0418fe,"ForeScout Technologies, San Jose, CA, United States",37.409502,-121.954719,Consulates,ForeScout Technologies,,bug_bounty_hackerone_mapping,1d02e957791779c473df2123de6db746,bug_bounty_hackerone_mapping__1d02e957791779c473df2123de6db746
exodus,Exodus,,"Exodus, Nebraska City, NE, United States",40.6759711,-95.8548787,AAEntity,Exodus,,bug_bounty_hackerone_mapping,0cdf051c93865faa15cbc5cd3d2b69fb,bug_bounty_hackerone_mapping__0cdf051c93865faa15cbc5cd3d2b69fb
citrix systems,Citrix Systems,37b993d33960128b055b1d0ec74b5a89,"Citrix Systems HQ, Fort Lauderdale, FL, USA",26.205644,-80.153149,Diplomat,Citrix Systems,,bug_bounty_hackerone_mapping,213721669c9eeab553feafa6a740060f,bug_bounty_hackerone_mapping__213721669c9eeab553feafa6a740060f
blockstack,Blockstack,,"Blockstack, New York City, NY, USA",40.7263044,-74.0337401,Shipping,Blockstack,,bug_bounty_hackerone_mapping,3fc4291707474050fd47ff07d1728032,bug_bounty_hackerone_mapping__3fc4291707474050fd47ff07d1728032
chime,Chime,852ef2b3cf7e78c3a551924e8b345070,"Chime,  San Francisco, CA, United States",37.7932977,-122.4226656,Organization,Chime,,bug_bounty_hackerone_mapping,6c7c8b16d921fbf3394e228f1554ef5e,bug_bounty_hackerone_mapping__6c7c8b16d921fbf3394e228f1554ef5e
teradici,Teradici,,"Teradici, Burnaby, BC, Canada",49.255056,-122.9944974,IndustryTerm,Teradici,,bug_bounty_hackerone_mapping,338d363c292ef5ab64975c96c1d8d27f,bug_bounty_hackerone_mapping__338d363c292ef5ab64975c96c1d8d27f
starling bank limited,Starling Bank Limited,,"Starling Bank Limited, London, England, United Kingdom",51.519952,-0.0848105,Consulates,Starling Bank Limited,,bug_bounty_hackerone_mapping,0e7720db59b208edef1c4c901357e3b6,bug_bounty_hackerone_mapping__0e7720db59b208edef1c4c901357e3b6
impresscms,ImpressCMS,,"ImpressCMS, Machelen, Oost-Vlaanderen, Belgium",50.958822,3.4880452,Consulates,ImpressCMS,,bug_bounty_hackerone_mapping,0351406ae997d87c8f2eff410adb111b,bug_bounty_hackerone_mapping__0351406ae997d87c8f2eff410adb111b
amitree inc,Amitree Inc,,"Amitree Inc, San Francisco, CA, United States",37.7932977,-122.4226656,Consulates,Amitree Inc,,bug_bounty_hackerone_mapping,7ee631239cd4a3f0b310e809255d1910,bug_bounty_hackerone_mapping__7ee631239cd4a3f0b310e809255d1910
dropcontact,Dropcontact,,"Dropcontact, Paris, Ile-de-France, France",48.8339211,2.371345,DiplomaticFacilities,Dropcontact,,bug_bounty_hackerone_mapping,56c6dfeba1f5c199cc4eef562df69f3e,bug_bounty_hackerone_mapping__56c6dfeba1f5c199cc4eef562df69f3e
koho,Koho,,"Koho, Toronto, ON, Canada",43.6374102,-79.4254012,ForeignMinistry,Koho,,bug_bounty_hackerone_mapping,4fd4ed13da112cb510195782485ad315,bug_bounty_hackerone_mapping__4fd4ed13da112cb510195782485ad315
gmelius,Gmelius,,"Gmelius, Geneva, Geneve, Switzerland",46.2043907,6.1431577,Legislator,Gmelius,,bug_bounty_hackerone_mapping,3f96b2eb6f38702c19bc616f369f44c7,bug_bounty_hackerone_mapping__3f96b2eb6f38702c19bc616f369f44c7
myndr,Myndr,,"Myndr, Zutphen, Gelderland, The Netherlands",52.1416309,6.1919633,Shipping,Myndr,,bug_bounty_hackerone_mapping,ee8ece3edee37e5229ab3e62d35caf44,bug_bounty_hackerone_mapping__ee8ece3edee37e5229ab3e62d35caf44
sixt gmbh & co. autovermietung kg bbp,Sixt GmbH & Co. Autovermietung KG BBP,8ae33e6c24cc49723700b73866771bb9,"Sixt GmbH & Co. Autovermietung KG BBP, Pullach, Germany",48.0429973,11.5111172,Shipping,Sixt GmbH & Co. Autovermietung KG BBP,,bug_bounty_hackerone_mapping,5500d141931f65ae43b265018d43cc33,bug_bounty_hackerone_mapping__5500d141931f65ae43b265018d43cc33
allegro,Allegro,,"Allegro, Poznan, Wielkopolskie, Poland",52.4556929,16.9421062,Diplomat,Allegro,,bug_bounty_hackerone_mapping,4410bf250e8f7eff539d9f17263800fe,bug_bounty_hackerone_mapping__4410bf250e8f7eff539d9f17263800fe
panther labs,Panther Labs,,"Panther Labs, San Francisco, CA, United States",37.7952421,-122.403654,Pipeline,Panther Labs,,bug_bounty_hackerone_mapping,c3b4a7dd4be254395b5e074d0d1875fb,bug_bounty_hackerone_mapping__c3b4a7dd4be254395b5e074d0d1875fb
parrot sec,Parrot Sec,,Parrot Sec,37.7932977,-122.4226656,News,Parrot Sec,,bug_bounty_hackerone_mapping,548d4e947d0b4ac522092cdf8216d055,bug_bounty_hackerone_mapping__548d4e947d0b4ac522092cdf8216d055
launchdarkly,LaunchDarkly,,"LaunchDarkly, Oakland, CA, United States",37.8078667,-122.2648428,Diplomat,LaunchDarkly,,bug_bounty_hackerone_mapping,f065657ce20b040244e0c4c8c4a2b22e,bug_bounty_hackerone_mapping__f065657ce20b040244e0c4c8c4a2b22e
jimdo gmbh,Jimdo GmbH,,"Jimdo GmbH, Hamburg, Germany",37.7932977,-122.4226656,Exec,Jimdo GmbH,,bug_bounty_hackerone_mapping,e2ade2b338474f2f4813e31761452b61,bug_bounty_hackerone_mapping__e2ade2b338474f2f4813e31761452b61
enjin,Enjin,,"Enjin, Singapore, Central Region, Singapore",1.2852093,103.8447228,Shipping,Enjin,,bug_bounty_hackerone_mapping,f8b9cec1a90893430020d1f827702b69,bug_bounty_hackerone_mapping__f8b9cec1a90893430020d1f827702b69
cuvva,Cuvva,,"Cuvva, London, England, United Kingdom",51.5323572,-0.1060423,Consulates,Cuvva,,bug_bounty_hackerone_mapping,0e43c8be48c07a725d7733d6d4f01a0b,bug_bounty_hackerone_mapping__0e43c8be48c07a725d7733d6d4f01a0b
paragon initiative enterprises,Paragon Initiative Enterprises,,"Paragon Initiative Enterprises, FL, United States",27.6648274,-81.5157535,LegislativeCommittee,Paragon Initiative Enterprises,,bug_bounty_hackerone_mapping,27d3ab9e1e703862152fac2435600094,bug_bounty_hackerone_mapping__27d3ab9e1e703862152fac2435600094
perl (ibb),Perl (IBB),,Perl (IBB),37.7932977,-122.4226656,Keyphrase,Perl (IBB),,bug_bounty_hackerone_mapping,7d6a47dd6c9742bb7223cef665faf355,bug_bounty_hackerone_mapping__7d6a47dd6c9742bb7223cef665faf355
codeigniter,CodeIgniter,,"CodeIgniter, Halifax, NS, Canada",44.6365812,-63.5916555,Media,CodeIgniter,,bug_bounty_hackerone_mapping,8dd99c63c4d62f192784322df6fb9c7e,bug_bounty_hackerone_mapping__8dd99c63c4d62f192784322df6fb9c7e
"maker ecosystem growth holdings, inc","Maker Ecosystem Growth Holdings, Inc",,"Maker Ecosystem Growth Holdings, Inc, Santa Cruz, CA, United States",36.9741171,-122.0307963,CompanyKeyword,"Maker Ecosystem Growth Holdings, Inc",,bug_bounty_hackerone_mapping,f2422344f691acb48557076a3f8a090d,bug_bounty_hackerone_mapping__f2422344f691acb48557076a3f8a090d
"polymail, inc.","Polymail, Inc.",,"Polymail, Inc., Marina Del Rey, CA, United States",33.9802893,-118.4517449,News,"Polymail, Inc.",,bug_bounty_hackerone_mapping,e5ae6ab0ed4d87d027d4948afc79e070,bug_bounty_hackerone_mapping__e5ae6ab0ed4d87d027d4948afc79e070
hcl software inc.,HCL Software Inc.,,"HCL Software Inc., Noida, India",28.5344427,77.3530066,Keyphrase,HCL Software Inc.,,bug_bounty_hackerone_mapping,a4353431db2d392b82795102e40b63c6,bug_bounty_hackerone_mapping__a4353431db2d392b82795102e40b63c6
apache httpd (ibb),Apache httpd (IBB),,"Apache httpd (IBB), Forest Hill, MD, United States",39.5850754,-76.3877289,AAEntity,Apache httpd (IBB),,bug_bounty_hackerone_mapping,d184ebf99620fc8ed7023edf301f9fe8,bug_bounty_hackerone_mapping__d184ebf99620fc8ed7023edf301f9fe8
ian dunn,Ian Dunn,,"Ian Dunn, London, England, United Kingdom",51.4605057,-0.0724629,FTO,Ian Dunn,,bug_bounty_hackerone_mapping,e21541940eab2d7eac4337f38678249f,bug_bounty_hackerone_mapping__e21541940eab2d7eac4337f38678249f
homebrew,Homebrew,,"Homebrew,  San Francisco, CA, United States",37.7825627,-122.3946682,ForeignMinistry,Homebrew,,bug_bounty_hackerone_mapping,3da481d133f45d1d7590bfa6cbb66587,bug_bounty_hackerone_mapping__3da481d133f45d1d7590bfa6cbb66587
delight.im,delight.im,,"delight.im, Brampton, ON, Canada",43.6820716,-79.7167434,DiplomaticFacilities,delight.im,,bug_bounty_hackerone_mapping,3a1e495f0ae0f518cdbf907222998989,bug_bounty_hackerone_mapping__3a1e495f0ae0f518cdbf907222998989
u.s. general services administration,U.S. General Services Administration,,"U.S. General Services Administration, Washington, DC, United States",38.8853797,-77.0231323,News,U.S. General Services Administration,,bug_bounty_hackerone_mapping,3bd33c457b57c909b44527573c448143,bug_bounty_hackerone_mapping__3bd33c457b57c909b44527573c448143
globaleaks,GlobaLeaks,,"GlobaLeaks, Milan, Italy",45.4601435,9.1945843,AAEntity,GlobaLeaks,,bug_bounty_hackerone_mapping,ad246c1c329d08013147eea0eef90122,bug_bounty_hackerone_mapping__ad246c1c329d08013147eea0eef90122
phpbb,phpBB,,"phpBB, Marlow, Buckinghamshire, United Kingdom",51.5735468,-0.7753183,Consulates,phpBB,,bug_bounty_hackerone_mapping,4e7c2915b40a5b142bd642d0c1f7a815,bug_bounty_hackerone_mapping__4e7c2915b40a5b142bd642d0c1f7a815
streak,Streak,,"Streak,  San Francisco, CA, United States",37.7949798,-122.4230416,Legislator,Streak,,bug_bounty_hackerone_mapping,f4bb7b4d64f470dc5e5aca7aa1cfe624,bug_bounty_hackerone_mapping__f4bb7b4d64f470dc5e5aca7aa1cfe624
rms,RMS,,"RMS, Newark, CA, United States",37.5404943,-122.0636936,Organization,RMS,,bug_bounty_hackerone_mapping,6a04f9e9b7a0c60c00fe0daa2e12eca0,bug_bounty_hackerone_mapping__6a04f9e9b7a0c60c00fe0daa2e12eca0
filezilla,FileZilla,,"FileZilla, Elmshorn, Schleswig-Holstein, Germany",53.7513549,9.6632521,Pipeline,FileZilla,,bug_bounty_hackerone_mapping,66597f6f05e17060e5c5226f29b2a0ac,bug_bounty_hackerone_mapping__66597f6f05e17060e5c5226f29b2a0ac
"faraday, inc.","Faraday, Inc.",,"Faraday, Inc., Tampa, FL, United States",27.948558,-82.456055,CompanyKeyword,"Faraday, Inc.",,bug_bounty_hackerone_mapping,df8dedae1613c5476308f3a3481974c2,bug_bounty_hackerone_mapping__df8dedae1613c5476308f3a3481974c2
zivver,Zivver,,"Zivver, Amsterdam, Noord-Holland, The Netherlands",52.3529711,4.8402215,CompanyKeyword,Zivver,,bug_bounty_hackerone_mapping,d5a4920425770b220683ecaa4fe59776,bug_bounty_hackerone_mapping__d5a4920425770b220683ecaa4fe59776
hud app,Hud App,,"Hud App, Auckland, Auckland, New Zealand",-36.8486811,174.7647053,Exec,Hud App,,bug_bounty_hackerone_mapping,f6fab249ed53b74d67746465843d6475,bug_bounty_hackerone_mapping__f6fab249ed53b74d67746465843d6475
"coalition, inc.","Coalition, Inc.",,"Coalition, Inc., San Francisco, CA, United States",37.801777,-122.4014635,Media,"Coalition, Inc.",,bug_bounty_hackerone_mapping,461fea539ac74125a3e6f62496a3f4c2,bug_bounty_hackerone_mapping__461fea539ac74125a3e6f62496a3f4c2
iovlabs,IOVLabs,,"IOVLabs, Buenos Aires, Distrito Federal, Argentina",-34.5944561,-58.4286886,FTO,IOVLabs,,bug_bounty_hackerone_mapping,26865b9fa7b6586944caace17a76e66a,bug_bounty_hackerone_mapping__26865b9fa7b6586944caace17a76e66a
picsart,PicsArt,,"PicsArt, San Francisco, CA, United States",37.7933845,-122.3946151,ForeignMinister,PicsArt,,bug_bounty_hackerone_mapping,8f4f9cca7a8318cb63c32db71a6c698a,bug_bounty_hackerone_mapping__8f4f9cca7a8318cb63c32db71a6c698a
django,Django,,"Django, Lawrence, KS, United States",38.9685118,-95.2373394,FTO,Django,,bug_bounty_hackerone_mapping,ef0f93c83e374876a61da0d4d16f36ab,bug_bounty_hackerone_mapping__ef0f93c83e374876a61da0d4d16f36ab
