keyword,caption_name,topic_id,guid,keyword type,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
几内亚湾,Gulf of Guinea,188134,,bodiesofwater,,IndustryTerm,Gulf of Guinea,,dgm_chinesepsentities,b30a95b9b8cee63eff0870aa8ac777ae,dgm_chinesepsentities__b30a95b9b8cee63eff0870aa8ac777ae
塔斯曼海,Tasman Sea,188134,,bodiesofwater,,Keyphrase,Tasman Sea,,dgm_chinesepsentities,1f5fd64dffaa9838950b49b14c32d247,dgm_chinesepsentities__1f5fd64dffaa9838950b49b14c32d247
孟加拉湾,Bay of Bengal,188134,,bodiesofwater,,Person,Bay of Bengal,,dgm_chinesepsentities,e0cbef1f455d1e50100cc652ed2fb9af,dgm_chinesepsentities__e0cbef1f455d1e50100cc652ed2fb9af
白令海,Bering Sea,188134,,bodiesofwater,,CompanyKeyword,Bering Sea,,dgm_chinesepsentities,e126d76720f8f7fd8f9d2d836c53c161,dgm_chinesepsentities__e126d76720f8f7fd8f9d2d836c53c161
鄂霍次克海,Sea of Okhotsk,188134,,bodiesofwater,,IndustryTerm,Sea of Okhotsk,,dgm_chinesepsentities,d6445fdb6d952dd26d5302734833c068,dgm_chinesepsentities__d6445fdb6d952dd26d5302734833c068
墨西哥湾,Gulf of Mexico,188134,,bodiesofwater,,Media,Gulf of Mexico,,dgm_chinesepsentities,5c887a95226060da2e3a3368cb7dcbf8,dgm_chinesepsentities__5c887a95226060da2e3a3368cb7dcbf8
阿拉斯加湾,Gulf of Alaska,188134,,bodiesofwater,,ForeignMinistry,Gulf of Alaska,,dgm_chinesepsentities,316d7dff726b8a34655b226063aba2dc,dgm_chinesepsentities__316d7dff726b8a34655b226063aba2dc
巴伦支海,Barents Sea,188134,,bodiesofwater,,Consulates,Barents Sea,,dgm_chinesepsentities,445419e7b9821ac28d66dcfa0619ac16,dgm_chinesepsentities__445419e7b9821ac28d66dcfa0619ac16
挪威海,Norwegian Sea,188134,,bodiesofwater,,Legislator,Norwegian Sea,,dgm_chinesepsentities,5f3632998e47d59a03fdd4df55230222,dgm_chinesepsentities__5f3632998e47d59a03fdd4df55230222
东海,East China Sea,188134,,bodiesofwater,,Diplomat,East China Sea,,dgm_chinesepsentities,67aa68bbe9e285d76fec1373ff40bff5,dgm_chinesepsentities__67aa68bbe9e285d76fec1373ff40bff5
哈德逊湾,Hudson Bay,188134,,bodiesofwater,,Wells,Hudson Bay,,dgm_chinesepsentities,0d2b981b04c46590ae6942b6b14c02ea,dgm_chinesepsentities__0d2b981b04c46590ae6942b6b14c02ea
格陵兰海,Greenland Sea,188134,,bodiesofwater,,AAEntity,Greenland Sea,,dgm_chinesepsentities,7bcb207399315d0494fca0f0d380bc9c,dgm_chinesepsentities__7bcb207399315d0494fca0f0d380bc9c
索莫夫海,Somov Sea,188134,,bodiesofwater,,CompanyKeyword,Somov Sea,,dgm_chinesepsentities,9d3b24abbc3ed73f88d0e5c29d2aac93,dgm_chinesepsentities__9d3b24abbc3ed73f88d0e5c29d2aac93
三月德格劳,Mar de Grau,188134,,bodiesofwater,,DiplomaticFacilities,Mar de Grau,,dgm_chinesepsentities,9cfe617a003d976dc282cfe28e43b6f8,dgm_chinesepsentities__9cfe617a003d976dc282cfe28e43b6f8
里瑟爾,Riiser,188134,,bodiesofwater,,IndustryTerm,Riiser,,dgm_chinesepsentities,d0b94e84d5a339c2f38c16f07bb6c99a,dgm_chinesepsentities__d0b94e84d5a339c2f38c16f07bb6c99a
阿根廷海,Argentine Sea,188134,,bodiesofwater,,AAEntity,Argentine Sea,,dgm_chinesepsentities,4f8ed41bbd2f2aa23c972eacb39c8e1f,dgm_chinesepsentities__4f8ed41bbd2f2aa23c972eacb39c8e1f
东西伯利亚海,East Siberian Sea,188134,,bodiesofwater,,News,East Siberian Sea,,dgm_chinesepsentities,92da4442cdc729b38848d70d7411fa9b,dgm_chinesepsentities__92da4442cdc729b38848d70d7411fa9b
日本海,Sea of Japan,188134,,bodiesofwater,,Wells,Sea of Japan,,dgm_chinesepsentities,5c77201f5ded501e5ba70b965c0a1bff,dgm_chinesepsentities__5c77201f5ded501e5ba70b965c0a1bff
拉扎列夫海,Lazarev Sea,188134,,bodiesofwater,,Wells,Lazarev Sea,,dgm_chinesepsentities,e97b2c0ec785a9130d7d5f7f228228bf,dgm_chinesepsentities__e97b2c0ec785a9130d7d5f7f228228bf
喀拉海,Kara Sea,188134,,bodiesofwater,,ForeignMinistry,Kara Sea,,dgm_chinesepsentities,b7a7e54d86fcb89e8e50e7ab84640a0b,dgm_chinesepsentities__b7a7e54d86fcb89e8e50e7ab84640a0b
斯科舍海,Scotia Sea,188134,,bodiesofwater,,LegislativeCommittee,Scotia Sea,,dgm_chinesepsentities,68494e1e7166fe056a517bb444d06f2e,dgm_chinesepsentities__68494e1e7166fe056a517bb444d06f2e
拉布拉多海,Labrador Sea,188134,,bodiesofwater,,Legislator,Labrador Sea,,dgm_chinesepsentities,0b3d022adef2a22a1064759f65039619,dgm_chinesepsentities__0b3d022adef2a22a1064759f65039619
安达曼海,Andaman Sea,188134,,bodiesofwater,,FTO,Andaman Sea,,dgm_chinesepsentities,cef0219483b4a5959ebfc4612d028872,dgm_chinesepsentities__cef0219483b4a5959ebfc4612d028872
拉克代夫海,Laccadive Sea,188134,,bodiesofwater,,AAEntity,Laccadive Sea,,dgm_chinesepsentities,cb065178593d7be0366c337dc881dd7c,dgm_chinesepsentities__cb065178593d7be0366c337dc881dd7c
伊尔明厄海,Irminger Sea,188134,,bodiesofwater,,Diplomat,Irminger Sea,,dgm_chinesepsentities,25e451052b6e32af834cdac32ffdb859,dgm_chinesepsentities__25e451052b6e32af834cdac32ffdb859
所罗门海,Solomon Sea,188134,,bodiesofwater,,Shipping,Solomon Sea,,dgm_chinesepsentities,f8a60433eb6481266ad3197be47f4d19,dgm_chinesepsentities__f8a60433eb6481266ad3197be47f4d19
莫桑比克海峡,Mozambique Channel,188134,,bodiesofwater,,ForeignMinistry,Mozambique Channel,,dgm_chinesepsentities,dd1dc6674a5d7b64a235189c6af7f544,dgm_chinesepsentities__dd1dc6674a5d7b64a235189c6af7f544
宇航员海,Cosmonauts Sea,188134,,bodiesofwater,,Media,Cosmonauts Sea,,dgm_chinesepsentities,e3de3ab118a05ed29a15a55f77d60c78,dgm_chinesepsentities__e3de3ab118a05ed29a15a55f77d60c78
班达海,Banda Sea,188134,,bodiesofwater,,ForeignMinister,Banda Sea,,dgm_chinesepsentities,ff56c5c9cc1a8f97b70662663cb9ae7d,dgm_chinesepsentities__ff56c5c9cc1a8f97b70662663cb9ae7d
巴芬湾,Baffin Bay,188134,,bodiesofwater,,ForeignMinistry,Baffin Bay,,dgm_chinesepsentities,2b4f637de99a03aae9645f3c91c61bb3,dgm_chinesepsentities__2b4f637de99a03aae9645f3c91c61bb3
拉普捷夫海,Laptev Sea,188134,,bodiesofwater,,LegislativeCommittee,Laptev Sea,,dgm_chinesepsentities,600765617d00ed209bf17b19a36370e0,dgm_chinesepsentities__600765617d00ed209bf17b19a36370e0
阿拉弗拉海,Arafura Sea,188134,,bodiesofwater,,ForeignMinistry,Arafura Sea,,dgm_chinesepsentities,66966c637a1af59a108f2236dc6263b7,dgm_chinesepsentities__66966c637a1af59a108f2236dc6263b7
罗斯海,Ross Sea,188134,,bodiesofwater,,FTO,Ross Sea,,dgm_chinesepsentities,ce0ffd341fceeff3c141610a6f1f8ea2,dgm_chinesepsentities__ce0ffd341fceeff3c141610a6f1f8ea2
楚科奇海,Chukchi Sea,188134,,bodiesofwater,,Keyphrase,Chukchi Sea,,dgm_chinesepsentities,9ee8e00ec066cea2b42a936d433fa6c3,dgm_chinesepsentities__9ee8e00ec066cea2b42a936d433fa6c3
帝汶海,Timor Sea,188134,,bodiesofwater,,Refinery,Timor Sea,,dgm_chinesepsentities,748fe4bda687f55bfa6dbd824296af2c,dgm_chinesepsentities__748fe4bda687f55bfa6dbd824296af2c
北海,North Sea,188134,,bodiesofwater,,Pipeline,North Sea,,dgm_chinesepsentities,598f8e3a88d6b4198274304d86b17138,dgm_chinesepsentities__598f8e3a88d6b4198274304d86b17138
别林斯高晋海,Bellingshausen Sea,188134,,bodiesofwater,,Shipping,Bellingshausen Sea,,dgm_chinesepsentities,fd7ab443566e1e7e56f49559a85966d1,dgm_chinesepsentities__fd7ab443566e1e7e56f49559a85966d1
波弗特海,Beaufort Sea,188134,,bodiesofwater,,DiplomaticFacilities,Beaufort Sea,,dgm_chinesepsentities,b2bb00e8b4f2582218e20fb1e1861cc8,dgm_chinesepsentities__b2bb00e8b4f2582218e20fb1e1861cc8
红海,Red Sea,188134,,bodiesofwater,,Exec,Red Sea,,dgm_chinesepsentities,57c9ec5287f0bb8335b4a69911bf2af4,dgm_chinesepsentities__57c9ec5287f0bb8335b4a69911bf2af4
黑海,Black Sea,188134,,bodiesofwater,,Diplomat,Black Sea,,dgm_chinesepsentities,c59474fe4d42a45a1a10c4d10ced3238,dgm_chinesepsentities__c59474fe4d42a45a1a10c4d10ced3238
亚丁湾,Gulf of Aden,188134,,bodiesofwater,,CompanyKeyword,Gulf of Aden,,dgm_chinesepsentities,45513cc80c55f7afdbd8680511e41cb8,dgm_chinesepsentities__45513cc80c55f7afdbd8680511e41cb8
黄海,Yellow Sea,188134,,bodiesofwater,,Organization,Yellow Sea,,dgm_chinesepsentities,c239e0168c0b5f741744a58f2f2007f4,dgm_chinesepsentities__c239e0168c0b5f741744a58f2f2007f4
波罗的海,Baltic Sea,188134,,bodiesofwater,,Media,Baltic Sea,,dgm_chinesepsentities,bac707bc4e3af1c419822787e809dad4,dgm_chinesepsentities__bac707bc4e3af1c419822787e809dad4
里海,Caspian Sea,188134,,bodiesofwater,,Organization,Caspian Sea,,dgm_chinesepsentities,556d08cde5d6840f046ba9572f27a3de,dgm_chinesepsentities__556d08cde5d6840f046ba9572f27a3de
利比亚海,Libyan Sea,188134,,bodiesofwater,,FTO,Libyan Sea,,dgm_chinesepsentities,a3de56607ba3fc8766e9a0940c04b0e4,dgm_chinesepsentities__a3de56607ba3fc8766e9a0940c04b0e4
莫森海,Mawson Sea,188134,,bodiesofwater,,space,Mawson Sea,,dgm_chinesepsentities,2cc3768ff2f6a3b6f804a035de20de6b,dgm_chinesepsentities__2cc3768ff2f6a3b6f804a035de20de6b
莱尼琳海,Levantine Sea,188134,,bodiesofwater,,Keyphrase,Levantine Sea,,dgm_chinesepsentities,e68fcc6651b2a86f99c5edf7e166366e,dgm_chinesepsentities__e68fcc6651b2a86f99c5edf7e166366e
爪哇海,Java Sea,188134,,bodiesofwater,,Legislator,Java Sea,,dgm_chinesepsentities,29acc9cd895766d9e27383c6fdb2eaa6,dgm_chinesepsentities__29acc9cd895766d9e27383c6fdb2eaa6
泰国海湾,Gulf of Thailand,188134,,bodiesofwater,,ForeignMinister,Gulf of Thailand,,dgm_chinesepsentities,904237e732050ef7bb13fd30c3bd04f7,dgm_chinesepsentities__904237e732050ef7bb13fd30c3bd04f7
凯尔特海,Celtic Sea,188134,,bodiesofwater,,ForeignMinister,Celtic Sea,,dgm_chinesepsentities,fb61b9a7fbb0ec6b09d83f715e8b4fe0,dgm_chinesepsentities__fb61b9a7fbb0ec6b09d83f715e8b4fe0
墨西哥湾湾,Gulf of Carpentaria,188134,,bodiesofwater,,LegislativeCommittee,Gulf of Carpentaria,,dgm_chinesepsentities,99ed8e5ea3a09bc1688dcc42c1d9a234,dgm_chinesepsentities__99ed8e5ea3a09bc1688dcc42c1d9a234
西里伯斯海,Celebes Sea,188134,,bodiesofwater,,Diplomat,Celebes Sea,,dgm_chinesepsentities,0f3154d1ea3be0ffa1f5fe553820524a,dgm_chinesepsentities__0f3154d1ea3be0ffa1f5fe553820524a
第勒尼安海,Tyrrhenian Sea,188134,,bodiesofwater,,Diplomat,Tyrrhenian Sea,,dgm_chinesepsentities,32a9c697bdac7330511ab7f44ed73e4d,dgm_chinesepsentities__32a9c697bdac7330511ab7f44ed73e4d
苏利海,Sulu Sea,188134,,bodiesofwater,,Media,Sulu Sea,,dgm_chinesepsentities,676e5d2304c252904950340ae8266f7e,dgm_chinesepsentities__676e5d2304c252904950340ae8266f7e
合作海,Cooperation Sea,188134,,bodiesofwater,,DiplomaticFacilities,Cooperation Sea,,dgm_chinesepsentities,8bc7291f1fc919a1c9efc88dea59dc55,dgm_chinesepsentities__8bc7291f1fc919a1c9efc88dea59dc55
波斯湾,Persian Gulf,188134,,bodiesofwater,,Wells,Persian Gulf,,dgm_chinesepsentities,94be43afd5665f84b779c9333a25b895,dgm_chinesepsentities__94be43afd5665f84b779c9333a25b895
弗洛雷斯海,Flores Sea,188134,,bodiesofwater,,CompanyKeyword,Flores Sea,,dgm_chinesepsentities,9221962d283a9355704279da0d865ac7,dgm_chinesepsentities__9221962d283a9355704279da0d865ac7
圣劳伦斯湾,Gulf of Saint Lawrence,188134,,bodiesofwater,,CompanyKeyword,Gulf of Saint Lawrence,,dgm_chinesepsentities,78e791fdb4bd9051616c1d8e73bdc178,dgm_chinesepsentities__78e791fdb4bd9051616c1d8e73bdc178
贝斯卡湾,Bay of Biscay,188134,,bodiesofwater,,Diplomat,Bay of Biscay,,dgm_chinesepsentities,a00c9181b6c577de743438f7dc2447f0,dgm_chinesepsentities__a00c9181b6c577de743438f7dc2447f0
爱琴海,Aegean Sea,188134,,bodiesofwater,,Exec,Aegean Sea,,dgm_chinesepsentities,1886e0d084fe9d060c4df52f84b14422,dgm_chinesepsentities__1886e0d084fe9d060c4df52f84b14422
阿纳迪罗的海湾,Gulf of Anadyr,188134,,bodiesofwater,,Legislator,Gulf of Anadyr,,dgm_chinesepsentities,43d91f703208eb97e2de26e2a583564f,dgm_chinesepsentities__43d91f703208eb97e2de26e2a583564f
马鲁古海,Molucca Sea,188134,,bodiesofwater,,IndustryTerm,Molucca Sea,,dgm_chinesepsentities,d080b6faa6e0664c9563d71261459473,dgm_chinesepsentities__d080b6faa6e0664c9563d71261459473
阿曼海,Oman Sea,188134,,bodiesofwater,,Organization,Oman Sea,,dgm_chinesepsentities,a68aa9a5ca67bd0817d026ea4f41e0d5,dgm_chinesepsentities__a68aa9a5ca67bd0817d026ea4f41e0d5
爱奥尼亚海,Ionian Sea,188134,,bodiesofwater,,IndustryTerm,Ionian Sea,,dgm_chinesepsentities,43a3a4ba9bf7cf09f8ab9a0d2f4fb1ac,dgm_chinesepsentities__43a3a4ba9bf7cf09f8ab9a0d2f4fb1ac
加利福尼亚州海湾,Gulf of California,188134,,bodiesofwater,,DiplomaticFacilities,Gulf of California,,dgm_chinesepsentities,a5d077b42786617979a696382d72a2dc,dgm_chinesepsentities__a5d077b42786617979a696382d72a2dc
巴利阿里海,Balearic Sea,188134,,bodiesofwater,,CompanyKeyword,Balearic Sea,,dgm_chinesepsentities,82de66bf67f1df02106f50a110cce003,dgm_chinesepsentities__82de66bf67f1df02106f50a110cce003
亚得里亚海,Adriatic Sea,188134,,bodiesofwater,,Organization,Adriatic Sea,,dgm_chinesepsentities,9e0bf8f9ac59b0e1cf5155643cd41066,dgm_chinesepsentities__9e0bf8f9ac59b0e1cf5155643cd41066
大西洋,Atlantic Ocean,188134,,bodiesofwater,,News,Atlantic Ocean,,dgm_chinesepsentities,2425747ae7cd34bda477848584dd871f,dgm_chinesepsentities__2425747ae7cd34bda477848584dd871f
太平洋,Pacific Ocean,188134,,bodiesofwater,,Consulates,Pacific Ocean,,dgm_chinesepsentities,81897a9f37a5a843ce521e518828d384,dgm_chinesepsentities__81897a9f37a5a843ce521e518828d384
印度洋,Indian Ocean,188134,,bodiesofwater,,Shipping,Indian Ocean,,dgm_chinesepsentities,be6a9a4361240c54eb2b5cda376b08ce,dgm_chinesepsentities__be6a9a4361240c54eb2b5cda376b08ce
艺术海洋,Artic Ocean,188134,,bodiesofwater,,Person,Artic Ocean,,dgm_chinesepsentities,5cfe71e3c7fff90ed1ad3c5817b35da1,dgm_chinesepsentities__5cfe71e3c7fff90ed1ad3c5817b35da1
南部海洋,Southern Ocean,188134,,bodiesofwater,,LegislativeCommittee,Southern Ocean,,dgm_chinesepsentities,8fdb7eeefde876d34aa0eb27b634335e,dgm_chinesepsentities__8fdb7eeefde876d34aa0eb27b634335e
玛瑙通过,Agate Pass,188134,,bodiesofwater,,ForeignMinister,Agate Pass,,dgm_chinesepsentities,797cb78bb9e65b79f557e18f23f7dce9,dgm_chinesepsentities__797cb78bb9e65b79f557e18f23f7dce9
阿加图岛,Agattu Strait,188134,,bodiesofwater,,IndustryTerm,Agattu Strait,,dgm_chinesepsentities,5d1c5ad33cae78281fb5d23ee8939b9c,dgm_chinesepsentities__5d1c5ad33cae78281fb5d23ee8939b9c
阿卡西海峡,Akashi Strait,188134,,bodiesofwater,,Pipeline,Akashi Strait,,dgm_chinesepsentities,2eae4f0f5744bec2a13c6223ba7258f5,dgm_chinesepsentities__2eae4f0f5744bec2a13c6223ba7258f5
唉海峡,Alas Strait,188134,,bodiesofwater,,AAEntity,Alas Strait,,dgm_chinesepsentities,848c50d90f3c04781d931153c80e3354,dgm_chinesepsentities__848c50d90f3c04781d931153c80e3354
阿洛斯海峡,Alor Strait,188134,,bodiesofwater,,Pipeline,Alor Strait,,dgm_chinesepsentities,3cee2eb156792ac01c5b0b2472189a58,dgm_chinesepsentities__3cee2eb156792ac01c5b0b2472189a58
阿姆奇特卡通过,Amchitka Pass,188134,,bodiesofwater,,ForeignMinistry,Amchitka Pass,,dgm_chinesepsentities,2c17c631237abfb80396d995807ecca8,dgm_chinesepsentities__2c17c631237abfb80396d995807ecca8
阿内加达海峡,Anegada Passage,188134,,bodiesofwater,,Refinery,Anegada Passage,,dgm_chinesepsentities,2dded190681fca6d9b3ab47ebd835455,dgm_chinesepsentities__2dded190681fca6d9b3ab47ebd835455
安圭拉水道,Anguilla Channel,188134,,bodiesofwater,,Keyphrase,Anguilla Channel,,dgm_chinesepsentities,ccfaa532e56432f0d98d93e00143f33e,dgm_chinesepsentities__ccfaa532e56432f0d98d93e00143f33e
亚瑟杀了,Arthur Kill,188134,,bodiesofwater,,CompanyKeyword,Arthur Kill,,dgm_chinesepsentities,64dea151533f9fdbe13f2ed165d8eee6,dgm_chinesepsentities__64dea151533f9fdbe13f2ed165d8eee6
奥古斯塔的海峡,Augusta's Strait,188134,,bodiesofwater,,Pipeline,Augusta's Strait,,dgm_chinesepsentities,726389b6f0d8117169a7164cfd9be1d2,dgm_chinesepsentities__726389b6f0d8117169a7164cfd9be1d2
曼德海峡,Bab-el-Mandeb,188134,,bodiesofwater,,Legislator,Bab-el-Mandeb,,dgm_chinesepsentities,8f6582ccd22032f95be7d15126b2ef72,dgm_chinesepsentities__8f6582ccd22032f95be7d15126b2ef72
巴布伊斯肯德,Bab Iskender,188134,,bodiesofwater,,Legislator,Bab Iskender,,dgm_chinesepsentities,c520dcc0e48bb471c5baf5243b6bed52,dgm_chinesepsentities__c520dcc0e48bb471c5baf5243b6bed52
巴拉巴克海峡,Balabac Strait,188134,,bodiesofwater,,Person,Balabac Strait,,dgm_chinesepsentities,8255c0fd7ac8f0c7409ecf97df7587fb,dgm_chinesepsentities__8255c0fd7ac8f0c7409ecf97df7587fb
巴厘岛海峡,Bali Strait,188134,,bodiesofwater,,Refinery,Bali Strait,,dgm_chinesepsentities,ab4dbe1a900915d4ce61f4e0e587a310,dgm_chinesepsentities__ab4dbe1a900915d4ce61f4e0e587a310
巴尔蒂斯克海峡,Strait of Baltiysk,188134,,bodiesofwater,,Person,Strait of Baltiysk,,dgm_chinesepsentities,afbd618a57d0c8e115c965e2d0ca86d2,dgm_chinesepsentities__afbd618a57d0c8e115c965e2d0ca86d2
曼卡海峡,Bangka Strait,188134,,bodiesofwater,,CompanyKeyword,Bangka Strait,,dgm_chinesepsentities,34519783ae79aa2c3ee69a7d58845eb1,dgm_chinesepsentities__34519783ae79aa2c3ee69a7d58845eb1
银行海峡,Banks Strait,188134,,bodiesofwater,,Wells,Banks Strait,,dgm_chinesepsentities,d2307063bb5974e7d6b15a90036e1875,dgm_chinesepsentities__d2307063bb5974e7d6b15a90036e1875
巴士海峽,Bashi Channel,188134,,bodiesofwater,,Refinery,Bashi Channel,,dgm_chinesepsentities,6a8923cee6ea6aa0b4743e4f8ba2cd0d,dgm_chinesepsentities__6a8923cee6ea6aa0b4743e4f8ba2cd0d
巴西兰海峡,Basilan Strait,188134,,bodiesofwater,,ForeignMinistry,Basilan Strait,,dgm_chinesepsentities,b245746e4415eed92a80a379280c301a,dgm_chinesepsentities__b245746e4415eed92a80a379280c301a
低音海峡,Bass Strait,188134,,bodiesofwater,,Shipping,Bass Strait,,dgm_chinesepsentities,bf7cc37182ed33ffed5dbf40e5563ffe,dgm_chinesepsentities__bf7cc37182ed33ffed5dbf40e5563ffe
比格犬,Beagle Channel,188134,,bodiesofwater,,Wells,Beagle Channel,,dgm_chinesepsentities,62f8f9ad23d5f235045b1ddd4481e493,dgm_chinesepsentities__62f8f9ad23d5f235045b1ddd4481e493
贝尔岛海峡,Strait of Belle Isle,188134,,bodiesofwater,,ForeignMinistry,Strait of Belle Isle,,dgm_chinesepsentities,d01bbf39333d41137a093ba823ed6505,dgm_chinesepsentities__d01bbf39333d41137a093ba823ed6505
白令海峡,Bering Strait,188134,,bodiesofwater,,Consulates,Bering Strait,,dgm_chinesepsentities,384863dbc668418e600792347a0e06f1,dgm_chinesepsentities__384863dbc668418e600792347a0e06f1
博卡奇卡,Boca Chica Pass,188134,,bodiesofwater,,Refinery,Boca Chica Pass,,dgm_chinesepsentities,bcdb31bdd003b4da4921cebc3d3daece,dgm_chinesepsentities__bcdb31bdd003b4da4921cebc3d3daece
渤海峡,Bohai Strait,188134,,bodiesofwater,,LegislativeCommittee,Bohai Strait,,dgm_chinesepsentities,9fe52ebd2f82aadfed8721f6fd5d8201,dgm_chinesepsentities__9fe52ebd2f82aadfed8721f6fd5d8201
保莉海峡,Bohol Strait,188134,,bodiesofwater,,Legislator,Bohol Strait,,dgm_chinesepsentities,96aef5ce70ad7150a67734750d4bf2d8,dgm_chinesepsentities__96aef5ce70ad7150a67734750d4bf2d8
博尼西奥海峡,Strait of Bonifacio,188134,,bodiesofwater,,FTO,Strait of Bonifacio,,dgm_chinesepsentities,8f94cac87072ab64baa3f2e617b1766d,dgm_chinesepsentities__8f94cac87072ab64baa3f2e617b1766d
博斯普鲁斯州,Bosporus,188134,,bodiesofwater,,ForeignMinister,Bosporus,,dgm_chinesepsentities,bb4460ee9642bdbc4cbe9a74c6765371,dgm_chinesepsentities__bb4460ee9642bdbc4cbe9a74c6765371
九重威海峡,Bougainville Strait,188134,,bodiesofwater,,Wells,Bougainville Strait,,dgm_chinesepsentities,090b93fd17b690370faf64ce0bc25543,dgm_chinesepsentities__090b93fd17b690370faf64ce0bc25543
边界通过,Boundary Pass,188134,,bodiesofwater,,ForeignMinistry,Boundary Pass,,dgm_chinesepsentities,b345338f9fdc6467606582d5778abc6f,dgm_chinesepsentities__b345338f9fdc6467606582d5778abc6f
布兰斯菲尔德海峡,Bransfield Strait,188134,,bodiesofwater,,Shipping,Bransfield Strait,,dgm_chinesepsentities,f9d50a77b1f3a82ab0a357976f55fe8b,dgm_chinesepsentities__f9d50a77b1f3a82ab0a357976f55fe8b
丰后水道,Bungo Channel,188134,,bodiesofwater,,ForeignMinister,Bungo Channel,,dgm_chinesepsentities,cb8a4c2fd91bc1715cf8ab6a4602fdb8,dgm_chinesepsentities__cb8a4c2fd91bc1715cf8ab6a4602fdb8
布里亚斯通过,Burias Pass,188134,,bodiesofwater,,space,Burias Pass,,dgm_chinesepsentities,aae0b080eb22e2da543e466fdbfdcf93,dgm_chinesepsentities__aae0b080eb22e2da543e466fdbfdcf93
卡巴特海峡,Cabot Strait,188134,,bodiesofwater,,FTO,Cabot Strait,,dgm_chinesepsentities,99c2e16955ab85e136ebfb7da24f2838,dgm_chinesepsentities__99c2e16955ab85e136ebfb7da24f2838
凯科斯水道,Caicos Passage,188134,,bodiesofwater,,Person,Caicos Passage,,dgm_chinesepsentities,2431a507d108427ed03c31879efd2b6d,dgm_chinesepsentities__2431a507d108427ed03c31879efd2b6d
坎索海峡,Strait of Canso,188134,,bodiesofwater,,Keyphrase,Strait of Canso,,dgm_chinesepsentities,3d3ac520622b9dff1e524f9a4a294cfe,dgm_chinesepsentities__3d3ac520622b9dff1e524f9a4a294cfe
卡奎内斯海峡,Carquinez Strait,188134,,bodiesofwater,,FTO,Carquinez Strait,,dgm_chinesepsentities,c5505ddd7761a47bc0b5a57eab20b204,dgm_chinesepsentities__c5505ddd7761a47bc0b5a57eab20b204
宿务海峡,Cebu Strait,188134,,bodiesofwater,,Shipping,Cebu Strait,,dgm_chinesepsentities,38c97a513536e8adae8fe2f8c2f232a2,dgm_chinesepsentities__38c97a513536e8adae8fe2f8c2f232a2
查塔姆海峡,Chatham Strait,188134,,bodiesofwater,,Keyphrase,Chatham Strait,,dgm_chinesepsentities,509d4f1826a5f196aec6c75bbb643333,dgm_chinesepsentities__509d4f1826a5f196aec6c75bbb643333
希俄斯海峡,Chios Strait,188134,,bodiesofwater,,ForeignMinistry,Chios Strait,,dgm_chinesepsentities,51161b37c11fbf5996034d9fda9e643d,dgm_chinesepsentities__51161b37c11fbf5996034d9fda9e643d
