keyword,caption_name,topic_id,groups,location,guid,.1,.2,.3,.4,apple suppliers,.5,.6,.7,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
福陆,Fluor,188278,,,3405184f60f03c29c193524aade63d4b,,n,,0,,,,2,Refinery,Fluor,,dgm_weibo_government_mentionee,65aa5fe0cd0d848f0ecb05f2c4c82e18,dgm_weibo_government_mentionee__65aa5fe0cd0d848f0ecb05f2c4c82e18
李宁,Li Ning,188278,,,35134d1900574a895644237afd8af503,,#N/A,,0,,,,2,Wells,Li Ning,,dgm_weibo_government_mentionee,fb1c61353d2cf43e982fc09dc7077fd7,dgm_weibo_government_mentionee__fb1c61353d2cf43e982fc09dc7077fd7
霍顿,D.R. Horton,188278,,,3574f1db08c7950c9d30042256ba5277,,n,,1,,,,2,News,D.R. Horton,,dgm_weibo_government_mentionee,68902d8694aa6e6f9e7c0bf7a571410d,dgm_weibo_government_mentionee__68902d8694aa6e6f9e7c0bf7a571410d
微软,Microsoft,188278,,,3d1c91a37937505c39e43597605a2022,,n,,1,,,,2,IndustryTerm,Microsoft,,dgm_weibo_government_mentionee,140864078aeca1c7c35b4beb33c53c34,dgm_weibo_government_mentionee__140864078aeca1c7c35b4beb33c53c34
3m,3M,188278,,,48562aee0bffd911051ef423793942e0,,n,,,,,,2,Exec,3M,,dgm_weibo_government_mentionee,d8589a20d5ff2f308381aa7aa75b9a27,dgm_weibo_government_mentionee__d8589a20d5ff2f308381aa7aa75b9a27
谷歌,Google,188278,,,69bb2b0e88234d04213412ad72e44ee5;29d99882da5223603d025ccb959dfcbf;422fa12f23e9d8325787f49af1efba4a,,n,,0,,,,2,LegislativeCommittee,Google,,dgm_weibo_government_mentionee,8b36e9207c24c76e6719268e49201d94,dgm_weibo_government_mentionee__8b36e9207c24c76e6719268e49201d94
滴滴,Didi Chuxing,188278,,,6e945d352b235798256acff461f879e1,,#N/A,,,,,,2,CompanyKeyword,Didi Chuxing,,dgm_weibo_government_mentionee,77de9519cb699a81f7367f53a5238b1c,dgm_weibo_government_mentionee__77de9519cb699a81f7367f53a5238b1c
德勤,Deloitte,188278,,,797bb8c12c01507ad8669b06b9abe7ac,,n,,1,,,,2,Person,Deloitte,,dgm_weibo_government_mentionee,370c2482dacb3fffbd4043cfca5674fe,dgm_weibo_government_mentionee__370c2482dacb3fffbd4043cfca5674fe
耐克,Nike,188278,,,799aec4551fa7bb5dbeedb55ae5199cc,,n,,0,,,,2,ForeignMinistry,Nike,,dgm_weibo_government_mentionee,965b11a46418878a13732a04b3db07b3,dgm_weibo_government_mentionee__965b11a46418878a13732a04b3db07b3
美安公司,Autoliv,188278,,,7eebac8a5ced987c52b6a98295eefd09,,,,,,,,,ForeignMinistry,Autoliv,,dgm_weibo_government_mentionee,9b361f39b2eb39afa4f82ca1fd7887dd,dgm_weibo_government_mentionee__9b361f39b2eb39afa4f82ca1fd7887dd
美安汽车,Autoliv,188278,,,7eebac8a5ced987c52b6a98295eefd09,,#N/A,,1,,,,4,Media,Autoliv,,dgm_weibo_government_mentionee,9b361f39b2eb39afa4f82ca1fd7887dd,dgm_weibo_government_mentionee__9b361f39b2eb39afa4f82ca1fd7887dd
艺电,Electronic Arts,188278,,,8418b27bbef61aa2e8c7f980c41d1c1c,,n,,1,,,,2,Wells,Electronic Arts,,dgm_weibo_government_mentionee,e853db5fb97163e7377be31ae2d55799,dgm_weibo_government_mentionee__e853db5fb97163e7377be31ae2d55799
腾讯,Tencent,188278,,,8c16a2b94a1c9a0cbca90cf2e51fab58,,#N/A,,0,,,,2,ForeignMinister,Tencent,,dgm_weibo_government_mentionee,9414b97199d909061ce91aeb8faa421f,dgm_weibo_government_mentionee__9414b97199d909061ce91aeb8faa421f
迈兰,Mylan,188278,,,8fc49fc4a1c567169f4d2092122c70b0,,n,,0,,,,2,News,Mylan,,dgm_weibo_government_mentionee,8b94de7669b3b2ef38c3f4637a78f8a8,dgm_weibo_government_mentionee__8b94de7669b3b2ef38c3f4637a78f8a8
甲骨文中国,Oracle,188278,,,8fe63e6ff302dc0387483ac34b96b4bd,,#N/A,,0,,,,5,FTO,Oracle,,dgm_weibo_government_mentionee,30162ed78b6c10f731411f2fc440c24f,dgm_weibo_government_mentionee__30162ed78b6c10f731411f2fc440c24f
甲骨文公司,Oracle,188278,,,8fe63e6ff302dc0387483ac34b96b4bd,,,,,,,,,FTO,Oracle,,dgm_weibo_government_mentionee,30162ed78b6c10f731411f2fc440c24f,dgm_weibo_government_mentionee__30162ed78b6c10f731411f2fc440c24f
美国甲骨文,Oracle,188278,,,8fe63e6ff302dc0387483ac34b96b4bd,,,,,,,,,DiplomaticFacilities,Oracle,,dgm_weibo_government_mentionee,30162ed78b6c10f731411f2fc440c24f,dgm_weibo_government_mentionee__30162ed78b6c10f731411f2fc440c24f
汇丰,HSBC,188278,,,914fc0ddfc7d82f93070dfc556c9b721,,n,,0,,,,2,Pipeline,HSBC,,dgm_weibo_government_mentionee,f8f8f7fcceffcd4c66e2e4f9670b27aa,dgm_weibo_government_mentionee__f8f8f7fcceffcd4c66e2e4f9670b27aa
礼来,Eli Lilly,188278,,,983075ff5a8bc75efd71ee52017cb8c1,,n,,1,,,,2,Wells,Eli Lilly,,dgm_weibo_government_mentionee,0aadef22df549182fd89a7b7f626f661,dgm_weibo_government_mentionee__0aadef22df549182fd89a7b7f626f661
惠普,HP,188278,,,9872fe0f85baf90ec27234ae213ad9b7,,n,,1,,,,2,Refinery,HP,,dgm_weibo_government_mentionee,e6fc8ce107f2bdf0955f021a391514ce,dgm_weibo_government_mentionee__e6fc8ce107f2bdf0955f021a391514ce
辉瑞,Pfizer,188278,,,a35666db9cb5e8fe11e739d1a73da288,,n,,0,,,,2,Legislator,Pfizer,,dgm_weibo_government_mentionee,c1b9f1c2d5cc1361ccf28b0108bd7179,dgm_weibo_government_mentionee__c1b9f1c2d5cc1361ccf28b0108bd7179
维萨,Visa,188278,,,acab4e59bb18181324d348ea9feb9ddc,,n,,1,,,,2,LegislativeCommittee,Visa,,dgm_weibo_government_mentionee,89fc0d6fe12b0e0c1af5c7a0373435a6,dgm_weibo_government_mentionee__89fc0d6fe12b0e0c1af5c7a0373435a6
惠好公司,Weyerhaeuser,188278,,,ae1c699abcd9aa394e346e9bb2c1d470,,#N/A,,1,,,,4,Consulates,Weyerhaeuser,,dgm_weibo_government_mentionee,445b95b36ec9218b61e0474ca590921c,dgm_weibo_government_mentionee__445b95b36ec9218b61e0474ca590921c
万科,China Vanke,188278,,,ae9c3a7a75812ae72ec8589d6adc1b78,,,,0,,,,2,LegislativeCommittee,China Vanke,,dgm_weibo_government_mentionee,ce36f801f3dc301a55d46273562ebc19,dgm_weibo_government_mentionee__ce36f801f3dc301a55d46273562ebc19
优步,Uber,188278,,,c0f40627427dacd06ff9438863c83be7,,n,,0,,,,2,Consulates,Uber,,dgm_weibo_government_mentionee,af00a7270cc3dc7b1bfd41fdb533f6e0,dgm_weibo_government_mentionee__af00a7270cc3dc7b1bfd41fdb533f6e0
蒙牛,China Mengniu Dairy,188278,,,c9750f4c14dd04730042fe2f8edb843e,,,,0,,,,2,Keyphrase,China Mengniu Dairy,,dgm_weibo_government_mentionee,d74fa039dd86e49a555da1e3f5b2d38e,dgm_weibo_government_mentionee__d74fa039dd86e49a555da1e3f5b2d38e
贝宝,PayPal,188278,,,cb5aa0e62a22c02eea509f4ed369f97e,,n,,0,,,,2,Pipeline,PayPal,,dgm_weibo_government_mentionee,ad69e733ebae8d264bccaa38d68830e8,dgm_weibo_government_mentionee__ad69e733ebae8d264bccaa38d68830e8
霍利,HollyFrontier,188278,,,d211b5de6dc1ff4f99e6c496f1af37ff,,n,,1,,,,2,Consulates,HollyFrontier,,dgm_weibo_government_mentionee,4a41b7b28a3b245cac7cbb30ca40ea8d,dgm_weibo_government_mentionee__4a41b7b28a3b245cac7cbb30ca40ea8d
农行,Agricultural Bank of China,188278,,,d35a51746b7b3b9cda51de9371b3691d,,,,0,,,,2,DiplomaticFacilities,Agricultural Bank of China,,dgm_weibo_government_mentionee,1e1f5e8c914a37d7c3bd6af20ec45a12,dgm_weibo_government_mentionee__1e1f5e8c914a37d7c3bd6af20ec45a12
信诺,Cigna,188278,,,d771f74a295f7ea102248b87e1e0ebd3,,n,,0,,,,2,ForeignMinistry,Cigna,,dgm_weibo_government_mentionee,001f86414b79058a6ab09340d8f86dfe,dgm_weibo_government_mentionee__001f86414b79058a6ab09340d8f86dfe
盖璞,Gap,188278,,,daef6dfb678d3400a5a397629c7b8f98,,n,,1,,,,2,Shipping,Gap,,dgm_weibo_government_mentionee,466b98ca0f38bd8bf2260246c91f6882,dgm_weibo_government_mentionee__466b98ca0f38bd8bf2260246c91f6882
百度,Baidu,188278,,,e124818c3e704f0866b798552089cd98,y,#N/A,,0,,Chinese company Baidu,,2,ForeignMinistry,Baidu,,dgm_weibo_government_mentionee,d36e219e608d6f9aa15b1e42081689fa,dgm_weibo_government_mentionee__d36e219e608d6f9aa15b1e42081689fa
加航,Air Canada,188278,,,e2437347300ecc96b6855502ea951918,,n,,,,,,2,Exec,Air Canada,,dgm_weibo_government_mentionee,76a25b8511a5f39c1bdc761f65636e4b,dgm_weibo_government_mentionee__76a25b8511a5f39c1bdc761f65636e4b
波音,Boeing,188278,,,fa7be71100c59377ed582e21587318d6,,n,,2,,,,2,ForeignMinister,Boeing,,dgm_weibo_government_mentionee,44787ee9ad7082c7e379356589456000,dgm_weibo_government_mentionee__44787ee9ad7082c7e379356589456000
鞍钢,Angang Steel,188278,,,,Chinese company,Chinese company Angang Steel,,0,,,,2,IndustryTerm,Angang Steel,,dgm_weibo_government_mentionee,b3961922c0266910713ba115e60bbd21,dgm_weibo_government_mentionee__b3961922c0266910713ba115e60bbd21
万达,Dalian Wanda Group,188278,,,,Chinese company,Chinese company Dalian Wanda Group,,,,,,2,Organization,Dalian Wanda Group,,dgm_weibo_government_mentionee,c20ccce1f50828fc5640f749434e6edc,dgm_weibo_government_mentionee__c20ccce1f50828fc5640f749434e6edc
歌尔,Goertek,188278,,,,Chinese company,Chinese company Goertek,,0,,,,2,Pipeline,Goertek,,dgm_weibo_government_mentionee,1248b8327f9e7216fb1ab5f1a5a17b8b,dgm_weibo_government_mentionee__1248b8327f9e7216fb1ab5f1a5a17b8b
河钢,Hegang,188278,,,,Chinese company,Chinese company Hegang,,0,,,,2,space,Hegang,,dgm_weibo_government_mentionee,a935ac852ec48bb5c94c189746641033,dgm_weibo_government_mentionee__a935ac852ec48bb5c94c189746641033
双汇,Henan Shuanghui Investment Development,188278,,,,Chinese company,Chinese company Henan Shuanghui Investment Development,,0,,,,2,Diplomat,Henan Shuanghui Investment Development,,dgm_weibo_government_mentionee,69cd53f70ba057f41ec52eecb66be541,dgm_weibo_government_mentionee__69cd53f70ba057f41ec52eecb66be541
美团,Meituan,188278,,,,Chinese company,Chinese company Meituan,,0,,,,2,Legislator,Meituan,,dgm_weibo_government_mentionee,32ccf1bc926080751f38e4fa2dc92657,dgm_weibo_government_mentionee__32ccf1bc926080751f38e4fa2dc92657
申能,Shenergy,188278,,,,Chinese company,Chinese company Shenergy,,0,,,,2,Organization,Shenergy,,dgm_weibo_government_mentionee,2724da987eb6761ed1b567a97f1b6cb7,dgm_weibo_government_mentionee__2724da987eb6761ed1b567a97f1b6cb7
创维,Skyworth Group,188278,,,,Chinese company,Chinese company Skyworth Group,,0,,,,2,ForeignMinister,Skyworth Group,,dgm_weibo_government_mentionee,65e45cdccdf2d65604868b877acc9d19,dgm_weibo_government_mentionee__65e45cdccdf2d65604868b877acc9d19
紫光,Unisplendour,188278,,,,Chinese company,Chinese company Unisplendour,,0,,,,2,Diplomat,Unisplendour,,dgm_weibo_government_mentionee,d85a9e15022a8917ecfdbd37a74ad075,dgm_weibo_government_mentionee__d85a9e15022a8917ecfdbd37a74ad075
金宝汤,Campbell Soup,188278,,,0980d1bd78bcef419b0db75f63304c5b,,n,,1,,,,3,Legislator,Campbell Soup,,dgm_weibo_government_mentionee,fcc27aa07d115a20d35be74dbd2e88a9,dgm_weibo_government_mentionee__fcc27aa07d115a20d35be74dbd2e88a9
bmc,BMC,188278,,,09c7363f4201d96ad060d555c40cc1e9,,n,,,,,,3,Diplomat,BMC,,dgm_weibo_government_mentionee,396262ee936f3d3e26ff0e60bea6cae0,dgm_weibo_government_mentionee__396262ee936f3d3e26ff0e60bea6cae0
房利美,Fannie Mae,188278,,,0a38a68d321bb5bc1561ff025d61f571,,n,,1,,,,3,ForeignMinistry,Fannie Mae,,dgm_weibo_government_mentionee,49016693e432f70f8e8de8490cb9ba5f,dgm_weibo_government_mentionee__49016693e432f70f8e8de8490cb9ba5f
戴姆勒,Daimler,188278,,,15b3b39434e24514040c575fdecb4a7e,,n,,1,,,,3,Refinery,Daimler,,dgm_weibo_government_mentionee,ab1ebc1de72d369a2f6b7867862d58a2,dgm_weibo_government_mentionee__ab1ebc1de72d369a2f6b7867862d58a2
msc,MSC,188278,,,1859ca5b073e6c79fdd7973db99c796d,,n,,,,,,3,Pipeline,MSC,,dgm_weibo_government_mentionee,d6d3f15d5bf6480c19b6205bc27dccc3,dgm_weibo_government_mentionee__d6d3f15d5bf6480c19b6205bc27dccc3
汉瑞祥,Henry Schein,188278,,,1c7f53abe31309e953fda92e6b447b3b,,n,,1,,,,3,Consulates,Henry Schein,,dgm_weibo_government_mentionee,f3bd45847c77505c55b0eadd26bb8cf4,dgm_weibo_government_mentionee__f3bd45847c77505c55b0eadd26bb8cf4
开市客,Costco,188278,,,22ba78a74cd3946c02c4bb9921dd2d67,,n,,0,,,,3,Consulates,Costco,,dgm_weibo_government_mentionee,c0a3f22addef6fc63b636ff479566862,dgm_weibo_government_mentionee__c0a3f22addef6fc63b636ff479566862
车美仕,CarMax,188278,,,2898bafb6696fc4a3c911a061ea588a5,,n,,0,,,,3,Media,CarMax,,dgm_weibo_government_mentionee,e933190457a87c8e8bfab8f09fc4e2b3,dgm_weibo_government_mentionee__e933190457a87c8e8bfab8f09fc4e2b3
必乐透,Big Lots,188278,,,28d88a4eec74c3f84900254f454d6c06,,n,,1,,,,3,IndustryTerm,Big Lots,,dgm_weibo_government_mentionee,ff506cb6ab66feb1ea5dac754b9fe8e1,dgm_weibo_government_mentionee__ff506cb6ab66feb1ea5dac754b9fe8e1
道达尔,TotalEnergies,188278,,,29d6c4447586ecf5ce4be918e9921324,,n,,1,,,,3,Exec,TotalEnergies,,dgm_weibo_government_mentionee,bce9c31e12097fb7a89eef522af3f0a5,dgm_weibo_government_mentionee__bce9c31e12097fb7a89eef522af3f0a5
苹果店,Apple,188278,,,2adac6e9b077021a8c4e5de1a3aa057b,,#N/A,,1,,,,3,Pipeline,Apple,,dgm_weibo_government_mentionee,9f6290f4436e5a2351f12e03b6433c3c,dgm_weibo_government_mentionee__9f6290f4436e5a2351f12e03b6433c3c
aig,AIG,188278,,,2d443968d5d9c9665e5755709346d6b9,,n,,,,,,3,Organization,AIG,,dgm_weibo_government_mentionee,0036410956c8428ae91c6092045edb5f,dgm_weibo_government_mentionee__0036410956c8428ae91c6092045edb5f
中石化,state-owned company Sinopec,188121;188278,,,2e97d04251a30ee94a4237bab2fe9595,y,,,,,,,3,Wells,state-owned company Sinopec,,dgm_weibo_government_mentionee,08168f538605b8d84f5b5304e4389454,dgm_weibo_government_mentionee__08168f538605b8d84f5b5304e4389454
房地美,Freddie Mac,188278,,,2f73a63fa56565bb8209179dfe056f48,,n,,1,,,,3,IndustryTerm,Freddie Mac,,dgm_weibo_government_mentionee,99fc3471b2182beaebe91a3f43131979,dgm_weibo_government_mentionee__99fc3471b2182beaebe91a3f43131979
天纳克,Tenneco,188278,,,3147a80115d430468d8fa17281045bc5,,n,,1,,,,3,Consulates,Tenneco,,dgm_weibo_government_mentionee,52d12158115cbc027edce57133536c48,dgm_weibo_government_mentionee__52d12158115cbc027edce57133536c48
亚马逊,Amazon,188278,,,32ec5fc746a720416749e18927068772,,#N/A,,2,,,,3,Legislator,Amazon,,dgm_weibo_government_mentionee,b3b3a6ac74ecbd56bcdbefa4799fb9df,dgm_weibo_government_mentionee__b3b3a6ac74ecbd56bcdbefa4799fb9df
aws,Amazon Web Services,188278,,,32ec5fc746a720416749e18927068772,,n,,,,,,3,Wells,Amazon Web Services,,dgm_weibo_government_mentionee,6beccc67ff905f7da0b29dece26b0485,dgm_weibo_government_mentionee__6beccc67ff905f7da0b29dece26b0485
沃尔玛,Walmart,188278,,,343b1f841f2758ce00d11e5b07c3a2e9,,n,,4,,,,3,News,Walmart,,dgm_weibo_government_mentionee,f1c768f1973bd404670d81a991ee6105,dgm_weibo_government_mentionee__f1c768f1973bd404670d81a991ee6105
莱多斯,Leidos,188278,,,35dc6a4ae7eafabfc7f83b96160c3ca4,,n,,0,,,,3,Exec,Leidos,,dgm_weibo_government_mentionee,a037fdd7c89237d1e8378e4474d2bfa1,dgm_weibo_government_mentionee__a037fdd7c89237d1e8378e4474d2bfa1
英伟达,Nvidia,188278,,,3726d07b4ac6b2c2b4d9812a7b7a31b5,,n,,0,,,,3,Diplomat,Nvidia,,dgm_weibo_government_mentionee,2a21e2561359ebf2fb2d634ee7837a8e,dgm_weibo_government_mentionee__2a21e2561359ebf2fb2d634ee7837a8e
台积电,Taiwan Semiconductor Manufacturing Company,188278,,,3ad6bdc84f84f4c8f5a601b8b0e07dcf,,,,,,,,3,LegislativeCommittee,Taiwan Semiconductor Manufacturing Company,,dgm_weibo_government_mentionee,31b05270ba6e717d72ceed6a45179bf5,dgm_weibo_government_mentionee__31b05270ba6e717d72ceed6a45179bf5
cvs,CVS Health,188278,,,480b1d303f9e1e9b2d443e70ac8d14b3,,n,,,,,,3,CompanyKeyword,CVS Health,,dgm_weibo_government_mentionee,4839614d974c15264cd68ea53ac2f03b,dgm_weibo_government_mentionee__4839614d974c15264cd68ea53ac2f03b
西维斯,CVS Health,188278,,,480b1d303f9e1e9b2d443e70ac8d14b3,,n,,1,,,,3,ForeignMinistry,CVS Health,,dgm_weibo_government_mentionee,4839614d974c15264cd68ea53ac2f03b,dgm_weibo_government_mentionee__4839614d974c15264cd68ea53ac2f03b
星巴克,Starbucks,188278,,,4d5d540efa68f6e17b9f64d6b7e8ebc7,,n,,1,,,,3,Shipping,Starbucks,,dgm_weibo_government_mentionee,e486aeca0b12918313aba2cc445c5cb4,dgm_weibo_government_mentionee__e486aeca0b12918313aba2cc445c5cb4
爱彼迎,Airbnb,188278,,,549f9e87cdd69547c3f20392345a00b5,,n,,0,,,,3,Organization,Airbnb,,dgm_weibo_government_mentionee,09e31a5bddc6d6628252a7bff57d5dce,dgm_weibo_government_mentionee__09e31a5bddc6d6628252a7bff57d5dce
斯味可,J.M. Smucker,188278,,,5b9ad876ccee7caae7e4e1234e41a4e7,,n,,1,,,,3,ForeignMinistry,J.M. Smucker,,dgm_weibo_government_mentionee,d19864bb9626257633fc8da3bf453816,dgm_weibo_government_mentionee__d19864bb9626257633fc8da3bf453816
猫途鹰,TripAdvisor,188278,,,61b05c55f5c2708664bda58a68eed318,,n,,1,,,,3,CompanyKeyword,TripAdvisor,,dgm_weibo_government_mentionee,d00887917cf4ecf7a02ef188112ff63f,dgm_weibo_government_mentionee__d00887917cf4ecf7a02ef188112ff63f
hbo,HBO,188278,,,68820cdabfadbc0407cb902ff6f412d2,,n,,,,,,3,AAEntity,HBO,,dgm_weibo_government_mentionee,509e5f41146e278f9eab1ddaceb34515,dgm_weibo_government_mentionee__509e5f41146e278f9eab1ddaceb34515
高乐氏,Clorox,188278,,,6b87567bfa83ee4aa531bc9ea1f6f43c,,n,,0,,,,3,ForeignMinister,Clorox,,dgm_weibo_government_mentionee,1d64fa16957c7e8845c1a83bb0240d8b,dgm_weibo_government_mentionee__1d64fa16957c7e8845c1a83bb0240d8b
利信达,Le Saunda Holdings,188278,,,6bf1a0e0d8139a649477c2a576c63c5c,,#N/A,,0,,,,3,ForeignMinistry,Le Saunda Holdings,,dgm_weibo_government_mentionee,89c7239e23386ad1fb072546755fd6d3,dgm_weibo_government_mentionee__89c7239e23386ad1fb072546755fd6d3
爱玛客,Aramark,188278,,,6f7df3ef97b14637087f04a1972e86b3,,n,,1,,,,3,Organization,Aramark,,dgm_weibo_government_mentionee,4425fd8b0095594d03230e114a273dad,dgm_weibo_government_mentionee__4425fd8b0095594d03230e114a273dad
ppl,PPL,188278,,,708a9152b20dc2db2e2156970a4d6a28,,n,,,,,,3,Wells,PPL,,dgm_weibo_government_mentionee,050761d8d3202128b4990287d187f09a,dgm_weibo_government_mentionee__050761d8d3202128b4990287d187f09a
多宝箱,Dropbox,188278,,,75a6131f845974797c5c2823b234ec0f,,n,,1,,,,3,DiplomaticFacilities,Dropbox,,dgm_weibo_government_mentionee,f92aa92725095d5531f54b4589d99264,dgm_weibo_government_mentionee__f92aa92725095d5531f54b4589d99264
奥驰亚,Altria Group,188278,,,7826d229e1d1df2085a3014e49e3127b,,n,,1,,,,3,ForeignMinistry,Altria Group,,dgm_weibo_government_mentionee,5a63927483a432556f80ec1df9e5eaa2,dgm_weibo_government_mentionee__5a63927483a432556f80ec1df9e5eaa2
英特尔,Intel,188278,,,79d16ab7312c744ea3cb3560c99820b7,,n,,0,y,,,3,ForeignMinister,Intel,,dgm_weibo_government_mentionee,ff97a9fdede09eaf6e1c8ec9f6a61dd5,dgm_weibo_government_mentionee__ff97a9fdede09eaf6e1c8ec9f6a61dd5
mgm,MGM,188278,,,7afe2fa0360fc52fbf602c89787e893d,,n,,,,,,3,ForeignMinistry,MGM,,dgm_weibo_government_mentionee,7545bfa02e8c3cdfb20bcc3fa52a4794,dgm_weibo_government_mentionee__7545bfa02e8c3cdfb20bcc3fa52a4794
艾伯维,AbbVie,188278,,,7f7f1f259450586c8366da36a1489ff8,,n,,0,,,,3,Diplomat,AbbVie,,dgm_weibo_government_mentionee,665d7d8b26be61d84f23b5abd7000da9,dgm_weibo_government_mentionee__665d7d8b26be61d84f23b5abd7000da9
贝莱德,BlackRock,188278,,,88f017ca5343ee4a3b7a2c705b49ddce,,n,,1,,,,3,Media,BlackRock,,dgm_weibo_government_mentionee,98aeda15c6a9f2ff1f7f170584c66e71,dgm_weibo_government_mentionee__98aeda15c6a9f2ff1f7f170584c66e71
dhl,DHL,188278,,,8a85103a29aca6e28777fc0d2ac045c0,,n,,,,,,3,Pipeline,DHL,,dgm_weibo_government_mentionee,53c6f3cca240d98b5e648d93115a2426,dgm_weibo_government_mentionee__53c6f3cca240d98b5e648d93115a2426
欧菲光,OFILM Group,188278,,,8ac54ef60ee6e4f14c2f16f4bc41d1a3,,,,,y,,,3,Media,OFILM Group,,dgm_weibo_government_mentionee,bab943e59cdffa50df7f7aeee16caea3,dgm_weibo_government_mentionee__bab943e59cdffa50df7f7aeee16caea3
巴斯夫,BASF,188278,,,8d49b8dc5ba98024dc999c10317deae7,,n,,0,,,,3,Diplomat,BASF,,dgm_weibo_government_mentionee,1672f5c14b0beab044c02884a30f1e5b,dgm_weibo_government_mentionee__1672f5c14b0beab044c02884a30f1e5b
富乐客,Foot Locker,188278,,,8d5f9c6e0e5c345c20fa8bd68475d55b,,n,,1,,,,3,LegislativeCommittee,Foot Locker,,dgm_weibo_government_mentionee,3bbe7681bc7a60ed3d22764734cb699a,dgm_weibo_government_mentionee__3bbe7681bc7a60ed3d22764734cb699a
德事隆,Textron,188278,,,8ff2b75def56d2753aeeae9dcc5eb5d6,,n,,1,,,,3,Keyphrase,Textron,,dgm_weibo_government_mentionee,7d46e8d64e09e3b7bd89c8cd9f0728e3,dgm_weibo_government_mentionee__7d46e8d64e09e3b7bd89c8cd9f0728e3
艾柏森,Albertsons,188278,,,949eebc349bda3ce68cb04fe43baa843,,n,,1,,,,3,ForeignMinistry,Albertsons,,dgm_weibo_government_mentionee,767e924278099a2e4f3d05c5c2bf766a,dgm_weibo_government_mentionee__767e924278099a2e4f3d05c5c2bf766a
西门子,Siemens,188278,,,964f1bace36f2c1c15fa5f051695f122;be5b19ab3dd584a8a156bd0de7506bee,,#N/A,,1,,,,3,Legislator,Siemens,,dgm_weibo_government_mentionee,74993f42c49b81f3a77103bcbb247c2b,dgm_weibo_government_mentionee__74993f42c49b81f3a77103bcbb247c2b
信达思,Cintas,188278,,,9888e53510b933e2af3c426724267b3b,,n,,0,,,,3,LegislativeCommittee,Cintas,,dgm_weibo_government_mentionee,f45dbfd77543b8a8446766b63a5ea598,dgm_weibo_government_mentionee__f45dbfd77543b8a8446766b63a5ea598
