keyword,caption_name,groups,topic_id,entity_type,guid,Lat,Lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
telluride airport,Telluride Regional Airport,airport,,airport,,37.9545624,-107.9019696,Airport,Telluride Regional Airport,,dgm_tsa_mentioned_entities,6fe18ba61c8bc7a758ba20bc721e560c,dgm_tsa_mentioned_entities__6fe18ba61c8bc7a758ba20bc721e560c
texarkana airport,Texarkana Regional Airport,airport,,airport,,33.4563877,-93.9956629,Airport,Texarkana Regional Airport,,dgm_tsa_mentioned_entities,348c4fa7e1444149bbd3369d5c03b799,dgm_tsa_mentioned_entities__348c4fa7e1444149bbd3369d5c03b799
forbes field,Topeka Regional Airport,airport,,airport,,38.9483444,-95.6664279,Airport,Topeka Regional Airport,,dgm_tsa_mentioned_entities,34a24df12b228ec380c6520f489a5e20,dgm_tsa_mentioned_entities__34a24df12b228ec380c6520f489a5e20
mercer county airport,Trenton–Mercer Airport,airport,,airport,,40.277001,-74.8180748,Airport,Trenton–Mercer Airport,,dgm_tsa_mentioned_entities,9123602bf3d87b910f2063f5f5faa58e,dgm_tsa_mentioned_entities__9123602bf3d87b910f2063f5f5faa58e
tucson airport,Tucson International Airport,airport,,airport,,32.1145102,-110.9392269,Airport,Tucson International Airport,,dgm_tsa_mentioned_entities,03611384f07ecd2ce2d69a4fbf82a86c,dgm_tsa_mentioned_entities__03611384f07ecd2ce2d69a4fbf82a86c
tulsa municipal airport,Tulsa International Airport,airport,,airport,,36.198778,-95.8838659,Airport,Tulsa International Airport,,dgm_tsa_mentioned_entities,5aa2474361996562a6dcefbed74b6f69,dgm_tsa_mentioned_entities__5aa2474361996562a6dcefbed74b6f69
tupelo airport,Tupelo Regional Airport,airport,,airport,,34.2662432,-88.766334,Airport,Tupelo Regional Airport,,dgm_tsa_mentioned_entities,8f4192a9ef3f3fa1a4b701775f83b322,dgm_tsa_mentioned_entities__8f4192a9ef3f3fa1a4b701775f83b322
grand canyon airport,Grand Canyon National Park Airport,airport,,airport,,35.9511054,-112.1447298,Airport,Grand Canyon National Park Airport,,dgm_tsa_mentioned_entities,d01e61c5684383e2cc8b7d677a56176f,dgm_tsa_mentioned_entities__d01e61c5684383e2cc8b7d677a56176f
magic valley airport,Magic Valley Regional Airport,airport,,airport,,42.4833496,-114.4847165,Airport,Magic Valley Regional Airport,,dgm_tsa_mentioned_entities,dbb3887355beaa4a02512af5d7d6cf46,dgm_tsa_mentioned_entities__dbb3887355beaa4a02512af5d7d6cf46
pounds army airfield,Tyler Pounds Regional Airport,airport,,airport,,32.3511258,-95.4096293,Airport,Tyler Pounds Regional Airport,,dgm_tsa_mentioned_entities,3bfbc15c697931eecee07c96ac1b7469,dgm_tsa_mentioned_entities__3bfbc15c697931eecee07c96ac1b7469
unalaska airport,Tom Madsen (Dutch Harbor)Airport,airport,,airport,,53.8983407,-166.5442157,Airport,Tom Madsen (Dutch Harbor)Airport,,dgm_tsa_mentioned_entities,33197d89a3e29e59c2a0c6536345bd18,dgm_tsa_mentioned_entities__33197d89a3e29e59c2a0c6536345bd18
pioneer field,Valdez Airport,airport,,airport,,61.1333856,-146.2435403,Airport,Valdez Airport,,dgm_tsa_mentioned_entities,7cc044a5225ce0e3e6b57bab850e6be7,dgm_tsa_mentioned_entities__7cc044a5225ce0e3e6b57bab850e6be7
valdosta airport,Valdosta Regional Airport,airport,,airport,,30.7892346,-83.2788227,Airport,Valdosta Regional Airport,,dgm_tsa_mentioned_entities,f6325be3f0df4b32f043829d6cb844a0,dgm_tsa_mentioned_entities__f6325be3f0df4b32f043829d6cb844a0
eglin air force base,Destin–Fort Walton Beach Airport,airport,,airport,,30.4954551,-86.5498464,Airport,Destin–Fort Walton Beach Airport,,dgm_tsa_mentioned_entities,a14642be62513928eee26d6d87d54a27,dgm_tsa_mentioned_entities__a14642be62513928eee26d6d87d54a27
victorville airport,Southern California Logistics Airport,airport,,airport,,34.5839839,-117.3787064,Airport,Southern California Logistics Airport,,dgm_tsa_mentioned_entities,e435e802a77066316f5ed3b32a2541cb,dgm_tsa_mentioned_entities__e435e802a77066316f5ed3b32a2541cb
waco airport,Waco Regional Airport,airport,,airport,,31.6142489,-97.226127,Airport,Waco Regional Airport,,dgm_tsa_mentioned_entities,850b430d7d890af18ae375146d9fdc96,dgm_tsa_mentioned_entities__850b430d7d890af18ae375146d9fdc96
walla walla army air base,Walla Walla Regional Airport,airport,,airport,,46.0873172,-118.2844589,Airport,Walla Walla Regional Airport,,dgm_tsa_mentioned_entities,1926579d712079ca8f750434c49e21c8,dgm_tsa_mentioned_entities__1926579d712079ca8f750434c49e21c8
livingston betsworth field,Waterloo Regional Airport,airport,,airport,,42.5552262,-92.3979652,Airport,Waterloo Regional Airport,,dgm_tsa_mentioned_entities,0e820175382af8cdb6f116a198939178,dgm_tsa_mentioned_entities__0e820175382af8cdb6f116a198939178
palm beach airport,Palm Beach International Airport,airport,,airport,,26.6857475,-80.0928165,Airport,Palm Beach International Airport,,dgm_tsa_mentioned_entities,21aa29cb16cbda7265f3db7e3075d41c,dgm_tsa_mentioned_entities__21aa29cb16cbda7265f3db7e3075d41c
white plains airport,Westchester County Airport,airport,,airport,,41.0683325,-73.7086641,Airport,Westchester County Airport,,dgm_tsa_mentioned_entities,003b1b83bb4d8780d82d6a18b27c8141,dgm_tsa_mentioned_entities__003b1b83bb4d8780d82d6a18b27c8141
sheppard air force base,Wichita Falls Regional Airport,airport,,airport,,33.9642825,-98.4918225,Airport,Wichita Falls Regional Airport,,dgm_tsa_mentioned_entities,91ea464488cf167a1d1b261b1e04b01f,dgm_tsa_mentioned_entities__91ea464488cf167a1d1b261b1e04b01f
wichita mid-continent airport,Wichita Dwight D. Eisenhower National Airport,airport,,airport,,37.6508529,-97.4286988,Airport,Wichita Dwight D. Eisenhower National Airport,,dgm_tsa_mentioned_entities,543b96ed2fca2ac26773405531f76767,dgm_tsa_mentioned_entities__543b96ed2fca2ac26773405531f76767
scranton airport,Wilkes-Barre/Scranton International Airport,airport,,airport,,41.3377564,-75.7237821,Airport,Wilkes-Barre/Scranton International Airport,,dgm_tsa_mentioned_entities,eeb06cc21d2e31a03b272fe24965c9c9,dgm_tsa_mentioned_entities__eeb06cc21d2e31a03b272fe24965c9c9
williamsport airport,Williamsport Regional Airport,airport,,airport,,41.245182,-76.91881,Airport,Williamsport Regional Airport,,dgm_tsa_mentioned_entities,0848f9b1a42dddef7f805c2a75246db7,dgm_tsa_mentioned_entities__0848f9b1a42dddef7f805c2a75246db7
wilmington airport,Wilmington International Airport,airport,,airport,,34.2668931,-77.9105201,Airport,Wilmington International Airport,,dgm_tsa_mentioned_entities,3edef6fc153112fb829f29048fcf9f81,dgm_tsa_mentioned_entities__3edef6fc153112fb829f29048fcf9f81
bradley airport,Bradley International Airport,airport,,airport,,41.9388735,-72.6860314,Airport,Bradley International Airport,,dgm_tsa_mentioned_entities,37200eff754905187458a95327c3cf99,dgm_tsa_mentioned_entities__37200eff754905187458a95327c3cf99
worcester airport,Worcester Regional Airport,airport,,airport,,42.26947,-71.87027,Airport,Worcester Regional Airport,,dgm_tsa_mentioned_entities,080d1f2e9b4ba85cae0efb9d6faa511b,dgm_tsa_mentioned_entities__080d1f2e9b4ba85cae0efb9d6faa511b
mcallister field,Yakima Air Terminal,airport,,airport,,46.5699453,-120.539849,Airport,Yakima Air Terminal,,dgm_tsa_mentioned_entities,1fc4f7c87d151422b198d6d46f0b4c67,dgm_tsa_mentioned_entities__1fc4f7c87d151422b198d6d46f0b4c67
yakutat army airfield,Yakutat Airport,airport,,airport,,59.5094214,-139.6689486,Airport,Yakutat Airport,,dgm_tsa_mentioned_entities,4ce9a27c22c216144977adb5bac571bf,dgm_tsa_mentioned_entities__4ce9a27c22c216144977adb5bac571bf
yuma airport,Yuma International Airport,airport,,airport,,32.6685512,-114.5991383,Airport,Yuma International Airport,,dgm_tsa_mentioned_entities,1bcff763f71331d8ab3bf19d9bb51030,dgm_tsa_mentioned_entities__1bcff763f71331d8ab3bf19d9bb51030
北京首都国际机场,Beijing Capital International Airport,airport,,airport,,40.0798573,116.6031121,Airport,Beijing Capital International Airport,,dgm_tsa_mentioned_entities,3900030afb80e717a773ca2795546ebd,dgm_tsa_mentioned_entities__3900030afb80e717a773ca2795546ebd
dubai airport,Dubai International Airport,airport,,airport,,25.2531745,55.3656728,Airport,Dubai International Airport,,dgm_tsa_mentioned_entities,d94ee4039daca17ea5e546339b1988a5,dgm_tsa_mentioned_entities__d94ee4039daca17ea5e546339b1988a5
haneda airport,Tokyo International Airport,airport,,airport,,35.5493932,139.7798386,Airport,Tokyo International Airport,,dgm_tsa_mentioned_entities,572f4672f7819f6264d548352e7a496a,dgm_tsa_mentioned_entities__572f4672f7819f6264d548352e7a496a
london heathrow airport,Heathrow Airport,airport,,airport,,51.4700223,-0.4542955,Airport,Heathrow Airport,,dgm_tsa_mentioned_entities,96497f6e2019e1489acdf33c1855f33d,dgm_tsa_mentioned_entities__96497f6e2019e1489acdf33c1855f33d
pudong airport,Shanghai Pudong International Airport,airport,,airport,,31.1443439,121.808273,Airport,Shanghai Pudong International Airport,,dgm_tsa_mentioned_entities,a013576b89a82f7748d7e6921fc4ab8f,dgm_tsa_mentioned_entities__a013576b89a82f7748d7e6921fc4ab8f
paris airport,Paris Charles de Gaulle Airport,airport,,airport,,49.0096739,2.547966,Airport,Paris Charles de Gaulle Airport,,dgm_tsa_mentioned_entities,a040bb511d11f6dfd67f54b4a32f73ec,dgm_tsa_mentioned_entities__a040bb511d11f6dfd67f54b4a32f73ec
guangzhou baiyun airport,Guangzhou Baiyun International Airport,airport,,airport,,23.3959079,113.3079699,Airport,Guangzhou Baiyun International Airport,,dgm_tsa_mentioned_entities,c142552706b03541e2863c0fc9af933f,dgm_tsa_mentioned_entities__c142552706b03541e2863c0fc9af933f
schiphol airport,Amsterdam Airport Schiphol,airport,,airport,,52.3105386,4.7682744,Airport,Amsterdam Airport Schiphol,,dgm_tsa_mentioned_entities,293ff6d1e8d16f67b94c2c20a88ff128,dgm_tsa_mentioned_entities__293ff6d1e8d16f67b94c2c20a88ff128
chek lap kok international,Hong Kong International Airport,airport,,airport,,22.308047,113.9184808,Airport,Hong Kong International Airport,,dgm_tsa_mentioned_entities,9eedd9f9d05bbc5f3b6e8e7d7ec93f6b,dgm_tsa_mentioned_entities__9eedd9f9d05bbc5f3b6e8e7d7ec93f6b
seoul–incheon international,Incheon International Airport,airport,,airport,,37.4601908,126.4406957,Airport,Incheon International Airport,,dgm_tsa_mentioned_entities,e277fc299741b2008b1e50e8ef4b3cf4,dgm_tsa_mentioned_entities__e277fc299741b2008b1e50e8ef4b3cf4
flughafen frankfurt am main,Frankfurt Airport,airport,,airport,,50.0379326,8.5621518,Airport,Frankfurt Airport,,dgm_tsa_mentioned_entities,4913ba0d87626e3987b44a2c524fe966,dgm_tsa_mentioned_entities__4913ba0d87626e3987b44a2c524fe966
new dheli airport,Indira Gandhi International Airport,airport,,airport,,28.5561624,77.0999578,Airport,Indira Gandhi International Airport,,dgm_tsa_mentioned_entities,d00c2a6d44ba337954fce11192a28854,dgm_tsa_mentioned_entities__d00c2a6d44ba337954fce11192a28854
singapore airport,Singapore Changi Airport,airport,,airport,,1.3644202,103.9915308,Airport,Singapore Changi Airport,,dgm_tsa_mentioned_entities,9aea07ecb4a8a61ceeafd8b4202466d2,dgm_tsa_mentioned_entities__9aea07ecb4a8a61ceeafd8b4202466d2
ท่าอากาศยานสุวรรณภูมิ,Suvarnabhumi Airport,airport,,airport,,13.6899991,100.7501124,Airport,Suvarnabhumi Airport,,dgm_tsa_mentioned_entities,2a162e7cf0716d76e08fb196e1490c08,dgm_tsa_mentioned_entities__2a162e7cf0716d76e08fb196e1490c08
lapangan terbang antarabangsa kuala lumpur,Kuala Lumpur International Airport,airport,,airport,,2.734747,101.70511,Airport,Kuala Lumpur International Airport,,dgm_tsa_mentioned_entities,8b11de14bd7c2ad5ccb2351a52505199,dgm_tsa_mentioned_entities__8b11de14bd7c2ad5ccb2351a52505199
adolfo suárez madrid-barajas,Adolfo Suárez Madrid–Barajas Airport,airport,,airport,,40.4983322,-3.5675982,Airport,Adolfo Suárez Madrid–Barajas Airport,,dgm_tsa_mentioned_entities,d74c1ae6fc9fe3ccf21ec16c0e7de112,dgm_tsa_mentioned_entities__d74c1ae6fc9fe3ccf21ec16c0e7de112
成都双流国际机场,Chengdu Shuangliu International Airport,airport,,airport,,30.567456,103.9492936,Airport,Chengdu Shuangliu International Airport,,dgm_tsa_mentioned_entities,b46563201db61e9f704e125f35ce8839,dgm_tsa_mentioned_entities__b46563201db61e9f704e125f35ce8839
bandar udara internasional soekarno–hatta,Soekarno–Hatta International Airport,airport,,airport,,-6.1275282,106.6537058,Airport,Soekarno–Hatta International Airport,,dgm_tsa_mentioned_entities,339e8664f0370e13cad9cd036e4ce2bb,dgm_tsa_mentioned_entities__339e8664f0370e13cad9cd036e4ce2bb
shenzhen huangtian airport,Shenzhen Bao'an International Airport,airport,,airport,,22.636828,113.814606,Airport,Shenzhen Bao'an International Airport,,dgm_tsa_mentioned_entities,d1746b7d4fb09aed4029e50f713357e9,dgm_tsa_mentioned_entities__d1746b7d4fb09aed4029e50f713357e9
barcelona–el prat airport,Josep Tarradellas Barcelona–El Prat Airport,airport,,airport,,41.297445,2.0832941,Airport,Josep Tarradellas Barcelona–El Prat Airport,,dgm_tsa_mentioned_entities,fa024069c256c3f244c27fb2f6793394,dgm_tsa_mentioned_entities__fa024069c256c3f244c27fb2f6793394
i̇stanbul havalimanı,Istanbul Airport,airport,,airport,,41.2599,28.7427,Airport,Istanbul Airport,,dgm_tsa_mentioned_entities,534610682f0419a03d53eb456e4c316e,dgm_tsa_mentioned_entities__534610682f0419a03d53eb456e4c316e
toronto airport,Lester B. Pearson International Airport,airport,,airport,,43.6777176,-79.6248197,Airport,Lester B. Pearson International Airport,,dgm_tsa_mentioned_entities,0e89d373891a1e4463592a71844f0923,dgm_tsa_mentioned_entities__0e89d373891a1e4463592a71844f0923
aeropuerto internacional de la ciudad de méxico,Mexico City International Airport,airport,,airport,,19.4360762,-99.0719083,Airport,Mexico City International Airport,,dgm_tsa_mentioned_entities,ce6776a3a59685d040e72ff1bf6da9ba,dgm_tsa_mentioned_entities__ce6776a3a59685d040e72ff1bf6da9ba
sheremetyevo international airport,Sheremetyevo Alexander S. Pushkin International Airport,airport,,airport,,55.9736482,37.412503,Airport,Sheremetyevo Alexander S. Pushkin International Airport,,dgm_tsa_mentioned_entities,181dff51e10e8bc8c896512dbb543106,dgm_tsa_mentioned_entities__181dff51e10e8bc8c896512dbb543106
臺灣桃園國際機場,Taoyuan International Airport,airport,,airport,,25.0796514,121.234217,Airport,Taoyuan International Airport,,dgm_tsa_mentioned_entities,4b7ee6f920ed6a7a3d009c243a94aa04,dgm_tsa_mentioned_entities__4b7ee6f920ed6a7a3d009c243a94aa04
昆明长水国际机场,Kunming Changshui International Airport,airport,,airport,,25°06′7″N,102°55′45″E,Airport,Kunming Changshui International Airport,,dgm_tsa_mentioned_entities,5b6c2378f7d221dca35f9e22726adaa8,dgm_tsa_mentioned_entities__5b6c2378f7d221dca35f9e22726adaa8
flughafen münchen,Munich Airport,airport,,airport,,48.3509684,11.7764347,Airport,Munich Airport,,dgm_tsa_mentioned_entities,deaebc5b6ff8927cf657e2de0fe03c65,dgm_tsa_mentioned_entities__deaebc5b6ff8927cf657e2de0fe03c65
paliparang pandaigdig ng ninoy aquino,Ninoy Aquino International Airport,airport,,airport,,14.5122739,121.016508,Airport,Ninoy Aquino International Airport,,dgm_tsa_mentioned_entities,922ea7fba5f68f4ef5ad74cec5f2f963,dgm_tsa_mentioned_entities__922ea7fba5f68f4ef5ad74cec5f2f963
西安咸阳国际机场,Xi'an Xianyang International Airport,airport,,airport,,34.437111,108.7573294,Airport,Xi'an Xianyang International Airport,,dgm_tsa_mentioned_entities,62d2f5d29eae51b75f3df34fe81f3623,dgm_tsa_mentioned_entities__62d2f5d29eae51b75f3df34fe81f3623
sahar international airport,Chhatrapati Shivaji Maharaj International Airport,airport,,airport,,19.0895595,72.8656144,Airport,Chhatrapati Shivaji Maharaj International Airport,,dgm_tsa_mentioned_entities,6e8243300a3172fc60808032929568ad,dgm_tsa_mentioned_entities__6e8243300a3172fc60808032929568ad
london gatwick,Gatwick Airport,airport,,airport,,51.1536621,-0.1820629,Airport,Gatwick Airport,,dgm_tsa_mentioned_entities,a6547b38b41699d97647ee990dd0705e,dgm_tsa_mentioned_entities__a6547b38b41699d97647ee990dd0705e
hongqiao airport,Shanghai Hongqiao International Airport,airport,,airport,,31.192209,121.334297,Airport,Shanghai Hongqiao International Airport,,dgm_tsa_mentioned_entities,30ec2562d25ae7631cee31bf81bdf72a,dgm_tsa_mentioned_entities__30ec2562d25ae7631cee31bf81bdf72a
重庆江北国际机场,Chongqing Jiangbei International Airport,airport,,airport,,29.7191667,106.6416667,Airport,Chongqing Jiangbei International Airport,,dgm_tsa_mentioned_entities,9b1cd86470f300d39d9c4eb94fb9e580,dgm_tsa_mentioned_entities__9b1cd86470f300d39d9c4eb94fb9e580
sydney airport,Sydney Kingsford Smith Airport,airport,,airport,,-33.9399228,151.1752764,Airport,Sydney Kingsford Smith Airport,,dgm_tsa_mentioned_entities,f1b33df839f4851a2621d9bdeca58436,dgm_tsa_mentioned_entities__f1b33df839f4851a2621d9bdeca58436
narita airport,Narita International Airport,airport,,airport,,35.7719867,140.3928501,Airport,Narita International Airport,,dgm_tsa_mentioned_entities,9b53f34c2e15badf1d15ba62fc343324,dgm_tsa_mentioned_entities__9b53f34c2e15badf1d15ba62fc343324
hro airport,Boone County Airport,airport,,airport,,36.26442334,-93.1516318,Airport,Boone County Airport,,dgm_tsa_mentioned_entities,c181c92d2cb334b6e6f3008cec1d8419,dgm_tsa_mentioned_entities__c181c92d2cb334b6e6f3008cec1d8419
albany airfield,Southwest Georgia Regional Airport,airport,,airport,,31.5322734,-84.1882636,Airport,Southwest Georgia Regional Airport,,dgm_tsa_mentioned_entities,95d79a31eaf45c4e62513de60c4c166d,dgm_tsa_mentioned_entities__95d79a31eaf45c4e62513de60c4c166d
albany airport,Albany International Airport,airport,,airport,,42.7487124,-73.8054981,Airport,Albany International Airport,,dgm_tsa_mentioned_entities,1e66dd6caa36e938f04eb3a84ef621d7,dgm_tsa_mentioned_entities__1e66dd6caa36e938f04eb3a84ef621d7
england air force base,Alexandria International Airport,airport,,airport,,31.3274112,-92.5451856,Airport,Alexandria International Airport,,dgm_tsa_mentioned_entities,449872b49b8c2c50cd1e11ea88134505,dgm_tsa_mentioned_entities__449872b49b8c2c50cd1e11ea88134505
allentown airport,Lehigh Valley International Airport,airport,,airport,,40.6510611,-75.4438853,Airport,Lehigh Valley International Airport,,dgm_tsa_mentioned_entities,2f0131c70d53c619fafb532adfa93202,dgm_tsa_mentioned_entities__2f0131c70d53c619fafb532adfa93202
alpena airport,Alpena County Regional Airport,airport,,airport,,45.0703163,-83.5665893,Airport,Alpena County Regional Airport,,dgm_tsa_mentioned_entities,d8b5aa939a686510187c5ee296cbd2bc,dgm_tsa_mentioned_entities__d8b5aa939a686510187c5ee296cbd2bc
anchorage airport,Ted Stevens Anchorage International Airport,airport,,airport,,61.1758863,-149.9900792,Airport,Ted Stevens Anchorage International Airport,,dgm_tsa_mentioned_entities,a8faff79e3b6bba754d6f1f17123c229,dgm_tsa_mentioned_entities__a8faff79e3b6bba754d6f1f17123c229
appleton airport,Appleton International Airport,airport,,airport,,44.2605,-88.5111,Airport,Appleton International Airport,,dgm_tsa_mentioned_entities,2a1daa5a0a333634b8e1b266a3a50eb1,dgm_tsa_mentioned_entities__2a1daa5a0a333634b8e1b266a3a50eb1
humboldt county airport,California Redwood Coast – Humboldt County Airport,airport,,airport,,40.9709197,-124.1065825,Airport,California Redwood Coast – Humboldt County Airport,,dgm_tsa_mentioned_entities,b1dce7b9d6ea842e032c2f35a7e20afe,dgm_tsa_mentioned_entities__b1dce7b9d6ea842e032c2f35a7e20afe
reagan national airport,Ronald Reagan Washington National Airport,airport,,airport,,38.851242,-77.0402315,Airport,Ronald Reagan Washington National Airport,,dgm_tsa_mentioned_entities,d8f34020da4b4d54c5d77cd2775b1e84,dgm_tsa_mentioned_entities__d8f34020da4b4d54c5d77cd2775b1e84
aspen airport,Aspen/Pitkin County Airport,airport,,airport,,39.2197303,-106.8646011,Airport,Aspen/Pitkin County Airport,,dgm_tsa_mentioned_entities,727c0a0bf13e65dded6f216f62e48b1e,dgm_tsa_mentioned_entities__727c0a0bf13e65dded6f216f62e48b1e
hartsfield,Hartsfield–Jackson Atlanta International Airport,airport,,airport,,33.6406733,-84.4276504,Airport,Hartsfield–Jackson Atlanta International Airport,,dgm_tsa_mentioned_entities,7d08f200c88be68ab5918a843f44773d,dgm_tsa_mentioned_entities__7d08f200c88be68ab5918a843f44773d
kern county airport,Meadows Field Airport,airport,,airport,,35.4356948,-119.0575014,Airport,Meadows Field Airport,,dgm_tsa_mentioned_entities,ae2e7a9fdbb520b5a507a4c19ab323f6,dgm_tsa_mentioned_entities__ae2e7a9fdbb520b5a507a4c19ab323f6
washington international,Baltimore/Washington International Thurgood Marshall Airport,airport,,airport,,39.1774042,-76.6683922,Airport,Baltimore/Washington International Thurgood Marshall Airport,,dgm_tsa_mentioned_entities,a2056401011bc49af12dd6db82f5255c,dgm_tsa_mentioned_entities__a2056401011bc49af12dd6db82f5255c
hancock county airport,Hancock County-Bar Harbor Airport,airport,,airport,,44.4450987,-68.3621263,Airport,Hancock County-Bar Harbor Airport,,dgm_tsa_mentioned_entities,0e4547cff7abeae677661ddd0c1aed1b,dgm_tsa_mentioned_entities__0e4547cff7abeae677661ddd0c1aed1b
rogers memorial,Wiley Post-Will Rogers Memorial Airport,airport,,airport,,71.2874212,-156.7802701,Airport,Wiley Post-Will Rogers Memorial Airport,,dgm_tsa_mentioned_entities,a75657ef14fb3ac29af2406de4d75667,dgm_tsa_mentioned_entities__a75657ef14fb3ac29af2406de4d75667
harding field,Baton Rouge Metropolitan Airport,airport,,airport,,30.5323599,-91.151461,Airport,Baton Rouge Metropolitan Airport,,dgm_tsa_mentioned_entities,8c9e72b6c48e069af09923a19ebef478,dgm_tsa_mentioned_entities__8c9e72b6c48e069af09923a19ebef478
jack brooks airport,Jack Brooks Regional Airport,airport,,airport,,29.9548176,-94.0185459,Airport,Jack Brooks Regional Airport,,dgm_tsa_mentioned_entities,a80832c6f99d0bc444d3283365982376,dgm_tsa_mentioned_entities__a80832c6f99d0bc444d3283365982376
bellingham airport,Bellingham International Airport,airport,,airport,,48.7955792,-122.5330642,Airport,Bellingham International Airport,,dgm_tsa_mentioned_entities,121afe299843087fb7d83cb4136bc175,dgm_tsa_mentioned_entities__121afe299843087fb7d83cb4136bc175
binghamton airport,Greater Binghamton Airport,airport,,airport,,42.208651,-75.9813976,Airport,Greater Binghamton Airport,,dgm_tsa_mentioned_entities,96744d5f3e7b5655674a6a9dbed06b6f,dgm_tsa_mentioned_entities__96744d5f3e7b5655674a6a9dbed06b6f
shuttlesworth international airport,Birmingham–Shuttlesworth International Airport,airport,,airport,,33.5624269,-86.754126,Airport,Birmingham–Shuttlesworth International Airport,,dgm_tsa_mentioned_entities,23592040b35f340e52b88a67b9d3e5dc,dgm_tsa_mentioned_entities__23592040b35f340e52b88a67b9d3e5dc
gowen field,Boise Airport,airport,,airport,,43.5658231,-116.2223159,Airport,Boise Airport,,dgm_tsa_mentioned_entities,7cc04542cc3ddf91645ed80c9ca1c898,dgm_tsa_mentioned_entities__7cc04542cc3ddf91645ed80c9ca1c898
logan airport,General Edward Lawrence Logan International Airport,airport,,airport,,42.3656132,-71.0095602,Airport,General Edward Lawrence Logan International Airport,,dgm_tsa_mentioned_entities,0dc54001311467b44af9ee45de572e56,dgm_tsa_mentioned_entities__0dc54001311467b44af9ee45de572e56
golden isles airport,Brunswick Golden Isles Airport,airport,,airport,,31.2548331,-81.4669111,Airport,Brunswick Golden Isles Airport,,dgm_tsa_mentioned_entities,30d412215186bd5104cb134a444df208,dgm_tsa_mentioned_entities__30d412215186bd5104cb134a444df208
silver bow county airport,Bert Mooney Airport,airport,,airport,,45.9551935,-112.5021977,Airport,Bert Mooney Airport,,dgm_tsa_mentioned_entities,ea5cfbf780adf534c2b2b09123b73e44,dgm_tsa_mentioned_entities__ea5cfbf780adf534c2b2b09123b73e44
palomar airport,McClellan–Palomar Airport,airport,,airport,,33.1268216,-117.2792408,Airport,McClellan–Palomar Airport,,dgm_tsa_mentioned_entities,7ba49cb4f33d316c20df69a8d3a46d91,dgm_tsa_mentioned_entities__7ba49cb4f33d316c20df69a8d3a46d91
washington dulles,Washington Dulles International Airport,airport,,airport,,38.9531162,-77.4565388,Airport,Washington Dulles International Airport,,dgm_tsa_mentioned_entities,a3f69e58bdc987163eaa68ec5d3a8fcb,dgm_tsa_mentioned_entities__a3f69e58bdc987163eaa68ec5d3a8fcb
charlotte municipal airport,Charlotte Douglas International Airport,airport,,airport,,35.2144026,-80.9473146,Airport,Charlotte Douglas International Airport,,dgm_tsa_mentioned_entities,68aacfb23f063ded74dabb079c6f56d7,dgm_tsa_mentioned_entities__68aacfb23f063ded74dabb079c6f56d7
albemarle airport,Charlottesville-Albemarle Airport,airport,,airport,,38.1394877,-78.4516149,Airport,Charlottesville-Albemarle Airport,,dgm_tsa_mentioned_entities,8105af14cda3cf879311cfd413a12d85,dgm_tsa_mentioned_entities__8105af14cda3cf879311cfd413a12d85
lovell field,Chattanooga Metropolitan Airport,airport,,airport,,35.0374486,-85.1970112,Airport,Chattanooga Metropolitan Airport,,dgm_tsa_mentioned_entities,f6e84a3e373b0a18c30acfb466f1b2d9,dgm_tsa_mentioned_entities__f6e84a3e373b0a18c30acfb466f1b2d9
cheyenne airport,Cheyenne Regional Airport,airport,,airport,,41.1501255,-104.8080616,Airport,Cheyenne Regional Airport,,dgm_tsa_mentioned_entities,c73bf6cd231eda787acee32452ee1389,dgm_tsa_mentioned_entities__c73bf6cd231eda787acee32452ee1389
midway airport,Chicago Midway International Airport,airport,,airport,,41.7867759,-87.7521884,Airport,Chicago Midway International Airport,,dgm_tsa_mentioned_entities,22d86cef29f40161c0c6482bdb7addbe,dgm_tsa_mentioned_entities__22d86cef29f40161c0c6482bdb7addbe
chicago o'hare,O'Hare International Airport,airport,,airport,,41.98028,-87.9089979,Airport,O'Hare International Airport,,dgm_tsa_mentioned_entities,8c78f9b2444d67dd5e92072fb89133a4,dgm_tsa_mentioned_entities__8c78f9b2444d67dd5e92072fb89133a4
chico airport,Chico Municipal Airport,airport,,airport,,39.7990801,-121.8548167,Airport,Chico Municipal Airport,,dgm_tsa_mentioned_entities,a29492b6a16639032bf8e9620c9ad252,dgm_tsa_mentioned_entities__a29492b6a16639032bf8e9620c9ad252
ncwv airport,North Central West Virginia Airport,airport,,airport,,39.2967239,-80.231201,Airport,North Central West Virginia Airport,,dgm_tsa_mentioned_entities,5829477da69225568f0aa42a4c63832c,dgm_tsa_mentioned_entities__5829477da69225568f0aa42a4c63832c
cleveland airport,Cleveland Hopkins International Airport,airport,,airport,,41.4057985,-81.8538669,Airport,Cleveland Hopkins International Airport,,dgm_tsa_mentioned_entities,f1bc1ad644e7659cfd74a5c1ae297905,dgm_tsa_mentioned_entities__f1bc1ad644e7659cfd74a5c1ae297905
merle k smith airport,Merle K. (Mudhole)Smith Airport,airport,,airport,,60.4943809,-145.4721527,Airport,Merle K. (Mudhole)Smith Airport,,dgm_tsa_mentioned_entities,5d697ff1944d3df4badc089a9b3a9eee,dgm_tsa_mentioned_entities__5d697ff1944d3df4badc089a9b3a9eee
