keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
alert belvedere,Belvedere,Shipping,Belvedere,,dgm_catown,efba35b183eff80dd7eb7b03452d0d6c,dgm_catown__efba35b183eff80dd7eb7b03452d0d6c
alert benicia,Benicia,News,Benicia,,dgm_catown,3f2855ead0d11dae65f92e851b5f7bfa,dgm_catown__3f2855ead0d11dae65f92e851b5f7bfa
alert berkeley,Berkeley,Keyphrase,Berkeley,,dgm_catown,4bac8b29a785f62220607ed2d9aa85c0,dgm_catown__4bac8b29a785f62220607ed2d9aa85c0
alert beverly hills,Beverly Hills,LegislativeCommittee,Beverly Hills,,dgm_catown,22dde6e992e9039005d1071ef7507bb2,dgm_catown__22dde6e992e9039005d1071ef7507bb2
alert big bear lake,Big Bear Lake,Wells,Big Bear Lake,,dgm_catown,5f67e7b87b86dcb0aea7aeda1bff9fcc,dgm_catown__5f67e7b87b86dcb0aea7aeda1bff9fcc
alert biggs,Biggs,CompanyKeyword,Biggs,,dgm_catown,4d2492514a128376814acd33445ec464,dgm_catown__4d2492514a128376814acd33445ec464
alert bishop,Bishop,CompanyKeyword,Bishop,,dgm_catown,3aa4584e547efba20238772d4af5c03d,dgm_catown__3aa4584e547efba20238772d4af5c03d
alert blue lake,Blue Lake,Shipping,Blue Lake,,dgm_catown,274d78479e44b8dd9195d62f82add5cd,dgm_catown__274d78479e44b8dd9195d62f82add5cd
alert blythe,Blythe,ForeignMinistry,Blythe,,dgm_catown,daec9cd044524a949d07e6558116f8e7,dgm_catown__daec9cd044524a949d07e6558116f8e7
alert bradbury,Bradbury,Pipeline,Bradbury,,dgm_catown,01c1ebba41a2c2b34eed57718b252a8f,dgm_catown__01c1ebba41a2c2b34eed57718b252a8f
alert brawley,Brawley,CompanyKeyword,Brawley,,dgm_catown,4e8fd3f304a4d967d433af078d4b43fd,dgm_catown__4e8fd3f304a4d967d433af078d4b43fd
alert brea,Brea,Legislator,Brea,,dgm_catown,bdd4cf78c12d1066cd914161993ee756,dgm_catown__bdd4cf78c12d1066cd914161993ee756
alert brentwood,Brentwood,FTO,Brentwood,,dgm_catown,12c2154bd06ae6b85a2be1f447f8b445,dgm_catown__12c2154bd06ae6b85a2be1f447f8b445
alert brisbane,Brisbane,Legislator,Brisbane,,dgm_catown,759302fb84c5f72078746e7358ba44a0,dgm_catown__759302fb84c5f72078746e7358ba44a0
alert buellton,Buellton,AAEntity,Buellton,,dgm_catown,61be60a2904a171ab47b4bf6bed84ea3,dgm_catown__61be60a2904a171ab47b4bf6bed84ea3
alert buena park,Buena Park,ForeignMinistry,Buena Park,,dgm_catown,8067dc884f0d3f2fb116c9b3b7ce1d32,dgm_catown__8067dc884f0d3f2fb116c9b3b7ce1d32
alert burbank,Burbank,Organization,Burbank,,dgm_catown,c133513b3c1d2f3ffc1cbf13999816ec,dgm_catown__c133513b3c1d2f3ffc1cbf13999816ec
alert burlingame,Burlingame,Person,Burlingame,,dgm_catown,0f19f22ac5ffbf8b9499d770ba8ac718,dgm_catown__0f19f22ac5ffbf8b9499d770ba8ac718
alert calabasas,Calabasas,FTO,Calabasas,,dgm_catown,48d6ff2dc802e0017074c7f52464185c,dgm_catown__48d6ff2dc802e0017074c7f52464185c
alert calexico,Calexico,Diplomat,Calexico,,dgm_catown,b36b5735109f53161c80b7dec8739665,dgm_catown__b36b5735109f53161c80b7dec8739665
alert california city,California City,Consulates,California City,,dgm_catown,837530983b920b4b84d9c346038dcfdf,dgm_catown__837530983b920b4b84d9c346038dcfdf
alert calimesa,Calimesa,AAEntity,Calimesa,,dgm_catown,40cb89575872125682387a331721c853,dgm_catown__40cb89575872125682387a331721c853
alert calipatria,Calipatria,Person,Calipatria,,dgm_catown,d6d5436fe6796987c8b5607327d544d6,dgm_catown__d6d5436fe6796987c8b5607327d544d6
alert calistoga,Calistoga,Consulates,Calistoga,,dgm_catown,64a0c9536d8052c6a1a6b16f5142742a,dgm_catown__64a0c9536d8052c6a1a6b16f5142742a
alert camarillo,Camarillo,AAEntity,Camarillo,,dgm_catown,828320727a52ce4f618e332591402878,dgm_catown__828320727a52ce4f618e332591402878
alert campbell,Campbell,Person,Campbell,,dgm_catown,046cb7a4cb27f5ba5d560c18e5233fdc,dgm_catown__046cb7a4cb27f5ba5d560c18e5233fdc
alert canyon lake,Canyon Lake,CompanyKeyword,Canyon Lake,,dgm_catown,8f34f7fe92a352c18a5f182af84ac75e,dgm_catown__8f34f7fe92a352c18a5f182af84ac75e
alert capitola,Capitola,ForeignMinistry,Capitola,,dgm_catown,87d1792d573957f00a90e36958738c10,dgm_catown__87d1792d573957f00a90e36958738c10
alert carlsbad,Carlsbad,Wells,Carlsbad,,dgm_catown,9f784f83f8f776f22d7123740fe955be,dgm_catown__9f784f83f8f776f22d7123740fe955be
alert carmelalert byalert thealert sea,CarmelalertbyalertthealertSea,Person,CarmelalertbyalertthealertSea,,dgm_catown,74606aeba580a4d03f44e1fe3c92e6bc,dgm_catown__74606aeba580a4d03f44e1fe3c92e6bc
alert carpinteria,Carpinteria,Exec,Carpinteria,,dgm_catown,b1358b83e586f5150c5cc7b3e6d3f961,dgm_catown__b1358b83e586f5150c5cc7b3e6d3f961
alert carson,Carson,Shipping,Carson,,dgm_catown,c72064ec07f748d0db817614e87a33a8,dgm_catown__c72064ec07f748d0db817614e87a33a8
alert cathedral city,Cathedral City,space,Cathedral City,,dgm_catown,5cc9f547a2620570ebf1e12dc962fd6b,dgm_catown__5cc9f547a2620570ebf1e12dc962fd6b
alert ceres,Ceres,Diplomat,Ceres,,dgm_catown,e39d9ffcf08b637ebf7ace59509ef5d3,dgm_catown__e39d9ffcf08b637ebf7ace59509ef5d3
alert cerritos,Cerritos,Legislator,Cerritos,,dgm_catown,df42e9c003e844bf732a059c77dfd870,dgm_catown__df42e9c003e844bf732a059c77dfd870
alert chico,Chico,Person,Chico,,dgm_catown,d88fb5f25214c52c63da92b462bd6243,dgm_catown__d88fb5f25214c52c63da92b462bd6243
alert chino,Chino,Legislator,Chino,,dgm_catown,33c98fed061261dd324ffd388204927b,dgm_catown__33c98fed061261dd324ffd388204927b
alert chino hills,Chino Hills,ForeignMinistry,Chino Hills,,dgm_catown,32535f6e02754944d0ccbe1aceb891af,dgm_catown__32535f6e02754944d0ccbe1aceb891af
alert chowchilla,Chowchilla,Diplomat,Chowchilla,,dgm_catown,c30aaa07ae5be67793aa027414014ed9,dgm_catown__c30aaa07ae5be67793aa027414014ed9
alert chula vista,Chula Vista,DiplomaticFacilities,Chula Vista,,dgm_catown,5d732b773764684770d48b9249c90905,dgm_catown__5d732b773764684770d48b9249c90905
alert citrus heights,Citrus Heights,Keyphrase,Citrus Heights,,dgm_catown,1fc2d6e45d741827668256308e414be5,dgm_catown__1fc2d6e45d741827668256308e414be5
alert claremont,Claremont,IndustryTerm,Claremont,,dgm_catown,38bbd03b9bbaf7eb55a00a6d8eb480c7,dgm_catown__38bbd03b9bbaf7eb55a00a6d8eb480c7
alert clayton,Clayton,Legislator,Clayton,,dgm_catown,a46f684739e134e179d69df1083657a2,dgm_catown__a46f684739e134e179d69df1083657a2
alert clearlake,Clearlake,Shipping,Clearlake,,dgm_catown,8520fa3add64f1c7371f680daf9d0d7a,dgm_catown__8520fa3add64f1c7371f680daf9d0d7a
alert cloverdale,Cloverdale,Wells,Cloverdale,,dgm_catown,006da7d28580f68fe9d3d16f2a65f860,dgm_catown__006da7d28580f68fe9d3d16f2a65f860
alert clovis,Clovis,News,Clovis,,dgm_catown,28e1ecbc8292ac29ad718991fa79392f,dgm_catown__28e1ecbc8292ac29ad718991fa79392f
alert coachella,Coachella,CompanyKeyword,Coachella,,dgm_catown,14b20da3a6966cae5af8b4a566aac234,dgm_catown__14b20da3a6966cae5af8b4a566aac234
alert coalinga,Coalinga,Organization,Coalinga,,dgm_catown,fd571b531614fccaa67ae03dab2b78f9,dgm_catown__fd571b531614fccaa67ae03dab2b78f9
alert colfax,Colfax,ForeignMinistry,Colfax,,dgm_catown,70312d075f9c61e0f6326b3d07158eae,dgm_catown__70312d075f9c61e0f6326b3d07158eae
alert colma,Colma,Legislator,Colma,,dgm_catown,b837e931e226ac201aeb2b98412b9d9b,dgm_catown__b837e931e226ac201aeb2b98412b9d9b
alert colton,Colton,LegislativeCommittee,Colton,,dgm_catown,2a9d6e7f288ab8b4d8245b55ce52831c,dgm_catown__2a9d6e7f288ab8b4d8245b55ce52831c
alert colusa,Colusa,Organization,Colusa,,dgm_catown,3b9b29949ed721faf3fe8772db3e45d7,dgm_catown__3b9b29949ed721faf3fe8772db3e45d7
alert commerce,Commerce,DiplomaticFacilities,Commerce,,dgm_catown,b9738d67b89dfc782746d4a9cf4a1093,dgm_catown__b9738d67b89dfc782746d4a9cf4a1093
alert compton,Compton,IndustryTerm,Compton,,dgm_catown,b0dc88654cd6203e0f231a91abd0957a,dgm_catown__b0dc88654cd6203e0f231a91abd0957a
alert concord,Concord,Diplomat,Concord,,dgm_catown,7c6a8e5769c20331e6a1b93a44021dbc,dgm_catown__7c6a8e5769c20331e6a1b93a44021dbc
alert corcoran,Corcoran,Organization,Corcoran,,dgm_catown,4771739939a6f992f4b0f961bc2b56f4,dgm_catown__4771739939a6f992f4b0f961bc2b56f4
alert corning,Corning,Legislator,Corning,,dgm_catown,01cce4b69f1f154e9b4eacf510ca72b6,dgm_catown__01cce4b69f1f154e9b4eacf510ca72b6
alert corona,Corona,DiplomaticFacilities,Corona,,dgm_catown,5102b6478a52b43ec33b46e031e63c8f,dgm_catown__5102b6478a52b43ec33b46e031e63c8f
alert coronado,Coronado,Refinery,Coronado,,dgm_catown,995a9da5a08e410d2299e19c55c0deee,dgm_catown__995a9da5a08e410d2299e19c55c0deee
alert corte madera,Corte Madera,Consulates,Corte Madera,,dgm_catown,59b161902d2023dec6b704de1b9d0bc4,dgm_catown__59b161902d2023dec6b704de1b9d0bc4
alert costa mesa,Costa Mesa,Legislator,Costa Mesa,,dgm_catown,6e7ffd0bf39b4543e4d75586f1c7a10b,dgm_catown__6e7ffd0bf39b4543e4d75586f1c7a10b
alert cotati,Cotati,ForeignMinister,Cotati,,dgm_catown,ef92a3f1856c1d5edf9eb728c3d029db,dgm_catown__ef92a3f1856c1d5edf9eb728c3d029db
alert covina,Covina,ForeignMinistry,Covina,,dgm_catown,412cfeca120ef1a89b35946c4de52fa2,dgm_catown__412cfeca120ef1a89b35946c4de52fa2
alert crescent city,Crescent City,Consulates,Crescent City,,dgm_catown,6161d28e0e942a9a9e5514405964560f,dgm_catown__6161d28e0e942a9a9e5514405964560f
alert cudahy,Cudahy,News,Cudahy,,dgm_catown,2113318d313b4b73ca4315df6125a73c,dgm_catown__2113318d313b4b73ca4315df6125a73c
alert culver city,Culver City,DiplomaticFacilities,Culver City,,dgm_catown,804e57c7cedc9f303fdd8791fd9bef3b,dgm_catown__804e57c7cedc9f303fdd8791fd9bef3b
alert cupertino,Cupertino,Consulates,Cupertino,,dgm_catown,e7231091f1cc74d317aad8e2346619be,dgm_catown__e7231091f1cc74d317aad8e2346619be
alert cypress,Cypress,ForeignMinister,Cypress,,dgm_catown,598dc6cac8e88fcb24b8947ff0c8566e,dgm_catown__598dc6cac8e88fcb24b8947ff0c8566e
alert daly city,Daly City,IndustryTerm,Daly City,,dgm_catown,c1ceb36f727b552f77f5180c10aa8ab5,dgm_catown__c1ceb36f727b552f77f5180c10aa8ab5
alert dana point,Dana Point,AAEntity,Dana Point,,dgm_catown,3d7c8a75fd412c552ce5abb60bb3a1a8,dgm_catown__3d7c8a75fd412c552ce5abb60bb3a1a8
alert danville,Danville,FTO,Danville,,dgm_catown,35f3f38149f0353c119b756bae7b9e0d,dgm_catown__35f3f38149f0353c119b756bae7b9e0d
alert davis,Davis,Refinery,Davis,,dgm_catown,8f2d58e32d065296e0ddcff5f6509a9f,dgm_catown__8f2d58e32d065296e0ddcff5f6509a9f
alert del mar,Del Mar,ForeignMinistry,Del Mar,,dgm_catown,99a7c7ea3dcdede3f50e63a39420df94,dgm_catown__99a7c7ea3dcdede3f50e63a39420df94
alert del rey oaks,Del Rey Oaks,Exec,Del Rey Oaks,,dgm_catown,743ea3d1cae1f3ba64d7dddaff01306c,dgm_catown__743ea3d1cae1f3ba64d7dddaff01306c
alert delano,Delano,AAEntity,Delano,,dgm_catown,c429e66ad3497479f093862495056307,dgm_catown__c429e66ad3497479f093862495056307
alert desert hot springs,Desert Hot Springs,Organization,Desert Hot Springs,,dgm_catown,2f6336582db0cf638a7d9758daddefbb,dgm_catown__2f6336582db0cf638a7d9758daddefbb
alert diamond bar,Diamond Bar,AAEntity,Diamond Bar,,dgm_catown,62550941acaeaecbc0b897f64e24ab28,dgm_catown__62550941acaeaecbc0b897f64e24ab28
alert dinuba,Dinuba,ForeignMinistry,Dinuba,,dgm_catown,0e4c72701621da6f775c7f458c0a693a,dgm_catown__0e4c72701621da6f775c7f458c0a693a
alert dixon,Dixon,FTO,Dixon,,dgm_catown,92c0d04faca572533efaf20c0f6a6d90,dgm_catown__92c0d04faca572533efaf20c0f6a6d90
alert dorris,Dorris,Legislator,Dorris,,dgm_catown,93a479d69eaef06c1a9cd04efcb1a4cc,dgm_catown__93a479d69eaef06c1a9cd04efcb1a4cc
alert dos palos,Dos Palos,LegislativeCommittee,Dos Palos,,dgm_catown,df7498ca9a1a818e3c99df33fdb174c0,dgm_catown__df7498ca9a1a818e3c99df33fdb174c0
alert downey,Downey,ForeignMinister,Downey,,dgm_catown,c5ac9d41d784fc613223a9079e0626d7,dgm_catown__c5ac9d41d784fc613223a9079e0626d7
alert duarte,Duarte,DiplomaticFacilities,Duarte,,dgm_catown,b2d20d2fe330235bc869b070b1dce7de,dgm_catown__b2d20d2fe330235bc869b070b1dce7de
alert dublin,Dublin,Diplomat,Dublin,,dgm_catown,50fefb5efb085fd11b1a4fd2b6dda0aa,dgm_catown__50fefb5efb085fd11b1a4fd2b6dda0aa
alert dunsmuir,Dunsmuir,Refinery,Dunsmuir,,dgm_catown,ef7455ec0a98fa1613a94c1e15703052,dgm_catown__ef7455ec0a98fa1613a94c1e15703052
alert east palo alto,East Palo Alto,Consulates,East Palo Alto,,dgm_catown,20b28893391c9d585ba4e4d7603f81a7,dgm_catown__20b28893391c9d585ba4e4d7603f81a7
alert eastvale,Eastvale,Media,Eastvale,,dgm_catown,75a3c24a36bcc6c34096cb8946721eff,dgm_catown__75a3c24a36bcc6c34096cb8946721eff
alert el cajon,El Cajon,Consulates,El Cajon,,dgm_catown,25ba39bb5835af53e2403d757e055f37,dgm_catown__25ba39bb5835af53e2403d757e055f37
alert el centro,El Centro,ForeignMinistry,El Centro,,dgm_catown,caef72cff5022f2ee17396550382c774,dgm_catown__caef72cff5022f2ee17396550382c774
alert el cerrito,El Cerrito,News,El Cerrito,,dgm_catown,a1c00672f677407045fe0410b603d33b,dgm_catown__a1c00672f677407045fe0410b603d33b
alert el monte,El Monte,Legislator,El Monte,,dgm_catown,90fc0f1750eb2da798b855b6197fca6d,dgm_catown__90fc0f1750eb2da798b855b6197fca6d
alert el segundo,El Segundo,Organization,El Segundo,,dgm_catown,864e7017eac81151b04a76fde031b6a1,dgm_catown__864e7017eac81151b04a76fde031b6a1
alert elk grove,Elk Grove,IndustryTerm,Elk Grove,,dgm_catown,35abba21b59055c66a0b9c85b6260c22,dgm_catown__35abba21b59055c66a0b9c85b6260c22
alert emeryville,Emeryville,Exec,Emeryville,,dgm_catown,ee2d4642f750cfffbfce1f9a5392e9fa,dgm_catown__ee2d4642f750cfffbfce1f9a5392e9fa
alert encinitas,Encinitas,Diplomat,Encinitas,,dgm_catown,f7fcc0df1723093ed31bafbc0af885e2,dgm_catown__f7fcc0df1723093ed31bafbc0af885e2
alert escalon,Escalon,Person,Escalon,,dgm_catown,5206ee8a1664bf64a3dacc95901a6a1f,dgm_catown__5206ee8a1664bf64a3dacc95901a6a1f
alert escondido,Escondido,News,Escondido,,dgm_catown,a3164c6841fcecb69a07fb5a7bd28f07,dgm_catown__a3164c6841fcecb69a07fb5a7bd28f07
alert etna,Etna,DiplomaticFacilities,Etna,,dgm_catown,5ee0efe27071f94cee872c520c656b82,dgm_catown__5ee0efe27071f94cee872c520c656b82
alert eureka,Eureka,DiplomaticFacilities,Eureka,,dgm_catown,3a8eafabab929e2d3559238d7d67e25f,dgm_catown__3a8eafabab929e2d3559238d7d67e25f
alert exeter,Exeter,CompanyKeyword,Exeter,,dgm_catown,9c3602a7ac862a2a70cfb3eeb74d25d8,dgm_catown__9c3602a7ac862a2a70cfb3eeb74d25d8
alert fairfax,Fairfax,FTO,Fairfax,,dgm_catown,001b7c782d342a0c49f244455921fc3f,dgm_catown__001b7c782d342a0c49f244455921fc3f
alert fairfield,Fairfield,Consulates,Fairfield,,dgm_catown,d314d88a4f9e4606cdf3c923a254170d,dgm_catown__d314d88a4f9e4606cdf3c923a254170d
alert farmersville,Farmersville,IndustryTerm,Farmersville,,dgm_catown,0527ca87e610b440be630fe3353c4e34,dgm_catown__0527ca87e610b440be630fe3353c4e34
alert ferndale,Ferndale,ForeignMinistry,Ferndale,,dgm_catown,05449cfd9df6811b762e862f614d2abb,dgm_catown__05449cfd9df6811b762e862f614d2abb
alert fillmore,Fillmore,Diplomat,Fillmore,,dgm_catown,7c2d0a6103b3f7b8536d56a0f549a277,dgm_catown__7c2d0a6103b3f7b8536d56a0f549a277
alert firebaugh,Firebaugh,Wells,Firebaugh,,dgm_catown,2b1fb13afaeb3fb58d3ae733557bd91b,dgm_catown__2b1fb13afaeb3fb58d3ae733557bd91b
alert folsom,Folsom,News,Folsom,,dgm_catown,a27977d381d06cb2e8e83157e6805ff2,dgm_catown__a27977d381d06cb2e8e83157e6805ff2
alert fontana,Fontana,Organization,Fontana,,dgm_catown,f21e076debceae07feb389ecab418b78,dgm_catown__f21e076debceae07feb389ecab418b78
alert fort bragg,Fort Bragg,AAEntity,Fort Bragg,,dgm_catown,4d1b1e830edf2b88a7d19e3a442a454d,dgm_catown__4d1b1e830edf2b88a7d19e3a442a454d
alert fort jones,Fort Jones,News,Fort Jones,,dgm_catown,c16972b65016470eda869e7dc59cd116,dgm_catown__c16972b65016470eda869e7dc59cd116
alert fortuna,Fortuna,IndustryTerm,Fortuna,,dgm_catown,95e6d094ef850dd6a323880a0d8e8dd5,dgm_catown__95e6d094ef850dd6a323880a0d8e8dd5
alert foster city,Foster City,DiplomaticFacilities,Foster City,,dgm_catown,33e80f58251e1cbad6a5fe904bfbdd31,dgm_catown__33e80f58251e1cbad6a5fe904bfbdd31
alert fountain valley,Fountain Valley,ForeignMinistry,Fountain Valley,,dgm_catown,56a0f1298cfa465dafaa8dead1157b69,dgm_catown__56a0f1298cfa465dafaa8dead1157b69
alert fowler,Fowler,AAEntity,Fowler,,dgm_catown,8a5d1c87313463f308338229eaa8d343,dgm_catown__8a5d1c87313463f308338229eaa8d343
alert fremont,Fremont,FTO,Fremont,,dgm_catown,4ef646c423b5073e550046009cd3f8e2,dgm_catown__4ef646c423b5073e550046009cd3f8e2
alert fresno,Fresno,Legislator,Fresno,,dgm_catown,d0c5cbd40b7edef0050c725ee42c999b,dgm_catown__d0c5cbd40b7edef0050c725ee42c999b
alert fullerton,Fullerton,DiplomaticFacilities,Fullerton,,dgm_catown,9be4beeae7f122943e0d76cdea6dd589,dgm_catown__9be4beeae7f122943e0d76cdea6dd589
alert galt,Galt,Organization,Galt,,dgm_catown,c8d72141eda721281a62aa8227c7e601,dgm_catown__c8d72141eda721281a62aa8227c7e601
alert garden grove,Garden Grove,CompanyKeyword,Garden Grove,,dgm_catown,bc29bd3812aefc3aaa337663e90857ad,dgm_catown__bc29bd3812aefc3aaa337663e90857ad
alert gardena,Gardena,DiplomaticFacilities,Gardena,,dgm_catown,45f5c1e0c7ef74a7bd9bd5cf6821c7bc,dgm_catown__45f5c1e0c7ef74a7bd9bd5cf6821c7bc
alert gilroy,Gilroy,Organization,Gilroy,,dgm_catown,555f5e57940e676e7a48c65fc9b38e0d,dgm_catown__555f5e57940e676e7a48c65fc9b38e0d
alert glendale,Glendale,Shipping,Glendale,,dgm_catown,5be25cca243da48f6ea1abd955fbea40,dgm_catown__5be25cca243da48f6ea1abd955fbea40
alert glendora,Glendora,ForeignMinistry,Glendora,,dgm_catown,1f304d41df9d8f72ab21b43664d4128b,dgm_catown__1f304d41df9d8f72ab21b43664d4128b
alert goleta,Goleta,Shipping,Goleta,,dgm_catown,6361cecb22ce89f05a1b6120eadf3e3e,dgm_catown__6361cecb22ce89f05a1b6120eadf3e3e
alert gonzales,Gonzales,Shipping,Gonzales,,dgm_catown,536e125fd44fbd1369fc4db42080203c,dgm_catown__536e125fd44fbd1369fc4db42080203c
alert grand terrace,Grand Terrace,DiplomaticFacilities,Grand Terrace,,dgm_catown,dfef815a4e6cee57e006ac317bc10cd7,dgm_catown__dfef815a4e6cee57e006ac317bc10cd7
alert grass valley,Grass Valley,News,Grass Valley,,dgm_catown,37b791c27e88857d26041b095c4e8243,dgm_catown__37b791c27e88857d26041b095c4e8243
alert greenfield,Greenfield,Organization,Greenfield,,dgm_catown,f3e13d08e3c3c2f8c32ac0388dec2db9,dgm_catown__f3e13d08e3c3c2f8c32ac0388dec2db9
alert gridley,Gridley,Consulates,Gridley,,dgm_catown,b26f065a786722e31810a7b61390a6aa,dgm_catown__b26f065a786722e31810a7b61390a6aa
alert grover beach,Grover Beach,IndustryTerm,Grover Beach,,dgm_catown,622168b8f303fec499c77d7bedb03d23,dgm_catown__622168b8f303fec499c77d7bedb03d23
alert guadalupe,Guadalupe,ForeignMinister,Guadalupe,,dgm_catown,4e582d8d56dca11536d8ff1274ba7d5e,dgm_catown__4e582d8d56dca11536d8ff1274ba7d5e
alert gustine,Gustine,Organization,Gustine,,dgm_catown,73649c1359e412c955c78496cd8a553c,dgm_catown__73649c1359e412c955c78496cd8a553c
