handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
hessenschau,Hessenschau,IndustryTerm,Hessenschau,,basementions_mentionerfor,49cc47a1f3de474e5758602d1838b394,basementions_mentionerfor__49cc47a1f3de474e5758602d1838b394
br24,BR24,ForeignMinister,BR24,,basementions_mentionerfor,616cc90bda6a0844725328f5bcd7e7d9,basementions_mentionerfor__616cc90bda6a0844725328f5bcd7e7d9
hunsruecknews,Hunsruck News,DiplomaticFacilities,Hunsruck News,,basementions_mentionerfor,3a2c1868f5fab0903aa850bbbb79fc57,basementions_mentionerfor__3a2c1868f5fab0903aa850bbbb79fc57
mzwebde,mz-web,AAEntity,mz-web,,basementions_mentionerfor,6faec2518f99dee5b077e02e36137c20,basementions_mentionerfor__6faec2518f99dee5b077e02e36137c20
merkur_de,Merkur,Refinery,Merkur,,basementions_mentionerfor,2c5545b326c663b9815bbead3690ab22,basementions_mentionerfor__2c5545b326c663b9815bbead3690ab22
donau3fm,Donau 3 FM,ForeignMinistry,Donau 3 FM,,basementions_mentionerfor,318c1af92c99410886bbbc210fb2f862,basementions_mentionerfor__318c1af92c99410886bbbc210fb2f862
schwaebische,Schwabische Zeitung,Keyphrase,Schwabische Zeitung,,basementions_mentionerfor,b47c98c8aa01ed55523e107768c7c369,basementions_mentionerfor__b47c98c8aa01ed55523e107768c7c369
donaukurier,donaukurier,CompanyKeyword,donaukurier,,basementions_mentionerfor,9c77a26a07b62279a57d80eaa32878ea,basementions_mentionerfor__9c77a26a07b62279a57d80eaa32878ea
rponline,Rheinische Post,Diplomat,Rheinische Post,,basementions_mentionerfor,a7d849c1cf19b157f9907a13add68ca4,basementions_mentionerfor__a7d849c1cf19b157f9907a13add68ca4
shz_de,SHZ,Person,SHZ,,basementions_mentionerfor,09e5404248516a0e9e43543fe93b5013,basementions_mentionerfor__09e5404248516a0e9e43543fe93b5013
szlz1,SZ/LZ,Media,SZ/LZ,,basementions_mentionerfor,c23e7f701fe17905adfb8e1dfb1a5b9b,basementions_mentionerfor__c23e7f701fe17905adfb8e1dfb1a5b9b
celler_presse,Celler Presse,Person,Celler Presse,,basementions_mentionerfor,c2ee99b51f73f9e5a89497864c849612,basementions_mentionerfor__c2ee99b51f73f9e5a89497864c849612
rthinfo,RTH Info,IndustryTerm,RTH Info,,basementions_mentionerfor,9563db9994fdb157ac242998a441b4fe,basementions_mentionerfor__9563db9994fdb157ac242998a441b4fe
kn_online,Kieler Nachrichten,IndustryTerm,Kieler Nachrichten,,basementions_mentionerfor,aa62a2b8f752b2ac0a36144d3ee74b01,basementions_mentionerfor__aa62a2b8f752b2ac0a36144d3ee74b01
ntvde,ntv Nachrichten,ForeignMinister,ntv Nachrichten,,basementions_mentionerfor,e319cac40ba550956e67f06c805ee69a,basementions_mentionerfor__e319cac40ba550956e67f06c805ee69a
haz,HAZ,IndustryTerm,HAZ,,basementions_mentionerfor,953b2dfe3056be157806fba121f7093f,basementions_mentionerfor__953b2dfe3056be157806fba121f7093f
zeitonline,Zeit Online,Media,Zeit Online,,basementions_mentionerfor,e77da0bbd25ab3e21f8a80fdc25e7019,basementions_mentionerfor__e77da0bbd25ab3e21f8a80fdc25e7019
rheinpfalz,Die Rheinpfalz,IndustryTerm,Die Rheinpfalz,,basementions_mentionerfor,4162fd6db77c33a7e6337b48a39a2bcc,basementions_mentionerfor__4162fd6db77c33a7e6337b48a39a2bcc
dlf,Deutschlandfunk,Shipping,Deutschlandfunk,,basementions_mentionerfor,9378f4ee9e89743a9ae3249ae0012ace,basementions_mentionerfor__9378f4ee9e89743a9ae3249ae0012ace
onetz_de,Onetz,Refinery,Onetz,,basementions_mentionerfor,35041bf532011537b1b211b98924193f,basementions_mentionerfor__35041bf532011537b1b211b98924193f
wknachrichten,Wiesbadener Kurier,space,Wiesbadener Kurier,,basementions_mentionerfor,cc3d43d6a43e54f28b67ee8a7a07e8e8,basementions_mentionerfor__cc3d43d6a43e54f28b67ee8a7a07e8e8
aerobuzzde,Aerobuzz,LegislativeCommittee,Aerobuzz,,basementions_mentionerfor,d5e31055da660349f8ab89ffda0efae6,basementions_mentionerfor__d5e31055da660349f8ab89ffda0efae6
lkz_leonberg,LKZ Leonberg,ForeignMinistry,LKZ Leonberg,,basementions_mentionerfor,d8f63e8ff6d0c113fe6a09427e450ee6,basementions_mentionerfor__d8f63e8ff6d0c113fe6a09427e450ee6
nnnonline,NNN,ForeignMinister,NNN,,basementions_mentionerfor,4b6d3609c219ad7d7802c0b66d75a085,basementions_mentionerfor__4b6d3609c219ad7d7802c0b66d75a085
analisidifesa,Analisidifesa,Shipping,Analisidifesa,,basementions_mentionerfor,b1f6905ec97cffe4ba1d1dbf61d779ad,basementions_mentionerfor__b1f6905ec97cffe4ba1d1dbf61d779ad
askanews_ita,askanews,AAEntity,askanews,,basementions_mentionerfor,8ed19cf445e955f3fb3095e4abddccac,basementions_mentionerfor__8ed19cf445e955f3fb3095e4abddccac
castedduonline,castedduonline,Exec,castedduonline,,basementions_mentionerfor,c4dbd2d7021215ab051d7b481794a44b,basementions_mentionerfor__c4dbd2d7021215ab051d7b481794a44b
casertanews,Caserta News,Diplomat,Caserta News,,basementions_mentionerfor,37cc2972c8b559f970ddeac5ed85d5b0,basementions_mentionerfor__37cc2972c8b559f970ddeac5ed85d5b0
milano_today,Milano Today,Legislator,Milano Today,,basementions_mentionerfor,bd450166ca3be579dfdcd808ead9965f,basementions_mentionerfor__bd450166ca3be579dfdcd808ead9965f
giornalelora,GiornaleLORA,Media,GiornaleLORA,,basementions_mentionerfor,995fa307477ed35acffc0dcb790bf915,basementions_mentionerfor__995fa307477ed35acffc0dcb790bf915
baritoday,Bari Today,News,Bari Today,,basementions_mentionerfor,3811c482bfb630fe8c13b6d7abb51dd0,basementions_mentionerfor__3811c482bfb630fe8c13b6d7abb51dd0
ilmessaggeroit,Il Messaggero,Refinery,Il Messaggero,,basementions_mentionerfor,a3dd9fef4e07105abbd4817d60bd897a,basementions_mentionerfor__a3dd9fef4e07105abbd4817d60bd897a
lecceprima,LeccePrima,Consulates,LeccePrima,,basementions_mentionerfor,c8c1a559c51a8824417d6cd0292b850f,basementions_mentionerfor__c8c1a559c51a8824417d6cd0292b850f
reportdifesa,Report Difesa,space,Report Difesa,,basementions_mentionerfor,adf236e877c78689145632271bc9e3b8,basementions_mentionerfor__adf236e877c78689145632271bc9e3b8
trevisotoday,Trevisotoday,ForeignMinistry,Trevisotoday,,basementions_mentionerfor,345940cd54dd3f736710ebcd08aaed81,basementions_mentionerfor__345940cd54dd3f736710ebcd08aaed81
unionesarda,L'Unione Sarda,Refinery,L'Unione Sarda,,basementions_mentionerfor,daff65fa288ac17ea8f49e2be889eaf3,basementions_mentionerfor__daff65fa288ac17ea8f49e2be889eaf3
tgrraifvg,Tgr Rai FVG,IndustryTerm,Tgr Rai FVG,,basementions_mentionerfor,4179914619d71570b43816d52bf27c8f,basementions_mentionerfor__4179914619d71570b43816d52bf27c8f
gds_it,GDS,DiplomaticFacilities,GDS,,basementions_mentionerfor,495ebb08d96fd1ef02a05992b75a58e0,basementions_mentionerfor__495ebb08d96fd1ef02a05992b75a58e0
lagazzettasr,LaGazzettaSiracusana,Organization,LaGazzettaSiracusana,,basementions_mentionerfor,96032b16fb0fbd71b6d8693e63c57fcd,basementions_mentionerfor__96032b16fb0fbd71b6d8693e63c57fcd
firenzepost,Firenze Post,Diplomat,Firenze Post,,basementions_mentionerfor,b16fc6ebcaae2ab3aa6536a8bd1e54d2,basementions_mentionerfor__b16fc6ebcaae2ab3aa6536a8bd1e54d2
triesteprima,TRIESTEPRIMA,space,TRIESTEPRIMA,,basementions_mentionerfor,17bfa344db0fd89507becd68eef14717,basementions_mentionerfor__17bfa344db0fd89507becd68eef14717
3bmeteo,3B Meteo,Exec,3B Meteo,,basementions_mentionerfor,1f145f084a34b70143bb51d8df38fb63,basementions_mentionerfor__1f145f084a34b70143bb51d8df38fb63
cdsnews,Citta della Spezia,Consulates,Citta della Spezia,,basementions_mentionerfor,4ccfdc4e67611ba8bf2810033d282e3a,basementions_mentionerfor__4ccfdc4e67611ba8bf2810033d282e3a
napolitoday,Napoli Today,Shipping,Napoli Today,,basementions_mentionerfor,eb951b4c5b874760d4c755e90b3b9c22,basementions_mentionerfor__eb951b4c5b874760d4c755e90b3b9c22
gazzettino,Gazzettino,ForeignMinister,Gazzettino,,basementions_mentionerfor,3d9c4a0dffcbefe2b0104d6f5f922650,basementions_mentionerfor__3d9c4a0dffcbefe2b0104d6f5f922650
ilsecoloxix,Il Secolo XIX,Consulates,Il Secolo XIX,,basementions_mentionerfor,36da855ead27d3a7b1dfb16493c072df,basementions_mentionerfor__36da855ead27d3a7b1dfb16493c072df
nhk_hokkaido,NHK Hokkaido,Legislator,NHK Hokkaido,,basementions_mentionerfor,295fe7e0f406d148bd6dc8d437a73255,basementions_mentionerfor__295fe7e0f406d148bd6dc8d437a73255
miyanizhi,Miyazaki Nichinichi News,LegislativeCommittee,Miyazaki Nichinichi News,,basementions_mentionerfor,15983d76725f3600cb1d2711d926ccd6,basementions_mentionerfor__15983d76725f3600cb1d2711d926ccd6
tokyo_chiba2015,Tokyo Shimbun Chiba Branch,Consulates,Tokyo Shimbun Chiba Branch,,basementions_mentionerfor,76a420bf9234ccedeb1411861fb398ea,basementions_mentionerfor__76a420bf9234ccedeb1411861fb398ea
theokinawatimes,The Okinawa Times,Exec,The Okinawa Times,,basementions_mentionerfor,1d8d17c370ccb4ed2b08d1f250b753cd,basementions_mentionerfor__1d8d17c370ccb4ed2b08d1f250b753cd
kyoto_np,Kyoto Shimbun,Legislator,Kyoto Shimbun,,basementions_mentionerfor,6280b4896bf527b0d6dfec8c68a1eeba,basementions_mentionerfor__6280b4896bf527b0d6dfec8c68a1eeba
niigata_nippo,Niigata Nippo More,Consulates,Niigata Nippo More,,basementions_mentionerfor,1b466bfe31846a2fb71616b18d90ab24,basementions_mentionerfor__1b466bfe31846a2fb71616b18d90ab24
nagasaki_np,Nagasaki Shimbun,Organization,Nagasaki Shimbun,,basementions_mentionerfor,4a9000dd46a96bf050cbf93da1c3c109,basementions_mentionerfor__4a9000dd46a96bf050cbf93da1c3c109
rnz_news,Radio New Zealand News,News,Radio New Zealand News,,basementions_mentionerfor,99ca4110d4e3250071dfaa018e047d52,basementions_mentionerfor__99ca4110d4e3250071dfaa018e047d52
yonhapnews,Yonhap,Wells,Yonhap,,basementions_mentionerfor,a0cc413946396a2c8a4a24774be74299,basementions_mentionerfor__a0cc413946396a2c8a4a24774be74299
newstv21,TV-21,space,TV-21,,basementions_mentionerfor,0c6792a183e5cc02ccff4bd4a2aad017,basementions_mentionerfor__0c6792a183e5cc02ccff4bd4a2aad017
newsyktru,News Ykt,Legislator,News Ykt,,basementions_mentionerfor,a6184664f76fcb549448e2521be3d003,basementions_mentionerfor__a6184664f76fcb549448e2521be3d003
in_schelkovo,Vremya Newspaper,Organization,Vremya Newspaper,,basementions_mentionerfor,54d5bc4fe06a079e478df82951a9f85d,basementions_mentionerfor__54d5bc4fe06a079e478df82951a9f85d
7info,7 News,Refinery,7 News,,basementions_mentionerfor,3a0b831e8a9c40468a9f2b90a4ae9c58,basementions_mentionerfor__3a0b831e8a9c40468a9f2b90a4ae9c58
newstula,Tula News,Consulates,Tula News,,basementions_mentionerfor,463ce7945bf48460d7bbf01d3fe31af5,basementions_mentionerfor__463ce7945bf48460d7bbf01d3fe31af5
ura_ru,Ura,News,Ura,,basementions_mentionerfor,ef0d1ffc8ad1fe9f122d20b22977d452,basementions_mentionerfor__ef0d1ffc8ad1fe9f122d20b22977d452
