org,caption_name,guid,hq_address,hq_lat,hq_lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
coinbase,Coinbase,bf375122f49fbec2e49ed133eb6d2119,"Coinbase Inc HQ, San Francisco, CA, USA",37.7918198,-122.3989854,space,Coinbase,,IOC_org_copy,28d13ddddf18afba2c3727253ba0d42f,IOC_org_copy__28d13ddddf18afba2c3727253ba0d42f
semrush,Semrush,,"800 Boylston Street Suite 2475 Boston, MA, USA",42.3483326,-71.082475,Media,Semrush,,IOC_org_copy,c835ab611a8e5f3da3afc600bf0374b6,IOC_org_copy__c835ab611a8e5f3da3afc600bf0374b6
grab,Grab,,"One-North, Queenstown, Singapore",1.2998113,103.7875947,Refinery,Grab,,IOC_org_copy,b635ceb01a10e96cdbefa95d72b25750,IOC_org_copy__b635ceb01a10e96cdbefa95d72b25750
hackerone,HackerOne,,"Hackerone Inc San Francisco, CA ,USA",51.5015912,-0.1049429,space,HackerOne,,IOC_org_copy,cb869738ad7fd931d3bd5f3be5820164,IOC_org_copy__cb869738ad7fd931d3bd5f3be5820164
informatica,Informatica,24497412b79cb0e1c8b8bf88d270403e,"2100 Seaport Blvd Redwood City, CA, USA",37.5113017,-122.2048009,Keyphrase,Informatica,,IOC_org_copy,54e7077835580c59b40e6aa12a82c488,IOC_org_copy__54e7077835580c59b40e6aa12a82c488
new relic,New Relic,b8b746a685948cf4c212b34bf0ab4aa4,"188 Spear Street Suite 1200 San Francisco, CA, USA",37.7913249,-122.3929712,CompanyKeyword,New Relic,,IOC_org_copy,d97e272448930c8544770faae630a75a,IOC_org_copy__d97e272448930c8544770faae630a75a
logitech,Logitech,4061668f52ccbd8098ab829f04b0bd29,"7700 Gateway Blvd. Newark, CA, USA",37.5386096,-122.0614856,Media,Logitech,,IOC_org_copy,ff70d460a420205ceeea16f1c13e51b1,IOC_org_copy__ff70d460a420205ceeea16f1c13e51b1
open-xchange,Open-Xchange,,"303 South Broadway Tarrytown, NY, USA",41.0665117,-73.8638675,FTO,Open-Xchange,,IOC_org_copy,fc8175d60eaf252dd11c42ab548c367c,IOC_org_copy__fc8175d60eaf252dd11c42ab548c367c
govtech vdp,GovTech VDP,,"10 Pasir Panjang Road, Mapletree Business City, Singapore",1.2746972,103.7992612,Refinery,GovTech VDP,,IOC_org_copy,8af9c22b8ac891bd431b2244008abead,IOC_org_copy__8af9c22b8ac891bd431b2244008abead
hyatt hotels,Hyatt Hotels,97330640744feddc52f9fecbf39e3cd9,"Hyatt Hotels Corporation HQ, Chicago, IL, USA",41.8853694,-87.6385344,CompanyKeyword,Hyatt Hotels,,IOC_org_copy,43707f04d8d273a288a91a5c75745369,IOC_org_copy__43707f04d8d273a288a91a5c75745369
xiaomi,Xiaomi,f4899e878b8993c2a33de0095f72c78c,"Xaiomi HQ, Haidian District, Beijing, China",37.7756852,-122.4179707,Person,Xiaomi,,IOC_org_copy,516581a2ce920b9bc16a9c5004a023b8,IOC_org_copy__516581a2ce920b9bc16a9c5004a023b8
stripo inc,Stripo Inc,,"San Francisco, US",37.7756852,-122.4179707,Keyphrase,Stripo Inc,,IOC_org_copy,caa8ea2e2c97e679e23528ad2f7cd699,IOC_org_copy__caa8ea2e2c97e679e23528ad2f7cd699
snapchat,Snapchat,ab47aac81fe274e9f76b1a0e47e011e9,"Snap, Inc. HQ, Venice, CA, USA",34.0162966,-118.4534959,CompanyKeyword,Snapchat,,IOC_org_copy,228140c155f5524f8a17323331505414,IOC_org_copy__228140c155f5524f8a17323331505414
pornhub,Pornhub,,"San Francisco, US",37.7756852,-122.4179707,Shipping,Pornhub,,IOC_org_copy,df9840ca81b1e79cf3a0c78960ec1e5c,IOC_org_copy__df9840ca81b1e79cf3a0c78960ec1e5c
roblox,Roblox,,"San Francisco, US",37.7756852,-122.4179707,Refinery,Roblox,,IOC_org_copy,0eadcb5543bc5b9bb1db091e963b56de,IOC_org_copy__0eadcb5543bc5b9bb1db091e963b56de
ok.ru,ok.ru,,"Ok.ru, Moscow, Russia",55.755826,37.6172999,AAEntity,ok.ru,,IOC_org_copy,d7c190408bf6b9a4921796a3aa767c54,IOC_org_copy__d7c190408bf6b9a4921796a3aa767c54
udemy,Udemy,,"Udemy Hq, San Francisco, USA",37.7842574,-122.3959203,CompanyKeyword,Udemy,,IOC_org_copy,12812ea78dbc80e6065f794c752272e9,IOC_org_copy__12812ea78dbc80e6065f794c752272e9
acronis,Acronis,,"Acronis, Schaffhausen, Switzerland",47.6915809,8.6230921,LegislativeCommittee,Acronis,,IOC_org_copy,6eee2366ad6ff950848799c387bebfd5,IOC_org_copy__6eee2366ad6ff950848799c387bebfd5
yelp,Yelp,,"Yelp HQ, San Francisco, USA",37.7867018,-122.4001359,ForeignMinister,Yelp,,IOC_org_copy,f65fd2606e81c3b34afac2958980c017,IOC_org_copy__f65fd2606e81c3b34afac2958980c017
mapbox,Mapbox,,"Mapbox, San Francisco, USA",37.7912557,-122.3963987,Pipeline,Mapbox,,IOC_org_copy,8f4bbbe1c517b7913476f8a2ed96453e,IOC_org_copy__8f4bbbe1c517b7913476f8a2ed96453e
localtapiola,LocalTapiola,,"LocalTapiola, Helsinki, Finland",60.1698557,24.9383791,ForeignMinistry,LocalTapiola,,IOC_org_copy,07d344f97c14f678bb42dfc1aa7a2530,IOC_org_copy__07d344f97c14f678bb42dfc1aa7a2530
infogram,Infogram,,"Infogram, Riga, Latvia",56.9487201,24.1090062,ForeignMinister,Infogram,,IOC_org_copy,65cad414593fbc9c1fcd63a5e4cf509f,IOC_org_copy__65cad414593fbc9c1fcd63a5e4cf509f
8x8,8x8,7418cabd86e3fdc1dca440d3beba81e7,"8x8, Campbell, California, United States",37.2924754,-121.9367003,ForeignMinistry,8x8,,IOC_org_copy,681459b72327ba212b88ad1e8a9d5db9,IOC_org_copy__681459b72327ba212b88ad1e8a9d5db9
vanilla,Vanilla,,"San Francisco, US",37.7756852,-122.4179707,CompanyKeyword,Vanilla,,IOC_org_copy,7d3cf600bf044a1aaf9324807bd8d13e,IOC_org_copy__7d3cf600bf044a1aaf9324807bd8d13e
paddy power betfair,Paddy Power Betfair,0b6e2a5e0d17511d0acb9973755d1211,"Paddy Power, Dublin, Ireland",53.3120018,-6.2340207,space,Paddy Power Betfair,,IOC_org_copy,31e06a5ade76919785060a792e028d1b,IOC_org_copy__31e06a5ade76919785060a792e028d1b
maximum,Maximum,,"San Francisco, US",37.7756852,-122.4179707,space,Maximum,,IOC_org_copy,8321e79c278ec510f63675c040594892,IOC_org_copy__8321e79c278ec510f63675c040594892
nextcloud,Nextcloud,,"Nextcloud, Stuttgart, Germany",48.78711,9.15467,ForeignMinister,Nextcloud,,IOC_org_copy,d666a3dbc79e42eb871913a5c586fcf3,IOC_org_copy__d666a3dbc79e42eb871913a5c586fcf3
concrete5,concrete5,,"San Francisco, US",37.7756852,-122.4179707,LegislativeCommittee,concrete5,,IOC_org_copy,e86e1b0ddfb37d9edf17bb81f958da30,IOC_org_copy__e86e1b0ddfb37d9edf17bb81f958da30
owncloud,ownCloud,,"ownCloud, Lexington, MA, USA",42.453829,-71.2323857,Pipeline,ownCloud,,IOC_org_copy,34a2bb3666242f3a95946770a4dfaaa2,IOC_org_copy__34a2bb3666242f3a95946770a4dfaaa2
lark technologies,Lark Technologies,,"Lark Technologies, Mountain View, CA, USA",37.401217,-122.111234,DiplomaticFacilities,Lark Technologies,,IOC_org_copy,a83a8b54c60f2fe436574b8c37c23369,IOC_org_copy__a83a8b54c60f2fe436574b8c37c23369
basecamp,Basecamp,,"Basecamp, Chicago, IL, USA",41.8825943,-87.6570911,AAEntity,Basecamp,,IOC_org_copy,1d2730e6d7b7169e6d59a0f6acfcb2ce,IOC_org_copy__1d2730e6d7b7169e6d59a0f6acfcb2ce
harvest,Harvest,,"San Francisco, US",37.7756852,-122.4179707,Pipeline,Harvest,,IOC_org_copy,cb49ad33f3491104647183fd72ffb9fe,IOC_org_copy__cb49ad33f3491104647183fd72ffb9fe
oppo,OPPO,,"OPPO, Dongguan, China",23.029185,113.774315,LegislativeCommittee,OPPO,,IOC_org_copy,67843bc0e7e7b09cc369beabf05e9d30,IOC_org_copy__67843bc0e7e7b09cc369beabf05e9d30
line,LINE,,"Line, Tokyo, Japan",35.6693481,139.7062696,FTO,LINE,,IOC_org_copy,17b8ef2c330f1430e00c9de5469fc7e7,IOC_org_copy__17b8ef2c330f1430e00c9de5469fc7e7
kindred group,Kindred Group,ac8c19b75ea0a073ec8b70907622aa21,"Kindred Group, Valletta, Malta",35.9092313,14.5062706,Organization,Kindred Group,,IOC_org_copy,bae84ac09b613d0fc18b09fbfd56a521,IOC_org_copy__bae84ac09b613d0fc18b09fbfd56a521
khan academy,Khan Academy,,"Khan Academy, Mountain View, California, United States",37.3967304,-122.0839222,FTO,Khan Academy,,IOC_org_copy,a95b436b6afe17af8b20f4f15f3f15ab,IOC_org_copy__a95b436b6afe17af8b20f4f15f3f15ab
bumble,Bumble,a584f24a21567c2391bea8e33feabdca,"Bumble, London, UK",51.5307062,-0.0936497,space,Bumble,,IOC_org_copy,cd297793ff8edde8855221de9ec052d6,IOC_org_copy__cd297793ff8edde8855221de9ec052d6
kaspersky,Kaspersky,,"Kaspersky, Moscow, Russia",55.8365511,37.4816555,space,Kaspersky,,IOC_org_copy,071bf7e58e3c1226b3bf96f5abb2dbf5,IOC_org_copy__071bf7e58e3c1226b3bf96f5abb2dbf5
wakatime,WakaTime,,"WakaTime, San Francisco, CA, USA",37.7749295,-122.4194155,space,WakaTime,,IOC_org_copy,18847fc903d114f0873d5aa80048a7ef,IOC_org_copy__18847fc903d114f0873d5aa80048a7ef
dashlane,Dashlane,,"Dashlane, New York City, NY, USA",40.7392854,-73.9942513,Wells,Dashlane,,IOC_org_copy,57f56a7f49444b17887ec94b05f0b571,IOC_org_copy__57f56a7f49444b17887ec94b05f0b571
instacart,Instacart,,"Instacart, San Francisco, California, United States",37.791302,-122.3963906,CompanyKeyword,Instacart,,IOC_org_copy,9de182728b0321e62a8ad3da98916836,IOC_org_copy__9de182728b0321e62a8ad3da98916836
playstation,PlayStation,61a341a90a1f8e0bd1383a5d95dd458e,"Sony Pictures Studios HQ, Culver City, CA, USA",34.017707,-118.4014313,CompanyKeyword,PlayStation,,IOC_org_copy,3f6fb6f058deeea1407bacefec5265a2,IOC_org_copy__3f6fb6f058deeea1407bacefec5265a2
unikrn,Unikrn,,"Unikrn, Seattle, Washington, United States",47.614177,-122.201049,AAEntity,Unikrn,,IOC_org_copy,686e30a2a67653257dc1d949516a0f72,IOC_org_copy__686e30a2a67653257dc1d949516a0f72
quora,Quora,3c5268c54421788e27eb99123704131c,"Quora, Mountain View, California, USA",37.3880555,-122.0822826,space,Quora,,IOC_org_copy,b586fab9e7f81dc5f5cdb2dadaf1890b,IOC_org_copy__b586fab9e7f81dc5f5cdb2dadaf1890b
marriott vulnerability disclosure program,Marriott Vulnerability Disclosure Program,96c7d8b3fbb7d4fee6738143b79fcfeb,"Marriot, Bethesda, MD, United States",39.0222446,-77.138212,Media,Marriott Vulnerability Disclosure Program,,IOC_org_copy,22500c1d29128f23567ff2aa2042bdc7,IOC_org_copy__22500c1d29128f23567ff2aa2042bdc7
algolia,Algolia,,"Algolia, San Francisco, California, USA",37.7895408,-122.394228,AAEntity,Algolia,,IOC_org_copy,72ceec27e9e0722c8d38fc944bc2ebc8,IOC_org_copy__72ceec27e9e0722c8d38fc944bc2ebc8
formassembly,FormAssembly,,"San Francisco, US",37.7756852,-122.4179707,CompanyKeyword,FormAssembly,,IOC_org_copy,d12d3de1794e8f2257d4f8ec4321f0ae,IOC_org_copy__d12d3de1794e8f2257d4f8ec4321f0ae
irccloud,IRCCloud,,"IRCCloud, London, UK",51.5073509,-0.1277583,Refinery,IRCCloud,,IOC_org_copy,f890053ece396b73412ede4e176db735,IOC_org_copy__f890053ece396b73412ede4e176db735
files.com,Files.com,,"Files.com, Las Vegas, NV",36.086996,-115.1731433,space,Files.com,,IOC_org_copy,b2b6975480542a3d1c0ec0d3314ccc0b,IOC_org_copy__b2b6975480542a3d1c0ec0d3314ccc0b
airtable,Airtable,,"Airtable, San Francisco, California, USA",37.7856178,-122.405426,DiplomaticFacilities,Airtable,,IOC_org_copy,f7769fd96a022a54fb7f615f19e1264e,IOC_org_copy__f7769fd96a022a54fb7f615f19e1264e
imgur,Imgur,,"Imgur, San Francisco, CA, USA",37.7929158,-122.4046905,Shipping,Imgur,,IOC_org_copy,bcdc9cd5147d4838f2bc6c005bfce1dd,IOC_org_copy__bcdc9cd5147d4838f2bc6c005bfce1dd
chaturbate,Chaturbate,,"Chaturbate, San Francisco, CA, USA",37.7749295,-122.4194155,News,Chaturbate,,IOC_org_copy,3057a11458e83749b1a21cd0a7542581,IOC_org_copy__3057a11458e83749b1a21cd0a7542581
ratelimited,RATELIMITED,,"Ratelimited, New York City, NY, USA",40.7127753,-74.0059728,Consulates,RATELIMITED,,IOC_org_copy,7b917711c1cef411d8d2cab3c856b116,IOC_org_copy__7b917711c1cef411d8d2cab3c856b116
kartpay,Kartpay,,"San Francisco, US",37.7756852,-122.4179707,LegislativeCommittee,Kartpay,,IOC_org_copy,4f7845c60c90e088d4203ca3b6ced53a,IOC_org_copy__4f7845c60c90e088d4203ca3b6ced53a
brave software,Brave Software,,"Brave Technologies, Austin, TX, USA",30.3532207,-97.7493308,Legislator,Brave Software,,IOC_org_copy,2e7b7558cef7199fd5b6967017daa328,IOC_org_copy__2e7b7558cef7199fd5b6967017daa328
tomtom,TomTom,943b59830430191885827a749c7d8363,"TomTom, Amsterdam, The Netherlands",52.3772447,4.9097688,ForeignMinister,TomTom,,IOC_org_copy,707e8f09260192a8637894faf8903d03,IOC_org_copy__707e8f09260192a8637894faf8903d03
vhx,VHX,,"VHX, New York City, NY, USA",40.7024162,-73.9840502,News,VHX,,IOC_org_copy,e06313d684cbb85d370094317c8aa658,IOC_org_copy__e06313d684cbb85d370094317c8aa658
scopely,Scopely,,"Scopely, Los Angeles, CA, USA",34.0257779,-118.3804482,Pipeline,Scopely,,IOC_org_copy,b9043d57ceba21a4d4136211c30b0031,IOC_org_copy__b9043d57ceba21a4d4136211c30b0031
fetlife,FetLife,,"FetLife, Vancouver, BC, Canada",49.3086466,-123.0408254,Consulates,FetLife,,IOC_org_copy,e52b1c49632760d81380ad3464bf8b19,IOC_org_copy__e52b1c49632760d81380ad3464bf8b19
grammarly,Grammarly,,"Grammarly, San Francisco, CA, USA",37.790047,-122.400874,AAEntity,Grammarly,,IOC_org_copy,946acbc8613c0e8156d290ecfd144c95,IOC_org_copy__946acbc8613c0e8156d290ecfd144c95
tiktok,TikTok,2bf23a2c9aa1a7926027916cf6946500,"Bytedance, Beijing, China",39.9721322,116.3295454,Wells,TikTok,,IOC_org_copy,d7a9a3e2a98999afaa77e64983165058,IOC_org_copy__d7a9a3e2a98999afaa77e64983165058
cloudflare vulnerability disclosure,Cloudflare Vulnerability Disclosure,2e02d9310b0cf64668cdbb4a0a923b1e,"Cloudflare, San Francisco, CA, USA",37.7802866,-122.3907504,Keyphrase,Cloudflare Vulnerability Disclosure,,IOC_org_copy,8d301d5a727c13d7e56333e564ff573c,IOC_org_copy__8d301d5a727c13d7e56333e564ff573c
expressionengine,ExpressionEngine,,"ExpressionEngine, Santa Barbara, CA, USA",34.4139629,-119.848947,LegislativeCommittee,ExpressionEngine,,IOC_org_copy,069a9301c12c8f1ec549849c55ca9f2e,IOC_org_copy__069a9301c12c8f1ec549849c55ca9f2e
showmax,Showmax,,"Showmax, Cape Town, South Africa",-26.13265,27.9778769,Keyphrase,Showmax,,IOC_org_copy,df4d35cd5376d6e3ac82ad997cdb0c0a,IOC_org_copy__df4d35cd5376d6e3ac82ad997cdb0c0a
amazon vulnerability research program,Amazon Vulnerability Research Program,32ec5fc746a720416749e18927068772,"Amazon HQ, Seattle, WA, USA",47.6224351,-122.3366634,Diplomat,Amazon Vulnerability Research Program,,IOC_org_copy,9bb2eddad02919093d3aa9fb68b46f75,IOC_org_copy__9bb2eddad02919093d3aa9fb68b46f75
tts bug bounty,TTS Bug Bounty,,"San Francisco, US",37.7756852,-122.4179707,Refinery,TTS Bug Bounty,,IOC_org_copy,bdc5e244467de649a53ab1ba365f4e40,IOC_org_copy__bdc5e244467de649a53ab1ba365f4e40
greenhouse.io,Greenhouse.io,,"Greenhouse, New York City, NY, USA",40.7397579,-73.9076876,Person,Greenhouse.io,,IOC_org_copy,1ebbf658615b909658637de8217d13bd,IOC_org_copy__1ebbf658615b909658637de8217d13bd
nordvpn,NordVPN,,"San Francisco, US",,,Wells,NordVPN,,IOC_org_copy,805c55dc44892858629e9bf3f61e2329,IOC_org_copy__805c55dc44892858629e9bf3f61e2329
coursera,Coursera,,"Coursera, Mountain View, CA, USA",37.3868492,-122.060844,Organization,Coursera,,IOC_org_copy,31a74a3d90482bebd296c057539e548c,IOC_org_copy__31a74a3d90482bebd296c057539e548c
h1-ctf,h1-ctf,,"San Francisco, US",37.7756852,-122.4179707,Wells,h1-ctf,,IOC_org_copy,3a40b2e941dd8f280b626f09b8344637,IOC_org_copy__3a40b2e941dd8f280b626f09b8344637
mediamarktsaturn,MediaMarktSaturn,,"MediaMarktSaturn, Ingolstadt, Germany",48.7473751,11.4722954,LegislativeCommittee,MediaMarktSaturn,,IOC_org_copy,a05e80cd1c773a28627bc04b87108113,IOC_org_copy__a05e80cd1c773a28627bc04b87108113
keybase,Keybase,,"Keybase, San Jose, CA, United States",37.3382082,-121.8863286,Media,Keybase,,IOC_org_copy,ef9ec94c54770b31813afa8ce4c70ffd,IOC_org_copy__ef9ec94c54770b31813afa8ce4c70ffd
goodrx,GoodRx,,"GoodRX, Santa Monica, CA, United States",34.0289253,-118.4682388,IndustryTerm,GoodRx,,IOC_org_copy,6537cd7c16545429c61007dfbd2301a8,IOC_org_copy__6537cd7c16545429c61007dfbd2301a8
livestream,Livestream,,"Livestream, New York City, NY, United States",40.7845911,-73.9732002,Refinery,Livestream,,IOC_org_copy,9dd17948d276d5d6bd91ca20d52a79e9,IOC_org_copy__9dd17948d276d5d6bd91ca20d52a79e9
weblate,Weblate,,"San Francisco, US",37.7756852,-122.4179707,AAEntity,Weblate,,IOC_org_copy,c4c1b0c6f018b86ca47c1213f8c7007b,IOC_org_copy__c4c1b0c6f018b86ca47c1213f8c7007b
moneybird,Moneybird,,"Moneybird, Overijssel, Netherlands",52.2333474,6.8902068,Wells,Moneybird,,IOC_org_copy,caa4cd740517088d29388614feb31a28,IOC_org_copy__caa4cd740517088d29388614feb31a28
matomo,Matomo,,"Matomo, Wellington, NZ",-41.2923814,174.7787463,Consulates,Matomo,,IOC_org_copy,440e46d0e89145432434f153b8c34fb5,IOC_org_copy__440e46d0e89145432434f153b8c34fb5
postmates,Postmates,98dd28b1ff67c92991ea5cbac2de3949,"Postmates, San Francisco, CA, United States",37.7850203,-122.3999147,Pipeline,Postmates,,IOC_org_copy,32190f07783f984b50753858814986ee,IOC_org_copy__32190f07783f984b50753858814986ee
digitalocean,DigitalOcean,,"DigitalOcean, New York City, NY, United States",40.723278,-74.005577,Organization,DigitalOcean,,IOC_org_copy,73a76fbbbd72a5aebae27785fa05c794,IOC_org_copy__73a76fbbbd72a5aebae27785fa05c794
omise,Omise,,"Omise, Bangkok, Thailand",13.8023065,100.6189984,DiplomaticFacilities,Omise,,IOC_org_copy,7640ce2591c0efa621129de950ff8ab3,IOC_org_copy__7640ce2591c0efa621129de950ff8ab3
