keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
from clacton-on-sea,"Lifeboat launched from station in Clacton-on-Sea, UK",LegislativeCommittee,"Lifeboat launched from station in Clacton-on-Sea, UK",,lifeboat_mentioner,d06058ac6314a6c514d77743ac67c22f,lifeboat_mentioner__d06058ac6314a6c514d77743ac67c22f
from cleethorpes,"Lifeboat launched from station in Cleethorpes, UK",CompanyKeyword,"Lifeboat launched from station in Cleethorpes, UK",,lifeboat_mentioner,ef29436c7314e1f73f32e050d771000e,lifeboat_mentioner__ef29436c7314e1f73f32e050d771000e
from clifden,"Lifeboat launched from station in Clifden, Ireland",Exec,"Lifeboat launched from station in Clifden, Ireland",,lifeboat_mentioner,8a20ca21f72e3a754652f2a371198d54,lifeboat_mentioner__8a20ca21f72e3a754652f2a371198d54
from clogher head,"Lifeboat launched from station in Clogher Head, Ireland",DiplomaticFacilities,"Lifeboat launched from station in Clogher Head, Ireland",,lifeboat_mentioner,60ba812cc11a21ed87bdf47df537739f,lifeboat_mentioner__60ba812cc11a21ed87bdf47df537739f
from clovelly,"Lifeboat launched from station in Clovelly, UK",Shipping,"Lifeboat launched from station in Clovelly, UK",,lifeboat_mentioner,263804d99cb156f446bb04d31fbc1115,lifeboat_mentioner__263804d99cb156f446bb04d31fbc1115
from conwy,"Lifeboat launched from station in Conwy, UK",Diplomat,"Lifeboat launched from station in Conwy, UK",,lifeboat_mentioner,35d0cf61cb83f092ef7bf8c47522f328,lifeboat_mentioner__35d0cf61cb83f092ef7bf8c47522f328
from courtmacsherry harbour,"Lifeboat launched from station in Courtmacsherry, Ireland",ForeignMinistry,"Lifeboat launched from station in Courtmacsherry, Ireland",,lifeboat_mentioner,b1a2231bf8141978a8d722a105593336,lifeboat_mentioner__b1a2231bf8141978a8d722a105593336
from courtown,"Lifeboat launched from station in Courtown, Ireland",Organization,"Lifeboat launched from station in Courtown, Ireland",,lifeboat_mentioner,54ec0111aa07572aedaa88fd76985336,lifeboat_mentioner__54ec0111aa07572aedaa88fd76985336
from cowes,"Lifeboat launched from station in Cowes, Isle of Wight, UK",Shipping,"Lifeboat launched from station in Cowes, Isle of Wight, UK",,lifeboat_mentioner,5ab5ba077559c94fb9b98c69f4092bb1,lifeboat_mentioner__5ab5ba077559c94fb9b98c69f4092bb1
from craster,"Lifeboat launched from station in Craster, UK",Person,"Lifeboat launched from station in Craster, UK",,lifeboat_mentioner,921f052e99e49420cf939c8de2c9e78d,lifeboat_mentioner__921f052e99e49420cf939c8de2c9e78d
from criccieth,"Lifeboat launched from station in Criccieth, UK",IndustryTerm,"Lifeboat launched from station in Criccieth, UK",,lifeboat_mentioner,6823af5b398342e946cb255758174b30,lifeboat_mentioner__6823af5b398342e946cb255758174b30
from cromer,"Lifeboat launched from station in Cromer, UK",Diplomat,"Lifeboat launched from station in Cromer, UK",,lifeboat_mentioner,adafe81d20def562a4681c70e3930d43,lifeboat_mentioner__adafe81d20def562a4681c70e3930d43
from crosshaven,"Lifeboat launched from station in Crosshaven, Ireland",DiplomaticFacilities,"Lifeboat launched from station in Crosshaven, Ireland",,lifeboat_mentioner,e2d354831491f78923474c5072edd08d,lifeboat_mentioner__e2d354831491f78923474c5072edd08d
from cullercoats,"Lifeboat launched from station in Cullercoats, UK",Pipeline,"Lifeboat launched from station in Cullercoats, UK",,lifeboat_mentioner,1d2dcf3f76ac3d73535a0fece207c278,lifeboat_mentioner__1d2dcf3f76ac3d73535a0fece207c278
from dart,"Lifeboat launched from station in Dart, UK",IndustryTerm,"Lifeboat launched from station in Dart, UK",,lifeboat_mentioner,68e27d13f6b19189d25e7ccebebb2401,lifeboat_mentioner__68e27d13f6b19189d25e7ccebebb2401
from donaghadee,"Lifeboat launched from station in Donaghadee, Northern Ireland",Person,"Lifeboat launched from station in Donaghadee, Northern Ireland",,lifeboat_mentioner,5830ac60529117c88057494b280932b3,lifeboat_mentioner__5830ac60529117c88057494b280932b3
from douglas,"Lifeboat launched from station in Douglas, Isle of Man, UK",Refinery,"Lifeboat launched from station in Douglas, Isle of Man, UK",,lifeboat_mentioner,6056d7c8519472686ec505b343aa6ce3,lifeboat_mentioner__6056d7c8519472686ec505b343aa6ce3
from dover,"Lifeboat launched from station in Dover, UK",Person,"Lifeboat launched from station in Dover, UK",,lifeboat_mentioner,04bf22ecbd961769298d8ce2b0c61886,lifeboat_mentioner__04bf22ecbd961769298d8ce2b0c61886
from dun laoghaire,"Lifeboat launched from station in Dun Laoghaire, Ireland",LegislativeCommittee,"Lifeboat launched from station in Dun Laoghaire, Ireland",,lifeboat_mentioner,cd51c4ea2250628c06e4be7b5d2db38f,lifeboat_mentioner__cd51c4ea2250628c06e4be7b5d2db38f
from dunbar,"Lifeboat launched from station in Dunbar, UK",ForeignMinister,"Lifeboat launched from station in Dunbar, UK",,lifeboat_mentioner,e9cd39d65a2cb86f192b13cdce1b3abc,lifeboat_mentioner__e9cd39d65a2cb86f192b13cdce1b3abc
from dungeness,"Lifeboat launched from station in Dungeness, UK",Diplomat,"Lifeboat launched from station in Dungeness, UK",,lifeboat_mentioner,7ebfd22583e5d58f35774d747d61eace,lifeboat_mentioner__7ebfd22583e5d58f35774d747d61eace
from dunmore east,"Lifeboat launched from station in Dunmore East, UK",IndustryTerm,"Lifeboat launched from station in Dunmore East, UK",,lifeboat_mentioner,ca2f3ec816b028bbb0319413b1d9b50b,lifeboat_mentioner__ca2f3ec816b028bbb0319413b1d9b50b
from eastbourne,"Lifeboat launched from station in Eastbourne, UK",Keyphrase,"Lifeboat launched from station in Eastbourne, UK",,lifeboat_mentioner,5dd24ae4ee5632b44a4fc41e60a7da30,lifeboat_mentioner__5dd24ae4ee5632b44a4fc41e60a7da30
from enniskillen,"Lifeboat launched from station in Enniskillen, Northern Ireland",Legislator,"Lifeboat launched from station in Enniskillen, Northern Ireland",,lifeboat_mentioner,6f27a1602cb66bbc441fc47c3083ce3c,lifeboat_mentioner__6f27a1602cb66bbc441fc47c3083ce3c
from exmouth,"Lifeboat launched from station in Exmouth, UK",Shipping,"Lifeboat launched from station in Exmouth, UK",,lifeboat_mentioner,503b58d5355a829a94e931b1413d12bb,lifeboat_mentioner__503b58d5355a829a94e931b1413d12bb
from eyemouth,"Lifeboat launched from station in Eyemouth, UK",News,"Lifeboat launched from station in Eyemouth, UK",,lifeboat_mentioner,8b959a01004e085b07136be6890f3925,lifeboat_mentioner__8b959a01004e085b07136be6890f3925
from falmouth,"Lifeboat launched from station in Falmouth, UK",Legislator,"Lifeboat launched from station in Falmouth, UK",,lifeboat_mentioner,4b15a7bd2810619b300806ec6deed6fa,lifeboat_mentioner__4b15a7bd2810619b300806ec6deed6fa
from fenit,"Lifeboat launched from station in Fenit, Ireland",Consulates,"Lifeboat launched from station in Fenit, Ireland",,lifeboat_mentioner,d3dda8f8b665c81d17194fc860587d92,lifeboat_mentioner__d3dda8f8b665c81d17194fc860587d92
from fethard,"Lifeboat launched from station in Fethard, Ireland",AAEntity,"Lifeboat launched from station in Fethard, Ireland",,lifeboat_mentioner,293b7f8059f24d95dec367d27e3df8ba,lifeboat_mentioner__293b7f8059f24d95dec367d27e3df8ba
from filey,"Lifeboat launched from station in Filey, UK",Shipping,"Lifeboat launched from station in Filey, UK",,lifeboat_mentioner,54c50ce34fb3183416407207fe79fc9e,lifeboat_mentioner__54c50ce34fb3183416407207fe79fc9e
from fishguard,"Lifeboat launched from station in Fishguard, UK",IndustryTerm,"Lifeboat launched from station in Fishguard, UK",,lifeboat_mentioner,d6f08300bb42bd4ca1c834bc8b886a93,lifeboat_mentioner__d6f08300bb42bd4ca1c834bc8b886a93
from flamborough,"Lifeboat launched from station in Flamborough, UK",Keyphrase,"Lifeboat launched from station in Flamborough, UK",,lifeboat_mentioner,e34191f830fbbeccd81fdc73d62d5c4e,lifeboat_mentioner__e34191f830fbbeccd81fdc73d62d5c4e
from fleetwood,"Lifeboat launched from station in Fleetwood, UK",CompanyKeyword,"Lifeboat launched from station in Fleetwood, UK",,lifeboat_mentioner,02277a4e2f7a59aea96baed09bc288db,lifeboat_mentioner__02277a4e2f7a59aea96baed09bc288db
from flint,"Lifeboat launched from station in Flint, UK",News,"Lifeboat launched from station in Flint, UK",,lifeboat_mentioner,0bf176df13f61a15eafb385698e4bdb9,lifeboat_mentioner__0bf176df13f61a15eafb385698e4bdb9
from fowey,"Lifeboat launched from station in Fowey, UK",Organization,"Lifeboat launched from station in Fowey, UK",,lifeboat_mentioner,a78feee48f9e774f446a684e03cb5aef,lifeboat_mentioner__a78feee48f9e774f446a684e03cb5aef
from fraserburgh,"Lifeboat launched from station in Fraserburgh, UK",AAEntity,"Lifeboat launched from station in Fraserburgh, UK",,lifeboat_mentioner,3adafc402b28e5592b58e1552b7d9850,lifeboat_mentioner__3adafc402b28e5592b58e1552b7d9850
from galway,"Lifeboat launched from station in Galway, Ireland",space,"Lifeboat launched from station in Galway, Ireland",,lifeboat_mentioner,5741174eafa341ba66d40e40958e6aea,lifeboat_mentioner__5741174eafa341ba66d40e40958e6aea
from girvan,"Lifeboat launched from station in Girvan, UK",Exec,"Lifeboat launched from station in Girvan, UK",,lifeboat_mentioner,da1ff53242ac8e2629a0eb22cf6e9504,lifeboat_mentioner__da1ff53242ac8e2629a0eb22cf6e9504
from gravesend,"Lifeboat launched from station in Gravesend, UK",Shipping,"Lifeboat launched from station in Gravesend, UK",,lifeboat_mentioner,eb1b0259e5acd53877e2117e95c95826,lifeboat_mentioner__eb1b0259e5acd53877e2117e95c95826
from great yarmouth and gorleston,"Lifeboat launched from station in Gorleston, UK",Wells,"Lifeboat launched from station in Gorleston, UK",,lifeboat_mentioner,527db38d32c995119cb5a56ddae87cb5,lifeboat_mentioner__527db38d32c995119cb5a56ddae87cb5
from happisburgh,"Lifeboat launched from station in Happisburgh, UK",AAEntity,"Lifeboat launched from station in Happisburgh, UK",,lifeboat_mentioner,4b5033da1090350e35a36110f1b25e4a,lifeboat_mentioner__4b5033da1090350e35a36110f1b25e4a
from hartlepool,"Lifeboat launched from station in Hartlepool, UK",Organization,"Lifeboat launched from station in Hartlepool, UK",,lifeboat_mentioner,e1dc03e3d7dc4f947a9e6632861457ab,lifeboat_mentioner__e1dc03e3d7dc4f947a9e6632861457ab
from harwich,"Lifeboat launched from station in Harwich, UK",Keyphrase,"Lifeboat launched from station in Harwich, UK",,lifeboat_mentioner,07d4cf93cdb502e6196249e401db0760,lifeboat_mentioner__07d4cf93cdb502e6196249e401db0760
from hastings,"Lifeboat launched from station in Hastings, UK",Diplomat,"Lifeboat launched from station in Hastings, UK",,lifeboat_mentioner,4f9f6d0991076eca964dd676e7295a25,lifeboat_mentioner__4f9f6d0991076eca964dd676e7295a25
from hayling island,"Lifeboat launched from station on Hayling Island, UK",Person,"Lifeboat launched from station on Hayling Island, UK",,lifeboat_mentioner,497a01b178908c808b02a78e51ac59be,lifeboat_mentioner__497a01b178908c808b02a78e51ac59be
from helensburgh,"Lifeboat launched from station in Helensburgh, UK",CompanyKeyword,"Lifeboat launched from station in Helensburgh, UK",,lifeboat_mentioner,07d77261928235c245a520428d5f7443,lifeboat_mentioner__07d77261928235c245a520428d5f7443
from helvick head,"Lifeboat launched from station in Helvick Head, Ireland",LegislativeCommittee,"Lifeboat launched from station in Helvick Head, Ireland",,lifeboat_mentioner,76b8478773483bf4a199592000fbe472,lifeboat_mentioner__76b8478773483bf4a199592000fbe472
from holyhead,"Lifeboat launched from station in Holyhead, UK",Refinery,"Lifeboat launched from station in Holyhead, UK",,lifeboat_mentioner,ee9deee1a439bac69f8924b3bcf8cf9e,lifeboat_mentioner__ee9deee1a439bac69f8924b3bcf8cf9e
from horton and port eynon,"Lifeboat launched from station in Horton, UK",DiplomaticFacilities,"Lifeboat launched from station in Horton, UK",,lifeboat_mentioner,afd56511dc198f0234374b26a36c5aa7,lifeboat_mentioner__afd56511dc198f0234374b26a36c5aa7
from howth,"Lifeboat launched from station in Howth, Ireland",News,"Lifeboat launched from station in Howth, Ireland",,lifeboat_mentioner,ff5e11cdb14ccb7247326a6b18c1c56b,lifeboat_mentioner__ff5e11cdb14ccb7247326a6b18c1c56b
from hoylake,"Lifeboat launched from station in Hoylake, UK",Keyphrase,"Lifeboat launched from station in Hoylake, UK",,lifeboat_mentioner,158d53c3fde595a2a842e221e89cd6e2,lifeboat_mentioner__158d53c3fde595a2a842e221e89cd6e2
from humber,"Lifeboat launched from station in Hull, UK",Wells,"Lifeboat launched from station in Hull, UK",,lifeboat_mentioner,b7fd76a5fb23d67b275739bae5bc87d1,lifeboat_mentioner__b7fd76a5fb23d67b275739bae5bc87d1
from hunstanton,"Lifeboat launched from station in Hunstanton, UK",Consulates,"Lifeboat launched from station in Hunstanton, UK",,lifeboat_mentioner,711415d7a6cbe8817c450a0b64d66cba,lifeboat_mentioner__711415d7a6cbe8817c450a0b64d66cba
from ilfracombe,"Lifeboat launched from station in Ilfracombe, UK",LegislativeCommittee,"Lifeboat launched from station in Ilfracombe, UK",,lifeboat_mentioner,d662a7a2552b35a3e6225432da0a5efe,lifeboat_mentioner__d662a7a2552b35a3e6225432da0a5efe
from invergordon,"Lifeboat launched from station in Invergordon, UK",Exec,"Lifeboat launched from station in Invergordon, UK",,lifeboat_mentioner,21941d50c8f000909313cf45c186d196,lifeboat_mentioner__21941d50c8f000909313cf45c186d196
from islay,"Lifeboat launched from station on Islay, UK",ForeignMinister,"Lifeboat launched from station on Islay, UK",,lifeboat_mentioner,2c10464b29f9e8ad717f70fbeaf0e32c,lifeboat_mentioner__2c10464b29f9e8ad717f70fbeaf0e32c
from kessock,"Lifeboat launched from station in Kessock, UK",Media,"Lifeboat launched from station in Kessock, UK",,lifeboat_mentioner,134ef48f4291c4c61f4f8262e01cba92,lifeboat_mentioner__134ef48f4291c4c61f4f8262e01cba92
from killkeel,"Lifeboat launched from station in Killkeel, Northern Ireland",Refinery,"Lifeboat launched from station in Killkeel, Northern Ireland",,lifeboat_mentioner,2289b36dbfea1ed29166a3a63ac1d618,lifeboat_mentioner__2289b36dbfea1ed29166a3a63ac1d618
from kilmore quay,"Lifeboat launched from station in Kilmore Quay, Ireland",Exec,"Lifeboat launched from station in Kilmore Quay, Ireland",,lifeboat_mentioner,157278427db96bbc6a549d3665c46b42,lifeboat_mentioner__157278427db96bbc6a549d3665c46b42
from kilrush,"Lifeboat launched from station in Kilrush, Ireland",Media,"Lifeboat launched from station in Kilrush, Ireland",,lifeboat_mentioner,db72ca680022da2b4fbdb39e0b6d479d,lifeboat_mentioner__db72ca680022da2b4fbdb39e0b6d479d
from kinghorn,"Lifeboat launched from station in Kinghorn, UK",News,"Lifeboat launched from station in Kinghorn, UK",,lifeboat_mentioner,1d9aa28586c4cfd963e8fa513973a3d6,lifeboat_mentioner__1d9aa28586c4cfd963e8fa513973a3d6
from kinsale,"Lifeboat launched from station in Kinsale, Ireland",Organization,"Lifeboat launched from station in Kinsale, Ireland",,lifeboat_mentioner,71f412ca41836077aca0dbf0ebc630be,lifeboat_mentioner__71f412ca41836077aca0dbf0ebc630be
from kippford,"Lifeboat launched from station in Kippford, UK",Exec,"Lifeboat launched from station in Kippford, UK",,lifeboat_mentioner,5dec7ed9b62becef210ffe42dd4cf278,lifeboat_mentioner__5dec7ed9b62becef210ffe42dd4cf278
from kirkcudbright,"Lifeboat launched from station in Kirkcudbright, UK",DiplomaticFacilities,"Lifeboat launched from station in Kirkcudbright, UK",,lifeboat_mentioner,5b88f5faed95e4ad0539c010ac9829d1,lifeboat_mentioner__5b88f5faed95e4ad0539c010ac9829d1
from kirkwall,"Lifeboat launched from station in Kirkwall, UK",News,"Lifeboat launched from station in Kirkwall, UK",,lifeboat_mentioner,2fdc8de521709c25d8e3c33abb845f38,lifeboat_mentioner__2fdc8de521709c25d8e3c33abb845f38
from kyle of lochalsh,"Lifeboat launched from station in Kyle of Lochalsh, UK",Legislator,"Lifeboat launched from station in Kyle of Lochalsh, UK",,lifeboat_mentioner,c89feb11140fe877cbdb39f10e908d4c,lifeboat_mentioner__c89feb11140fe877cbdb39f10e908d4c
from largs,"Lifeboat launched from station in Largs, UK",space,"Lifeboat launched from station in Largs, UK",,lifeboat_mentioner,20ee49181156077e94bee760106412a8,lifeboat_mentioner__20ee49181156077e94bee760106412a8
from larne,"Lifeboat launched from station in Larne, Northern Ireland",Person,"Lifeboat launched from station in Larne, Northern Ireland",,lifeboat_mentioner,6770630785c638cd8e138992b793b6ea,lifeboat_mentioner__6770630785c638cd8e138992b793b6ea
