keyword,keys,location,lat,lon,ranking,caption_text,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(audrey; field),(Audrey; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Audrey gas field in North Sea, off UK",Refinery,"in Audrey gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,fdf9cc34855faf89b252ba729cef0932,radio_nav_warnings_locations_mapping__fdf9cc34855faf89b252ba729cef0932
(babbage; field),(Babbage; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Babbage gas field in North Sea, off UK",Refinery,"in Babbage gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,fd3da05b47be38b5cbd6a7d0a7d8c29c,radio_nav_warnings_locations_mapping__fd3da05b47be38b5cbd6a7d0a7d8c29c
(baird; field),(Baird; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Baird gas field in North Sea, off UK",IndustryTerm,"in Baird gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,b44d306e9fff105e03444e176202f404,radio_nav_warnings_locations_mapping__b44d306e9fff105e03444e176202f404
(barque; field),(Barque; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Barque gas field in North Sea, off UK",Media,"in Barque gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,c7c386e22a8b529c99cab15105078baa,radio_nav_warnings_locations_mapping__c7c386e22a8b529c99cab15105078baa
(beaufort; field),(Beaufort; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Beaufort gas field in North Sea, off UK",Shipping,"in Beaufort gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,a00fd9b1c58edc0602b0b09a4207c651,radio_nav_warnings_locations_mapping__a00fd9b1c58edc0602b0b09a4207c651
(bell; field),(Bell; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Bell gas field in North Sea, off UK",Diplomat,"in Bell gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,94a5c98b2cfa67f92cea635f24f4cad3,radio_nav_warnings_locations_mapping__94a5c98b2cfa67f92cea635f24f4cad3
(bessemer; field),(Bessemer; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Bessemer gas field in North Sea, off UK",Exec,"in Bessemer gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,a73d5b99c14a6653e037e2f33c7e27b6,radio_nav_warnings_locations_mapping__a73d5b99c14a6653e037e2f33c7e27b6
(blythe; field),(Blythe; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Blythe gas field in North Sea, off UK",IndustryTerm,"in Blythe gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,66b99b5506518f5ec5ded3de0df26c8f,radio_nav_warnings_locations_mapping__66b99b5506518f5ec5ded3de0df26c8f
(boulton; field),(Boulton; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Boulton gas field in North Sea, off UK",Organization,"in Boulton gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,11535ed4c88bd1ed28e16e0a6d328842,radio_nav_warnings_locations_mapping__11535ed4c88bd1ed28e16e0a6d328842
(boulton h; field),(Boulton H; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Boulton H gas field in North Sea, off UK",IndustryTerm,"in Boulton H gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,56f7ab66a8d9bfddc3803a1b30129a32,radio_nav_warnings_locations_mapping__56f7ab66a8d9bfddc3803a1b30129a32
(boyle; field),(Boyle; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Boyle gas field in North Sea, off UK",space,"in Boyle gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,a6e8d311ece88604d0b2b7fc87fdf059,radio_nav_warnings_locations_mapping__a6e8d311ece88604d0b2b7fc87fdf059
(breagh; field),(Breagh; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Breagh gas field in North Sea, off UK",space,"in Breagh gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,c4aad5c4fb75c23a2d9a85ca43621164,radio_nav_warnings_locations_mapping__c4aad5c4fb75c23a2d9a85ca43621164
(brigantine; field),(Brigantine; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Brigantine gas field in North Sea, off UK",AAEntity,"in Brigantine gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,4f5e56d94c533ae60b0e36ec9587179a,radio_nav_warnings_locations_mapping__4f5e56d94c533ae60b0e36ec9587179a
(brown; field),(Brown; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Brown gas field in North Sea, off UK",AAEntity,"in Brown gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,449dea484f9ec2c00fb85c247f17092e,radio_nav_warnings_locations_mapping__449dea484f9ec2c00fb85c247f17092e
(bure o; field),(Bure O; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Bure O gas field in North Sea, off UK",space,"in Bure O gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,0b12da4483cd46ec593ac97b3c044ceb,radio_nav_warnings_locations_mapping__0b12da4483cd46ec593ac97b3c044ceb
(bure west; field),(Bure West; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Bure West gas field in North Sea, off UK",Organization,"in Bure West gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,215f809505122baeace2c72629b69498,radio_nav_warnings_locations_mapping__215f809505122baeace2c72629b69498
(caister; field),(Caister; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Caister gas field in North Sea, off UK",LegislativeCommittee,"in Caister gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,2307095583e17908a9cee5eadfc44ad8,radio_nav_warnings_locations_mapping__2307095583e17908a9cee5eadfc44ad8
(callisto; field),(Callisto; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Callisto gas field in North Sea, off UK",AAEntity,"in Callisto gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,e9fea6ad5eaad72867eab21da4b3dc88,radio_nav_warnings_locations_mapping__e9fea6ad5eaad72867eab21da4b3dc88
(camelot; field),(Camelot; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Camelot gas field in North Sea, off UK",Shipping,"in Camelot gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,a244042d6d74913ed5c9eaf9f4bbfc6b,radio_nav_warnings_locations_mapping__a244042d6d74913ed5c9eaf9f4bbfc6b
(caravel; field),(Caravel; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Caravel gas field in North Sea, off UK",Refinery,"in Caravel gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,57987e913b7591b62155925e3814e5e4,radio_nav_warnings_locations_mapping__57987e913b7591b62155925e3814e5e4
(carrack; field),(Carrack; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Carrack gas field in North Sea, off UK",ForeignMinistry,"in Carrack gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,466ab319c76b6ce1f3b7fd4f4ae8067d,radio_nav_warnings_locations_mapping__466ab319c76b6ce1f3b7fd4f4ae8067d
(cavendish; field),(Cavendish; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Cavendish gas field in North Sea, off UK",Legislator,"in Cavendish gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,83eb021cf9205838d8c46668e0f41f71,radio_nav_warnings_locations_mapping__83eb021cf9205838d8c46668e0f41f71
(ceres; field),(Ceres; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Ceres gas field in North Sea, off UK",FTO,"in Ceres gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,33e5133567c6cc916980bbbec0ead4b6,radio_nav_warnings_locations_mapping__33e5133567c6cc916980bbbec0ead4b6
(chiswick; field),(Chiswick; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Chiswick gas field in North Sea, off UK",IndustryTerm,"in Chiswick gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,87a3a8da5b99286a8f2f44caa03e3cb0,radio_nav_warnings_locations_mapping__87a3a8da5b99286a8f2f44caa03e3cb0
(cleeton; field),(Cleeton; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Cleeton gas field in North Sea, off UK",Wells,"in Cleeton gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,ced85f267e42b154e1c106916bac79ee,radio_nav_warnings_locations_mapping__ced85f267e42b154e1c106916bac79ee
(clipper complex; field),(Clipper complex; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Clipper complex gas field in North Sea, off UK",LegislativeCommittee,"in Clipper complex gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,7b6844a025ac394fa8caf4d2a20a2a0b,radio_nav_warnings_locations_mapping__7b6844a025ac394fa8caf4d2a20a2a0b
(clipper south; field),(Clipper South; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Clipper South gas field in North Sea, off UK",Wells,"in Clipper South gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,ddb148a36ef05f61099b21e19728437e,radio_nav_warnings_locations_mapping__ddb148a36ef05f61099b21e19728437e
(corvette; field),(Corvette; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Corvette gas field in North Sea, off UK",CompanyKeyword,"in Corvette gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,41eb88926ceefe95aae7844ca70a2f39,radio_nav_warnings_locations_mapping__41eb88926ceefe95aae7844ca70a2f39
(cutter; field),(Cutter; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Cutter gas field in North Sea, off UK",Diplomat,"in Cutter gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,d05a0055dc2ab49cf89c8862409ef688,radio_nav_warnings_locations_mapping__d05a0055dc2ab49cf89c8862409ef688
(cygnus; field),(Cygnus; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Cygnus gas field in North Sea, off UK",DiplomaticFacilities,"in Cygnus gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,85bc04e27d4ceeafced2e1d2cddf3e16,radio_nav_warnings_locations_mapping__85bc04e27d4ceeafced2e1d2cddf3e16
(davy; field),(Davy; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Davy gas field in North Sea, off UK",ForeignMinistry,"in Davy gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,0d9a25833884f4a8a8c9ca231b3c0a8c,radio_nav_warnings_locations_mapping__0d9a25833884f4a8a8c9ca231b3c0a8c
(davy east; field),(Davy East; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Davy East gas field in North Sea, off UK",space,"in Davy East gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,8dc4b330ec0a7ac1c567e67e5b4df953,radio_nav_warnings_locations_mapping__8dc4b330ec0a7ac1c567e67e5b4df953
(dawn; field),(Dawn; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Dawn gas field in North Sea, off UK",Wells,"in Dawn gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,9fc2cb821734b5d7487a0f8c43e12cc2,radio_nav_warnings_locations_mapping__9fc2cb821734b5d7487a0f8c43e12cc2
(deben; field),(Deben; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Deben gas field in North Sea, off UK",Exec,"in Deben gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,355b25bf335e8ae56270e8d405c29e01,radio_nav_warnings_locations_mapping__355b25bf335e8ae56270e8d405c29e01
(deborah; field),(Deborah; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Deborah gas field in North Sea, off UK",Exec,"in Deborah gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,af1ed95f60f492c7ea923e746cf1bb7c,radio_nav_warnings_locations_mapping__af1ed95f60f492c7ea923e746cf1bb7c
(delilah; field),(Delilah; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Delilah gas field in North Sea, off UK",ForeignMinister,"in Delilah gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,b614416999c78ecc6f7bea507f59e8b1,radio_nav_warnings_locations_mapping__b614416999c78ecc6f7bea507f59e8b1
(della; field),(Della; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Della gas field in North Sea, off UK",Person,"in Della gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,b99c67a35910c6cf02ea8d59cfeabb44,radio_nav_warnings_locations_mapping__b99c67a35910c6cf02ea8d59cfeabb44
(dotty; field),(Dotty; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Dotty gas field in North Sea, off UK",Diplomat,"in Dotty gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,cd5634e3116a47d9283ad41159aa5c8d,radio_nav_warnings_locations_mapping__cd5634e3116a47d9283ad41159aa5c8d
(durango; field),(Durango; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Durango gas field in North Sea, off UK",Wells,"in Durango gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,6a2677c2f6b9d561c38451d7c5c79c9c,radio_nav_warnings_locations_mapping__6a2677c2f6b9d561c38451d7c5c79c9c
(easington; field),(Easington; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Easington gas field in North Sea, off UK",Media,"in Easington gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,c4f15dd24f77e70c4de41b3276bd8e80,radio_nav_warnings_locations_mapping__c4f15dd24f77e70c4de41b3276bd8e80
(east sean; field),(East Sean; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in East Sean gas field in North Sea, off UK",LegislativeCommittee,"in East Sean gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,c8d2665ce2c6ad9347589ce3c6050e02,radio_nav_warnings_locations_mapping__c8d2665ce2c6ad9347589ce3c6050e02
(elgood; field),(Elgood; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Elgood gas field in North Sea, off UK",Organization,"in Elgood gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,80430447233f0fd73263de41ae9d2fbf,radio_nav_warnings_locations_mapping__80430447233f0fd73263de41ae9d2fbf
(elland; field),(Elland; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Elland gas field in North Sea, off UK",Exec,"in Elland gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,e4d40c258c5a7c7ac636b5517e85a87a,radio_nav_warnings_locations_mapping__e4d40c258c5a7c7ac636b5517e85a87a
(ensign; field),(Ensign; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Ensign gas field in North Sea, off UK",DiplomaticFacilities,"in Ensign gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,823460f1a93d13d508016d7427e97c67,radio_nav_warnings_locations_mapping__823460f1a93d13d508016d7427e97c67
(eris; field),(Eris; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Eris gas field in North Sea, off UK",DiplomaticFacilities,"in Eris gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,c40c2431990b3c642926e9c7b8fae997,radio_nav_warnings_locations_mapping__c40c2431990b3c642926e9c7b8fae997
(esmond; field),(Esmond; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Esmond gas field in North Sea, off UK",Refinery,"in Esmond gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,061f66f6d85cb0ea867bdd3d93621f81,radio_nav_warnings_locations_mapping__061f66f6d85cb0ea867bdd3d93621f81
(europa; field),(Europa; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Europa gas field in North Sea, off UK",Diplomat,"in Europa gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,73553eba33423875d0fe538fd759aa9e,radio_nav_warnings_locations_mapping__73553eba33423875d0fe538fd759aa9e
(excalibur; field),(Excalibur; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Excalibur gas field in North Sea, off UK",CompanyKeyword,"in Excalibur gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,5084bc636f2802dde32fd233794c583f,radio_nav_warnings_locations_mapping__5084bc636f2802dde32fd233794c583f
(fizzy; field),(Fizzy; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Fizzy gas field in North Sea, off UK",Organization,"in Fizzy gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,ce60fb7b81072489ba359ecc381a4d16,radio_nav_warnings_locations_mapping__ce60fb7b81072489ba359ecc381a4d16
(forbes; field),(Forbes; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Forbes gas field in North Sea, off UK",ForeignMinister,"in Forbes gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,60e39e32951ec9c87f6b160d7b992f7a,radio_nav_warnings_locations_mapping__60e39e32951ec9c87f6b160d7b992f7a
(galahad and mordred; field),(Galahad and Mordred; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Galahad and Mordred gas field in North Sea, off UK",Media,"in Galahad and Mordred gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,e4f730b1e718381a7e6a5cab5d53210d,radio_nav_warnings_locations_mapping__e4f730b1e718381a7e6a5cab5d53210d
(galleon; field),(Galleon; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Galleon gas field in North Sea, off UK",LegislativeCommittee,"in Galleon gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,caeab668671711ff3ba07390a92aa951,radio_nav_warnings_locations_mapping__caeab668671711ff3ba07390a92aa951
(ganymede; field),(Ganymede; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Ganymede gas field in North Sea, off UK",LegislativeCommittee,"in Ganymede gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,214c56712b94608af15fbe8702269802,radio_nav_warnings_locations_mapping__214c56712b94608af15fbe8702269802
(garrow; field),(Garrow; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Garrow gas field in North Sea, off UK",CompanyKeyword,"in Garrow gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,10d0c1fa143583f6a01ab4e8fb55393d,radio_nav_warnings_locations_mapping__10d0c1fa143583f6a01ab4e8fb55393d
(gawain; field),(Gawain; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Gawain gas field in North Sea, off UK",ForeignMinister,"in Gawain gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,f54c5849706507d74a35c2b781a63a5f,radio_nav_warnings_locations_mapping__f54c5849706507d74a35c2b781a63a5f
(goddard; field),(Goddard; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Goddard gas field in North Sea, off UK",DiplomaticFacilities,"in Goddard gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,06fc44fd0ccc617ad94d61149b9a8d2e,radio_nav_warnings_locations_mapping__06fc44fd0ccc617ad94d61149b9a8d2e
(gordon; field),(Gordon; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Gordon gas field in North Sea, off UK",Media,"in Gordon gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,af83fdffc42e773234735e1781a3ba40,radio_nav_warnings_locations_mapping__af83fdffc42e773234735e1781a3ba40
(grove; field),(Grove; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Grove gas field in North Sea, off UK",CompanyKeyword,"in Grove gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,f7113b690d4f164635bb80c769f82763,radio_nav_warnings_locations_mapping__f7113b690d4f164635bb80c769f82763
(guinevere; field),(Guinevere; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Guinevere gas field in North Sea, off UK",ForeignMinister,"in Guinevere gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,9e54f472554d5bee9a9d72cf81918065,radio_nav_warnings_locations_mapping__9e54f472554d5bee9a9d72cf81918065
(harvey; field),(Harvey; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Harvey gas field in North Sea, off UK",Pipeline,"in Harvey gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,e35d87776bee64505f9d54378f98f74a,radio_nav_warnings_locations_mapping__e35d87776bee64505f9d54378f98f74a
(hawksley; field),(Hawksley; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Hawksley gas field in North Sea, off UK",AAEntity,"in Hawksley gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,59817fb4a26de8b92c263389a835e546,radio_nav_warnings_locations_mapping__59817fb4a26de8b92c263389a835e546
(helvellyn; field),(Helvellyn; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Helvellyn gas field in North Sea, off UK",Refinery,"in Helvellyn gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,7ed50e7f759ce3fba5a0b3f7ce40d578,radio_nav_warnings_locations_mapping__7ed50e7f759ce3fba5a0b3f7ce40d578
(hewett; field),(Hewett; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Hewett gas field in North Sea, off UK",ForeignMinistry,"in Hewett gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,afe79339c8cae44091b4acc7194a2d2c,radio_nav_warnings_locations_mapping__afe79339c8cae44091b4acc7194a2d2c
(horne and wren; field),(Horne and Wren; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Horne and Wren gas field in North Sea, off UK",Shipping,"in Horne and Wren gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,68406ad42bee70d36277d059636424c0,radio_nav_warnings_locations_mapping__68406ad42bee70d36277d059636424c0
(hoton; field),(Hoton; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Hoton gas field in North Sea, off UK",Pipeline,"in Hoton gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,dd4fa3bcdb3ad133ce000c3f5d213224,radio_nav_warnings_locations_mapping__dd4fa3bcdb3ad133ce000c3f5d213224
(hunter; field),(Hunter; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Hunter gas field in North Sea, off UK",Diplomat,"in Hunter gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,39f365def2030ed577e507efc69c623c,radio_nav_warnings_locations_mapping__39f365def2030ed577e507efc69c623c
(hyde; field),(Hyde; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Hyde gas field in North Sea, off UK",Shipping,"in Hyde gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,4967b53d2a1b008be57651b8aaa68caa,radio_nav_warnings_locations_mapping__4967b53d2a1b008be57651b8aaa68caa
(hyperion; field),(Hyperion; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Hyperion gas field in North Sea, off UK",DiplomaticFacilities,"in Hyperion gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,098e6482759ac611931890bbcf48141e,radio_nav_warnings_locations_mapping__098e6482759ac611931890bbcf48141e
(indefatigable; field),(Indefatigable; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Indefatigable gas field in North Sea, off UK",Wells,"in Indefatigable gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,a00c2c0815d3166e02a6b2f4b678cec7,radio_nav_warnings_locations_mapping__a00c2c0815d3166e02a6b2f4b678cec7
(indefatigable; field),(Indefatigable; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Indefatigable gas field in North Sea, off UK",space,"in Indefatigable gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,a00c2c0815d3166e02a6b2f4b678cec7,radio_nav_warnings_locations_mapping__a00c2c0815d3166e02a6b2f4b678cec7
(johnston; field),(Johnston; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Johnston gas field in North Sea, off UK",DiplomaticFacilities,"in Johnston gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,09184ecc22cbea32d1c1608c56654579,radio_nav_warnings_locations_mapping__09184ecc22cbea32d1c1608c56654579
(juliet; field),(Juliet; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Juliet gas field in North Sea, off UK",AAEntity,"in Juliet gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,564f2fe4122d35cfdf94d64875ae92b9,radio_nav_warnings_locations_mapping__564f2fe4122d35cfdf94d64875ae92b9
(juno; field),(Juno; field),"Great Yarmouth, UK",52.5945959,1.729322063,1,"in Juno gas field in North Sea, off UK",AAEntity,"in Juno gas field in North Sea, off UK",,radio_nav_warnings_locations_mapping,6353e4aa88b4ef75d9c82c26d8236711,radio_nav_warnings_locations_mapping__6353e4aa88b4ef75d9c82c26d8236711
